#Name,Accession,Start,Stop,Locus tag,Protein Name
"Un","BLLF01000738.1",38876,49993,"HaLaN_10611","hypothetical protein HaLaN_10611"
"Un","BLLF01000738.1",51320,53294,"HaLaN_10612","hypothetical protein HaLaN_10612, partial"
"Un","BLLF01000738.1",53366,53990,"HaLaN_10613","hypothetical protein HaLaN_10613"
"Un","BLLF01000738.1",56428,56955,"HaLaN_10614","hypothetical protein HaLaN_10614"
"Un","BLLF01000738.1",60879,62619,"HaLaN_10615","BPI2 domain-containing protein, partial"
"Un","BLLF01000739.1",929,2227,"HaLaN_10616","heme oxygenase"
"Un","BLLF01000739.1",7578,10579,"HaLaN_10618","multidrug and toxic compound extrusion protein, partial"
"Un","BLLF01000739.1",11553,13524,"HaLaN_10619","multidrug and toxic compound extrusion protein, partial"
"Un","BLLF01000739.1",15706,18696,"HaLaN_10620","uncharacterized protein HaLaN_10620"
"Un","BLLF01000739.1",20057,22222,"HaLaN_10621","hypothetical protein HaLaN_10621, partial"
"Un","BLLF01000739.1",24088,26641,"HaLaN_10622","hypothetical protein HaLaN_10622"
"Un","BLLF01000739.1",28239,29628,"HaLaN_10623","hypothetical protein HaLaN_10623"
"Un","BLLF01000739.1",47611,48291,"HaLaN_10625","hypothetical protein HaLaN_10625"
"Un","BLLF01000740.1",5228,7011,"HaLaN_10626","hypothetical protein HaLaN_10626"
"Un","BLLF01000740.1",9881,14160,"HaLaN_10627","sensitive to high expression protein 9, mitochondrial"
"Un","BLLF01000740.1",20119,21092,"HaLaN_10628","uncharacterized protein HaLaN_10628"
"Un","BLLF01000740.1",26173,27951,"HaLaN_10629","hypothetical protein HaLaN_10629, partial"
"Un","BLLF01000740.1",32594,33055,"HaLaN_10630","hypothetical protein HaLaN_10630, partial"
"Un","BLLF01000740.1",52773,53247,"HaLaN_10631","guanylate kinase-like domain-containing protein, partial"
"Un","BLLF01000741.1",1394,17037,"HaLaN_10633","uncharacterized protein HaLaN_10633, partial"
"Un","BLLF01000741.1",17154,17622,"HaLaN_10634","hypothetical protein HaLaN_10634"
"Un","BLLF01000741.1",22976,25347,"HaLaN_10636","PMSR domain-containing protein"
"Un","BLLF01000741.1",28558,31409,"HaLaN_10637","uncharacterized protein HaLaN_10637, partial"
"Un","BLLF01000741.1",34164,34844,"HaLaN_10638","hypothetical protein HaLaN_10638"
"Un","BLLF01000453.1",9691,9995,"HaLaN_07559","hypothetical protein HaLaN_07559, partial"
"Un","BLLF01000453.1",26755,27372,"HaLaN_07561","hypothetical protein HaLaN_07561"
"Un","BLLF01000453.1",35688,36995,"HaLaN_07563","uncharacterized protein HaLaN_07563, partial"
"Un","BLLF01000453.1",40278,41223,"HaLaN_07564","uncharacterized protein HaLaN_07564"
"Un","BLLF01000453.1",47722,48612,"HaLaN_07567","uncharacterized protein HaLaN_07567, partial"
"Un","BLLF01000453.1",50338,51368,"HaLaN_07568","hypothetical protein HaLaN_07568, partial"
"Un","BLLF01000453.1",52187,52796,"HaLaN_07569","uncharacterized protein HaLaN_07569, partial"
"Un","BLLF01000453.1",54380,54865,"HaLaN_07570","hypothetical protein HaLaN_07570"
"Un","BLLF01000453.1",59426,60090,"HaLaN_07571","hypothetical protein HaLaN_07571"
"Un","BLLF01000453.1",61488,63291,"HaLaN_07572","hypothetical protein HaLaN_07572, partial"
"Un","BLLF01000454.1",5682,6120,"HaLaN_07574","hypothetical protein HaLaN_07574"
"Un","BLLF01000454.1",13763,14266,"HaLaN_07575","hypothetical protein HaLaN_07575, partial"
"Un","BLLF01000454.1",19464,19948,"HaLaN_07577","hypothetical protein HaLaN_07577, partial"
"Un","BLLF01000454.1",22662,23201,"HaLaN_07578","lysyl-tRNA synthetase, partial"
"Un","BLLF01000454.1",23508,25731,"HaLaN_07579","lysyl-tRNA synthetase, partial"
"Un","BLLF01000454.1",26146,26538,"HaLaN_07580","uncharacterized protein HaLaN_07580"
"Un","BLLF01000454.1",45356,51156,"HaLaN_07581","protein kinase domain-containing protein, partial"
"Un","BLLF01000454.1",51490,52174,"HaLaN_07582","hypothetical protein HaLaN_07582"
"Un","BLLF01000455.1",3075,4818,"HaLaN_07583","endo/exonuclease/phosphatase domain-containing protein, partial"
"Un","BLLF01000455.1",11648,12674,"HaLaN_07585","hypothetical protein HaLaN_07585, partial"
"Un","BLLF01000455.1",19522,19931,"HaLaN_07586","hypothetical protein HaLaN_07586"
"Un","BLLF01000455.1",31534,34518,"HaLaN_07587","GTP_cyclohydroI domain-containing protein"
"Un","BLLF01000455.1",37246,41477,"HaLaN_07588","uncharacterized protein HaLaN_07588"
"Un","BLLF01000455.1",49571,50196,"HaLaN_07589","hypothetical protein HaLaN_07589"
"Un","BLLF01000455.1",53752,54558,"HaLaN_07590","hypothetical protein HaLaN_07590, partial"
"Un","BLLF01000455.1",58700,60588,"HaLaN_07591","GCN5 family acetyltransferase"
"Un","BLLF01000456.1",7630,9629,"HaLaN_07595","PAP_fibrillin domain-containing protein"
"Un","BLLF01000456.1",9791,11050,"HaLaN_07596","ABM domain-containing protein, partial"
"Un","BLLF01000456.1",11176,16522,"HaLaN_07597","C2H2-type domain-containing protein"
"Un","BLLF01000456.1",17159,21975,"HaLaN_07598","WD_REPEATS_REGION domain-containing protein"
"Un","BLLF01000456.1",36935,38016,"HaLaN_07600","uncharacterized protein HaLaN_07600, partial"
"Un","BLLF01000456.1",39878,40798,"HaLaN_07601","hypothetical protein HaLaN_07601"
"Un","BLLF01000456.1",41583,42881,"HaLaN_07602","hypothetical protein HaLaN_07602"
"Un","BLLF01000456.1",43144,43388,"HaLaN_07603","hypothetical protein HaLaN_07603"
"Un","BLLF01000456.1",44213,47185,"HaLaN_07604","RNA helicase"
"Un","BLLF01000456.1",52280,56144,"HaLaN_07605","NAPRTase domain-containing protein, partial"
"Un","BLLF01000457.1",2877,3863,"HaLaN_07607","uncharacterized protein HaLaN_07607, partial"
"Un","BLLF01000457.1",13148,20961,"HaLaN_07608","protein kinase domain-containing protein, partial"
"Un","BLLF01000741.1",34992,35993,"HaLaN_10639","B2-adapt-app_C domain-containing protein, partial"
"Un","BLLF01000741.1",36962,38175,"HaLaN_10640","adaptin_N domain-containing protein"
"Un","BLLF01000741.1",50215,53796,"HaLaN_10642","uncharacterized protein HaLaN_10642"
"Un","BLLF01000741.1",54383,54887,"HaLaN_10643","hypothetical protein HaLaN_10643, partial"
"Un","BLLF01000742.1",10,673,"HaLaN_10644","methyltransf_25 domain-containing protein"
"Un","BLLF01000742.1",4740,7609,"HaLaN_10645","uncharacterized protein HaLaN_10645, partial"
"Un","BLLF01000742.1",9025,9985,"HaLaN_10646","puromycin-sensitive aminopeptidase isoform X1 isoform A, partial"
"Un","BLLF01000742.1",10222,13511,"HaLaN_10647","uncharacterized protein HaLaN_10647"
"Un","BLLF01000742.1",15731,22018,"HaLaN_10648","uncharacterized protein HaLaN_10648"
"Un","BLLF01000742.1",22800,24699,"HaLaN_10649","chlorophyll a-b binding protein, chloroplastic"
"Un","BLLF01000742.1",31683,32280,"HaLaN_10650","NAD(P)-bd_dom domain-containing protein, partial"
"Un","BLLF01000742.1",33088,34426,"HaLaN_10651","NAD(P)-bd_dom domain-containing protein, partial"
"Un","BLLF01000742.1",42041,45543,"HaLaN_10652","uncharacterized protein HaLaN_10652"
"Un","BLLF01000742.1",46883,47505,"HaLaN_10653","dimer_Tnp_hAT domain-containing protein"
"Un","BLLF01000743.1",6104,8092,"HaLaN_10655","KH domain-containing protein"
"Un","BLLF01000743.1",8727,9614,"HaLaN_10656","hypothetical protein HaLaN_10656, partial"
"Un","BLLF01000743.1",23786,24616,"HaLaN_10657","aminotransferase class IV"
"Un","BLLF01000743.1",27438,28322,"HaLaN_10659","3\\'5\\'-cyclic nucleotide phosphodiesterase"
"Un","BLLF01000743.1",36482,37629,"HaLaN_10660","hypothetical protein HaLaN_10660"
"Un","BLLF01000743.1",38638,42160,"HaLaN_10661","hypothetical protein HaLaN_10661, partial"
"Un","BLLF01000744.1",8497,10261,"HaLaN_10662","hypothetical protein HaLaN_10662"
"Un","BLLF01000744.1",15072,20206,"HaLaN_10664","protein kinase domain-containing protein"
"Un","BLLF01000744.1",31137,34145,"HaLaN_10666","uncharacterized protein HaLaN_10666"
"Un","BLLF01000744.1",41030,45524,"HaLaN_10668","IPPc domain-containing protein"
"Un","BLLF01000744.1",46998,48149,"HaLaN_10669","hypothetical protein HaLaN_10669, partial"
"Un","BLLF01000745.1",516,1043,"HaLaN_10670","MFS domain-containing protein, partial"
"Un","BLLF01000745.1",5466,11960,"HaLaN_10671","hypothetical protein HaLaN_10671"
"Un","BLLF01000745.1",18127,20110,"HaLaN_10672","leucine-rich repeat receptor-like kinase"
"Un","BLLF01000745.1",22421,23439,"HaLaN_10673","hypothetical protein HaLaN_10673"
"Un","BLLF01000745.1",25031,27018,"HaLaN_10674","uncharacterized protein HaLaN_10674"
"Un","BLLF01000745.1",27733,28436,"HaLaN_10675","hypothetical protein HaLaN_10675, partial"
"Un","BLLF01000745.1",32323,34971,"HaLaN_10678","vacuolar protein sorting-associated protein 28 homolog, partial"
"Un","BLLF01000745.1",35654,37341,"HaLaN_10679","uncharacterized protein HaLaN_10679"
"Un","BLLF01000745.1",38942,39052,"HaLaN_10680","hypothetical protein HaLaN_10680, partial"
"Un","BLLF01000745.1",41457,46711,"HaLaN_10681","heat shock protein 70E, partial"
"Un","BLLF01000746.1",922,4345,"HaLaN_10683","glutamate decarboxylase, partial"
"Un","BLLF01000746.1",6569,10057,"HaLaN_10684","hypothetical protein HaLaN_10684, partial"
"Un","BLLF01000746.1",11423,15008,"HaLaN_10685","uncharacterized protein HaLaN_10685, partial"
"Un","BLLF01000240.1",22736,24154,"HaLaN_04664","GTP_cyclohydro2 domain-containing protein"
"Un","BLLF01000240.1",24913,27349,"HaLaN_04665","hypothetical protein HaLaN_04665"
"Un","BLLF01000240.1",29010,33742,"HaLaN_04666","uncharacterized protein HaLaN_04666, partial"
"Un","BLLF01000240.1",34327,37617,"HaLaN_04668","Na_H_Exchanger domain-containing protein, partial"
"Un","BLLF01000240.1",39461,39743,"HaLaN_04670","hypothetical protein HaLaN_04670"
"Un","BLLF01000240.1",39540,39889,"HaLaN_04671","hypothetical protein HaLaN_04671"
"Un","BLLF01000240.1",40206,41346,"HaLaN_04672","uncharacterized protein HaLaN_04672"
"Un","BLLF01000240.1",41967,44272,"HaLaN_04673","hypothetical protein HaLaN_04673"
"Un","BLLF01000240.1",45334,45895,"HaLaN_04674","hypothetical protein HaLaN_04674"
"Un","BLLF01000240.1",46130,48468,"HaLaN_04675","uncharacterized protein HaLaN_04675, partial"
"Un","BLLF01000240.1",58988,59976,"HaLaN_04676","uncharacterized protein HaLaN_04676, partial"
"Un","BLLF01000240.1",61929,70850,"HaLaN_04677","DUF4476 domain-containing protein"
"Un","BLLF01000240.1",67276,67881,"HaLaN_04678","hypothetical protein HaLaN_04678"
"Un","BLLF01000240.1",71959,75035,"HaLaN_04679","uncharacterized protein HaLaN_04679"
"Un","BLLF01000240.1",75377,76139,"HaLaN_04680","hypothetical protein HaLaN_04680"
"Un","BLLF01000241.1",376,1834,"HaLaN_04681","uncharacterized protein HaLaN_04681, partial"
"Un","BLLF01000241.1",3572,4174,"HaLaN_04682","hypothetical protein HaLaN_04682"
"Un","BLLF01000241.1",11620,15963,"HaLaN_04684","3\\'-5\\' exonuclease domain-containing protein"
"Un","BLLF01000241.1",18911,22847,"HaLaN_04685","cyclin domain-containing protein"
"Un","BLLF01000241.1",30648,31743,"HaLaN_04686","GTP-binding nuclear protein, partial"
"Un","BLLF01000241.1",32378,33436,"HaLaN_04687","hypothetical protein HaLaN_04687"
"Un","BLLF01000241.1",33525,37206,"HaLaN_04688","hypothetical protein HaLaN_04688"
"Un","BLLF01000241.1",44328,46584,"HaLaN_04689","GDT1 family protein"
"Un","BLLF01000241.1",52187,57145,"HaLaN_04691","uncharacterized protein HaLaN_04691"
"Un","BLLF01000242.1",17119,19939,"HaLaN_04696","uncharacterized protein HaLaN_04696, partial"
"Un","BLLF01000242.1",20071,22074,"HaLaN_04697","hypothetical protein HaLaN_04697"
"Un","BLLF01000242.1",23322,29762,"HaLaN_04698","hypothetical protein HaLaN_04698, partial"
"Un","BLLF01000242.1",42485,43343,"HaLaN_04700","ubiquitin-like domain-containing protein, partial"
"Un","BLLF01000242.1",44443,46706,"HaLaN_04701","ubiquitin-like domain-containing protein, partial"
"Un","BLLF01000242.1",51449,53889,"HaLaN_04702","hypothetical protein HaLaN_04702"
"Un","BLLF01000242.1",62971,68003,"HaLaN_04703","hypothetical protein HaLaN_04703"
"Un","BLLF01000242.1",70389,74920,"HaLaN_04704","hypothetical protein HaLaN_04704"
"Un","BLLF01000242.1",90845,93306,"HaLaN_04706","hypothetical protein HaLaN_04706"
"Un","BLLF01000242.1",91698,92040,"HaLaN_04707","hypothetical protein HaLaN_04707"
"Un","BLLF01000243.1",1,725,"HaLaN_04708","uncharacterized protein HaLaN_04708, partial"
"Un","BLLF01000243.1",2041,3454,"HaLaN_04709","hypothetical protein HaLaN_04709, partial"
"Un","BLLF01000243.1",4164,8160,"HaLaN_04710","3\\'5\\'-cyclic nucleotide phosphodiesterase"
"Un","BLLF01000243.1",11278,15762,"HaLaN_04711","phosphodiesterase, partial"
"Un","BLLF01000243.1",18749,19167,"HaLaN_04712","hypothetical protein HaLaN_04712"
"Un","BLLF01000457.1",25718,27151,"HaLaN_07609","inositol-1-monophosphatase, partial"
"Un","BLLF01000457.1",28711,33488,"HaLaN_07610","hypothetical protein HaLaN_07610"
"Un","BLLF01000457.1",37327,39323,"HaLaN_07611","hypothetical protein HaLaN_07611"
"Un","BLLF01000457.1",41802,42115,"HaLaN_07612","cell division cycle 2, partial"
"Un","BLLF01000457.1",47058,49303,"HaLaN_07613","hypothetical protein HaLaN_07613"
"Un","BLLF01000457.1",52983,54782,"HaLaN_07614","hypothetical protein HaLaN_07614"
"Un","BLLF01000458.1",117,2424,"HaLaN_07616","hypothetical protein HaLaN_07616"
"Un","BLLF01000458.1",4579,5214,"HaLaN_07617","hypothetical protein HaLaN_07617"
"Un","BLLF01000458.1",5378,9383,"HaLaN_07618","hypothetical protein HaLaN_07618"
"Un","BLLF01000458.1",32098,32546,"HaLaN_07620","hypothetical protein HaLaN_07620, partial"
"Un","BLLF01000458.1",42454,45124,"HaLaN_07622","CAP-Gly domain-containing protein, partial"
"Un","BLLF01000458.1",50431,51858,"HaLaN_07624","peptidylprolyl isomerase, partial"
"Un","BLLF01000458.1",53437,53785,"HaLaN_07625","hypothetical protein HaLaN_07625"
"Un","BLLF01000459.1",455,2581,"HaLaN_07626","GpcrRhopsn4 domain-containing protein, partial"
"Un","BLLF01000459.1",21553,21958,"HaLaN_07627","hypothetical protein HaLaN_07627"
"Un","BLLF01000459.1",23973,26927,"HaLaN_07629","uncharacterized protein HaLaN_07629, partial"
"Un","BLLF01000459.1",28122,32231,"HaLaN_07630","FAD-binding PCMH-type domain-containing protein"
"Un","BLLF01000459.1",28846,29516,"HaLaN_07631","hypothetical protein HaLaN_07631"
"Un","BLLF01000459.1",33742,37879,"HaLaN_07632","guanylate cyclase domain-containing protein"
"Un","BLLF01000459.1",35932,37005,"HaLaN_07633","hypothetical protein HaLaN_07633"
"Un","BLLF01000459.1",37908,39508,"HaLaN_07634","guanylate cyclase domain-containing protein"
"Un","BLLF01000459.1",47457,48936,"HaLaN_07635","uncharacterized protein HaLaN_07635"
"Un","BLLF01000459.1",56045,56959,"HaLaN_07636","putative cell division protease ftsH, chloroplastic, partial"
"Un","BLLF01000460.1",8432,11588,"HaLaN_07638","hypothetical protein HaLaN_07638, partial"
"Un","BLLF01000460.1",15657,16781,"HaLaN_07639","transcription factor MYB98"
"Un","BLLF01000460.1",23530,23772,"HaLaN_07640","hypothetical protein HaLaN_07640, partial"
"Un","BLLF01000460.1",24592,26693,"HaLaN_07641","uncharacterized protein HaLaN_07641"
"Un","BLLF01000460.1",26093,27174,"HaLaN_07642","uncharacterized protein HaLaN_07642"
"Un","BLLF01000460.1",32909,34319,"HaLaN_07644","hypothetical protein HaLaN_07644"
"Un","BLLF01000460.1",42780,44684,"HaLaN_07646","septin-type G domain-containing protein, partial"
"Un","BLLF01000460.1",47156,47442,"HaLaN_07647","hypothetical protein HaLaN_07647, partial"
"Un","BLLF01000460.1",48175,51033,"HaLaN_07648","uncharacterized protein HaLaN_07648"
"Un","BLLF01000460.1",51131,52413,"HaLaN_07649","CS domain-containing protein, partial"
"Un","BLLF01000461.1",29,9921,"HaLaN_07650","hypothetical protein HaLaN_07650, partial"
"Un","BLLF01000461.1",17666,18145,"HaLaN_07652","hypothetical protein HaLaN_07652"
"Un","BLLF01000461.1",31573,33926,"HaLaN_07654","FAS1 domain-containing protein, partial"
"Un","BLLF01000461.1",37271,37575,"HaLaN_07655","hypothetical protein HaLaN_07655"
"Un","BLLF01000461.1",41530,42236,"HaLaN_07656","uncharacterized protein HaLaN_07656"
"Un","BLLF01000461.1",46672,47890,"HaLaN_07657","SAM_MPBQ_MSBQ_MT domain-containing protein, partial"
"Un","BLLF01000746.1",16705,17600,"HaLaN_10686","hypothetical protein HaLaN_10686, partial"
"Un","BLLF01000746.1",19640,20159,"HaLaN_10687","hypothetical protein HaLaN_10687, partial"
"Un","BLLF01000746.1",21099,21614,"HaLaN_10688","PHB domain-containing protein, partial"
"Un","BLLF01000746.1",22509,24496,"HaLaN_10689","PHB domain-containing protein, partial"
"Un","BLLF01000746.1",24733,27041,"HaLaN_10690","PHB domain-containing protein"
"Un","BLLF01000746.1",27796,28820,"HaLaN_10691","hypothetical protein HaLaN_10691"
"Un","BLLF01000746.1",29353,29942,"HaLaN_10692","hypothetical protein HaLaN_10692"
"Un","BLLF01000746.1",31066,33570,"HaLaN_10693","hypothetical protein HaLaN_10693"
"Un","BLLF01000746.1",33861,34704,"HaLaN_10694","hypothetical protein HaLaN_10694"
"Un","BLLF01000746.1",36130,36852,"HaLaN_10695","hypothetical protein HaLaN_10695"
"Un","BLLF01000746.1",40734,42350,"HaLaN_10696","uncharacterized protein HaLaN_10696, partial"
"Un","BLLF01000747.1",256,10160,"HaLaN_10698","uncharacterized protein HaLaN_10698, partial"
"Un","BLLF01000747.1",10600,11676,"HaLaN_10699","uncharacterized protein HaLaN_10699, partial"
"Un","BLLF01000747.1",19112,20382,"HaLaN_10700","thioredoxin domain-containing protein"
"Un","BLLF01000747.1",21063,23643,"HaLaN_10701","uncharacterized protein HaLaN_10701"
"Un","BLLF01000747.1",25512,28410,"HaLaN_10702","uncharacterized protein HaLaN_10702"
"Un","BLLF01000747.1",29339,30719,"HaLaN_10703","uncharacterized protein HaLaN_10703"
"Un","BLLF01000747.1",31729,32513,"HaLaN_10704","uncharacterized protein HaLaN_10704, partial"
"Un","BLLF01000747.1",38200,38502,"HaLaN_10706","hypothetical protein HaLaN_10706"
"Un","BLLF01000747.1",38583,38972,"HaLaN_10707","hypothetical protein HaLaN_10707"
"Un","BLLF01000747.1",39781,39941,"HaLaN_10708","SpoU_sub_bind domain-containing protein"
"Un","BLLF01000747.1",48638,49088,"HaLaN_10711","hypothetical protein HaLaN_10711"
"Un","BLLF01000747.1",49679,54997,"HaLaN_10712","elongator complex protein 3, partial"
"Un","BLLF01000748.1",152,1044,"HaLaN_10713","hypothetical protein HaLaN_10713"
"Un","BLLF01000748.1",2037,6104,"HaLaN_10714","hypothetical protein HaLaN_10714"
"Un","BLLF01000748.1",3843,4659,"HaLaN_10715","uncharacterized protein HaLaN_10715"
"Un","BLLF01000748.1",6107,6924,"HaLaN_10716","hypothetical protein HaLaN_10716, partial"
"Un","BLLF01000748.1",7531,8178,"HaLaN_10717","hypothetical protein HaLaN_10717"
"Un","BLLF01000748.1",8310,9902,"HaLaN_10718","uncharacterized protein HaLaN_10718, partial"
"Un","BLLF01000748.1",19331,30898,"HaLaN_10720","hypothetical protein HaLaN_10720"
"Un","BLLF01000748.1",34452,34793,"HaLaN_10722","hypothetical protein HaLaN_10722"
"Un","BLLF01000748.1",48215,53172,"HaLaN_10723","EGF-like domain-containing protein"
"Un","BLLF01000749.1",1,2487,"HaLaN_10724","hypothetical protein HaLaN_10724, partial"
"Un","BLLF01000749.1",24009,26577,"HaLaN_10726","predicted protein, partial"
"Un","BLLF01000749.1",29242,31690,"HaLaN_10727","hypothetical protein HaLaN_10727, partial"
"Un","BLLF01000749.1",32089,32531,"HaLaN_10728","hypothetical protein HaLaN_10728"
"Un","BLLF01000749.1",39731,40338,"HaLaN_10730","hypothetical protein HaLaN_10730, partial"
"Un","BLLF01000749.1",42066,44249,"HaLaN_10731","uncharacterized protein HaLaN_10731, partial"
"Un","BLLF01000749.1",52203,52600,"HaLaN_10732","hypothetical protein HaLaN_10732, partial"
"Un","BLLF01000243.1",22911,24383,"HaLaN_04713","monoamine oxidase"
"Un","BLLF01000243.1",32043,32423,"HaLaN_04715","hypothetical protein HaLaN_04715"
"Un","BLLF01000243.1",32964,33908,"HaLaN_04716","protein RER1, partial"
"Un","BLLF01000243.1",34095,36085,"HaLaN_04717","predicted protein"
"Un","BLLF01000243.1",37124,40503,"HaLaN_04718","uncharacterized protein HaLaN_04718, partial"
"Un","BLLF01000243.1",42769,43261,"HaLaN_04719","hypothetical protein HaLaN_04719, partial"
"Un","BLLF01000243.1",47370,47701,"HaLaN_04720","hypothetical protein HaLaN_04720"
"Un","BLLF01000243.1",47983,51218,"HaLaN_04721","uncharacterized protein HaLaN_04721, partial"
"Un","BLLF01000243.1",58877,60639,"HaLaN_04723","hypothetical protein HaLaN_04723"
"Un","BLLF01000243.1",63475,69090,"HaLaN_04724","uncharacterized protein HaLaN_04724, partial"
"Un","BLLF01000244.1",2549,3952,"HaLaN_04726","hypothetical protein HaLaN_04726"
"Un","BLLF01000244.1",4300,5053,"HaLaN_04727","hypothetical protein HaLaN_04727"
"Un","BLLF01000244.1",7146,7615,"HaLaN_04728","hypothetical protein HaLaN_04728"
"Un","BLLF01000244.1",18688,22872,"HaLaN_04729","hypothetical protein HaLaN_04729"
"Un","BLLF01000244.1",22883,26080,"HaLaN_04730","uncharacterized protein HaLaN_04730"
"Un","BLLF01000244.1",27342,28416,"HaLaN_04731","thioredoxin domain-containing protein, partial"
"Un","BLLF01000244.1",28775,28993,"HaLaN_04732","50S ribosomal protein L20"
"Un","BLLF01000244.1",30762,31085,"HaLaN_04733","hypothetical protein HaLaN_04733"
"Un","BLLF01000244.1",33091,33921,"HaLaN_04734","hypothetical protein HaLaN_04734"
"Un","BLLF01000244.1",36847,38190,"HaLaN_04735","RRM domain-containing protein"
"Un","BLLF01000244.1",42596,43347,"HaLaN_04736","uncharacterized protein HaLaN_04736, partial"
"Un","BLLF01000244.1",52055,57213,"HaLaN_04738","uncharacterized protein HaLaN_04738, partial"
"Un","BLLF01000244.1",59721,60276,"HaLaN_04739","predicted protein, partial"
"Un","BLLF01000244.1",61442,63072,"HaLaN_04740","uncharacterized protein HaLaN_04740, partial"
"Un","BLLF01000245.1",2289,5549,"HaLaN_04742","hypothetical protein HaLaN_04742"
"Un","BLLF01000245.1",9519,10211,"HaLaN_04743","hypothetical protein HaLaN_04743"
"Un","BLLF01000245.1",12233,14101,"HaLaN_04745","uncharacterized protein HaLaN_04745"
"Un","BLLF01000245.1",23977,24599,"HaLaN_04747","hypothetical protein HaLaN_04747, partial"
"Un","BLLF01000245.1",32661,32995,"HaLaN_04748","ATP-dependent zinc metalloprotease FTSH 10, mitochondrial"
"Un","BLLF01000245.1",34448,35616,"HaLaN_04749","hypothetical protein HaLaN_04749, partial"
"Un","BLLF01000245.1",36993,37426,"HaLaN_04750","dimer_Tnp_hAT domain-containing protein"
"Un","BLLF01000245.1",37997,38511,"HaLaN_04751","hypothetical protein HaLaN_04751"
"Un","BLLF01000245.1",39461,40718,"HaLaN_04753","uncharacterized protein HaLaN_04753, partial"
"Un","BLLF01000245.1",41468,42255,"HaLaN_04754","hypothetical protein HaLaN_04754, partial"
"Un","BLLF01000245.1",45344,45758,"HaLaN_04755","hypothetical protein HaLaN_04755"
"Un","BLLF01000245.1",48472,49804,"HaLaN_04756","hypothetical protein HaLaN_04756"
"Un","BLLF01000245.1",52999,55359,"HaLaN_04757","ribosome biogenesis regulatory protein, partial"
"Un","BLLF01000245.1",55862,56242,"HaLaN_04758","hypothetical protein HaLaN_04758, partial"
"Un","BLLF01000246.1",12659,13002,"HaLaN_04760","hypothetical protein HaLaN_04760"
"Un","BLLF01000462.1",7942,8435,"HaLaN_07660","uncharacterized protein HaLaN_07660"
"Un","BLLF01000462.1",10803,11180,"HaLaN_07661","hypothetical protein HaLaN_07661"
"Un","BLLF01000462.1",23399,24151,"HaLaN_07662","expansin-like EG45 domain-containing protein, partial"
"Un","BLLF01000462.1",26067,27856,"HaLaN_07663","uncharacterized protein HaLaN_07663"
"Un","BLLF01000462.1",34315,35221,"HaLaN_07664","hypothetical protein HaLaN_07664, partial"
"Un","BLLF01000462.1",37965,38642,"HaLaN_07665","hypothetical protein HaLaN_07665, partial"
"Un","BLLF01000462.1",47142,48558,"HaLaN_07666","hypothetical protein HaLaN_07666, partial"
"Un","BLLF01000462.1",56581,57153,"HaLaN_07667","uncharacterized protein HaLaN_07667, partial"
"Un","BLLF01000462.1",59375,60339,"HaLaN_07668","PKS_ER domain-containing protein"
"Un","BLLF01000462.1",65331,68245,"HaLaN_07669","hypothetical protein HaLaN_07669, partial"
"Un","BLLF01000462.1",69923,72382,"HaLaN_07670","hypothetical protein HaLaN_07670"
"Un","BLLF01000463.1",1760,2594,"HaLaN_07671","hypothetical protein HaLaN_07671, partial"
"Un","BLLF01000463.1",9742,10608,"HaLaN_07672","hypothetical protein HaLaN_07672, partial"
"Un","BLLF01000463.1",11009,14622,"HaLaN_07673","hypothetical protein HaLaN_07673, partial"
"Un","BLLF01000463.1",16643,18193,"HaLaN_07674","photosystem I reaction center subunit psaK, chloroplastic"
"Un","BLLF01000463.1",32683,33386,"HaLaN_07675","uncharacterized protein HaLaN_07675"
"Un","BLLF01000463.1",43917,47374,"HaLaN_07678","uncharacterized protein HaLaN_07678, partial"
"Un","BLLF01000463.1",47587,50228,"HaLaN_07679","uncharacterized protein HaLaN_07679"
"Un","BLLF01000463.1",53705,54544,"HaLaN_07680","uncharacterized protein HaLaN_07680"
"Un","BLLF01000464.1",4327,5191,"HaLaN_07681","hypothetical protein HaLaN_07681"
"Un","BLLF01000464.1",5333,8317,"HaLaN_07682","DUF2012 domain-containing protein"
"Un","BLLF01000464.1",12333,12979,"HaLaN_07683","histone H1/5, partial"
"Un","BLLF01000464.1",16452,19062,"HaLaN_07684","phosphoinositide phospholipase C, partial"
"Un","BLLF01000464.1",29754,32929,"HaLaN_07686","DUF2012 domain-containing protein, partial"
"Un","BLLF01000464.1",35255,37415,"HaLaN_07687","bidirectional sugar transporter SWEET"
"Un","BLLF01000464.1",43568,51544,"HaLaN_07688","methyltransf_21 domain-containing protein"
"Un","BLLF01000464.1",53813,55747,"HaLaN_07689","hypothetical protein HaLaN_07689"
"Un","BLLF01000465.1",35,2672,"HaLaN_07690","uncharacterized protein HaLaN_07690, partial"
"Un","BLLF01000465.1",7319,8042,"HaLaN_07691","uncharacterized protein HaLaN_07691, partial"
"Un","BLLF01000465.1",13377,13966,"HaLaN_07692","hypothetical protein HaLaN_07692"
"Un","BLLF01000465.1",19496,20672,"HaLaN_07694","uncharacterized protein HaLaN_07694"
"Un","BLLF01000465.1",21194,22043,"HaLaN_07695","hypothetical protein HaLaN_07695"
"Un","BLLF01000465.1",22333,25651,"HaLaN_07696","cathepsin Z, partial"
"Un","BLLF01000465.1",37119,39489,"HaLaN_07697","uncharacterized protein fap247, partial"
