Gene ID	GO
Bathy07g04730	GO:0005840 GO:0006412 GO:0005622 GO:0003735
Bathy07g04740	GO:0043169 GO:0005975 GO:0003824
Bathy07g04780	GO:0030955 GO:0000287 GO:0004743 GO:0006096
Bathy07g04820	GO:0005840 GO:0006412 GO:0003735
Bathy07g04830	GO:0016020
Bathy07g04840	GO:0006810
Bathy07g04850	GO:0030955 GO:0000287 GO:0004743 GO:0006096
Bathy07g04870	GO:0008152 GO:0016758
Bathy07g04890	GO:0006281 GO:0005622 GO:0004518
Bathy08g00030	GO:0005515
Bathy08g00050	GO:0008152
Bathy08g00060	GO:0043565
Bathy08g00070	GO:0004252 GO:0016021
Bathy08g00100	GO:0003677
Bathy08g00120	GO:0004252 GO:0006508
Bathy08g00130	GO:0005515
Bathy08g00140	GO:0005515
Bathy08g00180	GO:0005515
Bathy08g00190	GO:0005515
Bathy08g00210	GO:0045454
Bathy08g00220	GO:0006561 GO:0004349 GO:0005737
Bathy08g00240	GO:0005525
Bathy08g00250	GO:0005515
Bathy08g00260	GO:0005515
Bathy08g00270	GO:0005840 GO:0006412 GO:0003735
Bathy08g00290	GO:0005524
Bathy08g00340	GO:0046872
Bathy08g00350	GO:0009538 GO:0015979
Bathy08g00360	GO:0006281 GO:0006974 GO:0006310 GO:0005737 GO:0016788
Bathy08g00380	GO:0043461
Bathy08g00390	GO:0005488
Bathy08g00410	GO:0030151 GO:0003824 GO:0030170
Bathy08g00430	GO:0005975 GO:0016868
Bathy08g00470	GO:0006302 GO:0005634 GO:0004519 GO:0030145
Bathy08g00480	GO:0019478 GO:0005737 GO:0016788
Bathy08g00510	GO:0008152 GO:0008168
Bathy08g00520	GO:0005488
Bathy08g00530	GO:0005643 GO:0017056
Bathy08g00540	GO:0005840 GO:0006412 GO:0005622 GO:0003735
Bathy08g00550	GO:0016310 GO:0016772
Bathy08g00560	GO:0008152 GO:0016491
Bathy08g00630	GO:0016021 GO:0016192
Bathy08g00650	GO:0005515
Bathy08g00660	GO:0020037
Bathy08g00690	GO:0008152 GO:0016491
Bathy08g00740	GO:0005515
Bathy08g00750	GO:0016020 GO:0055085 GO:0015238 GO:0015297 GO:0006855
Bathy08g00760	GO:0006412
Bathy08g00790	GO:0005525
Bathy09g00170	GO:0004109 GO:0055114 GO:0006779
Bathy09g00200	GO:0020037
Bathy09g00240	GO:0015977 GO:0016984
Bathy09g00260	GO:0015977 GO:0016984
Bathy09g00270	GO:0015977 GO:0016984
Bathy09g00280	GO:0008124 GO:0006729
Bathy09g00290	GO:0006342 GO:0070403 GO:0016811 GO:0008270 GO:0006476
Bathy09g00300	GO:0003677
Bathy09g00310	GO:0015031 GO:0005093
Bathy09g00340	GO:0008152 GO:0016491
Bathy09g00390	GO:0006486 GO:0030173 GO:0008373
Bathy09g00470	GO:0008152 GO:0008168
Bathy09g00480	GO:0015087 GO:0006824 GO:0009236
Bathy09g00490	GO:0003676
Bathy09g00500	GO:0008168
Bathy09g00510	GO:0006914 GO:0005737
Bathy09g00530	GO:0005634 GO:0003677 GO:0006260
Bathy09g00550	GO:0016020 GO:0055085 GO:0015238 GO:0015297 GO:0006855
Bathy09g00560	GO:0003824
Bathy09g00580	GO:0016787
Bathy09g00590	GO:0031177
Bathy09g00660	GO:0005524 GO:0016887
Bathy09g00680	GO:0016021
Bathy09g00710	GO:0050661 GO:0050660 GO:0004324 GO:0055114 GO:0042651
Bathy09g00720	GO:0006486 GO:0030173 GO:0008373
Bathy09g00750	GO:0003899 GO:0003677
Bathy09g00770	GO:0005634 GO:0016747
Bathy09g00800	GO:0006396 GO:0003723 GO:0016779
Bathy09g00810	GO:0006508 GO:0004190
Bathy09g00850	GO:0006979 GO:0020037 GO:0004601 GO:0055114
Bathy09g00880	GO:0016787
Bathy09g00890	GO:0003723
Bathy09g00900	GO:0003824 GO:0030170
Bathy09g00940	GO:0007018 GO:0005524 GO:0003777
Bathy09g00950	GO:0004590 GO:0006207
Bathy10g02320	GO:0005515
Bathy10g02350	GO:0016310 GO:0016772
Bathy10g02360	GO:0005515
Bathy10g02400	GO:0006342 GO:0070403 GO:0016811 GO:0008270 GO:0006476
Bathy10g02430	GO:0005524 GO:0005694
Bathy10g02460	GO:0016020 GO:0006754 GO:0015662 GO:0006812
Bathy10g02510	GO:0003723 GO:0009451 GO:0009982 GO:0001522
Bathy10g02650	GO:0005515
Bathy10g02670	GO:0005515
Bathy10g02700	GO:0005975 GO:0016857
Bathy10g02710	GO:0005524 GO:0006418 GO:0000166 GO:0006412 GO:0004812 GO:0005737
Bathy10g02720	GO:0009058
Bathy10g02800	GO:0008270
Bathy10g02810	GO:0004326 GO:0005524 GO:0009396
Bathy10g02820	GO:0005524 GO:0004386 GO:0003676
Bathy10g02850	GO:0005515
Bathy10g02860	GO:0009058
Bathy10g02870	GO:0003677
Bathy10g02900	GO:0006486 GO:0030173 GO:0008373
Bathy10g02910	GO:0003676
Bathy10g02930	GO:0016671 GO:0019538 GO:0055114
Bathy10g02940	GO:0016787
Bathy10g02960	GO:0008152 GO:0016491
Bathy10g03010	GO:0005634 GO:0016747
Bathy10g03040	GO:0005542 GO:0008152 GO:0016740
Bathy10g03070	GO:0045454
Bathy10g03100	GO:0006886 GO:0031227 GO:0016788 GO:0006505
Bathy10g03120	GO:0033178 GO:0015991 GO:0046961
Bathy10g03140	GO:0005515
Bathy10g03150	GO:0008168 GO:0006139
Bathy10g03160	GO:0005515
Bathy10g03170	GO:0005515
Bathy10g03200	GO:0042765 GO:0016021
Bathy10g03250	GO:0006950
Bathy10g03290	GO:0016272 GO:0006457 GO:0051082
Bathy10g03330	GO:0006561 GO:0004349 GO:0005737
Bathy10g03340	GO:0003677 GO:0005524
Bathy10g03360	GO:0007264 GO:0005622 GO:0005525
Bathy10g03380	GO:0006886 GO:0031227 GO:0016788 GO:0006505
Bathy10g03400	GO:0003723 GO:0009451 GO:0009982 GO:0001522
Bathy10g03410	GO:0005488
Bathy10g03430	GO:0006486 GO:0030173 GO:0008373
Bathy10g03440	GO:0005663 GO:0005524 GO:0003689 GO:0006260
Bathy10g03460	GO:0005515
Bathy10g03480	GO:0008152 GO:0003824 GO:0005488
Bathy10g03490	GO:0003824 GO:0030170
Bathy10g03500	GO:0016114 GO:0046429 GO:0055114
Bathy10g03550	GO:0008152 GO:0008168
Bathy10g03570	GO:0005634
Bathy10g03580	GO:0000154 GO:0008649 GO:0000179
Bathy10g03620	GO:0005524 GO:0003824
Bathy10g03630	GO:0008270 GO:0003676
Bathy10g03660	GO:0016310 GO:0016772
Bathy10g03670	GO:0003824
Bathy10g03690	GO:0006511
Bathy10g03700	GO:0005524 GO:0004386 GO:0003676
Bathy10g03780	GO:0003677
Bathy10g03800	GO:0006486 GO:0030173 GO:0008373
Bathy10g03820	GO:0045261 GO:0015986 GO:0046961 GO:0046933
Bathy10g03830	GO:0045261 GO:0015986 GO:0046961 GO:0046933
Bathy10g03860	GO:0005515
Bathy10g03880	GO:0006979 GO:0004602 GO:0055114
Bathy10g03910	GO:0006979 GO:0020037 GO:0004601 GO:0055114
Bathy10g03920	GO:0016021
Bathy10g03930	GO:0031072
Bathy10g04010	GO:0008168 GO:0006412
Bathy10g04020	GO:0005515
Bathy10g04050	GO:0006396 GO:0003723 GO:0008173
Bathy10g04060	GO:0009058
Bathy10g04120	GO:0046872 GO:0003824
Bathy10g04130	GO:0005975 GO:0042578
Bathy10g04140	GO:0008152 GO:0004807
Bathy10g04150	GO:0045454
Bathy10g04160	GO:0008152 GO:0003824 GO:0005488
Bathy10g04170	GO:0045454
Bathy10g04210	GO:0005524 GO:0016887
Bathy10g04220	GO:0019752 GO:0046912
Bathy10g04230	GO:0006281 GO:0003824
Bathy10g04240	GO:0016491
Bathy10g04250	GO:0004252 GO:0006508
Bathy11g00030	GO:0005524 GO:0004386 GO:0003676
Bathy11g00060	GO:0003824 GO:0030170
Bathy11g00100	GO:0005525 GO:0003924
Bathy11g00110	GO:0005975 GO:0003824
Bathy11g00130	GO:0008610
Bathy11g00140	GO:0005515
Bathy11g00160	
Bathy11g00230	GO:0006486 GO:0030173 GO:0008373
Bathy11g00240	GO:0004747 GO:0006014
Bathy11g00250	GO:0000166
Bathy11g00270	GO:0004076 GO:0009102
Bathy11g00290	GO:0008168 GO:0032259 GO:0003676
Bathy11g00330	GO:0051103 GO:0003909
Bathy11g00350	GO:0004674 GO:0006468
Bathy11g00370	GO:0006614 GO:0005525
Bathy11g00410	GO:0003677 GO:0005524 GO:0006260 GO:0004003
Bathy11g00420	GO:0005622 GO:0005525
Bathy11g00430	GO:0005524 GO:0004386 GO:0003676
Bathy11g00450	GO:0006260 GO:0003896
Bathy11g00460	GO:0042026 GO:0005737
Bathy11g00480	GO:0000103 GO:0004781
Bathy11g00510	GO:0043169 GO:0005975 GO:0003824
Bathy11g00520	GO:0006413 GO:0003743
Bathy11g00530	GO:0031072
Bathy11g00590	GO:0005515
Bathy11g00600	GO:0005524 GO:0004386 GO:0003676
Bathy11g00610	GO:0006508 GO:0004222
Bathy11g00630	GO:0016226 GO:0005506 GO:0051536
Bathy11g00640	GO:0004817 GO:0006423 GO:0005524 GO:0000166 GO:0006412 GO:0005737
Bathy11g00650	GO:0030246 GO:0030259 GO:0016758 GO:0005975
Bathy11g00740	GO:0007018 GO:0005524 GO:0003777
Bathy11g00750	GO:0005515
Bathy11g00760	GO:0016787
Bathy11g00780	GO:0015991 GO:0033180
Bathy11g00790	GO:0016787
Bathy11g00840	GO:0016020 GO:0003824
Bathy11g00860	GO:0016787 GO:0008152
Bathy11g00870	GO:0016491
Bathy11g00880	GO:0018024
Bathy11g00930	GO:0005524
Bathy11g00940	GO:0005515
Bathy11g00970	GO:0006486 GO:0030173 GO:0008373
Bathy11g00980	GO:0008146
Bathy11g01000	GO:0005515
Bathy11g01010	GO:0016020
Bathy11g01020	GO:0006457 GO:0003755
Bathy11g01040	GO:0032012 GO:0005622 GO:0005086
Bathy11g01050	GO:0006508 GO:0005524 GO:0004222
Bathy11g01080	GO:0006508 GO:0004197
Bathy11g01130	GO:0016787
Bathy11g01150	GO:0008270
Bathy11g01170	GO:0016787
Bathy11g01180	
Bathy11g01190	GO:0005524
Bathy11g01200	GO:0016021 GO:0035556
Bathy11g01210	GO:0050660 GO:0016491
Bathy11g01230	GO:0045454
Bathy11g01260	GO:0006511
Bathy11g01270	GO:0006506 GO:0017176 GO:0016021
Bathy11g01290	GO:0003899 GO:0003677
Bathy11g01310	GO:0016787
Bathy11g01320	GO:0003824
Bathy11g01370	GO:0045454
Bathy11g01420	GO:0005515
Bathy11g01440	GO:0004332 GO:0006096
Bathy11g01450	GO:0031072
Bathy11g01490	GO:0005524 GO:0016887
Bathy11g01570	GO:0004674 GO:0006468
Bathy11g01580	GO:0003676
Bathy11g01590	GO:0016020 GO:0006508 GO:0008236
Bathy11g01640	GO:0006810 GO:0055085 GO:0005743 GO:0005215
Bathy11g01650	GO:0008152 GO:0003824
Bathy11g01660	GO:0006508 GO:0005524 GO:0004222
Bathy11g01700	GO:0003676
Bathy11g01730	GO:0017150 GO:0050660 GO:0055114 GO:0008033
Bathy11g01750	GO:0005488
Bathy11g01780	GO:0016020
Bathy11g01800	GO:0055114 GO:0016491
Bathy11g01810	GO:0005515 GO:0007154 GO:0035091
Bathy11g01850	GO:0005634 GO:0005737
Bathy11g01860	GO:0003676
Bathy11g01870	GO:0016787
Bathy11g01880	GO:0003899
Bathy11g01900	GO:0005515
Bathy11g01910	GO:0006508 GO:0004222
Bathy11g01930	GO:0005515
Bathy11g01970	GO:0006486 GO:0030173 GO:0008373
Bathy11g01990	GO:0003677
Bathy11g02000	GO:0005524 GO:0004386 GO:0003676
Bathy11g02030	GO:0006457 GO:0003755
Bathy11g02040	GO:0005506 GO:0006633 GO:0055114 GO:0016491
Bathy11g02100	GO:0006486 GO:0030173 GO:0008373
Bathy11g02110	GO:0005840 GO:0006412 GO:0005622 GO:0003735
Bathy11g02160	GO:0008152 GO:0016491
Bathy11g02180	GO:0006508 GO:0008270 GO:0004181
Bathy11g02210	GO:0003677
Bathy11g02220	GO:0005737
Bathy11g02230	GO:0005643 GO:0006913 GO:0017056
Bathy11g02250	GO:0005515
Bathy11g02260	GO:0003676
Bathy11g02300	GO:0005840 GO:0003723 GO:0006412 GO:0005622 GO:0003735
Bathy11g02340	GO:0005488
Bathy11g02360	GO:0006457
Bathy11g02380	GO:0015986 GO:0000276 GO:0015078
Bathy11g02400	GO:0031072
Bathy11g02410	GO:0005634
Bathy11g02430	GO:0005634 GO:0007049 GO:0000775
Bathy11g02450	GO:0005509
Bathy11g02490	GO:0007018 GO:0005524 GO:0003777
Bathy11g02500	GO:0016787
Bathy11g02540	GO:0009058 GO:0003824
Bathy11g02550	GO:0016853
Bathy11g02570	
Bathy11g02600	GO:0005634
Bathy11g02610	GO:0003824 GO:0030170
Bathy11g02640	GO:0005622
Bathy11g02660	GO:0008152 GO:0016491
Bathy11g02670	GO:0006810
Bathy11g02690	GO:0000105 GO:0004424
Bathy11g02710	GO:0004177 GO:0019538 GO:0005737 GO:0030145 GO:0008235
Bathy11g02750	GO:0016559 GO:0005778
Bathy11g02760	GO:0003677
Bathy11g02810	GO:0006486 GO:0030173 GO:0008373
Bathy11g02870	GO:0010277 GO:0055114
Bathy11g02910	GO:0006457 GO:0003755
Bathy11g02920	GO:0005509
Bathy11g02930	GO:0005515
Bathy11g02940	GO:0003677 GO:0005524 GO:0008094 GO:0006259
Bathy11g02960	GO:0006546 GO:0004047 GO:0005737
Bathy11g02970	GO:0055114 GO:0016491
Bathy11g02990	GO:0006396 GO:0003723 GO:0008173
Bathy11g03000	GO:0020037
Bathy11g03010	GO:0008408 GO:0005622 GO:0006139 GO:0003676
Bathy11g03030	GO:0005524 GO:0006298 GO:0030983
Bathy11g03070	GO:0006228 GO:0005524 GO:0006241 GO:0004550 GO:0006183
Bathy11g03090	GO:0055114 GO:0016491
Bathy11g03120	GO:0005525
Bathy11g03160	GO:0009055 GO:0055114
Bathy11g03180	GO:0000166
Bathy11g03200	GO:0006810
Bathy11g03210	GO:0045454
Bathy11g03240	GO:0003677 GO:0005524
Bathy11g03250	GO:0015991 GO:0033180 GO:0046961 GO:0046933
Bathy11g03290	GO:0005509
Bathy11g03330	GO:0005634 GO:0003677
Bathy11g03340	GO:0005634 GO:0003677
Bathy11g03350	GO:0005515
Bathy11g03370	GO:0005515
Bathy11g03400	GO:0005198 GO:0009507
Bathy11g03410	GO:0045454
Bathy11g03440	GO:0003676
Bathy11g03460	GO:0003824 GO:0030170
Bathy11g03470	GO:0006412 GO:0016874
Bathy11g03500	GO:0005634 GO:0006281 GO:0006355
Bathy11g03510	GO:0016020 GO:0006754 GO:0015662 GO:0005524
Bathy11g03520	GO:0005634 GO:0006281 GO:0006355
Bathy11g03530	GO:0016020 GO:0006754 GO:0015662 GO:0005524
Bathy11g03550	GO:0016598 GO:0004057
Bathy11g03560	GO:0000287 GO:0004749 GO:0009165
Bathy11g03580	GO:0006506 GO:0017176 GO:0016021
Bathy11g03590	GO:0000166
Bathy11g03600	GO:0005507 GO:0004497
Bathy11g03620	GO:0004674 GO:0006468
Bathy11g03660	GO:0008152 GO:0003824 GO:0005488
Bathy11g03670	GO:0016787
Bathy11g03680	GO:0006457 GO:0003755
Bathy11g03710	GO:0008270 GO:0005622
Bathy11g03720	GO:0006166 GO:0004001
Bathy11g03750	GO:0016021 GO:0006888 GO:0005801 GO:0000139
Bathy11g03760	GO:0005634 GO:0003676
Bathy11g03790	GO:0005524 GO:0004386 GO:0003676
Bathy11g03810	GO:0006508 GO:0005524 GO:0004222
Bathy11g03840	GO:0045454
Bathy11g03850	GO:0016773 GO:0005975
Bathy11g03860	GO:0005524 GO:0003824
Bathy11g03880	GO:0016798
Bathy12g01200	GO:0006626 GO:0045039 GO:0042719
Bathy12g01210	GO:0006355 GO:0003700
Bathy12g01220	GO:0005737
Bathy12g01230	GO:0008270
Bathy12g01240	GO:0045454
Bathy12g01250	GO:0016070
Bathy12g01280	GO:0043169 GO:0005975 GO:0003824
Bathy12g01290	GO:0009349 GO:0009231
Bathy12g01310	GO:0004659 GO:0016021
Bathy12g01330	GO:0005622 GO:0003676
Bathy12g01370	GO:0009058 GO:0005524 GO:0016874
Bathy12g01390	GO:0046872 GO:0003824
Bathy12g01410	GO:0005634 GO:0003677
Bathy12g01440	GO:0005840 GO:0006412 GO:0005622 GO:0003735 GO:0019843
Bathy12g01470	GO:0009055 GO:0005507
Bathy12g01520	GO:0000166
Bathy12g01530	GO:0006812 GO:0008324
Bathy12g01550	GO:0008152 GO:0003824
Bathy12g01570	GO:0004659 GO:0016021
Bathy12g01600	GO:0020037
Bathy12g01620	GO:0004607 GO:0006629
Bathy12g01630	GO:0005525
Bathy12g01640	GO:0004372 GO:0006544 GO:0006563
Bathy12g01650	GO:0008152 GO:0004807
Bathy12g01680	GO:0008652
Bathy12g01710	GO:0005634 GO:0003684 GO:0006289
Bathy12g01760	GO:0055085 GO:0016021 GO:0015299 GO:0006812
Bathy12g01770	GO:0008152 GO:0003824 GO:0005488
Bathy12g01810	GO:0005515
Bathy12g01850	GO:0005515
Bathy12g01880	GO:0016740 GO:0005737 GO:0008033
Bathy12g01920	GO:0004523 GO:0003676
Bathy12g02000	GO:0005840 GO:0003723 GO:0006412 GO:0005622 GO:0003735
Bathy12g02010	GO:0005515
Bathy12g02040	GO:0006284
Bathy12g02060	GO:0005524 GO:0004386 GO:0003676
Bathy12g02070	
Bathy12g02090	GO:0003824 GO:0030170
Bathy12g02100	GO:0005783
Bathy12g02110	GO:0003677
Bathy12g02120	GO:0003676
Bathy12g02140	GO:0008643 GO:0016021 GO:0005351 GO:0000139
Bathy12g02150	GO:0042586 GO:0005506 GO:0006412
Bathy12g02210	GO:0016020 GO:0055085 GO:0015238 GO:0015297 GO:0006855
Bathy12g02260	GO:0016020 GO:0008654 GO:0016780
Bathy12g02270	GO:0008270
Bathy12g02290	GO:0016021
Bathy12g02360	GO:0005524 GO:0004386 GO:0003676
Bathy12g02410	GO:0005622 GO:0005525
Bathy12g02420	GO:0008152 GO:0003824 GO:0005488
Bathy12g02430	GO:0015031
Bathy12g02460	
Bathy12g02480	GO:0030246 GO:0005975 GO:0003824
Bathy12g02490	GO:0016021 GO:0016192
Bathy12g02510	GO:0016020
Bathy12g02520	GO:0008152 GO:0003824
Bathy12g02560	GO:0005634 GO:0008270 GO:0003676
Bathy12g02580	GO:0006284
Bathy12g02610	GO:0000287 GO:0016616 GO:0051287 GO:0055114
Bathy12g02620	GO:0005488
Bathy12g02640	GO:0008168
Bathy12g02650	GO:0030126 GO:0006890 GO:0005198
Bathy12g02660	GO:0005515
Bathy12g02670	GO:0005524 GO:0004386 GO:0003676
Bathy12g02690	GO:0003676
Bathy12g02700	GO:0005524 GO:0016887
Bathy12g02720	GO:0006342 GO:0070403 GO:0016811 GO:0008270 GO:0006476
Bathy12g02760	GO:0005524 GO:0016887
Bathy12g02770	GO:0005524
Bathy12g02790	GO:0005840 GO:0006412 GO:0003735
Bathy12g02810	GO:0009331 GO:0006072 GO:0055114 GO:0004368
Bathy12g02830	GO:0003824
Bathy12g02860	GO:0003824 GO:0051536
Bathy12g02870	GO:0016021
Bathy12g02880	GO:0005524
Bathy12g02910	GO:0006457 GO:0005524 GO:0051082
Bathy12g02940	GO:0005975
Bathy12g02950	GO:0005840 GO:0006412 GO:0003735
Bathy12g02970	GO:0006099 GO:0000104 GO:0045282
Bathy12g03000	GO:0008408 GO:0005622 GO:0006139 GO:0003676
Bathy12g03060	GO:0006353
Bathy12g03090	GO:0006486 GO:0030173 GO:0008373
Bathy12g03110	GO:0003824 GO:0030170
Bathy12g03170	GO:0045454
Bathy12g03210	GO:0005856 GO:0006909
Bathy12g03250	GO:0006486 GO:0030173 GO:0008373
Bathy12g03260	GO:0008152 GO:0008168
Bathy12g03270	GO:0005515
Bathy12g03280	GO:0016021
Bathy12g03340	GO:0003677
Bathy12g03370	GO:0005524 GO:0009236 GO:0008817
Bathy12g03380	GO:0005840 GO:0006412 GO:0005622 GO:0003735
Bathy12g03390	GO:0005840 GO:0006412 GO:0003735
Bathy12g03400	GO:0003677 GO:0005524 GO:0006270
Bathy12g03410	GO:0019538
Bathy12g03420	GO:0003677 GO:0005524
Bathy12g03440	GO:0005975 GO:0042578
Bathy12g03460	GO:0005622 GO:0005525
Bathy12g03470	GO:0006284
Bathy12g03480	GO:0000166
Bathy12g03500	GO:0003899 GO:0003677
Bathy12g03510	GO:0003824
Bathy12g03520	GO:0005524 GO:0004386 GO:0003676
Bathy12g03530	GO:0003824
Bathy12g03540	GO:0016787
Bathy12g03560	GO:0005515
Bathy12g03580	GO:0016787
Bathy12g03590	GO:0005515
Bathy12g03620	GO:0005515
Bathy12g03630	GO:0003677
Bathy12g03640	GO:0008270
Bathy12g03650	GO:0010277 GO:0055114
Bathy12g03660	GO:0006457 GO:0005524 GO:0051082
Bathy12g03700	GO:0016021
Bathy12g03710	GO:0006207 GO:0004070
Bathy12g03740	GO:0006904 GO:0016192
Bathy12g03760	GO:0006228 GO:0005524 GO:0006241 GO:0004550 GO:0006183
Bathy12g03770	GO:0005515
Bathy12g03790	GO:0005840 GO:0006412 GO:0005622 GO:0003735
Bathy12g03800	GO:0006457 GO:0051082 GO:0031072
Bathy12g03870	GO:0016020 GO:0006810 GO:0055085
Bathy13g00050	GO:0016020 GO:0005509 GO:0004571
Bathy13g00060	GO:0005840 GO:0006412 GO:0005622 GO:0003735
Bathy13g00110	GO:0008152 GO:0016779
Bathy13g00130	GO:0003676
Bathy13g00150	GO:0003677
Bathy13g00160	GO:0006228 GO:0005524 GO:0006241 GO:0004550 GO:0006183
Bathy13g00180	GO:0005840 GO:0006412 GO:0005622 GO:0003735
Bathy13g00200	GO:0005509
Bathy13g00210	GO:0016788 GO:0006629
Bathy13g00220	GO:0008152 GO:0003824
Bathy13g02170	GO:0018024
Bathy13g02180	GO:0016070
Bathy13g02190	GO:0000166
Bathy13g02200	GO:0008168 GO:0006139
Bathy13g02220	GO:0006659
Bathy13g02230	GO:0000287 GO:0005525 GO:0003924
Bathy13g02250	GO:0016021
Bathy13g02290	GO:0005524 GO:0016887
Bathy13g02320	GO:0003824
Bathy13g02350	GO:0004143 GO:0007205
Bathy13g02360	GO:0006886 GO:0005744 GO:0015450
Bathy13g02370	GO:0006457 GO:0051082 GO:0031072
Bathy13g02380	GO:0031072
Bathy13g02410	GO:0016787
Bathy13g02420	GO:0005515
Bathy13g02450	GO:0006457
Bathy13g02470	GO:0016020
Bathy13g02510	GO:0006430 GO:0005524 GO:0000166 GO:0006412 GO:0004824 GO:0005737
Bathy13g02520	GO:0005622 GO:0006888
Bathy13g02530	GO:0016020 GO:0055085 GO:0005216 GO:0006811
Bathy13g02560	GO:0005975 GO:0004645
Bathy13g02580	GO:0006269 GO:0003896
Bathy13g02600	GO:0008168 GO:0006139
Bathy13g02620	GO:0005634 GO:0003677 GO:0005524 GO:0006270
Bathy13g02630	GO:0005515
Bathy13g02660	GO:0009116
Bathy13g02670	GO:0055114 GO:0016491
Bathy13g02680	GO:0016705 GO:0005506 GO:0055114 GO:0031418
Bathy13g02690	GO:0016226 GO:0005198 GO:0051536
Bathy13g02720	GO:0016773 GO:0005975
Bathy13g02760	GO:0003677
Bathy13g02800	GO:0006511 GO:0031625 GO:0031461
Bathy13g02820	GO:0055085
Bathy13g02840	GO:0006508 GO:0004222
Bathy13g02850	GO:0050661 GO:0008883 GO:0033014 GO:0055114
Bathy13g02870	GO:0008152 GO:0016491
Bathy13g02890	GO:0016491
Bathy13g02960	GO:0010181
Bathy13g02980	GO:0008152 GO:0003824
Bathy14g00030	GO:0005524 GO:0016887
Bathy14g00060	GO:0008152 GO:0003824
Bathy14g00100	GO:0008270 GO:0003676
Bathy14g00180	GO:0016020 GO:0008508 GO:0006814
Bathy14g00190	GO:0005975 GO:0003824
Bathy14g00250	GO:0045454
Bathy14g00280	GO:0005515 GO:0007154 GO:0035091
Bathy14g00320	GO:0004497 GO:0055114
Bathy14g00330	GO:0016491
Bathy14g00350	GO:0016758 GO:0016021
Bathy14g00390	GO:0005975 GO:0042578
Bathy14g00430	GO:0008168
Bathy14g00510	GO:0006397 GO:0005634 GO:0003723
Bathy14g00540	GO:0005515
Bathy14g00550	GO:0005737 GO:0017000 GO:0016491
Bathy14g00570	GO:0006457 GO:0003755
Bathy14g00610	GO:0006644 GO:0008170
Bathy14g00650	GO:0005524 GO:0016887
Bathy14g00680	GO:0003951 GO:0008152
Bathy14g00690	GO:0016787 GO:0030163 GO:0005737
Bathy14g00700	GO:0004590 GO:0006207
Bathy17g01810	GO:0005634 GO:0000808 GO:0006260
Bathy17g01860	GO:0016020 GO:0008508 GO:0006814
Bathy17g01890	GO:0005515
Bathy17g01900	GO:0005524 GO:0003824
Bathy17g01910	GO:0020037
Bathy17g01920	GO:0003824 GO:0030170
Bathy17g01950	GO:0003677
Bathy17g01960	GO:0006413 GO:0003743
Bathy17g01980	GO:0004326 GO:0005524 GO:0009396
Bathy17g02010	GO:0020037
Bathy17g02030	GO:0000166
Bathy17g02040	GO:0005515
Bathy17g02050	GO:0043565 GO:0003700
Bathy17g02060	GO:0007165 GO:0000159
Bathy17g02070	GO:0008152 GO:0003824 GO:0005488
Bathy17g02080	GO:0008152 GO:0003824
Bathy17g02090	GO:0005525
Bathy17g02120	GO:0005840 GO:0006412 GO:0005622 GO:0003735
Bathy17g02140	GO:0006486 GO:0030173 GO:0008373
Bathy17g02150	GO:0009055 GO:0046872
Bathy17g02190	GO:0008168
Bathy17g02220	GO:0008152 GO:0008168
Bathy17g02240	GO:0006457
Bathy17g02250	GO:0051603 GO:0004298 GO:0005839
Bathy17g02290	GO:0003824 GO:0030170
Bathy17g02300	GO:0006457 GO:0051082 GO:0031072
Bathy17g02310	GO:0004364 GO:0008152
Bathy18g00010	GO:0016020 GO:0006810 GO:0005215
Bathy18g00020	GO:0005524 GO:0016887
Bathy18g00030	GO:0005515
Bathy18g00080	GO:0005524 GO:0004386 GO:0003676
Bathy18g00100	GO:0006486 GO:0030173 GO:0008373
Bathy18g00110	GO:0005488
Bathy18g00160	
Bathy18g00190	GO:0006412 GO:0003735 GO:0015935
Bathy18g00210	GO:0003676
Bathy18g00220	GO:0005840 GO:0006412 GO:0005622 GO:0003735
Bathy18g00230	GO:0005488
Bathy18g00290	GO:0006801 GO:0004784 GO:0046872 GO:0055114
Bathy18g00300	GO:0005515
Bathy18g00310	GO:0005319 GO:0006869 GO:0016021
Bathy18g00340	GO:0016021 GO:0004190
Bathy18g00360	GO:0008152 GO:0003824 GO:0030170
Bathy18g00380	GO:0005525 GO:0003924
Bathy18g00420	GO:0006886 GO:0030126 GO:0005515 GO:0005198 GO:0016192
Bathy18g00430	GO:0016021
Bathy18g00460	GO:0003824
Bathy18g00470	GO:0005524 GO:0006418 GO:0000166 GO:0006412 GO:0004812 GO:0005737
Bathy18g00500	GO:0016070
Bathy18g00530	GO:0005524 GO:0006418 GO:0000166 GO:0006412 GO:0004812 GO:0005737
Bathy18g00570	GO:0005622
Bathy18g00580	GO:0008270
Bathy18g00620	GO:0043169 GO:0005975 GO:0003824
Bathy18g00630	GO:0043169 GO:0005975 GO:0003824
Bathy18g00640	GO:0005840 GO:0006412 GO:0003735 GO:0019843
Bathy18g00650	GO:0000166
Bathy18g00670	GO:0005524 GO:0016818 GO:0006139 GO:0008026 GO:0003676
Bathy18g00700	GO:0003676
Bathy18g00710	GO:0030904 GO:0007034
Bathy18g00720	GO:0016020
Bathy18g00760	GO:0005524 GO:0005694
Bathy18g00770	GO:0008152 GO:0008168
Bathy18g00790	GO:0016817
