Gene ID	GO	KOG	ENZYME
Naga_1Chloroplast101	GO:0006412 GO:0005840 GO:0005622 GO:0003735	KOG3162	
Naga_1Chloroplast105	GO:0006412 GO:0005840 GO:0005622 GO:0003735		
Naga_1Chloroplast90	GO:0006412 GO:0005840 GO:0005622 GO:0003735 GO:0003723		
Naga_1Chloroplast2	GO:0003899 GO:0003677 GO:0034062	KOG0214	2.7.7.6
Naga_1Chloroplast4	GO:0003899 GO:0003677 GO:0034062	KOG0261	2.7.7.6
Naga_1Chloroplast1	GO:0003899 GO:0003677 GO:0034062	KOG0261	2.7.7.6
Naga_1Chloroplast39	GO:0006412 GO:0005840 GO:0005622 GO:0003735 GO:0015935	KOG0832	
Naga_1Chloroplast40	GO:0016469 GO:0016020	KOG4665	
Naga_1Chloroplast96	GO:0046961 GO:0046933 GO:0016469 GO:0016020 GO:0015986 GO:0016021	KOG0232	
Naga_1Chloroplast56	GO:0016469 GO:0015986		
Naga_1Chloroplast11	GO:0016469 GO:0015078 GO:0046961 GO:0046933 GO:0015986 GO:0045259	KOG1353	3.6.3.14
Naga_1Chloroplast126	GO:0030145 GO:0016021 GO:0015979 GO:0009523		
Naga_1Chloroplast26	GO:0017111 GO:0000166 GO:0005524	KOG1051	
Naga_1Chloroplast34	GO:0016887 GO:0005524 GO:0017111 GO:0000166 GO:0006810 GO:0008559	KOG0059	3.6.3.44
Naga_1Chloroplast13	GO:0016226 GO:0005515		
Naga_1Chloroplast32	GO:0016020 GO:0008535		
Naga_1Chloroplast84	GO:0006412 GO:0005840 GO:0005622 GO:0003735		
Naga_1Chloroplast12	GO:0017111 GO:0000166 GO:0005524	KOG0733	
Naga_1Chloroplast115	GO:0006412 GO:0005840 GO:0005622 GO:0003735		
Naga_1Chloroplast3	GO:0006886 GO:0006605 GO:0005524 GO:0017038 GO:0016020 GO:0005515		
Naga_1Chloroplast80	GO:0006412 GO:0005840 GO:0005622 GO:0003735	KOG4600	
Naga_1Chloroplast36	GO:0009228		
Naga_1Chloroplast116	GO:0015979 GO:0009522		
Naga_1Chloroplast98	GO:0051536 GO:0009055		
Naga_100433g2	GO:0008270 GO:0003676	KOG0017	
Naga_100433g6	GO:0008270 GO:0005515 GO:0051444 GO:0051443 GO:0051438 GO:0004842	KOG0804	6.3.2.19
Naga_100704g1	GO:0006396 GO:0003723 GO:0000175	KOG1612	
Naga_100704g2	GO:0016491 GO:0008152	KOG1208	
Naga_101182g1	GO:0016020 GO:0015662 GO:0006810 GO:0005524	KOG0206	
Naga_100172g6	GO:0006265 GO:0005694 GO:0003917 GO:0003677 GO:0003916 GO:0006268 GO:0006304 GO:0003676	KOG1957	5.99.1.2
Naga_100172g8	GO:0016491 GO:0008152 GO:0019166	KOG0725	1.3.1.38
Naga_100172g10	GO:0051082 GO:0031072 GO:0006457 GO:0009408 GO:0005524	KOG0715	
Naga_100172g11	GO:0045039 GO:0042719 GO:0006626	KOG3489	
Naga_100172g12	GO:0006810 GO:0005743 GO:0005488	KOG0767	
Naga_100534g3	GO:0016021 GO:0006810 GO:0005215	KOG0254	
Naga_100450g1	GO:0016491 GO:0050661		
Naga_103740g1	GO:0006468 GO:0005524 GO:0004713	KOG0192	
Naga_100950g3	GO:0006468 GO:0005524 GO:0004672 GO:0004674 GO:0005952 GO:0004691	KOG0616	
Naga_101738g1	GO:0003824 GO:0017023 GO:0017020 GO:0017018 GO:0008597 GO:0008420 GO:0005963 GO:0004724 GO:0004723 GO:0004721	KOG0698	3.1.3.16
Naga_101497g1	GO:0003676 GO:0006396 GO:0005737 GO:0005634 GO:0003723	KOG0130	
Naga_101288g2	GO:0051536 GO:0009102 GO:0004076	KOG2900	2.8.1.6
Naga_100874g1	GO:0008483 GO:0006525 GO:0030170 GO:0003992	KOG1401	2.6.1.11
Naga_102693g1	GO:0016830 GO:0006725 GO:0003824		4.1.-.-
Naga_100941g2	GO:0016810 GO:0006807 GO:0050152	KOG0806	3.5.1.3
Naga_100649g1	GO:0008152 GO:0003824 GO:0031957 GO:0031956 GO:0031955 GO:0015645 GO:0004467	KOG1256	6.2.1.3
Naga_101076g3	GO:0008270 GO:0005515 GO:0051444 GO:0051443 GO:0051438 GO:0004842	KOG0800	6.3.2.19
Naga_102516g1	GO:0003676	KOG1795	
Naga_100289g2	GO:0016020 GO:0006487 GO:0003830		2.4.1.144
Naga_100289g3	GO:0016020 GO:0008417 GO:0006486 GO:0046921 GO:0046920 GO:0046527 GO:0045140 GO:0042283 GO:0042281 GO:0033556 GO:0031278 GO:0019187 GO:0019112 GO:0018718 GO:0018717 GO:0018716 GO:0018715 GO:0016759 GO:0008921 GO:0008755 GO:0008378 GO:0008376 GO:0008375 GO:0004583 GO:0004576 GO:0004376 GO:0003980 GO:0001962 GO:0000033 GO:0000030 GO:0000026 GO:0000009	KOG2619	2.4.1.-
Naga_100228g7	GO:0008026 GO:0005524 GO:0003676 GO:0004386	KOG0326	
Naga_101233g1	GO:0008270		
Naga_100873g1	GO:0008270	KOG0703	
Naga_100873g2	GO:0006511 GO:0005839 GO:0004175 GO:0004298	KOG0184	3.4.25.1
Naga_102551g1	GO:0009982 GO:0003723 GO:0001522		
Naga_102560g1	GO:0008026 GO:0005524 GO:0003676	KOG0329	
Naga_102095g1	GO:0005525	KOG1489	
Naga_100852g1	GO:0016491 GO:0051536 GO:0020037 GO:0048307	KOG0560	1.7.7.1
Naga_100699g1	GO:0046914 GO:0020037 GO:0030151 GO:0016491	KOG0535	
Naga_100728g2	GO:0009815	KOG0143	
Naga_101069g1	GO:0016192 GO:0016021 GO:0006810	KOG0862	
Naga_100747g2	GO:0005975 GO:0004553 GO:0003824 GO:0008810		3.2.1.4
Naga_100807g1	GO:0006508 GO:0004222	KOG2089	
Naga_100685g2	GO:0006412 GO:0005840 GO:0005622 GO:0003735	KOG1624	
Naga_101390g1	GO:0016021 GO:0015299 GO:0006885	KOG1965	
Naga_101712g1	GO:0006508 GO:0005622 GO:0004198		
Naga_100335g2			
Naga_100335g3	GO:0008270 GO:0006730 GO:0004089	KOG0382	4.2.1.1
Naga_100335g4	GO:0008270 GO:0006730 GO:0004089	KOG0382	4.2.1.1
Naga_102633g1	GO:0005975 GO:0004553 GO:0003824		
Naga_100142g13	GO:0006468 GO:0005524 GO:0004672 GO:0004674 GO:0016891 GO:0006397	KOG1027	
Naga_100142g10	GO:0016491 GO:0016209 GO:0051920	KOG0852	
Naga_100142g9	GO:0016707	KOG0143	1.14.11.15
Naga_100142g3	GO:0005509 GO:0016787 GO:0009166 GO:0008253	KOG0027	3.1.3.5
Naga_101494g2	GO:0008270 GO:0003676	KOG4791	
Naga_101156g1	GO:0046488 GO:0016307 GO:0000285	KOG0230	
Naga_101156g2	GO:0008152 GO:0003824 GO:0008444	KOG3964	2.7.8.5
Naga_101812g1	GO:0008444	KOG3964	2.7.8.5
Naga_100642g1	GO:0006508 GO:0016787 GO:0008152		
Naga_100822g2			
Naga_100494g2	GO:0006564 GO:0004647 GO:0016791 GO:0008152	KOG1615	3.1.3.3
Naga_100494g5	GO:0004534 GO:0000175	KOG2102	3.1.13.-
Naga_100269g1	GO:0004534 GO:0000175	KOG2102	3.1.13.-
Naga_100269g2	GO:0009966 GO:0009607	KOG2830	
Naga_100095g3	GO:0015934 GO:0006412 GO:0003735	KOG0846	
Naga_100095g6	GO:0005975 GO:0004553 GO:0008422	KOG0626	3.2.1.21
Naga_100095g11	GO:0003824 GO:0016020 GO:0006810 GO:0005215 GO:0046912 GO:0019752 GO:0009098 GO:0003852	KOG2367	
Naga_100095g13	GO:0006355 GO:0000160 GO:0000156 GO:0005524 GO:0016020 GO:0007165 GO:0000155 GO:0016772 GO:0016310 GO:0018106 GO:0004673	KOG0519	
Naga_100095g15	GO:0018734 GO:0018733 GO:0018732 GO:0018731 GO:0016298 GO:0004620	KOG1455	3.1.1.-
Naga_100133g4	GO:0006810 GO:0005743 GO:0005488 GO:0004427	KOG0758	3.6.1.1
Naga_100133g7	GO:0006629 GO:0004806	KOG4569	
Naga_100133g12	GO:0006468 GO:0005524 GO:0004672 GO:0004674	KOG0605	
Naga_100133g14	GO:0009186 GO:0004748 GO:0046914 GO:0016491	KOG1567	1.17.4.1
Naga_100402g6	GO:0009348 GO:0006520 GO:0004585 GO:0016743 GO:0016597	KOG1504	2.1.3.3
Naga_100402g1	GO:0006508 GO:0004197 GO:0008234	KOG1542	3.4.22.41
Naga_100199g9	GO:0016780 GO:0016020 GO:0008654 GO:0003881	KOG3240	2.7.8.11
Naga_100199g8	GO:0003824 GO:0017023 GO:0017020 GO:0017018 GO:0008597 GO:0008420 GO:0005963 GO:0004724 GO:0004723 GO:0004721	KOG0698	3.1.3.16
Naga_100199g6	GO:0016740		
Naga_100199g3	GO:0051536 GO:0016226 GO:0005198	KOG1120	
Naga_100199g2	GO:0005525	KOG1486	
Naga_100199g1	GO:0016491 GO:0051920	KOG0541	
Naga_100002g174	GO:0050662 GO:0044237 GO:0003824 GO:0048040	KOG1429	4.1.1.35
Naga_100002g173	GO:0008152 GO:0003824 GO:0033817	KOG1394	
Naga_100002g172	GO:0016627 GO:0008152 GO:0050660 GO:0043830 GO:0043820 GO:0017099 GO:0016937	KOG0137	1.3.99.-
Naga_100002g165	GO:0005622 GO:0003676 GO:0008408 GO:0006139 GO:0044237 GO:0003824 GO:0000166	KOG2206	
Naga_100002g160	GO:0006396 GO:0005622	KOG1124	
Naga_100002g159	GO:0006468 GO:0005524 GO:0004672 GO:0004674	KOG0580	
Naga_100002g158	GO:0016787 GO:0008270 GO:0009231 GO:0008835 GO:0008703 GO:0003824	KOG1018	
Naga_100002g157	GO:0016491		
Naga_100002g152	GO:0016491 GO:0008152 GO:0051990 GO:0048258 GO:0043713 GO:0033765 GO:0033764 GO:0032442 GO:0018453 GO:0018452 GO:0018451 GO:0016229 GO:0008875 GO:0004495 GO:0004448 GO:0004033 GO:0000253 GO:0000252	KOG1610	1.1.1.-
Naga_100002g151	GO:0016491 GO:0008152 GO:0051990 GO:0048258 GO:0043713 GO:0033765 GO:0033764 GO:0032442 GO:0018453 GO:0018452 GO:0018451 GO:0016229 GO:0008875 GO:0004495 GO:0004448 GO:0004033 GO:0000253 GO:0000252	KOG1610	1.1.1.-
Naga_100002g150	GO:0006355 GO:0005634 GO:0003700	KOG1561	
Naga_100002g149	GO:0008649 GO:0000179 GO:0000154 GO:0016433 GO:0006364	KOG0820	
Naga_100002g148	GO:0005488		
Naga_100002g147	GO:0003824 GO:0009374 GO:0008152 GO:0005524 GO:0016874 GO:0006094 GO:0005737 GO:0004736	KOG0369	6.4.1.1
Naga_100002g146	GO:0016020 GO:0008654 GO:0004605	KOG4453	
Naga_100002g145	GO:0008138 GO:0006470 GO:0016791 GO:0016311	KOG1716	
Naga_100002g142	GO:0005515 GO:0006508 GO:0004252 GO:0003824	KOG1320	
Naga_100002g141	GO:0006468 GO:0005524 GO:0004672	KOG1236	
Naga_100002g140	GO:0008270 GO:0005634	KOG4765	
Naga_100002g139	GO:0008104	KOG1809	
Naga_100002g136	GO:0006508 GO:0004185	KOG1282	3.4.16.-
Naga_100002g135	GO:0006508 GO:0004185	KOG1282	3.4.16.5
Naga_100002g133	GO:0006281 GO:0003913	KOG0286	
Naga_100002g130	GO:0019205 GO:0006139 GO:0005524 GO:0016776 GO:0004017 GO:0046899	KOG3078	2.7.4.10
Naga_100002g129	GO:0006468 GO:0005524 GO:0004672 GO:0004674 GO:0004683	KOG0032	
Naga_100002g128	GO:0005488		
Naga_100002g126	GO:0006508 GO:0004185	KOG1282	3.4.16.-
Naga_100002g123	GO:0035091 GO:0007154 GO:0005515		
Naga_100002g121	GO:0016020 GO:0006886 GO:0016192 GO:0005515	KOG1666	
Naga_100002g114	GO:0016192 GO:0016020 GO:0005515	KOG0809	
Naga_100002g113	GO:0008299	KOG0776	
Naga_100002g111	GO:0008121 GO:0006122	KOG3440	
Naga_100002g110	GO:0016020 GO:0015171 GO:0006865	KOG1286	
Naga_100002g109	GO:0008270		
Naga_100002g105	GO:0016627 GO:0016021 GO:0006629 GO:0005737	KOG4650	
Naga_100002g102	GO:0030170 GO:0006520 GO:0004123	KOG0053	4.4.1.1
Naga_100002g101	GO:0046873 GO:0030001 GO:0016020	KOG1558	
Naga_100002g100	GO:0004693	KOG3167	
Naga_100002g98	GO:0016787 GO:0003824 GO:0017168	KOG1939	3.5.2.9
Naga_100002g94	GO:0051539 GO:0046872 GO:0003824 GO:0051536 GO:0019008 GO:0006777	KOG2876	
Naga_100002g92	GO:0006414 GO:0005622 GO:0003746	KOG1071	
Naga_100002g91	GO:0017111 GO:0000166	KOG0987	
Naga_100002g87	GO:0008270 GO:0005515	KOG1633	
Naga_100002g85	GO:0030132 GO:0030130 GO:0016192 GO:0008565 GO:0006886 GO:0005515 GO:0005198	KOG0985	
Naga_100002g84	GO:0016020 GO:0005524 GO:0004012	KOG0206	3.6.3.1
Naga_100002g80	GO:0008270 GO:0005622 GO:0003676	KOG1721	
Naga_100002g79	GO:0007205 GO:0004143 GO:0008152 GO:0003951 GO:0008481	KOG1116	2.7.1.91
Naga_100002g77	GO:0008287 GO:0006470 GO:0004722 GO:0003824	KOG0698	
Naga_100002g76	GO:0016020 GO:0006886 GO:0016192 GO:0005515	KOG1666	
Naga_100002g74	GO:0004419 GO:0003824	KOG2368	4.1.3.4
Naga_100002g70	GO:0005515 GO:0008104	KOG1809	
Naga_100002g69	GO:0016021	KOG3455	
Naga_100002g64	GO:0005524	KOG3022	
Naga_100002g63	GO:0031119 GO:0003723	KOG2529	
Naga_100002g59	GO:0005524 GO:0006268 GO:0006265 GO:0005694 GO:0003918 GO:0003677		
Naga_100002g56	GO:0016491 GO:0008152 GO:0008670	KOG0725	1.3.1.34
Naga_100002g50	GO:0046983 GO:0016787	KOG2275	
Naga_100002g47	GO:0005488	KOG4151	
Naga_100002g46	GO:0008152	KOG1505	
Naga_100002g44	GO:0006508	KOG2708	
Naga_100002g43	GO:0003824	KOG3275	
Naga_100002g41	GO:0006468 GO:0005524 GO:0004672 GO:0004674	KOG0592	
Naga_100002g40	GO:0016021		
Naga_100002g38	GO:0006432 GO:0006412 GO:0005737 GO:0005524 GO:0004826 GO:0000166 GO:0008033 GO:0000287 GO:0000049 GO:0006418 GO:0004812 GO:0009328	KOG2783	6.1.1.20
Naga_100002g37	GO:0007049		
Naga_100002g35	GO:0008173 GO:0006396 GO:0003723	KOG0838	
Naga_100002g34	GO:0008176	KOG3115	2.1.1.33
Naga_100002g33	GO:0006464 GO:0008270 GO:0005622 GO:0003676 GO:0016289	KOG3288	3.1.2.-
Naga_100002g32	GO:0019001 GO:0007186 GO:0007165	KOG0082	
Naga_100002g31	GO:0005622 GO:0003779		
Naga_100002g30	GO:0016070 GO:0005515 GO:0005488	KOG0401	
Naga_100002g28	GO:0004364		2.5.1.18
Naga_100002g26	GO:0030170 GO:0008483	KOG1404	
Naga_100002g25	GO:0000166	KOG1534	
Naga_100002g23	GO:0016459 GO:0005524 GO:0003774	KOG0160	
Naga_100002g21	GO:0008168 GO:0006139 GO:0005634 GO:0016422	KOG2098	2.1.1.62
Naga_100002g19	GO:0004364	KOG0867	2.5.1.18
Naga_100002g18	GO:0003899 GO:0003677 GO:0034062	KOG0262	2.7.7.6
Naga_100002g17	GO:0003899 GO:0003677 GO:0034062	KOG0262	2.7.7.6
Naga_100002g16	GO:0006413 GO:0003743	KOG3239	
Naga_100002g15	GO:0006420 GO:0006412 GO:0005737 GO:0005524 GO:0004814 GO:0000166 GO:0006418 GO:0004812	KOG4426	6.1.1.19
Naga_100002g14	GO:0005524 GO:0004386 GO:0003676 GO:0008026	KOG0949	
Naga_100002g12	GO:0006886	KOG1087	
Naga_100002g175	GO:0005524 GO:0004386 GO:0003676 GO:0008026	KOG0952	
Naga_100002g11	GO:0007165 GO:0004629 GO:0005966 GO:0004120 GO:0004119 GO:0004118 GO:0004117 GO:0004115 GO:0004112	KOG2258	3.1.4.-
Naga_100002g9	GO:0005737 GO:0005515	KOG3771	
Naga_100002g8	GO:0008441 GO:0006790	KOG1528	
Naga_100002g7	GO:0016853 GO:0005975 GO:0030246 GO:0003824 GO:0047938	KOG1594	5.1.3.15
Naga_100002g6	GO:0006464 GO:0005622 GO:0004842 GO:0051444 GO:0051443 GO:0051438	KOG0940	6.3.2.19
Naga_100002g3	GO:0016021	KOG1944	
Naga_100177g3	GO:0051246 GO:0043687 GO:0019787 GO:0051444 GO:0051443 GO:0051438 GO:0004842	KOG0417	6.3.2.19
Naga_100177g5	GO:0015031	KOG3230	
Naga_100177g9	GO:0050236	KOG1575	1.1.1.65
Naga_100177g11	GO:0016758 GO:0016051 GO:0008466	KOG1950	2.4.1.186
Naga_100177g14	GO:0008305 GO:0007155	KOG3637	
Naga_100177g20	GO:0004483	KOG3673	2.1.1.57
Naga_100182g1	GO:0016021	KOG0548	
Naga_100182g4	GO:0003723	KOG2523	
Naga_100182g5	GO:0006457 GO:0003755	KOG0552	5.2.1.8
Naga_100182g10	GO:0016021	KOG2722	
Naga_100182g11	GO:0008146 GO:0030176 GO:0018193 GO:0004597	KOG3704	
Naga_100009g111	GO:0005975 GO:0004553 GO:0003824		
Naga_100009g109	GO:0042586 GO:0006412 GO:0005506	KOG3137	
Naga_100009g108	GO:0008152 GO:0003824 GO:0018842 GO:0000247	KOG1681	5.3.3.-
Naga_100009g106	GO:0016829 GO:0006520 GO:0004793	KOG1368	4.1.2.5
Naga_100009g104	GO:0007165 GO:0005634		
Naga_100009g102	GO:0009982	KOG2553	5.4.99.12
Naga_100009g100	GO:0005524 GO:0003677	KOG0298	
Naga_100009g98	GO:0004519 GO:0003676		
Naga_100009g96	GO:0005634		
Naga_100009g94	GO:0006508 GO:0004222		
Naga_100009g92	GO:0003676	KOG0117	
Naga_100009g90	GO:0006412 GO:0005840 GO:0005622 GO:0003735		
Naga_100009g87	GO:0006464 GO:0006412 GO:0005840 GO:0005622 GO:0003735	KOG0003	
Naga_100009g86	GO:0016491 GO:0051990 GO:0048258 GO:0043713 GO:0033765 GO:0033764 GO:0032442 GO:0018453 GO:0018452 GO:0018451 GO:0016229 GO:0008875 GO:0004495 GO:0004448 GO:0004033 GO:0000253 GO:0000252		1.1.1.-
Naga_100009g85	GO:0051205 GO:0016021	KOG1239	
Naga_100009g84	GO:0042254 GO:0005622	KOG0815	
Naga_100009g81	GO:0006468 GO:0005524 GO:0004672 GO:0016849 GO:0009190 GO:0006355 GO:0000160 GO:0000156 GO:0004674	KOG0606	
Naga_100009g75	GO:0008270 GO:0003676	KOG0150	
Naga_100009g73	GO:0008170 GO:0006644 GO:0004481		2.1.1.16
Naga_100009g72	GO:0016887 GO:0005524 GO:0017111 GO:0000166 GO:0042626 GO:0016021 GO:0006810 GO:0042625 GO:0042624 GO:0042623 GO:0017116 GO:0015462 GO:0008186 GO:0008094 GO:0008026 GO:0004004 GO:0004003	KOG0054	3.6.1.3
Naga_100009g69	GO:0016746 GO:0016021 GO:0006506 GO:0005789	KOG0411	2.3.-.-
Naga_100009g67	GO:0006096 GO:0004634 GO:0000015	KOG2670	4.2.1.11
Naga_100009g66	GO:0016884	KOG1212	
Naga_100009g65	GO:0016042 GO:0005576 GO:0005509 GO:0004623 GO:0006644 GO:0047499 GO:0047498		3.1.1.4
Naga_100009g63	GO:0006413 GO:0003743	KOG3271	
Naga_100009g56	GO:0003676	KOG0117	
Naga_100009g54	GO:0016192 GO:0006904	KOG1302	
Naga_100009g53	GO:0035091 GO:0007154 GO:0005515		
Naga_100009g51	GO:0008324 GO:0006812		
Naga_100009g49	GO:0008441	KOG3099	3.1.3.7
Naga_100009g48	GO:0008270 GO:0005515		
Naga_100009g44	GO:0030976 GO:0003824 GO:0000287 GO:0016831 GO:0004737	KOG1184	4.1.1.1
Naga_100009g43	GO:0051087 GO:0042803 GO:0006457 GO:0000774 GO:0005515	KOG3003	
Naga_100009g42	GO:0003676 GO:0008270	KOG0153	
Naga_100009g40	GO:0005622 GO:0003676	KOG2384	
Naga_100009g39	GO:0006457	KOG0552	
Naga_100009g37	GO:0008152 GO:0008080	KOG3139	
Naga_100009g36	GO:0003723	KOG3409	
Naga_100009g35	GO:0006468 GO:0005524 GO:0004672 GO:0004674 GO:0007165 GO:0000159 GO:0005488	KOG2085	
Naga_100009g30	GO:0000254	KOG0873	
Naga_100009g29	GO:0006412 GO:0005840 GO:0005622 GO:0003735	KOG4122	
Naga_100009g28	GO:0005488	KOG1967	
Naga_100009g27	GO:0043565 GO:0005622 GO:0003677 GO:0034061 GO:0003887	KOG1657	2.7.7.7
Naga_100009g26	GO:0005509 GO:0015969	KOG1157	
Naga_100009g22	GO:0032259 GO:0008168 GO:0003676	KOG2155	
Naga_100009g20	GO:0005524 GO:0003677 GO:0004386 GO:0003676 GO:0006334 GO:0005634 GO:0000786	KOG0385	
Naga_100009g18	GO:0008603 GO:0007165 GO:0004385	KOG0707	2.7.4.8
Naga_100009g12	GO:0050661 GO:0006098 GO:0004616 GO:0016491	KOG2653	
Naga_100009g11	GO:0008270 GO:0008237 GO:0019370 GO:0005488 GO:0004463	KOG1047	3.3.2.6
Naga_100009g10	GO:0016887 GO:0005524 GO:0017111 GO:0000166 GO:0015412	KOG0061	3.6.3.29
Naga_100009g7	GO:0051082 GO:0031072 GO:0006457		
Naga_100009g6	GO:0006468 GO:0005524 GO:0004672 GO:0004674	KOG0598	
Naga_100009g4	GO:0016020 GO:0006811 GO:0005216	KOG2301	
Naga_100009g3	GO:0007017 GO:0005874 GO:0005525 GO:0007018 GO:0005198 GO:0051258 GO:0003924	KOG1375	
Naga_100131g16	GO:0017111 GO:0000166	KOG1532	
Naga_100131g15	GO:0008270 GO:0005622 GO:0003676	KOG2917	
Naga_100131g14	GO:0005488	KOG4824	
Naga_100131g13	GO:0006464 GO:0005622 GO:0004842 GO:0051444 GO:0051443 GO:0051438	KOG0941	6.3.2.19
Naga_100131g11	GO:0008889	KOG2258	3.1.4.46
Naga_100131g8	GO:0008152 GO:0008119 GO:0005737		
Naga_100131g7	GO:0050660 GO:0016491 GO:0051341 GO:0043883 GO:0043826 GO:0043738	KOG1346	1.-.-.-
Naga_100131g6	GO:0008152 GO:0003824	KOG4044	
Naga_100131g5	GO:0008616 GO:0008479 GO:0006400	KOG3908	2.4.2.29
Naga_100131g4	GO:0005622 GO:0004527 GO:0003676 GO:0043765 GO:0042578 GO:0004518	KOG2249	3.1.-.-
Naga_100058g2	GO:0005525	KOG2486	
Naga_100058g3	GO:0008612 GO:0034038	KOG2924	
Naga_100058g4	GO:0008152 GO:0003824	KOG0235	
Naga_100058g6	GO:0003676	KOG0147	
Naga_100058g10	GO:0004439	KOG0565	3.1.3.36
Naga_100058g11	GO:0005634		
Naga_100058g12	GO:0016020 GO:0015171 GO:0006865		
Naga_100058g14	GO:0005525 GO:0003924	KOG0463	
Naga_100058g15	GO:0016021 GO:0008104	KOG1809	
Naga_100058g19	GO:0005524 GO:0004386 GO:0003676 GO:0008026	KOG0338	
Naga_100058g21	GO:0050662 GO:0044237 GO:0003824	KOG1502	
Naga_100058g22	GO:0003824 GO:0017023 GO:0017020 GO:0017018 GO:0008597 GO:0008420 GO:0005963 GO:0004724 GO:0004723 GO:0004721	KOG0698	3.1.3.16
Naga_100058g23	GO:0003676	KOG3108	
Naga_100058g25	GO:0005524 GO:0003677 GO:0004386 GO:0003676	KOG0385	3.6.4.-
Naga_100592g1	GO:0008565 GO:0006886 GO:0005737 GO:0005643 GO:0005634 GO:0005488	KOG1993	
Naga_101096g1	GO:0016021	KOG1397	
Naga_100190g12	GO:0003824 GO:0016882 GO:0004641	KOG0237	6.3.3.1
Naga_100190g9	GO:0006464 GO:0004835	KOG2155	6.3.2.25
Naga_100190g7	GO:0005515	KOG1947	
Naga_100190g4	GO:0006281 GO:0003913 GO:0003904	KOG0133	4.1.99.3
Naga_100617g2	GO:0003677	KOG3431	
Naga_100617g3	GO:0008152 GO:0008080		
Naga_100617g4	GO:0006464 GO:0005622 GO:0004842 GO:0051444 GO:0051443 GO:0051438	KOG0941	6.3.2.19
Naga_101021g1	GO:0005525	KOG0460	
Naga_100710g1	GO:0005525 GO:0003924	KOG0460	
Naga_100710g2	GO:0006412 GO:0005840 GO:0005622 GO:0003735	KOG3424	
Naga_100627g2	GO:0030176 GO:0018193 GO:0004597	KOG3696	1.14.11.16
Naga_104758g1	GO:0008152 GO:0003824	KOG1176	
Naga_102092g1	GO:0008152 GO:0003824	KOG1176	
Naga_100495g3	GO:0016887 GO:0005524 GO:0017111 GO:0000166 GO:0015412	KOG0061	3.6.3.29
Naga_100495g4	GO:0009396 GO:0005524 GO:0004326 GO:0016874 GO:0009058	KOG2525	6.3.2.17
Naga_100388g1	GO:0006457 GO:0003755	KOG0881	5.2.1.8
Naga_100388g6	GO:0010181 GO:0009055 GO:0005506 GO:0016491 GO:0030586	KOG1158	
Naga_100166g1	GO:0017111 GO:0000166 GO:0016887 GO:0005524	KOG1808	
Naga_100166g4	GO:0007018 GO:0005875 GO:0005524 GO:0003777	KOG0242	
Naga_100166g5	GO:0007018 GO:0005875 GO:0005524 GO:0003777	KOG4280	
Naga_100088g13	GO:0006413 GO:0003743		
Naga_100088g12	GO:0016887 GO:0005524 GO:0017111 GO:0000166 GO:0042626 GO:0016021 GO:0006810 GO:0042625 GO:0042624 GO:0042623 GO:0017116 GO:0015462 GO:0008186 GO:0008094 GO:0008026 GO:0004004 GO:0004003	KOG0054	3.6.1.3
Naga_100088g11	GO:0042626 GO:0016021 GO:0006810 GO:0005524	KOG0054	
Naga_100088g10	GO:0016887 GO:0005524 GO:0017111 GO:0000166 GO:0042626 GO:0016021 GO:0006810 GO:0042625 GO:0042624 GO:0042623 GO:0017116 GO:0015462 GO:0008186 GO:0008094 GO:0008026 GO:0004004 GO:0004003	KOG0054	3.6.1.3
Naga_100088g2	GO:0008270	KOG1867	
Naga_100235g10	GO:0050662 GO:0044237 GO:0003824 GO:0050378	KOG1371	5.1.3.6
Naga_100235g11	GO:0016857 GO:0005975	KOG1371	
Naga_100471g1	GO:0003723	KOG2191	
Naga_100733g3	GO:0003676		
Naga_100491g3	GO:0008967 GO:0008152 GO:0043813 GO:0043812 GO:0043726 GO:0030352 GO:0030351 GO:0019198 GO:0019178 GO:0017161 GO:0017017 GO:0016312 GO:0008579 GO:0008330 GO:0008138	KOG2914	3.1.3.-
Naga_100491g1	GO:0051444 GO:0051443 GO:0051438 GO:0004842	KOG3268	6.3.2.19
Naga_100375g5	GO:0016491	KOG0029	
Naga_100371g2	GO:0019538 GO:0016706	KOG3710	
Naga_101055g1	GO:0006414 GO:0005622 GO:0003746	KOG1071	
Naga_100382g1	GO:0006659	KOG2735	
Naga_100574g1	GO:0016020 GO:0015662 GO:0006812 GO:0005524 GO:0005388	KOG0202	3.6.3.8
Naga_102722g1	GO:0008152 GO:0003824	KOG1202	
Naga_102736g1	GO:0008270 GO:0003676	KOG0017	
Naga_101444g1	GO:0008270 GO:0003676	KOG0017	
Naga_100336g2	GO:0030170 GO:0016769 GO:0009058		
Naga_100336g6	GO:0015074 GO:0003677 GO:0003676	KOG0017	
Naga_101339g1	GO:0046872 GO:0016702		
Naga_100906g1	GO:0046872 GO:0016702		
Naga_101211g1	GO:0006508 GO:0004185	KOG1282	
Naga_101625g1	GO:0006508 GO:0004185	KOG1282	
Naga_100509g2	GO:0016787	KOG2679	
Naga_101645g1	GO:0009165 GO:0006545 GO:0004146		
Naga_100743g2	GO:0016538 GO:0007049	KOG3484	
Naga_100743g1	GO:0030145 GO:0016787		
Naga_100413g1	GO:0003824	KOG1320	
Naga_100413g2	GO:0017111 GO:0000166 GO:0006260 GO:0005634 GO:0003677 GO:0005663 GO:0005524 GO:0003689	KOG0991	
