Gene ID	GO	KO	PFAM
ME000108S10760	GO:0005515	K15042	PF00514
ME000108S10761	GO:0003723 GO:0003743 GO:0006413	K03259	PF01652
ME000108S10763	GO:0019888 GO:0030289	K15425	PF09184
ME000108S10767	GO:0022857 GO:0055085 GO:0016021		PF07690 PF00083
ME000108S10770	GO:0003735 GO:0019843 GO:0006412 GO:0005840	K02990	PF01250
ME000108S10771	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714
ME000108S10776	GO:0005515		PF00514
ME000108S10777	GO:0005515		PF13920 PF07647
ME000108S10779	GO:0015293 GO:0016021	K05613	PF00375
ME000108S10780	GO:0016868 GO:0005975		PF02878 PF02879 PF02880
ME000108S10782	GO:0004150 GO:0006760	K01633	PF02152
ME000108S10784	GO:0016021		PF03083
ME000108S10787	GO:0004576 GO:0006486 GO:0016020	K07151	PF02516
ME000108S10788	GO:0003677	K15178	PF03126
ME000108S10794	GO:0004252 GO:0006508		PF00082 PF05922 PF02225
ME000108S10796	GO:0004867 GO:0030212		PF06830 PF06668
ME000626S08695	GO:0007034	K12197	PF03357
ME000626S08703	GO:0071949 GO:0016491 GO:0055114	K10960	PF01494 PF07992
ME000637S08954	GO:0000160		PF02518 PF00072
ME000637S08955	GO:0000166 GO:0004812 GO:0005524 GO:0006418	K01870	PF00133 PF08264 PF06827
ME000637S08957	GO:0004672 GO:0006468		PF07714
ME000637S08961	GO:0003755		PF00254
ME000637S08965	GO:0015297 GO:0042910 GO:0055085 GO:0016020		PF01554 PF14667 PF03023
ME000637S08966	GO:0032509 GO:0000813	K12184	PF03997
ME000637S08969	GO:0008168	K14191	PF00398 PF13649 PF08241
ME000170S01870	GO:0006629	K10255	PF00487
ME000170S01871	GO:0006629	K10255	PF00487
ME000170S01873	GO:0003676	K12741	PF00076 PF16367
ME000170S01875	GO:0005524 GO:0051082 GO:0006457	K04079	PF00183 PF02518 PF13589
ME000170S01877	GO:0005515	K11807	PF00400 PF12894
ME000170S01880	GO:0005515		PF12937 PF00646
ME000170S01883	GO:0006807	K11206	PF00795
ME000170S01889	GO:0003676 GO:0005524 GO:0003677 GO:0016787	K18655	PF00270 PF00271 PF04851
ME000170S01892	GO:0016021		PF02990
ME000170S01894	GO:0016021		PF03739
ME000170S01898	GO:0005524 GO:0003676 GO:0016818 GO:0006338 GO:0005634	K11654	PF00176 PF00271 PF09111
ME000170S01899	GO:0003676		PF00076 PF16367
ME000170S01900	GO:0005634	K17498	PF08711
ME000170S01901	GO:0003746 GO:0006414	K03232	PF00736
ME000170S01902	GO:0003824 GO:0051536	K06941	PF04055
ME000164S01707	GO:0051260		PF02214
ME000164S01708	GO:0000287 GO:0004743 GO:0030955 GO:0006096 GO:0003824	K00873	PF00224 PF02887 PF03328
ME000164S01709	GO:0005515	K19199	PF00856
ME000164S01712	GO:0005515		PF00400
ME000164S01713	GO:0003700 GO:0006355		PF00847
ME000164S01715	GO:0004672 GO:0006468 GO:0005524		PF07714 PF00069
ME000164S01716	GO:0005515		PF14604 PF00018 PF07653
ME000164S01717	GO:0016020 GO:0005524 GO:0016887	K05681	PF01061 PF00005
ME000164S01718	GO:0005524 GO:0030983 GO:0006298	K08735	PF00488 PF05192 PF05190 PF01624
ME000480S07839	GO:0051743	K13545	PF06405
ME000480S07853	GO:0005975 GO:0008061	K01183	PF00704 PF00187
ME000480S07855	GO:0051082 GO:0006457 GO:0016272	K04798	PF01920
ME000480S07856	GO:0046855		PF00459
ME000480S07858	GO:0003700 GO:0008270 GO:0006355 GO:0005634	K15683	PF01422
ME000480S07859	GO:0003968		PF05183
ME000480S07862	GO:0003968	K11699	PF05183
ME000480S07864	GO:0016787		PF00293
ME000480S07865	GO:0004672 GO:0005524 GO:0006468 GO:0004674	K08867	PF00069 PF07714 PF12202
ME000480S07871	GO:0003735 GO:0006412 GO:0005840	K02899	PF01016
ME000480S07874	GO:0004672 GO:0006468 GO:0005524		PF07714 PF00069
ME000480S07875	GO:0016192		PF04178
ME000480S07876	GO:0004672 GO:0006468 GO:0005524		PF07714 PF00069
ME000480S07877	GO:0006406 GO:0043248 GO:0008541		PF05160
ME000480S07879	GO:0016491 GO:0055114		PF11397 PF13640
ME000480S07882	GO:0006352	K11254	PF15511 PF02969
ME000480S07884	GO:0019867		PF01103
ME000436S07362	GO:0003700 GO:0006355	K09286	PF00847
ME000001S02656	GO:0003677 GO:0006355 GO:0005634		PF04689
ME000001S02658	GO:0010181 GO:0003824 GO:0051536	K15449	PF08608 PF00258 PF04055
ME000001S02660	GO:0003824	K11713	PF00432
ME000001S02661	GO:0008270	K11095	PF06220
ME000001S02667	GO:0005524 GO:0008716	K01965	PF02786 PF00289 PF02785 PF00364 PF18140 PF07478 PF02222
ME000001S02669	GO:0002161		PF04073
ME000001S02670	GO:0008661 GO:0016114 GO:0003824 GO:0030976	K01662	PF13292 PF02779 PF02780 PF02775
ME000001S02671	GO:0031124	K14399	PF16575 PF06807 PF16573
ME000001S02673	GO:0004197 GO:0071586 GO:0016020	K07052	PF02517
ME000001S02676	GO:0006629		PF00561 PF04083
ME001303S00463	GO:0046855	K18649	PF00459
ME001303S00466	GO:0016491 GO:0055114	K00234	PF00890 PF02910
ME001303S00472	GO:0003676 GO:0004519		PF14279 PF01844 PF13395
ME001303S00479	GO:0016491 GO:0055114	K14085	PF00171
ME001303S00482	GO:0016787		PF01738
ME1138669C07591	GO:0008107 GO:0042546 GO:0016020		PF03254
ME1156407C09498	GO:0016627 GO:0055114 GO:0005737		PF01180
ME1156407C09499	GO:0003824		PF00501 PF13193
ME1156407C09500	GO:0003824 GO:0050662 GO:0003854 GO:0016616 GO:0006694 GO:0055114		PF16363 PF01370 PF01865 PF02719 PF01073
ME1156407C09501	GO:0016747		PF00108 PF02803 PF00109
ME1156407C09503	GO:0016746		PF00364 PF02817 PF13533
ME1156407C09504	GO:0006415		PF03462
ME1156407C09505	GO:0016624 GO:0008661 GO:0016114		PF00676 PF12811 PF02779 PF02780 PF13292
ME000212S03048	GO:0047429	K06287	PF02545
ME000212S03049	GO:0003843 GO:0006075 GO:0000148 GO:0016020	K11000	PF02364 PF14288
ME000212S03050	GO:0000155 GO:0007165 GO:0006355 GO:0009584 GO:0018298 GO:0000160		PF02518 PF00512 PF00360 PF00072 PF00989
ME000212S03051	GO:0003824		PF01557
ME000212S03052	GO:0008234 GO:0006508		PF02902
ME000212S03055	GO:0016020 GO:0016021		PF00892
ME000212S03056	GO:0005525	K03650	PF12631 PF10396 PF01926
ME000212S03057	GO:0003843 GO:0006075 GO:0000148 GO:0016020	K11000	PF02364 PF14288
ME000212S03059	GO:0003682		PF16719
ME000212S03060	GO:0003755		PF00254
ME000212S03061	GO:0000287 GO:0004427 GO:0006796 GO:0005737		PF00719
ME1106807C05684	GO:0008483 GO:0030170		PF00202
ME000316S05215	GO:0005509 GO:0004672 GO:0005524 GO:0006468		PF00036 PF13499 PF00069 PF13405 PF13202 PF13833
ME000316S05217	GO:0016857		PF05336
ME000344S05989	GO:0005515	K12862	PF00400
ME000344S05992	GO:0016491 GO:0050660 GO:0055114 GO:0003824	K18204	PF01565 PF02913
ME000344S05993	GO:0008168 GO:0006364		PF04452
ME000344S05995	GO:0009116	K00759	PF00156
ME000344S05996	GO:0016746	K13506	PF01553
ME000344S05997	GO:0003723 GO:0009982 GO:0001522 GO:0009451		PF00849
ME000344S06005	GO:0017176	K03858	PF10181
ME000344S06006	GO:0015969	K00951	PF13328 PF04607 PF01966
ME000344S06013	GO:0004553 GO:0005975		PF00232
ME000344S06015	GO:0005515	K11274	PF00400
ME000344S06017	GO:0003677 GO:0008270		PF02362 PF07496
ME000344S06023	GO:0005509 GO:0015979 GO:0009523 GO:0009654 GO:0019898	K08901	PF05757
ME000344S06024	GO:0046872		PF01363
ME000344S06025	GO:0016787	K04460	PF00149
ME000344S06029	GO:0005525	K19788	PF06071 PF01926
ME000344S06031	GO:0003723 GO:0006396	K11131	PF08068 PF16198 PF01472 PF01509
ME000344S06032	GO:0047750 GO:0016125 GO:0016021	K01824	PF05241
ME000344S06033	GO:0022857 GO:0055085		PF07690
ME000344S06034	GO:0004518		PF02577
ME000344S06036	GO:0006281 GO:0003684	K03511	PF00817 PF11799 PF11798
ME000344S06037	GO:0030163	K06891	PF02617
ME000344S06041	GO:0006777	K03637	PF01967
ME000566S08453	GO:0005509		PF13833 PF13499 PF00036 PF13202
ME000566S08454	GO:0061630	K11982	PF14369 PF13639
ME000566S08456	GO:0016491 GO:0055114		PF01593 PF13450
ME000566S08457	GO:0016491 GO:0055114		PF01593 PF13450
ME000074S09415	GO:0000155 GO:0007165 GO:0000160		PF02518 PF00512 PF00072
ME000074S09417	GO:0003700 GO:0006355	K09286	PF00847
ME000074S09418	GO:0005525		PF01926
ME000074S09420	GO:0015299 GO:0006812 GO:0055085 GO:0016021		PF00999
ME000074S09421	GO:0006486 GO:0016020		PF01762
ME000074S09427	GO:0004672 GO:0005524 GO:0006468	K02178	PF00069
ME000074S09430	GO:0004672 GO:0006468 GO:0005524		PF07714 PF00069
ME000074S09431	GO:0003677 GO:0000786		PF00125
ME000074S09432	GO:0003700 GO:0006355	K09286	PF00847
ME000074S09433	GO:0006886 GO:0005801 GO:0016020 GO:0016491 GO:0055114	K20290	PF04136 PF01593 PF13450
ME000074S09434	GO:0003676 GO:0005524		PF00270 PF00271
ME000074S09438	GO:0004298 GO:0051603 GO:0005839	K02732	PF00227
ME000074S09439	GO:0005524 GO:0046872	K15083	PF00176 PF00271 PF13445 PF13923 PF00097
ME000074S09442	GO:0009055 GO:0051536	K22071	PF00111
ME000074S09443	GO:0010215 GO:0031225		PF04833
ME001236S00023	GO:0003723	K21444	PF00013
ME001236S00030	GO:0016757	K20890	PF01501
ME001236S00031	GO:0061630 GO:0008270		PF14369 PF13639 PF12678 PF17123 PF13923
ME001236S00033	GO:0005524 GO:0016491 GO:0055114	K01551	PF02374 PF13614 PF01656 PF00142 PF06564
ME1156409C09519	GO:0051287 GO:0055114		PF05221 PF00670 PF02826 PF07991
ME1156409C09521	GO:0000166 GO:0004812 GO:0005524 GO:0006418 GO:0002161 GO:0004832 GO:0006438 GO:0005737		PF00133 PF08264 PF13603 PF10458
ME1156409C09522	GO:0003677 GO:0003918 GO:0005524 GO:0006265 GO:0016747		PF00521 PF02803 PF00108 PF00204 PF02518 PF17783
ME000904S10090	GO:0005525 GO:0003924	K02355	PF03764 PF14492 PF00679 PF00009
ME000904S10092	GO:0003723 GO:0003735 GO:0006412 GO:0005840		PF00333 PF03719
ME000904S10093	GO:0003735 GO:0006412 GO:0005840		PF00573 PF00297
ME000904S10094	GO:0003735 GO:0006412 GO:0005840 GO:0019843		PF00673 PF00861 PF00410 PF00347
ME000904S10095	GO:0003735 GO:0006412 GO:0003723	K02982	PF00189 PF07650
ME000904S10096	GO:0003735 GO:0006412 GO:0005840	K02878	PF00252 PF00831
ME000265S04471	GO:0008168 GO:0032259		PF01728
ME000265S04472	GO:0033743 GO:0055114	K07305	PF01641
ME000265S04476	GO:0003997 GO:0006635 GO:0005777 GO:0016627 GO:0055114	K00232	PF01756 PF02770 PF00441
ME000265S04477	GO:0005515 GO:0046872		PF00023 PF13637 PF00642
ME000265S04478	GO:0008080		PF00583 PF13673 PF13508
ME000265S04479	GO:0003824 GO:0050662 GO:0003854 GO:0016616 GO:0006694 GO:0055114	K12449	PF01370 PF16363 PF01073
ME000298S05111	GO:0016409	K20029	PF01529
ME000298S05112	GO:0006511	K03094	PF01466 PF03931
ME000298S05113	GO:0045454		PF00085
ME000298S05114	GO:0004672 GO:0005524 GO:0006468	K08827	PF00069 PF07714
ME000298S05115	GO:0005515		PF00400
ME000298S05120	GO:0005515	K14830	PF00400
ME000298S05123	GO:0005515	K24350	PF00789
ME000298S05124	GO:0005515		PF00397
ME000298S05126	GO:0003676		PF00076
ME000298S05128	GO:0016020 GO:0005524 GO:0016887		PF01061 PF00005
ME000298S05129	GO:0003700 GO:0006355	K09286	PF00847
ME000298S05133	GO:0016491 GO:0055114		PF01593 PF13450 PF00890
ME000298S05134	GO:0016538		PF01111
ME000298S05137	GO:0003755 GO:0000413	K12733	PF00160
ME000153S01465	GO:0003824		PF00501 PF00668 PF00550 PF13193
ME000153S01466	GO:0016757		PF04577
ME000153S01468	GO:0008234 GO:0006508		PF00112 PF01476
ME000153S01469	GO:0008061		PF00187
ME000153S01470	GO:0004190 GO:0016021	K09598	PF04258
ME000153S01472	GO:0004672 GO:0005524 GO:0006468 GO:0005515		PF00069 PF07714 PF13855 PF00560
ME000153S01475	GO:0008837 GO:0009089	K01778	PF01678
ME000153S01477	GO:0003700 GO:0043565 GO:0006355		PF03106
ME000153S01479	GO:0046872		PF13445 PF00097
ME000153S01484	GO:0016021		PF04117
ME000153S01487	GO:0016021		PF07851
ME000163S01600	GO:0005515		PF00571 PF00564
ME000359S06126	GO:0003723 GO:0009982 GO:0001522 GO:0009451		PF01416
ME000272S04784	GO:0005471 GO:0006862 GO:0016021	K03301	PF03219
ME000272S04785	GO:0005515	K19199	PF09273 PF00856
ME1155523C09449	GO:0008270		PF00569
ME1155523C09450	GO:0003756 GO:0016671 GO:0055114 GO:0005783		PF04137
ME000450S07509	GO:0005515	K11426	PF00856
ME1132345C07633	GO:0015035		PF01323
ME000382S06573	GO:0005525 GO:0003924		PF01031 PF00350 PF02212
ME000382S06574	GO:0046872	K23333	PF10607 PF13445 PF00097
ME000382S06576	GO:0003677 GO:0005524 GO:0006270 GO:0016887	K02212	PF00493 PF17207 PF17855 PF14551 PF07728 PF01078
ME000382S06581	GO:0007034	K12192	PF03357
ME000382S06582	GO:0016491	K19784	PF03358 PF02525
ME000382S06583	GO:0005315 GO:0006817 GO:0016020	K14640	PF01384
ME000382S06584	GO:0005515		PF13418 PF13415 PF12937
ME000070S09119	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714
ME000070S09120	GO:0003676	K13155	PF00076
ME000070S09121	GO:0005515 GO:0004672 GO:0005524 GO:0006468		PF13855 PF00069 PF07714 PF08263
ME000070S09123	GO:0016409	K20003	PF01529
ME000070S09127	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714 PF06293
ME000070S09129	GO:0003924 GO:0005525	K03231	PF00009 PF03143 PF03144
ME000070S09130	GO:0003677 GO:0003910 GO:0006281 GO:0006310	K10777	PF04675
ME000070S09134	GO:0004592 GO:0015940	K01918	PF02569
ME000070S09135	GO:0004797 GO:0005524	K00857	PF00265
ME000070S09136	GO:0016021	K06199	PF02537
ME000070S09138	GO:0004197 GO:0071586 GO:0016020		PF02517
ME000070S09140	GO:2001256 GO:0030176		PF06682
ME000070S09144	GO:0005515		PF12937 PF01753
ME000070S09149	GO:0046873 GO:0030001 GO:0016020	K21398	PF01566
ME000070S09152	GO:0006364	K07447	PF03652
ME000070S09154	GO:0005515	K03363	PF00400 PF12894
ME000070S09155	GO:0016973 GO:0005643	K18723	PF07817
ME000070S09157	GO:0008168 GO:0006694	K00559	PF08241 PF13847 PF08498 PF13649 PF01209
ME000070S09159	GO:0003676 GO:0005524		PF00270
ME000070S09160	GO:0001671 GO:0051087		PF09229 PF08327
ME000070S09161	GO:0004402 GO:0006355 GO:0016573	K11308	PF01853 PF17772 PF11717
ME000070S09162	GO:0016746	K13511	PF01553
ME000070S09164	GO:0019901 GO:0000079		PF08613 PF00134
ME000070S09171	GO:0072546	K23569	PF03665
ME000070S09172	GO:0006401 GO:0032299	K10745	PF08615
ME000070S09173	GO:0016491 GO:0055114	K08232	PF07992 PF00070
ME000070S09176	GO:0000166 GO:0004812 GO:0005524 GO:0006418		PF00152
ME000070S09178	GO:0008270		PF06839
ME000070S09182	GO:0005515		PF00240
ME000070S09186	GO:0030599 GO:0042545 GO:0004857	K01051	PF01095 PF04043
ME000070S09189	GO:2001070		PF00686
ME000070S09190	GO:0016757		PF04577
ME000070S09191	GO:0005515	K10268	PF13516
ME000070S09192	GO:0010277 GO:0055114 GO:0016491 GO:0051537	K13071	PF08417 PF00355
ME000070S09193	GO:0051225 GO:0070652		PF14817
ME000070S09198	GO:0008757	K22857	PF05724
ME000070S09199	GO:0008234 GO:0006508		PF00112
ME000070S09203	GO:0004672 GO:0006468 GO:0005524		PF07714 PF00069 PF12819 PF11721
ME000070S09204	GO:0008234 GO:0006508		PF00112 PF01476
ME000070S09208	GO:0008234 GO:0006508		PF00112
ME000070S09210	GO:0004017	K00939	PF00406 PF13207 PF05191
ME000070S09213	GO:0008234 GO:0006508		PF00112
ME000070S09216	GO:0000287 GO:0004743 GO:0030955 GO:0006096	K00873	PF00224
ME000070S09217	GO:0005524		PF13604 PF13245 PF18335 PF14490 PF13538 PF01443
ME000070S09218	GO:0003824	K01586	PF02784 PF00278
ME000070S09219	GO:0003677 GO:0005524 GO:0006270	K02542	PF17207 PF00493 PF17855 PF14551 PF18263
ME000293S04930	GO:0010181		PF01613
ME000293S04934	GO:0016491 GO:0055114 GO:0045454	K00382	PF07992 PF02852 PF01134
ME000293S04936	GO:0005515	K23336	PF00514
ME000293S04937	GO:0004672 GO:0005524 GO:0006468	K14498	PF00069 PF07714
ME000293S04940	GO:0003677 GO:0003899 GO:0006351	K03009	PF03604
ME000293S04943	GO:0016020		PF03647
ME000293S04946	GO:0008270		PF13087 PF10382 PF13086 PF06839
ME000293S04947	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714 PF17667
ME000293S04948	GO:0016787		PF00149
ME000293S04949	GO:0009055 GO:0020037	K00413	PF02167
ME000293S04950	GO:0005515 GO:0003677		PF02201 PF02213 PF03126
ME000293S04951	GO:0005524 GO:0009058 GO:0016874		PF08245 PF02875 PF01225
ME000293S04955	GO:0002161 GO:0051499 GO:0005737	K07560	PF02580
ME000293S04956	GO:0051082 GO:0006457 GO:0016272	K09550	PF01920
ME000293S04961	GO:0008168 GO:0008033	K15446	PF05206 PF11722 PF05253
ME000293S04964	GO:0003824 GO:0006281 GO:0003908		PF01035 PF02870
ME000293S04967	GO:0009055 GO:0015035 GO:0045454		PF00462
ME000293S04968	GO:0000105	K01814	PF00977
ME000312S05264	GO:0005509 GO:0004553 GO:0000272	K13448	PF13499 PF00036 PF13405 PF13202 PF13833 PF00404
ME000312S05266	GO:0003723 GO:0009982 GO:0001522 GO:0009451		PF00849
ME000705S09078	GO:0003824 GO:0050662		PF01370
ME000705S09079	GO:0006486 GO:0016020	K20854	PF01762
ME000705S09080	GO:0015018 GO:0016020		PF03360
ME1154263C09486	GO:0003735 GO:0006412 GO:0005840	K02866	PF00252
ME000133S00541	GO:0045454		PF00085 PF13098
ME000133S00542	GO:0007034	K12198	PF03357
ME000133S00544	GO:0048037 GO:0003824	K01899	PF02629 PF00549 PF13607
ME000133S00548	GO:0005524 GO:0016887 GO:0042626 GO:0055085 GO:0016021		PF00005 PF00664
ME000133S00550	GO:0005524 GO:0042626 GO:0055085 GO:0016021 GO:0016887	K05665	PF00664 PF00005
ME000254S04132	GO:0015297 GO:0042910 GO:0055085 GO:0016020	K03327	PF01554
ME000254S04134	GO:0030246		PF00139 PF18483
ME000254S04135	GO:0000160 GO:0005515	K12127	PF00072 PF06203
ME000254S04136	GO:0003676 GO:0008408 GO:0006139		PF01612
ME000254S04137	GO:0016491 GO:0030151 GO:0055114	K00387	PF03404 PF00174
ME000151S01335	GO:0016021		PF03798
ME000151S01339	GO:0016021		PF03798
ME000151S01340	GO:0004553 GO:0005975		PF01055 PF13802 PF16338
ME000151S01351	GO:0003677 GO:0000723 GO:0000784		PF02765
ME000151S01355	GO:0003735 GO:0006412 GO:0005840	K02881	PF00861
ME000151S01357	GO:0016491	K11517	PF01070
ME000151S01358	GO:0003677 GO:0000786	K08066	PF00808 PF00125
ME000151S01359	GO:0016702 GO:0055114	K23953	PF07847
ME000151S01362	GO:0005515		PF13867
ME000151S01364	GO:0017196 GO:0031417	K20823	PF04112
ME000151S01367	GO:0005525 GO:0003924	K17065	PF01031 PF00350 PF02212 PF01926
ME000151S01370	GO:0004672 GO:0006468 GO:0005524		PF07714 PF00069
ME000151S01372	GO:0046923 GO:0006621 GO:0016021	K10949	PF00810
ME000151S01377	GO:0005096	K18270	PF13890 PF03909
ME001157S00058	GO:0008716 GO:0005524 GO:0005515		PF07478 PF02222 PF02786 PF01071 PF00856
ME000530S08277	GO:0016791	K17619	PF12689
ME000530S08280	GO:0005315 GO:0006817 GO:0016020	K14640	PF01384
ME000530S08281	GO:0030833 GO:0034314 GO:0005885 GO:0015629	K05758	PF04045
ME000530S08287	GO:0005515		PF00646
ME000530S08288	GO:0003676 GO:0005524	K13179	PF00270 PF00271
ME000426S07163	GO:0003677 GO:0000786	K11253	PF00125
ME000426S07164	GO:0042025	K21777	PF00134 PF02984
ME000426S07171	GO:0016787	K02083	PF01546 PF07687
ME000426S07172	GO:0015969		PF13328 PF04607 PF01966
ME000426S07173	GO:0017056 GO:0005643	K14309	PF04097
ME000426S07174	GO:0017056 GO:0005643		PF04097
ME1143529C07582	GO:0005515	K10570	PF00400
ME000252S04162	GO:0016852 GO:0009236	K03794	PF01903
ME000252S04163	GO:0003735 GO:0006412 GO:0005840	K02976	PF01283
ME000252S04168	GO:0005524 GO:0016887		PF00005
ME000252S04169	GO:0008270		PF02176
ME000252S04170	GO:0016538	K02219	PF01111
ME000252S04173	GO:0008289	K09338	PF08670 PF01852
ME000252S04176	GO:0008168 GO:0006364 GO:0005634 GO:0032259	K14857	PF07780 PF01728 PF11861
ME000252S04183	GO:0005515		PF13424 PF13374 PF13181 PF13176 PF17874
ME000252S04184	GO:0004066 GO:0006529		PF02540 PF00733
ME000252S04187	GO:0003676 GO:0005524		PF00270 PF00271
ME000252S04188	GO:0008430	K17285	PF05694
ME000252S04190	GO:0051537 GO:0043231	K23882	PF09360
ME000252S04191	GO:0003856 GO:0016491 GO:0009073 GO:0055114		PF01959
ME000252S04193	GO:0000077 GO:0030896	K10903	PF04005
ME000252S04195	GO:0005737	K14801	PF04194
ME000252S04196	GO:0071949 GO:0005515	K09838	PF01494 PF00498
ME000252S04197	GO:0022857 GO:0055085 GO:0016021	K24193	PF00083 PF07690
ME000252S04198	GO:0016787 GO:0005515	K04460	PF00149 PF00515 PF13431 PF13181
ME000252S04199	GO:0005515	K15082	PF13516
ME000252S04200	GO:0001671 GO:0051087		PF09229
ME000252S04205	GO:0003824 GO:0050660 GO:0016491 GO:0055114	K18930	PF02913 PF01565
ME000252S04206	GO:0006508		PF07676 PF00930
ME000252S04207	GO:0005515	K10751	PF00400 PF12894 PF07676
ME000252S04211	GO:0016627 GO:0006784 GO:0055114 GO:0016021	K02259	PF02628
ME000176S01998	GO:0016491 GO:0055114		PF01266 PF13454
ME000176S01999	GO:0003746 GO:0006414 GO:0003676	K02357	PF00889 PF00575
ME000176S02000	GO:0005515	K11650	PF02201
ME000176S02001	GO:0003676 GO:0005634	K12830	PF10433 PF03178
ME000176S02003	GO:0003333	K14207	PF01490 PF03222
ME000176S02006	GO:0042626 GO:1902600 GO:0016471	K02152	PF03179
ME000176S02009	GO:0016209 GO:0016491 GO:0055114		PF00578 PF08534
ME000176S02010	GO:0006355 GO:0009584 GO:0018298 GO:0005515 GO:0000155 GO:0007165		PF00360 PF01590 PF00989 PF02518 PF08446 PF00512 PF13426 PF13188
ME000176S02012	GO:0046983		PF00010
ME000176S02015	GO:0008168		PF13649 PF02353 PF13847 PF08241 PF01135 PF07021 PF06325
ME000176S02017	GO:0005337 GO:1901642 GO:0016021		PF01733
ME000176S02019	GO:0003743 GO:0005737 GO:0005852	K03245	PF08597
ME000176S02020	GO:0003735 GO:0006412 GO:0005840	K02998	PF00318
ME000176S02024	GO:0009507		PF16940
ME000176S02025	GO:0003735 GO:0006412 GO:0005840	K02953	PF08069 PF00312
ME000176S02026	GO:0003824		PF00857
ME000205S03013	GO:0030170 GO:0009058		PF01041 PF00155
ME000205S03015	GO:0008168	K00599	PF13649 PF08242 PF10294 PF08241 PF13847 PF05175
ME000205S03016	GO:0003690 GO:0006355		PF02536
ME000205S03018	GO:0015031		PF04278
ME000205S03027	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714
ME000205S03028	GO:0006189		PF00731
ME000205S03029	GO:0003824 GO:0004499 GO:0050660 GO:0050661 GO:0055114		PF00501 PF00743 PF13738
ME000205S03031	GO:0008641	K22132	PF00899
ME000205S03032	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714
ME000205S03033	GO:0005515		PF00560
ME000205S03034	GO:0003677		PF08755
ME000205S03037	GO:0006368 GO:0016570 GO:0016593	K15174	PF03985
ME000205S03039	GO:0006368 GO:0016570 GO:0016593		PF03985
ME000205S03040	GO:0004519		PF03161 PF01535
ME000205S03041	GO:0008146		PF00685
ME000205S03042	GO:0008138 GO:0016311	K14165	PF00782 PF09192
ME000205S03043	GO:0003777 GO:0005524 GO:0008017 GO:0007018		PF00225 PF16796
ME000205S03044	GO:0004601 GO:0020037 GO:0006979 GO:0055114	K00434	PF00141
ME000205S03046	GO:0005515	K18667	PF02845
ME001313S00483	GO:0003735 GO:0006412 GO:0005840	K02867	PF00298
ME000903S10084	GO:0051539	K03942	PF01512 PF10589 PF10531
ME000903S10085	GO:0008168		PF08241 PF13649 PF13489 PF13847 PF08242 PF01209
ME000903S10087	GO:0008716		PF01820 PF07478
ME000903S10088	GO:0022857 GO:0055085 GO:0016021		PF00083
ME000016S01858	GO:0006355 GO:0005634 GO:0042025	K12580	PF04065 PF04153
ME000016S01859	GO:0009966	K17606	PF04177
ME000016S01860	GO:0006284 GO:0003677	K10773	PF00730 PF00633
ME000016S01862	GO:0016021	K13347	PF04117
ME000016S01866	GO:0003735 GO:0006412 GO:0005840	K02872	PF00572
ME000016S01867	GO:0005515	K07393	PF13409 PF13410 PF00043
ME000216S03357	GO:0015979 GO:0009523 GO:0009654 GO:0042651	K03541	PF04725
ME000216S03358	GO:0015035		PF01323
ME000216S03360	GO:0004478 GO:0006556	K00789	PF00438 PF02772
ME000216S03363	GO:0046907	K15306	PF00638
ME000216S03366	GO:0016020	K23544	PF03348
ME000216S03371	GO:0004672 GO:0005524 GO:0006468	K08856	PF00069 PF07714
ME000216S03373	GO:0003676	K12893	PF00076 PF13893
ME000216S03374	GO:0003777 GO:0005524 GO:0008017 GO:0007018		PF00225 PF16796
ME000040S07213	GO:0003723 GO:0003746 GO:0043022 GO:0045901 GO:0045905	K03263	PF01287
ME000040S07214	GO:0003700 GO:0043565 GO:0006355		PF03106
ME000040S07216	GO:0005515		PF12799 PF13855 PF00560 PF07723
ME000516S08006	GO:0005525		PF01926
ME000516S08007	GO:0003676 GO:0003723	K13126	PF00076 PF00658 PF13893
ME000303S05098	GO:0008234 GO:0006508		PF00112
ME1143417C07607	GO:0045735		PF00190
ME000445S07397	GO:0005525	K19828	PF01926
ME000445S07398	GO:0008270		PF00643
ME000445S07403	GO:0005216 GO:0006811 GO:0055085 GO:0016020		PF08016 PF00520
ME000445S07404	GO:0070403	K11415	PF02146
ME000445S07405	GO:0004332 GO:0006096	K01623	PF00274
ME000445S07406	GO:0016624	K00166	PF00676
ME000445S07407	GO:0008168		PF08241
ME000445S07408	GO:0003725		PF06658
ME000445S07409	GO:0003824 GO:0050662 GO:0003854 GO:0016616 GO:0006694 GO:0055114	K08678	PF16363 PF01370 PF01073 PF07993 PF02719 PF04321
ME001373S00732	GO:0005524		PF02786 PF02787 PF02222
ME001373S00733	GO:0004784 GO:0046872 GO:0006801 GO:0055114	K04564	PF02777 PF00081
ME001373S00734	GO:0005524 GO:0004222 GO:0006508		PF00004 PF01434 PF17862
ME001373S00735	GO:0016765 GO:0003951 GO:0006741 GO:0019867		PF01255 PF01513 PF07244
ME001373S00736	GO:0016491 GO:0055114 GO:0016773 GO:0005975		PF01266 PF02782 PF16901 PF00890
