Gene ID	GO	ENZYME	PANTHER	PFAM
Phatr3_J15699	GO:0016021		PTHR11266 PTHR11266:SF16	PF04117
Phatr3_J49243	GO:0008270 GO:0046872 GO:0005515		PTHR22895	PF13639
Phatr3_J23077	GO:0005515		PTHR22847 PTHR22847:SF603	PF00400
Phatr3_J30145	GO:0044262 GO:0016740 GO:0006099 GO:0046912 GO:0004108 GO:0006101		PTHR11739 PTHR11739:SF8	PF00285
Phatr3_J49176	GO:0005515		PTHR23315 PTHR23315:SF234	
Phatr3_J49223	GO:0003824 GO:0006508 GO:0004252 GO:0005515		PTHR43343	PF13180 PF13365
Phatr3_J15768	GO:0016020 GO:0016021 GO:0016740 GO:0008270 GO:0046872 GO:0008152 GO:0016746 GO:0019706		PTHR22883 PTHR22883:SF43	PF01529
Phatr3_J7195	GO:0008270 GO:0003824 GO:0008152 GO:0016787 GO:0002100 GO:0008251		PTHR11079 PTHR11079:SF149	PF14437
Phatr3_J49194	GO:0008378 GO:0006486 GO:0016020			PF01762
Phatr3_J49232	GO:0008270 GO:0046872 GO:0006974 GO:0006281		PTHR13763	PF13920
Phatr3_J49253	GO:0055114 GO:0016491 GO:0050660 GO:0045454 GO:0005623		PTHR43031	PF00581 PF02852 PF07992
Phatr3_EG00347	GO:0008237			
Phatr3_J16032	GO:0004672 GO:0006468 GO:0005524		PTHR24356 PTHR24356:SF185	PF00069
Phatr3_J49379	GO:0003676		PTHR44381 PTHR44381:SF3	
Phatr3_J49389	GO:0016020 GO:0016021		PTHR14374	PF00168
Phatr3_J40063	GO:0016020 GO:0016021		PTHR23241 PTHR23241:SF99	PF13664
Phatr3_J6151	GO:0005737 GO:0006508 GO:0008233 GO:0016787 GO:0005634 GO:0000502 GO:0004175 GO:0004298 GO:0005839 GO:0051603 GO:0043161		PTHR11599 PTHR11599:SF4	PF00227
Phatr3_J30315	GO:0005622 GO:0006412 GO:0003735 GO:0005840		PTHR10934 PTHR10934:SF5	PF17135
Phatr3_J15960	GO:0009451 GO:0001522 GO:0009982 GO:0003723		PTHR44168 PTHR44168:SF1	PF00849
Phatr3_J49459	GO:0005525 GO:0003924		PTHR43261 PTHR43261:SF1	PF00009 PF00679 PF14492
Phatr3_J16018	GO:0000166 GO:0003924 GO:0005525		PTHR43512 PTHR43512:SF3	PF00009 PF00679 PF06421
Phatr3_J23306	GO:0004540 GO:0003723		PTHR23355 PTHR23355:SF35	PF00773 PF13638 PF17215 PF17849
Phatr3_J49442	GO:0005515			
Phatr3_J23257	GO:0009507 GO:0016020 GO:0018298 GO:0016021 GO:0015979 GO:0009523 GO:0009579 GO:0016168 GO:0009765 GO:0009535		PTHR21649 PTHR21649:SF7	PF00504
Phatr3_J49488	GO:0016020 GO:0016021		PTHR33281	PF01062
Phatr3_J49388	GO:0016020 GO:0016021		PTHR10174 PTHR10174:SF209	PF00650
Phatr3_J49495	GO:0020037		PTHR10281 PTHR10281:SF26	PF00173
Phatr3_J15913	GO:0042800 GO:0005515 GO:0051568	2.1.1.43	PTHR22884 PTHR22884:SF464	PF00856
Phatr3_J40172	GO:0043248			PF16093
Phatr3_J49462	GO:0016740 GO:0008152 GO:0016787 GO:0016746 GO:0004558 GO:0016747 GO:0016798 GO:0032450 GO:0016020 GO:0016021		PTHR12317 PTHR12317:SF55	PF03982
Phatr3_J49491	GO:0016021 GO:0055085 GO:0016020		PTHR20772	PF07690
Phatr3_J16021	GO:0003723		PTHR30308	PF01668
Phatr3_J49387	GO:0000166 GO:0003676 GO:0003723		PTHR23236	PF00076
Phatr3_J49534	GO:0016020 GO:0016021		PTHR31585 PTHR31585:SF9	PF03092
Phatr3_J16036	GO:0005524 GO:0004672 GO:0006468 GO:0016772		PTHR44012	PF07714
Phatr3_J49418	GO:0015095 GO:0015693 GO:0016020 GO:0016021		PTHR13890 PTHR13890:SF0	
Phatr3_J49374	GO:0005524 GO:0003677 GO:0006260		PTHR11669 PTHR11669:SF5	PF00004 PF08542
Phatr3_J40235	GO:0016020 GO:0016021			
Phatr3_J49417	GO:0008168 GO:0032259 GO:0018423 GO:0016740		PTHR13600 PTHR13600:SF21	PF04072
Phatr3_J40238	GO:0016020 GO:0016021		PTHR31965	
Phatr3_J40162	GO:0020037		PTHR10281 PTHR10281:SF4	PF00173
Phatr3_EG00262	GO:0042800 GO:0005515	2.1.1.43	PTHR22884 PTHR22884:SF464	PF00856
Phatr3_J23198	GO:0005524 GO:0004672 GO:0006468 GO:0016772 GO:0004674		PTHR24056 PTHR24056:SF332	PF00069
Phatr3_J15917	GO:0003824 GO:0008152 GO:0016829 GO:0030170		PTHR11808 PTHR11808:SF15	PF01053
Phatr3_J49524	GO:0046488 GO:0016307 GO:0046854 GO:0016740 GO:0000166 GO:0005524 GO:0016301 GO:0016310		PTHR23086 PTHR23086:SF8	PF01504
Phatr3_J49451	GO:0003723 GO:0006396 GO:0001510 GO:0008173		PTHR43191 PTHR43191:SF5	PF00588
Phatr3_J6586	GO:0006355 GO:0005634 GO:0000812 GO:0035267		PTHR23195 PTHR23195:SF15	PF03366
Phatr3_J49392	GO:0016020 GO:0016021		PTHR14083 PTHR14083:SF0	PF03878
Phatr3_J49410	GO:0005515			
Phatr3_J49367	GO:0005515			
Phatr3_J55057	GO:0016021 GO:0015979 GO:0009523 GO:0019684 GO:0016020			
Phatr3_EG00274	GO:0005852 GO:0003743 GO:0005737 GO:0005515		PTHR10410 PTHR10410:SF3	PF01398
Phatr3_J23292	GO:0016020 GO:0055114 GO:0016491 GO:0003824 GO:0050660 GO:0008762 GO:0016614 GO:0016633 GO:0003885 GO:0016899 GO:0071949	1.3.2.3	PTHR43762 PTHR43762:SF1	PF01565 PF04030
Phatr3_J40174	GO:0005515		PTHR44483	PF13516
Phatr3_J49358	GO:0020037 GO:0005515		PTHR19359	PF00173
Phatr3_EG02227	GO:0016021 GO:0055085 GO:0016020		PTHR10924 PTHR10924:SF6	PF07690
Phatr3_J40278	GO:0000166 GO:0005524 GO:0004672 GO:0006468 GO:0016772 GO:0004674		PTHR23257 PTHR23257:SF699	PF00069 PF03382
Phatr3_J30365	GO:0005730 GO:0005525		PTHR11702 PTHR11702:SF4	PF06858 PF08155 PF17835
Phatr3_J49435	GO:0005515		PTHR44483	PF13516
Phatr3_J49494	GO:0008270 GO:0046872		PTHR22937 PTHR22937:SF96	PF13639
Phatr3_J49529	GO:0005515		PTHR16017	PF00400 PF00498
Phatr3_J49505	GO:0009072 GO:0003824 GO:0016829 GO:0030170 GO:0006520 GO:0016830	4.1.99.1	PTHR32325	PF01212
Phatr3_J49453	GO:0008152 GO:0008080		PTHR43420	PF00583
Phatr3_EG00282	GO:0003723		PTHR30308	PF01668
Phatr3_J49385	GO:0003684 GO:0006281	2.7.7.7	PTHR11076 PTHR11076:SF12	PF00817 PF11799 PF16589
Phatr3_J4127	GO:0002943 GO:0008033 GO:0017150 GO:0050660 GO:0055114		PTHR42907	PF01207
Phatr3_J23314	GO:0000166 GO:0005524 GO:0008152 GO:0005874 GO:0007018 GO:0008017 GO:0003777 GO:0005871 GO:0003774		PTHR24115 PTHR24115:SF0	PF00225
Phatr3_J30352	GO:0000796 GO:0005524 GO:0005634 GO:0005694 GO:0007076 GO:0051276 GO:0005515		PTHR43941	PF02463 PF06470
Phatr3_J49522	GO:0006810 GO:0033971 GO:0019428 GO:0006144	4.1.1.97 3.5.2.17	PTHR10395 PTHR10395:SF7	PF00576 PF09349
Phatr3_J55037	GO:0000155 GO:0000160 GO:0006355 GO:0007165 GO:0009584 GO:0016020 GO:0023014 GO:0016301 GO:0016310 GO:0005622		PTHR43047 PTHR43047:SF5	PF00072 PF00512 PF00989 PF02518 PF08448 PF13188
Phatr3_J49496	GO:0016021 GO:0005242 GO:0006813 GO:0071805 GO:0016020 GO:0006811 GO:0034220 GO:0005244 GO:0034765		PTHR11767 PTHR11767:SF58	PF01007 PF17655
Phatr3_J49514	GO:0016021 GO:0055085 GO:0016020		PTHR23525	PF07690
Phatr3_J49355	GO:0046872		PTHR12506	PF00642
Phatr3_J40147	GO:0005515		PTHR24203	PF12796
Phatr3_J40043	GO:0016020 GO:0016021			
Phatr3_J15977	GO:0007165 GO:0006355 GO:0003700		PTHR24351 PTHR24351:SF173	PF07716 PF13426
Phatr3_J15968	GO:0071949 GO:0050660 GO:0055114 GO:0016491 GO:0005506 GO:0051537 GO:0051536 GO:0009055 GO:0046872		PTHR11908 PTHR11908:SF100	PF00111 PF00941 PF01315 PF01799 PF02738 PF03450
Phatr3_J30394	GO:0005509 GO:0005525 GO:0005515		PTHR11216 PTHR11216:SF31	PF01926 PF12763 PF16880 PF18150
Phatr3_J49391	GO:0016020 GO:0016021		PTHR22950 PTHR22950:SF54	PF01490
Phatr3_EG00261	GO:0004003 GO:0003677 GO:0016787 GO:0005524		PTHR11070 PTHR11070:SF7	PF00580 PF13361
Phatr3_J15863	GO:0016740 GO:0003677 GO:0003899 GO:0006351 GO:0016779	2.7.7.6	PTHR10102 PTHR10102:SF0	PF00940 PF14700
Phatr3_J49506	GO:0005634 GO:0003677		PTHR13711 PTHR13711:SF302	PF00505
Phatr3_J40273	GO:0005515			PF00627 PF09409
Phatr3_J49419	GO:0008168 GO:0001510 GO:0009452		PTHR14741	PF09445
Phatr3_J52551	GO:0016021 GO:0006506 GO:0017176 GO:0016020		PTHR21329 PTHR21329:SF3	PF05024
Phatr3_J23164	GO:0016853 GO:0006457 GO:0000413 GO:0003755 GO:0005515		PTHR11071 PTHR11071:SF328	PF00160 PF00254
Phatr3_EG02225	GO:0008233 GO:0006508	3.4.11.5	PTHR43329 PTHR43329:SF35	PF12697
Phatr3_J49425	GO:0005515		PTHR24179 PTHR24179:SF21	PF12796
Phatr3_J40171	GO:0005622 GO:0005525 GO:0007264 GO:0003924		PTHR24073 PTHR24073:SF572	PF00071
Phatr3_J49469	GO:0005634		PTHR12785 PTHR12785:SF6	PF04037 PF04046
Phatr3_J49447	GO:0047793 GO:0016020 GO:0016021	5.5.1.9	PTHR35136	
Phatr3_J40048	GO:0006412		PTHR20982 PTHR20982:SF8	PF01765
Phatr3_EG00272	GO:0000166 GO:0005524 GO:0008152 GO:0016787 GO:0051536 GO:0016887 GO:0016311 GO:0008967 GO:0016791		PTHR19248 PTHR19248:SF21	PF00005 PF00037 PF04068
Phatr3_J51214	GO:0055114 GO:0016491 GO:0003824 GO:0008152 GO:0006807 GO:0016638 GO:0015930 GO:0006537		PTHR11938 PTHR11938:SF1	PF00310 PF01493 PF01645 PF04898
Phatr3_EG00276	GO:0006913 GO:0005643		PTHR13437	
Phatr3_J49471	GO:0016021 GO:0016020		PTHR28259 PTHR28259:SF1	PF02537
Phatr3_J49450	GO:0000166 GO:0003676		PTHR13191	PF12923 PF17799
Phatr3_J49523	GO:0005506 GO:0055114 GO:0016491 GO:0016706 GO:0016705 GO:0031418 GO:0046872		PTHR10869 PTHR10869:SF84	PF01549 PF13640
Phatr3_J49527	GO:0005515		PTHR19932	PF12341
Phatr3_J15929	GO:0004672 GO:0006468 GO:0005524		PTHR44035	PF00069
Phatr3_J40154	GO:0006508 GO:0006511 GO:0008233 GO:0008234 GO:0016787 GO:0036459 GO:0016579		PTHR24006 PTHR24006:SF644	PF00443
Phatr3_J15952	GO:0008168 GO:0001510 GO:0009452		PTHR14741	PF09445
Phatr3_J40101	GO:0031417 GO:0017196		PTHR21373	PF04112
Phatr3_J15862	GO:0043023 GO:0005634 GO:0005737 GO:0015031 GO:0000055		PTHR12746	PF04981
Phatr3_J49482	GO:0005737 GO:0050708 GO:0009405			PF05932
Phatr3_J52561	GO:0006270 GO:0006260 GO:0003677 GO:0005524		PTHR11630 PTHR11630:SF47	PF00493 PF17207 PF17855
Phatr3_J49486	GO:0008152 GO:0016787 GO:0004341		PTHR10907 PTHR10907:SF75	PF08450
Phatr3_J49497	GO:0016020 GO:0016021			
Phatr3_J49439	GO:0003714		PTHR13151	PF10197
Phatr3_J30389	GO:0008152 GO:0016874 GO:0016881 GO:0005515 GO:0016740 GO:0000166 GO:0005524		PTHR44020 PTHR44020:SF2	PF00179 PF00627
Phatr3_J49502	GO:0016020 GO:0016021 GO:0022857		PTHR24089	PF00153
Phatr3_J40070	GO:0003723 GO:0005515		PTHR18034 PTHR18034:SF4	PF02847 PF02854
Phatr3_J49545	GO:0003824 GO:0008152		PTHR11080 PTHR11080:SF2	
Phatr3_EG00287	GO:0016020		PTHR15948 PTHR15948:SF0	PF12430 PF12537
Phatr3_J49350	GO:0000902		PTHR16052	PF07986
Phatr3_J40200	GO:0005525		PTHR11089 PTHR11089:SF43	PF01926
Phatr3_EG02226	GO:0016021 GO:0055085 GO:0005515 GO:0016020		PTHR10924	PF00397 PF07690
Phatr3_J49478	GO:0005515			
Phatr3_J49420	GO:0015095 GO:0015693 GO:0016020 GO:0016021		PTHR13890 PTHR13890:SF0	
Phatr3_J23224	GO:0070772 GO:0043550 GO:0006661		PTHR16023	PF11916 PF12755
Phatr3_J49352	GO:0006914 GO:0030242		PTHR13190 PTHR13190:SF1	PF09333
Phatr3_J49500	GO:0003824 GO:0008152 GO:0005515		PTHR45527	PF00501 PF12796
Phatr3_J49381	GO:0008270			PF04434 PF10551
Phatr3_J15937	GO:0016740 GO:0008168 GO:0032259 GO:0005634 GO:0005515 GO:0042800 GO:0051568	2.1.1.43	PTHR22884 PTHR22884:SF341	PF00439 PF00628 PF00855 PF00856 PF05964 PF05965 PF13771
Phatr3_J49538	GO:0003677			PF07460
Phatr3_J49521	GO:0004672 GO:0006468 GO:0005524		PTHR44023 PTHR44023:SF1	PF07714
Phatr3_J30282	GO:0048015 GO:0016740 GO:0016301 GO:0016310 GO:0016772 GO:0016773 GO:0046854 GO:0016303 GO:0005622		PTHR10048 PTHR10048:SF7	PF00454 PF00613
Phatr3_J49372	GO:0003824 GO:0016829 GO:0030170 GO:0006520		PTHR10289	PF01212
Phatr3_J49544	GO:0016740 GO:0008152 GO:0016787 GO:0016746 GO:0004558 GO:0016747 GO:0016798 GO:0032450 GO:0016020 GO:0016021		PTHR12317 PTHR12317:SF0	PF03982
Phatr3_J40135	GO:0055114 GO:0016491 GO:0016020 GO:0016021		PTHR43796 PTHR43796:SF1	PF03435
Phatr3_J40163	GO:0003824 GO:0009058		PTHR10739 PTHR10739:SF23	PF01467
Phatr3_J40271	GO:0055114 GO:0016491 GO:0016020 GO:0016021		PTHR13847 PTHR13847:SF150	PF01266
Phatr3_J49487	GO:0008168 GO:0032259		PTHR16121	PF01728
Phatr3_J49508	GO:0016852 GO:0009236	4.99.1.3	PTHR33542	PF01903
Phatr3_EG00286	GO:0000166 GO:0005524 GO:0003677 GO:0003684 GO:0006281 GO:0006259 GO:0008094		PTHR22942 PTHR22942:SF24	PF08423
Phatr3_J49409	GO:0005506 GO:0055114 GO:0016491 GO:0016706 GO:0016705 GO:0031418 GO:0046872		PTHR10869 PTHR10869:SF123	PF13640
Phatr3_J40152	GO:0016020 GO:0016021		PTHR13527	PF10260
Phatr3_J15884	GO:0008168		PTHR11265	PF01795
Phatr3_EG01923	GO:0000166 GO:0005524 GO:0005737 GO:0003676 GO:0004812 GO:0006418 GO:0006430 GO:0004824	6.1.1.6	PTHR42918 PTHR42918:SF3	PF00152 PF01336
Phatr3_J23253	GO:0016020 GO:0055085 GO:0015297 GO:0006855 GO:0015238 GO:0016021		PTHR42893 PTHR42893:SF4	PF01554
Phatr3_J23247	GO:0016787 GO:0005975 GO:0016311 GO:0042132 GO:0042578 GO:0016791	3.1.3.11	PTHR11556 PTHR11556:SF1	PF00316
Phatr3_J40261	GO:0016020 GO:0003824 GO:0008152 GO:0016021		PTHR10165 PTHR10165:SF35	PF01569
Phatr3_J23260	GO:0016020 GO:0016021 GO:0006810 GO:0055085 GO:0005215 GO:0022857		PTHR23500 PTHR23500:SF109	PF00083
Phatr3_J40079	GO:0016020 GO:0016021 GO:0006810 GO:0005789		PTHR22811 PTHR22811:SF31	PF01105
Phatr3_J49501	GO:0016020 GO:0016021			
Phatr3_J49542	GO:0016020 GO:0016021			
Phatr3_EG00278	GO:0008299 GO:0003824 GO:0008152 GO:0004421		PTHR43323	PF01154
Phatr3_J49507	GO:0007076		PTHR14222 PTHR14222:SF1	PF12717
Phatr3_J49399	GO:0000266 GO:0005515 GO:0016020 GO:0016021		PTHR13247 PTHR13247:SF0	PF14853
Phatr3_EG00284	GO:0016592 GO:0006357 GO:0003712		PTHR13104 PTHR13104:SF0	PF04934
Phatr3_J16008	GO:0007017 GO:0005875 GO:0030286 GO:0005737 GO:0005874 GO:0003774 GO:0005856		PTHR11886 PTHR11886:SF52	PF01221
Phatr3_J30436	GO:0006890 GO:0030126		PTHR10121 PTHR10121:SF0	PF00928
Phatr3_J49472	GO:0016020 GO:0016021			
Phatr3_J49480	GO:0055114 GO:0016491		PTHR10696 PTHR10696:SF3	PF02668
Phatr3_J4593	GO:0005524		PTHR42961 PTHR42961:SF2	PF10609
Phatr3_J23281	GO:0055114 GO:0045226 GO:0008831		PTHR43245 PTHR43245:SF6	PF04321
Phatr3_EG01922	GO:0003677		PTHR12802 PTHR12802:SF20	PF00249
Phatr3_EG01924	GO:0003677 GO:0003682 GO:0005515 GO:0005634		PTHR19932	PF12341
Phatr3_J40214	GO:0000387 GO:0000398 GO:0005681		PTHR12794 PTHR12794:SF0	PF04938
Phatr3_J40052	GO:0016810 GO:0005975 GO:0003824		PTHR43123 PTHR43123:SF2	PF01522
Phatr3_J49533	GO:0016021 GO:0005524 GO:0006810 GO:0005471 GO:0015866 GO:0015867 GO:0006862 GO:0016020 GO:0000166		PTHR31187	PF03219
Phatr3_J49528	GO:0031390 GO:0007064		PTHR13395	PF09724
Phatr3_J49398	GO:0005524 GO:0016887		PTHR43158	PF00005
Phatr3_J49400	GO:0016020 GO:0055085 GO:0030001 GO:0046873 GO:0016021		PTHR11040 PTHR11040:SF70	
Phatr3_J49401	GO:0046872 GO:0009055 GO:0051536 GO:0051537 GO:0022900			PF00111
Phatr3_J42302	GO:0070476 GO:0016435 GO:0008168		PTHR12734	PF08241 PF12589
Phatr3_J40111	GO:0006464 GO:0008641		PTHR10953 PTHR10953:SF4	
Phatr3_J23168	GO:0003824 GO:0008152		PTHR11820 PTHR11820:SF90	PF01557
Phatr3_J49430	GO:0006511 GO:0005515		PTHR12555 PTHR12555:SF13	PF00789 PF03152
Phatr3_J49624	GO:0016020 GO:0016021		PTHR35580	
Phatr3_J30446	GO:0000166 GO:0005524 GO:0005737 GO:0006457 GO:0051082 GO:0044267		PTHR11353 PTHR11353:SF26	PF00118
Phatr3_J49591	GO:0055114 GO:0016491		PTHR42913	PF07992
Phatr3_J4014	GO:0006508 GO:0008233 GO:0005886 GO:0004252		PTHR42987 PTHR42987:SF1	PF01343 PF08496
Phatr3_J49576	GO:0008152 GO:0016757		PTHR11183	
Phatr3_J49632	GO:0015031 GO:0006464		PTHR23306 PTHR23306:SF3	PF05743 PF09454
Phatr3_J49631	GO:0097502 GO:0016020 GO:0006486 GO:0000030		PTHR31121 PTHR31121:SF6	PF01793
Phatr3_J49633	GO:0016020 GO:0016021			
Phatr3_J49608	GO:0016226		PTHR43575	PF01458
Phatr3_J49575	GO:0055114 GO:0016491 GO:0008152		PTHR44269	PF00106
Phatr3_EG02229	GO:0005515		PTHR32208 PTHR32208:SF46	PF00652 PF09118 PF11721 PF13964
Phatr3_J40317	GO:0016020 GO:0016021		PTHR12242 PTHR12242:SF1	
Phatr3_J55069	GO:0004300 GO:0003857 GO:0055114 GO:0006631 GO:0016853 GO:0016491 GO:0003824 GO:0008152 GO:0016829 GO:0050662 GO:0016616 GO:0004165	4.2.1.17 1.1.1.35	PTHR23309 PTHR23309:SF9	PF00378 PF00725 PF02737
Phatr3_J49683	GO:0005515			
Phatr3_J40462	GO:0003824 GO:0006508 GO:0008233 GO:0016787 GO:0008236 GO:0004252		PTHR24276	PF00089
Phatr3_J49673	GO:0016020 GO:0016021			
Phatr3_EG02228	GO:0016668 GO:0055114 GO:0016491 GO:0050660 GO:0045454 GO:0035556 GO:0009055 GO:0022900 GO:0005623 GO:0005622		PTHR43014 PTHR43014:SF2	PF00610 PF02852 PF07992
Phatr3_J42307	GO:0005525 GO:0003924		PTHR42854 PTHR42854:SF4	PF00009 PF03144 PF09173
Phatr3_J30502	GO:0045454 GO:0005623		PTHR21148 PTHR21148:SF11	
Phatr3_J49641	GO:0003676		PTHR35458 PTHR35458:SF2	PF01936 PF02037
Phatr3_J23371	GO:0005525	6.1.1.3	PTHR23305 PTHR23305:SF7	PF01926 PF06071
Phatr3_J49620	GO:0006355 GO:0003677 GO:0003700 GO:0043565 GO:0005634		PTHR10015 PTHR10015:SF220	PF00447
Phatr3_J49601	GO:0016740 GO:0003824 GO:0008152 GO:0030170 GO:0008483 GO:0004760		PTHR21152 PTHR21152:SF31	PF00266
Phatr3_J16073	GO:0005524 GO:0003676 GO:0008152 GO:0016787 GO:0004386		PTHR24031 PTHR24031:SF275	PF00270 PF00271
Phatr3_J49666	GO:0016020 GO:0016021		PTHR45465	
Phatr3_J49672	GO:0016020 GO:0016021		PTHR12560 PTHR12560:SF0	
Phatr3_J49690	GO:0016020 GO:0016021		PTHR20772	
Phatr3_J55087	GO:0016020 GO:0016021		PTHR13416	PF07787
Phatr3_J49635	GO:0008152 GO:0008080			PF13508
Phatr3_J30461	GO:0016020 GO:0055114 GO:0016628 GO:0016021		PTHR21257 PTHR21257:SF38	PF01222
Phatr3_J23324	GO:0005622 GO:0006412 GO:0003735 GO:0005840		PTHR11994 PTHR11994:SF8	PF00281 PF00673
Phatr3_J40362	GO:0008152 GO:0016787			
Phatr3_J55090	GO:0015708 GO:0016020 GO:0016021			PF03842
Phatr3_J30471	GO:0006555 GO:0004489 GO:0055114 GO:0016491	1.5.1.20	PTHR21091 PTHR21091:SF31	PF02219
Phatr3_J40461	GO:0008152 GO:0016746		PTHR10434 PTHR10434:SF39	PF01553
Phatr3_J49596	GO:0006355 GO:0003677 GO:0003700 GO:0043565 GO:0005634		PTHR10015 PTHR10015:SF220	PF00447
Phatr3_J40416	GO:0003824 GO:0008152 GO:0008484 GO:0016020 GO:0016021		PTHR10342 PTHR10342:SF246	PF00884
Phatr3_J49658	GO:0055114 GO:0004735 GO:0006561		PTHR11645 PTHR11645:SF13	PF03807
Phatr3_J49647	GO:0000290		PTHR21551 PTHR21551:SF0	
Phatr3_J23399	GO:0031419 GO:0042558 GO:0008705 GO:0044237 GO:0009086 GO:0046872 GO:0008270	2.1.1.13	PTHR21091 PTHR21091:SF97	PF00809 PF02310 PF02574 PF02607 PF02965
Phatr3_J49567	GO:0006355 GO:0003677 GO:0003700 GO:0043565 GO:0005634		PTHR10015 PTHR10015:SF220	PF00447
Phatr3_J49702	GO:0006629 GO:0008374		PTHR11440 PTHR11440:SF7	PF02450
Phatr3_J49657	GO:0016020 GO:0016021			PF13515
Phatr3_J40315	GO:0003924 GO:0005525 GO:0051258		PTHR34784 PTHR34784:SF1	PF09585
Phatr3_J16142	GO:0000166 GO:0005524 GO:0016887		PTHR19211 PTHR19211:SF56	PF00005 PF12848
Phatr3_J7679	GO:0003824 GO:0006508 GO:0004252		PTHR24276	PF00089
Phatr3_J52603	GO:0005975 GO:0016868 GO:0071704	5.4.2.10	PTHR22573 PTHR22573:SF15	PF00408 PF02878
Phatr3_J49667	GO:0008146 GO:0016021			PF03567
Phatr3_J49553	GO:0016020 GO:0016021			
Phatr3_EG00315	GO:0003677		PTHR44191 PTHR44191:SF2	PF00249
Phatr3_J49665	GO:0016787 GO:0009166 GO:0016020 GO:0016021		PTHR11575 PTHR11575:SF22	PF00149
Phatr3_J49636	GO:0016020 GO:0016021		PTHR12297 PTHR12297:SF3	PF04588
Phatr3_J30519	GO:0000166 GO:0005524 GO:0006094 GO:0046872 GO:0003677 GO:0003824 GO:0008152 GO:0016874 GO:0004075 GO:0004736 GO:0009374 GO:0006090	6.4.1.1	PTHR43778	PF00289 PF00364 PF00682 PF02436 PF02785 PF02786
Phatr3_J55067	GO:0005737		PTHR12298 PTHR12298:SF4	PF04194
Phatr3_J49637	GO:0006629 GO:0008081 GO:0008889 GO:0006071 GO:0016020 GO:0016021		PTHR43620 PTHR43620:SF7	PF03009
Phatr3_J55079	GO:0000287 GO:0016740 GO:0006096 GO:0003824 GO:0004743 GO:0016301 GO:0016310 GO:0030955	2.7.1.40	PTHR11817 PTHR11817:SF3	PF00224 PF02887
Phatr3_J49621	GO:0003676 GO:0090305 GO:0006139 GO:0008408		PTHR13620	PF01612
Phatr3_J16140	GO:0006779 GO:0004853	4.1.1.37	PTHR21091 PTHR21091:SF2	PF01208
Phatr3_J49644	GO:0055114 GO:0016491 GO:0008152 GO:0071949		PTHR13789 PTHR13789:SF205	PF01494
Phatr3_J40280	GO:0016020 GO:0016021			
Phatr3_J40473	GO:0003676 GO:0015074	2.7.7.7	PTHR44381 PTHR44381:SF3	PF07727
Phatr3_J55086	GO:0004349 GO:0006561 GO:0004350 GO:0016620 GO:0055114 GO:0016491 GO:0003824	1.2.1.41 2.7.2.11	PTHR11063 PTHR11063:SF16	PF00171 PF00696
Phatr3_J16052	GO:0008152 GO:0016787 GO:0016798 GO:0005975 GO:0004650 GO:0005576 GO:0071555		PTHR31339 PTHR31339:SF10	PF00295
Phatr3_J49580	GO:0032981		PTHR13194 PTHR13194:SF19	PF08547
Phatr3_J30514	GO:0016740 GO:0006520 GO:0016597 GO:0016743	2.1.3.3	PTHR11405 PTHR11405:SF1	PF00185 PF02729
Phatr3_J49557	GO:0006355 GO:0003677 GO:0003700 GO:0043565 GO:0005634		PTHR10015 PTHR10015:SF220	PF00447
Phatr3_J49671	GO:0016020 GO:0016021		PTHR27000 PTHR27000:SF185	
Phatr3_J40453	GO:0003723 GO:0003676		PTHR10288 PTHR10288:SF142	PF00013
Phatr3_J40441	GO:0033617 GO:0009060 GO:0005743 GO:0016020 GO:0016021			PF12597
Phatr3_J49705	GO:0015074 GO:0003676		PTHR44381 PTHR44381:SF3	
Phatr3_J16067	GO:0005524 GO:0004672 GO:0006468 GO:0016772 GO:0004674		PTHR24347 PTHR24347:SF362	PF00069
Phatr3_J49670	GO:0005515 GO:0016020 GO:0016021		PTHR27000 PTHR27000:SF185	PF13855
Phatr3_J23423	GO:0015708 GO:0016020 GO:0016021			PF03842
Phatr3_EG01933	GO:0005634 GO:0043565 GO:0006355 GO:0003700		PTHR10015 PTHR10015:SF220	PF00447
Phatr3_J49659	GO:0008484 GO:0003824		PTHR10342 PTHR10342:SF246	PF00884
Phatr3_J55073	GO:0006355 GO:0003677 GO:0006351 GO:0003700 GO:0005634			PF00847
Phatr3_J30466	GO:0050662 GO:0003824		PTHR43725 PTHR43725:SF2	PF01370
Phatr3_J49639	GO:0055114 GO:0016491		PTHR10696 PTHR10696:SF21	PF02668
Phatr3_J49568	GO:0016020 GO:0016021		PTHR22950 PTHR22950:SF459	PF01490
Phatr3_J49570	GO:0003824 GO:0008152		PTHR43329	PF00561
Phatr3_J49566	GO:0006355 GO:0003677 GO:0003700 GO:0043565 GO:0005634		PTHR10015 PTHR10015:SF220	PF00447
Phatr3_J16155	GO:0003676 GO:0008270 GO:0046872		PTHR23002 PTHR23002:SF48	PF00098
Phatr3_J49555	GO:0007165 GO:0009190 GO:0016849 GO:0035556 GO:0004114 GO:0016020 GO:0016021 GO:0005622		PTHR11920	PF00211 PF00233
Phatr3_J49610	GO:0008152 GO:0016787 GO:0016798 GO:0005975 GO:0004338 GO:0016020 GO:0016021		PTHR31297	
Phatr3_J49588	GO:0016020 GO:0016021		PTHR35580	
Phatr3_J40325	GO:0005524 GO:0004672 GO:0006468 GO:0016772		PTHR23318 PTHR23318:SF0	PF04802 PF07714
