Gene ID	GO	KO
GFH20426	GO:0003824	
GFH20429	GO:0070008 GO:0004252	K01322
GFH20431	GO:0003676	
GFH20434	GO:0006468 GO:0004672	
GFH20435	GO:0005634 GO:0006397 GO:0004721	K15544
GFH20436	GO:0016746 GO:0004366	K00630
GFH20441	GO:0003723	
GFH20443	GO:0032259 GO:0008168	
GFH20448	GO:0006468 GO:0005524 GO:0004672	
GFH20450	GO:0019346 GO:0030170 GO:0009058	K01739
GFH20464	GO:0016887 GO:0005524	K03235
GFH20470	GO:0003677	
GFH20479	GO:0006096 GO:0004332	K01623
GFH20488	GO:0030896 GO:0000077	K10994
GFH20492	GO:0005515	K13111
GFH20500	GO:0008080	
GFH20501	GO:0008080	
GFH20503	GO:0005515	
GFH20504	GO:0006468 GO:0005524 GO:0004672	K08857
GFH20506	GO:0055114 GO:0006631 GO:0045300	
GFH20512	GO:0005515	K10752
GFH20534	GO:0006468 GO:0005524 GO:0004672	
GFH20541	GO:0030117 GO:0016192 GO:0006886 GO:0005198 GO:0005515	
GFH20561	GO:0006260 GO:0003677	K02325
GFH20563	GO:0005737 GO:0006796 GO:0004427 GO:0000287	
GFH20564	GO:0005524 GO:0003676	
GFH20565	GO:0005524 GO:0003676	
GFH20570	GO:0016787	K18151
GFH20580	GO:0008295 GO:0006597 GO:0004014	K01611
GFH20581	GO:0035299 GO:0005524	
GFH20593	GO:0000160 GO:0035556 GO:0009190	
GFH20594	GO:0035556 GO:0009190	
GFH20595	GO:0016020 GO:0055085 GO:0022857	
GFH20599	GO:0055070 GO:0005507	K06201
GFH20604	GO:0003755	
GFH20607	GO:0005515	
GFH20614	GO:0003676	K11093
GFH20616	GO:0005515 GO:0071949	K09838
GFH20618	GO:0055114 GO:0016491	K00472
GFH20631	GO:0006468 GO:0005524 GO:0004674	
GFH20643	GO:0016020 GO:0006633 GO:0016747	K15397
GFH20655	GO:0005525 GO:0003924	
GFH20664	GO:0006468 GO:0004672	
GFH20669	GO:0006614 GO:0005525	K03106
GFH20682	GO:0006777	K03635
GFH20686	GO:0006139 GO:0016818 GO:0005524 GO:0004386 GO:0003676	K11273
GFH20688	GO:0006351 GO:0003899 GO:0003677	
GFH20691	GO:0006139 GO:0016818 GO:0005524 GO:0004386 GO:0003676	
GFH20692	GO:0005524 GO:0003678 GO:0003677	
GFH20695	GO:0005524	
GFH20698	GO:0005634 GO:0006355	K12580
GFH20701	GO:0055114 GO:0016491	
GFH20702	GO:0016021	
GFH20706	GO:0003676	
GFH20709	GO:0035556 GO:0009190	
GFH20710	GO:0035556 GO:0009190	
GFH20714	GO:0035556 GO:0009190	
GFH20715	GO:0008270	
GFH20737	GO:0006281 GO:0004518	K04799
GFH20741	GO:0006813 GO:0050662 GO:0003824	
GFH20743	GO:0016874	K02434
GFH20747	GO:0006281 GO:0000723 GO:0003678	
GFH20750	GO:0005737 GO:0000045	K08341
GFH20754	GO:0005975 GO:0016853	K01792
GFH20756	GO:0007018 GO:0008017 GO:0005524 GO:0003777	
GFH20767	GO:0006400 GO:0008193 GO:0000287	
GFH20776	GO:0048037 GO:0003824	K01899
GFH20780	GO:0005666 GO:0006383	K03025
GFH20786	GO:0051536 GO:0003824	K15449
GFH20792	GO:0006468 GO:0004672	
GFH20801	GO:0016021 GO:0022900	
GFH20815	GO:0009451 GO:0001522 GO:0009982 GO:0003723	K15454
GFH20819	GO:0006096 GO:0030955 GO:0004743 GO:0000287	
GFH20823	GO:0051539 GO:0035596	
GFH20833	GO:0016020 GO:0055085 GO:0030001 GO:0046873	
GFH20835	GO:0006468 GO:0005524 GO:0004672	
GFH20838	GO:0016579 GO:0036459	K11838
GFH20839	GO:0005524	
GFH20842	GO:0035556 GO:0009190	
GFH20844	GO:0007165 GO:0004114	
GFH20852	GO:0005783 GO:0006457 GO:0051082 GO:0005509	K08057
GFH20853	GO:0005524	K03065
GFH20854	GO:0005524	
GFH20863	GO:0030880 GO:0006352	
GFH20870	GO:0005524 GO:0016787 GO:0003677	K19001
GFH20872	GO:0016020 GO:0055085 GO:0022857	
GFH20874	GO:0005515	
GFH20883	GO:0055114 GO:0016491	K00327
GFH20884	GO:0010181 GO:0055114 GO:0016491	K00327
GFH20886	GO:0005783 GO:0006457 GO:0051082 GO:0005509	K08057
GFH20887	GO:0005840 GO:0006412 GO:0003735	K02961
GFH20888	GO:0005524	
GFH20898	GO:0005515	
GFH20902	GO:0005525	
GFH20903	GO:0005525	
GFH20904	GO:0045454	
GFH20914	GO:0006614 GO:0005525	
GFH20923	GO:0005515	
GFH20928	GO:0016020	K21891
GFH20929	GO:0006468 GO:0005524 GO:0004672	K08850
GFH20937	GO:0003676	
GFH20941	GO:0005737 GO:0051499 GO:0002161	
GFH20945	GO:0006355 GO:0003700	K09286
GFH20947	GO:0006468 GO:0004672 GO:0005524	
GFH20952	GO:0003676	
GFH20953	GO:0030163	K06891
GFH20962	GO:0030127 GO:0006888 GO:0006886	K14007
GFH20982	GO:0055114 GO:0051287 GO:0016620 GO:0008652 GO:0046983	K00145
GFH20990	GO:0006413 GO:0003743	K03238
GFH20994	GO:0008168 GO:0006694	K08242
GFH21001	GO:0007165 GO:0004114	K13293
GFH21002	GO:0055085	K15277
GFH21006	GO:0005524	K09496
GFH21007	GO:0005524	
GFH21008	GO:0005524	
GFH21010	GO:0016020	
GFH21015	GO:0006396	K11131
GFH21025	GO:0016020 GO:0055114 GO:0003885 GO:0050660 GO:0016491	K00225
GFH21030	GO:0055114 GO:0016114 GO:0046429	K03526
GFH21033	GO:0005515	
GFH21035	GO:0050662 GO:0003824	
GFH21037	GO:0046983	
GFH21039	GO:0004527 GO:0003676	
GFH21040	GO:0004527 GO:0003676	K12618
GFH21045	GO:0016192 GO:0006904	K12479
GFH21057	GO:0005840 GO:0006412 GO:0003735	
GFH21065	GO:0005515	
GFH21068	GO:0016021	
GFH21073	GO:0003824	K01897
GFH21074	GO:0003676	K11094
GFH21084	GO:0005524 GO:0003676 GO:0016787 GO:0003677	K12858
GFH21093	GO:0005737 GO:0006914	
GFH21095	GO:0006468 GO:0004672	
GFH21103	GO:0005515	K03364
GFH21105	GO:0005975	
GFH21111	GO:0005840 GO:0006412 GO:0003735	K02976
GFH21128	GO:0009512	
GFH21135	GO:0035556 GO:0009190	
GFH21138	GO:0030008 GO:0016192	K20303
GFH21139	GO:0030008 GO:0016192	K20303
GFH21144	GO:0006468 GO:0004672 GO:0005524	
GFH21145	GO:0016409	
GFH21165	GO:0007165 GO:0004114	
GFH21166	GO:0007165 GO:0004114	
GFH21170	GO:0050661	
GFH21171	GO:0055114 GO:0006098 GO:0004616	
GFH21172	GO:0055114 GO:0006098 GO:0004616	
GFH21175	GO:0016020 GO:0055085 GO:0022857	
GFH21183	GO:0016226	
GFH21186	GO:0005840 GO:0006412 GO:0003735	K02906
GFH21187	GO:0003676	
GFH21192	GO:0008168	
GFH21193	GO:0032259 GO:0008168	
GFH21194	GO:0032259 GO:0008168	
GFH21199	GO:0016020 GO:0055085 GO:0022857	
GFH21210	GO:0005975 GO:0016773	K00864
GFH21219	GO:0000350	K12870
GFH21224	GO:0005975 GO:0004134	K00705
GFH21232	GO:0005515	K14961
GFH21238	GO:0016021 GO:0015689 GO:0015098	
GFH21240	GO:0005515	
GFH21245	GO:0055114 GO:0010277	K13071
GFH21249	GO:0008299	K05356
GFH21255	GO:0008270 GO:0008237	K08776
GFH21258	GO:0016887 GO:0005524 GO:0043190 GO:0055085 GO:0022857	K02045
GFH21262	GO:0006508 GO:0008270 GO:0004181	
GFH21264	GO:0035556 GO:0009190	
GFH21267	GO:0035556 GO:0009190	K06236
GFH21289	GO:0006355 GO:0003700	
GFH21293	GO:0035556 GO:0009190	
GFH21298	GO:0005524	
GFH21300	GO:0016020 GO:0055085 GO:0022857	
GFH21302	GO:0016746	
GFH21303	GO:0016746	
GFH21307	GO:0005524	
GFH21311	GO:0006520 GO:0016743 GO:0016597	K00611
GFH21316	GO:0016311 GO:0008138	
GFH21321	GO:0033588 GO:0002098	K11373
GFH21323	GO:0006468 GO:0004672 GO:0005524	
GFH21329	GO:0005515	
GFH21330	GO:0003676	K13207
GFH21332	GO:0005524 GO:0003676	
GFH21335	GO:0055114 GO:0016491	
GFH21337	GO:0050662 GO:0003824 GO:0055114 GO:0006694 GO:0016616 GO:0003854	K08678
GFH21341	GO:0006207 GO:0004590 GO:0009116	K13421
GFH21343	GO:0006468 GO:0005524 GO:0004672 GO:0005509	K13412
GFH21345	GO:0003676	K14396
GFH21347	GO:0009058 GO:0016779	K00975
GFH21355	GO:0005515	
GFH21357	GO:0009116	
GFH21363	GO:0005515	K14556
GFH21372	GO:0003725	K07566
GFH21373	GO:0006464	K01942
GFH21378	GO:0005509	K13448
GFH21379	GO:0008270 GO:0042025 GO:0006355 GO:0004402 GO:0003712	
GFH21381	GO:0006468 GO:0004672 GO:0005524	
GFH21392	GO:0016021 GO:0055085 GO:0042626 GO:0005524	
GFH21394	GO:0016746	
GFH21402	GO:0016887 GO:0005524 GO:0016021 GO:0055085 GO:0042626	
GFH21413	GO:0016272 GO:0006457 GO:0051082	K09549
GFH21420	GO:0005515	
GFH21421	GO:0003676	K13207
GFH21422	GO:0003676	K13207
GFH21424	GO:0017119 GO:0006891	K20293
GFH21436	GO:0035556 GO:0009190	K11858
GFH21443	GO:0000272 GO:0016161	
GFH21445	GO:0003676	
GFH21448	GO:0000413 GO:0003755	
GFH21452	GO:0005524 GO:0006310 GO:0006281 GO:0009378	
GFH21456	GO:0006468 GO:0005524 GO:0004672	
GFH21465	GO:0005524 GO:0003676 GO:0005515	
GFH21469	GO:0003677 GO:0000166	K02324
GFH21475	GO:0042025 GO:0000786 GO:0006334 GO:0003677	
GFH21478	GO:0005525	K19828
GFH21492	GO:0015969	K00951
GFH21493	GO:0008641	K11996
GFH21500	GO:0005634	K14774
GFH21502	GO:0005525	K07944
GFH21517	GO:0006457 GO:0051082 GO:0005524	K09487
GFH21528	GO:0008168	K00591
GFH21540	GO:0006508 GO:0004252	
GFH21541	GO:0006508 GO:0004252	
GFH21547	GO:0005515	
GFH21548	GO:0005515	
GFH21551	GO:0005515	K14829
GFH21569	GO:0055114 GO:0006979 GO:0020037 GO:0004601	K00428
GFH21571	GO:0005789 GO:0018279	K12670
GFH21573	GO:0005524 GO:0016887	
GFH21574	GO:0005524 GO:0016887	
GFH21610	GO:0035556 GO:0009190	
GFH21611	GO:0035556 GO:0009190	
GFH21616	GO:0006468 GO:0005524 GO:0004672	
GFH21621	GO:0005525	K21594
GFH21623	GO:0006468 GO:0005524 GO:0004672	
GFH21624	GO:0070403	K11412
GFH21627	GO:0016020 GO:0055085 GO:0022857	K14430
GFH21630	GO:0006468 GO:0005524 GO:0004672	K08827
GFH21631	GO:0043666	K17607
GFH21633	GO:0005634 GO:0006355	K12580
GFH21639	GO:0003676	K03248
GFH21642	GO:0045261 GO:0015986 GO:0046933	
GFH21644	GO:0005524 GO:0003676	
GFH21647	GO:0006468 GO:0005524 GO:0004674	
GFH21649	GO:0006468 GO:0005524 GO:0004674	K08292
GFH21650	GO:0005524 GO:0003676	
GFH21651	GO:0046983	
GFH21668	GO:0005515	
GFH21669	GO:0008168	K11434
GFH21693	GO:0006886 GO:0008536	
GFH21706	GO:0003824	
GFH21707	GO:0045454 GO:0005783	K09584
GFH21709	GO:0042765 GO:0016255 GO:0055114 GO:0006979 GO:0004602	
GFH21720	GO:0055114 GO:0016627	K00249
GFH21732	GO:0042025 GO:0000786 GO:0006334 GO:0003677	
GFH21735	GO:0046912	K01647
GFH21736	GO:0005975 GO:0004553	
GFH21742	GO:0045454	
GFH21743	GO:0005515	
GFH21744	GO:0005515 GO:0006725 GO:0016491 GO:0008198	
GFH21747	GO:0006725 GO:0016491 GO:0008198	
GFH21752	GO:0005524	K14571
GFH21753	GO:0005509	
GFH21758	GO:0006270 GO:0005524 GO:0003677 GO:0016887	K10738
GFH21761	GO:0006418 GO:0004812	K01869
GFH21767	GO:0016021 GO:0055085 GO:0006812 GO:0015299	
GFH21772	GO:0005515	
GFH21776	GO:0055114 GO:0020037 GO:0004096	K03781
GFH21783	GO:0005524 GO:0003676	K14777
GFH21788	GO:0006270 GO:0005524 GO:0003677	
GFH21791	GO:0003676	
GFH21794	GO:0055114 GO:0004471	K00029
GFH21799	GO:0000813 GO:0032509	
GFH21815	GO:0016787	K14379
GFH21816	GO:0009058 GO:0030170	K00811
GFH21821	GO:0005525	K03242
GFH21827	GO:0006468 GO:0005524 GO:0004672	
GFH21828	GO:0006468 GO:0005524 GO:0004672	
GFH21830	GO:0016020 GO:0015002	K02262
GFH21838	GO:0055114 GO:0016491	K02641
GFH21844	GO:0035556 GO:0009190	
GFH21847	GO:0009522 GO:0015979	K02696
GFH21854	GO:0005515 GO:0016567 GO:0004842	K10260
GFH21855	GO:0055114 GO:0016491	K00472
GFH21865	GO:0016021 GO:0055085	K07300
GFH21866	GO:0005515	
GFH21887	GO:0006364 GO:0008168	K09761
GFH21889	GO:0006468 GO:0005524 GO:0004672	K08818
GFH21894	GO:0016021	
GFH21904	GO:0016020 GO:0055085 GO:0015267	
GFH21908	GO:0016021 GO:0055085 GO:0022857	K15287
GFH21914	GO:0055114 GO:0006546 GO:0004375	K00281
GFH21929	GO:0006298 GO:0030983 GO:0005524	
GFH21936	GO:0006351 GO:0003899 GO:0003677	
GFH21937	GO:0006351 GO:0003899 GO:0003677	
GFH21938	GO:0006351 GO:0003899 GO:0003677	
GFH21941	GO:0008168	
GFH21945	GO:0006508 GO:0008233	
GFH21950	GO:0005525 GO:0003924	
GFH21951	GO:0046872	
GFH21958	GO:0007165 GO:0004114	K13755
GFH21969	GO:0006275 GO:0003677	
GFH21970	GO:0006275 GO:0003677	
GFH21976	GO:0006725 GO:0016491 GO:0008198	
GFH21979	GO:0005515	
GFH21980	GO:0045454	
GFH21993	GO:0005840 GO:0006412 GO:0003735	K02885
GFH22002	GO:0016567 GO:0004842	
GFH22010	GO:0016021	
GFH22011	GO:0000123 GO:0016573	
GFH22038	GO:0006269	K02685
GFH22041	GO:0003676	
GFH22046	GO:0020037 GO:0009055	
GFH22048	GO:0005737 GO:0006535 GO:0009001	K00640
GFH22062	GO:0055114 GO:0016491 GO:0010181	
GFH22063	GO:0055114 GO:0016491 GO:0010181	
GFH22072	GO:0055114 GO:0016491	K03885
GFH22073	GO:0055114 GO:0016491	K17871
GFH22075	GO:0016491	
GFH22081	GO:0006813 GO:0008324 GO:0016021 GO:0055085	
GFH22082	GO:0006508 GO:0008236	
GFH22083	GO:0005515	
GFH22085	GO:0003743 GO:0003723 GO:0003676	K03237
GFH22098	GO:0005524 GO:0003676	K14778
GFH22099	GO:0030126 GO:0016192 GO:0006886 GO:0005515 GO:0005198	
GFH22100	GO:0030117 GO:0016192 GO:0006886 GO:0005198 GO:0030126 GO:0005515	K05236
GFH22112	GO:0016624	
GFH22113	GO:0016624 GO:0016114 GO:0008661	
GFH22115	GO:0000413 GO:0003755	
GFH22117	GO:0016624	
GFH22122	GO:0005524 GO:0016887	
GFH22123	GO:0005524	
GFH22128	GO:0016021 GO:0016020	
GFH22142	GO:0005634 GO:0006351	K14721
GFH22148	GO:0007018 GO:0008017 GO:0005524 GO:0003777	
GFH22156	GO:0005524	
GFH22157	GO:0005524	
GFH22158	GO:0005524	
GFH22159	GO:0030286 GO:0007018 GO:0003777	K10408
GFH22161	GO:0016567 GO:0004842	
GFH22166	GO:0002161	
GFH22171	GO:0006508 GO:0004252	
GFH22174	GO:0032040 GO:0006364	K14769
GFH22176	GO:0005525 GO:0003924	
GFH22179	GO:0005515	
GFH22192	GO:0006777	K03637
GFH22193	GO:0005515	
GFH22197	GO:0006508 GO:0008233	
GFH22199	GO:0016021	K07034
GFH22203	GO:0005515	
GFH22228	GO:0005840 GO:0006412 GO:0003735 GO:0003723	K02988
GFH22236	GO:0016787	
GFH22241	GO:0004620	
GFH22243	GO:0045454	
GFH22248	GO:0008168	K10770
GFH22251	GO:0005515	K11801
GFH22252	GO:0006275 GO:0003677	K04802
GFH22254	GO:0055085	
GFH22265	GO:0005515	
GFH22273	GO:0006270 GO:0005524 GO:0003677 GO:0016887	K02209
GFH22277	GO:0035556 GO:0009190	
GFH22284	GO:0020037 GO:0009055	
GFH22285	GO:0030976 GO:0003824	K12261
GFH22288	GO:0016311 GO:0008138 GO:0006470 GO:0004725	K06639
GFH22290	GO:0046907	K15304
GFH22308	GO:0005515	
GFH22311	GO:0005509	
GFH22313	GO:0016887 GO:0005524	
GFH22322	GO:0005737 GO:0033925	
GFH22325	GO:0005524	
GFH22326	GO:0000796 GO:0007076	
GFH22329	GO:0005515	
GFH22332	GO:0055114 GO:0020037 GO:0016705 GO:0005506	K07427
GFH22335	GO:0005515	
GFH22336	GO:0004425	K01609
GFH22337	GO:0004826 GO:0003723	K01890
GFH22338	GO:0005839 GO:0051603 GO:0004298 GO:0019773 GO:0006511 GO:0004175	K02726
GFH22339	GO:0005525 GO:0003924	K07942
GFH22350	GO:0005515	
GFH22354	GO:0016021 GO:0055085 GO:0042626 GO:0005524 GO:0016887	
GFH22355	GO:0016021 GO:0055085 GO:0042626 GO:0005524	
GFH22359	GO:0006511 GO:0031625	
GFH22375	GO:0006480 GO:0008168	
GFH22376	GO:0005737 GO:0033925	K01227
GFH22377	GO:0006351 GO:0003899 GO:0003677	
GFH22379	GO:0006260 GO:0003887	
GFH22380	GO:0003677 GO:0000166	K02320
GFH22384	GO:0006508 GO:0008233	K04773
GFH22397	GO:0000462 GO:0030515	K14557
GFH22402	GO:0005515	
GFH22403	GO:0006269	K02685
GFH22414	GO:0003924	
GFH22420	GO:0052855	K17757
GFH22423	GO:0006468 GO:0005524 GO:0004672	
GFH22425	GO:0055114 GO:0006520	K00003
GFH22428	GO:0005515	K16075
GFH22430	GO:0016020 GO:0005801 GO:0006886	K20290
GFH22431	GO:0006281 GO:0005524 GO:0003697	K03553
GFH22435	GO:0016020 GO:0055085 GO:0006811 GO:0005216	
GFH22436	GO:0016020 GO:0055085 GO:0006811 GO:0005216	
GFH22447	GO:0034457 GO:0005732 GO:0005634 GO:0006364	K14559
GFH22448	GO:0006468 GO:0005524 GO:0004672	
GFH22451	GO:0005839 GO:0051603 GO:0004298	
GFH22456	GO:0050662 GO:0003824	
GFH22504	GO:0003755	
GFH22509	GO:0003676	K13126
GFH22512	GO:0006508 GO:0008234	K16292
GFH22513	GO:0006468 GO:0004672 GO:0005524	
GFH22515	GO:0016021	
GFH22518	GO:0050662 GO:0003824 GO:0055114 GO:0006694 GO:0016616 GO:0003854	K12448
GFH22519	GO:0035556 GO:0009190	
GFH22520	GO:0035556 GO:0009190	
GFH22523	GO:0009073 GO:0003849	
GFH22534	GO:0005515	K03030
GFH22535	GO:0005681 GO:0008380	
GFH22539	GO:0016020 GO:0055085	K22047
GFH22540	GO:0035556 GO:0009190	
GFH22541	GO:0035556 GO:0009190	
GFH22551	GO:0016021 GO:0055085 GO:0022857	K08202
GFH22552	GO:0050662 GO:0003824	
GFH22554	GO:0016887 GO:0005524	
GFH22558	GO:0006355 GO:0003690	
GFH22563	GO:0005524 GO:0016887	
GFH22564	GO:0005515	
GFH22589	GO:0055085 GO:0022857	
GFH22593	GO:0005515	
GFH22595	GO:0007165 GO:0004114	
GFH22613	GO:0005737 GO:0043043 GO:0006414 GO:0003746	
GFH22616	GO:0005634	
GFH22630	GO:0009058 GO:0030170	K00838
GFH22641	GO:0055114 GO:0050661 GO:0050660 GO:0004499	
GFH22647	GO:0006414 GO:0003746	
GFH22655	GO:0042025 GO:0000786 GO:0006334 GO:0003677	
GFH22656	GO:0006281 GO:0003684	K03509
GFH22663	GO:0035556 GO:0009190	
GFH22667	GO:0050662 GO:0003824	
GFH22668	GO:0000160	
GFH22687	GO:0005515	K14793
GFH22695	GO:0005524	
GFH22714	GO:0016579 GO:0036459	K11855
GFH22722	GO:0005509	
GFH22725	GO:0005515	
GFH22730	GO:0005634 GO:0000012 GO:0003684	K16458
GFH22747	GO:0006508 GO:0008233 GO:0016021	
GFH22761	GO:0009116	
GFH22763	GO:0006097 GO:0004474	K01638
GFH22768	GO:0005515	
GFH22770	GO:0007165 GO:0004114	
GFH22771	GO:0007165 GO:0004114	
GFH22774	GO:0030170 GO:0008483	
GFH22778	GO:0007165 GO:0004114	K13293
GFH22797	GO:0005515	
GFH22802	GO:0005524	
GFH22806	GO:0006468 GO:0004672 GO:0005524	
GFH22811	GO:0016311 GO:0008138 GO:0006470 GO:0004725 GO:0004721	K18078
GFH22818	GO:0007018 GO:0008017 GO:0005524 GO:0003777	K10397
GFH22837	GO:0009086 GO:0008270 GO:0003871 GO:0008652	K00549
GFH22844	GO:0005515	
GFH22846	GO:0005515	
GFH22847	GO:0005515	
GFH22855	GO:0005852 GO:0005737 GO:0003743	K03245
GFH22856	GO:0055114 GO:0046872 GO:0016491	
GFH22859	GO:0016887 GO:0005524	
GFH22860	GO:0005524	K03667
GFH22872	GO:0006886 GO:0008536	K15436
GFH22877	GO:0055114 GO:0051287 GO:0016620 GO:0008652 GO:0046983	
GFH22879	GO:0055114 GO:0016616 GO:0016491	
GFH22891	GO:0006396 GO:0008173 GO:0003723	K15333
GFH22892	GO:0042025 GO:0000786 GO:0006334 GO:0003677	K11275
GFH22893	GO:0005515	
GFH22923	GO:0016787	
GFH22927	GO:0016020 GO:0055085 GO:0006811 GO:0005216	
GFH22929	GO:0016020 GO:0055085 GO:0006811 GO:0005216	
GFH22930	GO:0016020 GO:0055085 GO:0006811 GO:0005216	
GFH22946	GO:0005840 GO:0006412 GO:0003735	K02930
GFH22951	GO:0055114 GO:0016616	
GFH22952	GO:0055114 GO:0016616	K00030
GFH22963	GO:0016021 GO:0016192	K08518
GFH22979	GO:0006468 GO:0005524 GO:0004672	
GFH22986	GO:0055114 GO:0006801 GO:0046872 GO:0004784	
GFH22989	GO:0016192 GO:0006886	
GFH22990	GO:0005515	
GFH22993	GO:0016787	
GFH22997	GO:0005524 GO:0006310 GO:0006281 GO:0009378	
GFH23006	GO:0016021 GO:0004252	
GFH23015	GO:0071949	K10960
GFH23019	GO:0006414 GO:0003746	
GFH23030	GO:0016020 GO:0006811 GO:0005216	
GFH23035	GO:0035556 GO:0009190	
GFH23042	GO:0007018 GO:0008017 GO:0005524 GO:0003777	K10406
GFH23054	GO:0006355 GO:0006352 GO:0003700	
GFH23055	GO:0006355 GO:0006352 GO:0003700	
GFH23057	GO:0030286 GO:0007017	K10418
GFH23064	GO:0005525 GO:0003924	K06207
GFH23076	GO:0006281 GO:0004518	K10746
GFH23077	GO:0005975 GO:0004553	
GFH23078	GO:0005975 GO:0004553	
GFH23080	GO:0006281 GO:0000723 GO:0003678	K15255
GFH23086	GO:0016818 GO:0008270 GO:0003676	
GFH23094	GO:0055114 GO:0050661 GO:0050660 GO:0004499 GO:0016491	K22324
GFH23106	GO:0046872	
GFH23107	GO:0046872	
GFH23143	GO:0055114 GO:0016491 GO:0016021	K22745
GFH23148	GO:0016787	
GFH23150	GO:0005737 GO:0051499 GO:0002161	K07560
GFH23166	GO:0016020 GO:0055085 GO:0022857	
GFH23174	GO:0005515	K10295
GFH23181	GO:0005515	K02977
GFH23182	GO:0003676	K12897
GFH23189	GO:0006511	
GFH23191	GO:0005975 GO:0004134	K00705
GFH23194	GO:0016020	K06816
GFH23197	GO:0006783 GO:0004325	K01772
GFH23199	GO:0005525	K14537
GFH23202	GO:0006468 GO:0005524 GO:0004672	K02208
GFH23203	GO:0006468 GO:0005524 GO:0004672	K08857
GFH23205	GO:0016021	K13348
GFH23208	GO:0006355 GO:0003700	
GFH23209	GO:0006096 GO:0003872	
GFH23210	GO:0006413 GO:0003743	K03262
GFH23211	GO:0005515	
GFH23215	GO:0009341 GO:0005975 GO:0004565	K01190
GFH23221	GO:0005666 GO:0006383	K03025
GFH23229	GO:0005509	
GFH23230	GO:0006468 GO:0005524 GO:0004672	K08794
GFH23233	GO:0055114 GO:0006546 GO:0004375	
GFH23238	GO:0016021	
GFH23240	GO:0016021 GO:0006862 GO:0005471	
GFH23247	GO:0016020 GO:0055085 GO:0042910 GO:0015297	
GFH23248	GO:0007165 GO:0005515	
GFH23251	GO:0005634 GO:0006260 GO:0008270 GO:0003887	
GFH23254	GO:0005840 GO:0006412 GO:0019843 GO:0003735	K02990
GFH23256	GO:0055114	K00344
GFH23287	GO:0006629	
GFH23289	GO:0007165 GO:0004114	
GFH23298	GO:0005524 GO:0016887	
GFH23301	GO:0006468 GO:0005524 GO:0004672	
GFH23306	GO:0016887 GO:0005524	
GFH23307	GO:0016020	
GFH23309	GO:0004379	K00671
GFH23317	GO:0055114 GO:0016702	
GFH23324	GO:0005737 GO:0006535 GO:0009001	K00640
GFH23334	GO:0032422 GO:0000977	
GFH23335	GO:0032422 GO:0000977	
GFH23346	GO:0003755	K09571
GFH23356	GO:0055114 GO:0016491 GO:0005507	
GFH23357	GO:0006468 GO:0004672 GO:0005524	
GFH23361	GO:0035556 GO:0009190	K12323
GFH23364	GO:0006508 GO:0004222	K23010
GFH23367	GO:0016787 GO:0005524 GO:0003677	K18422
GFH23375	GO:0006468 GO:0005524 GO:0004672	
GFH23377	GO:0016459 GO:0005524 GO:0003774	
GFH23378	GO:0016459 GO:0005524 GO:0003774	
GFH23379	GO:0006468 GO:0005524 GO:0004672	K20603
GFH23381	GO:0016021 GO:0006506 GO:0016758	K05284
GFH23385	GO:0016310 GO:0016301 GO:0005524	K01006
GFH23386	GO:0016310 GO:0016772	
GFH23394	GO:0016020 GO:0015696 GO:0008519	K03320
GFH23404	GO:0006508 GO:0008234	
GFH23407	GO:0033178 GO:1902600 GO:0046961	K02150
GFH23412	GO:0035556 GO:0009190	
GFH23417	GO:0003824	
GFH23426	GO:0006468 GO:0004672	
GFH23432	GO:0055085 GO:0022857	
GFH23438	GO:0003723	
GFH23447	GO:0055114 GO:0009916	K17893
GFH23475	GO:0005524 GO:0006310 GO:0006281 GO:0009378	
GFH23482	GO:0055114 GO:0008033 GO:0050660 GO:0017150	
GFH23483	GO:0055114 GO:0008033 GO:0050660 GO:0017150	
GFH23485	GO:0005524 GO:0015986 GO:1902600 GO:0046034	K02132
GFH23486	GO:0043039 GO:0005524 GO:0004812 GO:0000049	
GFH23496	GO:0035556 GO:0009190	
GFH23498	GO:0000413 GO:0003755	
GFH23500	GO:0035556 GO:0009190	
GFH23504	GO:0005975 GO:0043169 GO:0003824	
GFH23505	GO:0005975 GO:0003824	
GFH23506	GO:0005975 GO:0004553	
GFH23514	GO:0009058 GO:0003824	
GFH23528	GO:0055114 GO:0009231 GO:0008703	K11752
GFH23533	GO:0016020	K22193
GFH23535	GO:0006508 GO:0008234	K01363
GFH23538	GO:0016021 GO:0016192	K14553
GFH23539	GO:0005840 GO:0006412 GO:0003735	K02927
GFH23541	GO:0006468 GO:0005524 GO:0004672	
GFH23549	GO:0005515	
GFH23552	GO:0006468 GO:0005524 GO:0004672	K08287
GFH23557	GO:0003723	
GFH23564	GO:0005840 GO:0006412 GO:0003735	K02889
GFH23567	GO:0003723	K13210
GFH23572	GO:0005515 GO:0008270 GO:0005634 GO:0018024	K11423
GFH23574	GO:0016787	
GFH23587	GO:0005840 GO:0006412 GO:0003735	
GFH23592	GO:0016787	
GFH23598	GO:0016567 GO:0004842	K10597
GFH23608	GO:0042254	K02941
GFH23611	GO:0046872	K10638
GFH23622	GO:0005515	
GFH23629	GO:0006289 GO:0016799 GO:0008270 GO:0003906 GO:0003684	
GFH23633	GO:0050662 GO:0003824 GO:0055114 GO:0006694 GO:0016616 GO:0003854	
GFH23634	GO:0016021	
GFH23635	GO:0016021	
GFH23640	GO:0003676	
GFH23646	GO:0005840 GO:0006412 GO:0003735	
