Gene ID	GO	KO	PFAM
SM000112S23999	GO:0006364		PF02033
SM000112S24001	GO:0003924 GO:0005525		PF03143 PF00009 PF03144
SM000112S24004	GO:0005524	K13339	PF00004
SM000112S24006	GO:0005096 GO:0005515	K12489	PF01412 PF16746 PF00169 PF12796 PF13857 PF13606 PF00023 PF13637
SM000112S24007	GO:0005524 GO:0042626 GO:0055085 GO:0016021 GO:0016887		PF00664 PF00005
SM000113S24029	GO:0004519		PF03161 PF01535
SM000113S24034	GO:0120013 GO:0120009 GO:0005737		PF08718
SM000113S24045	GO:0046429 GO:0016114	K03526	PF04551
SM000113S24048	GO:0003677 GO:0005524 GO:0006270		PF00493 PF17855
SM000113S24049	GO:0003676		PF00076
SM000113S24056	GO:0010181	K00275	PF12766 PF01243
SM000113S24057	GO:0005524 GO:0042626 GO:0055085 GO:0016021 GO:0016887	K05673	PF00664 PF00005 PF10615
SM000113S24061	GO:0031072 GO:0051082	K09503	PF01556 PF00226 PF00684
SM000113S24064	GO:0006974 GO:0048478 GO:0005634	K10904	PF07962
SM000113S24067	GO:0003676 GO:0005524 GO:0005515 GO:0003677 GO:0016787	K12823	PF00270 PF00271 PF00397 PF04851
SM000113S24069	GO:0003824 GO:0043169 GO:0005975	K00700	PF02806 PF00128
SM000113S24070	GO:0003735 GO:0006412 GO:0005840		PF00297
SM000113S24071	GO:0009001 GO:0006535 GO:0005737	K00640	PF06426 PF00132
SM000113S24077	GO:0006415 GO:0003747	K02835	PF03462 PF00472
SM000113S24078	GO:0005524 GO:0009058	K20457	PF08245
SM000113S24080	GO:0006260 GO:0004748 GO:0005524	K10807	PF02867 PF00317 PF03477
SM000113S24081	GO:0005515 GO:0046872	K10143	PF00400 PF13923 PF13920 PF00097
SM000113S24082	GO:0003676		PF01424
SM000113S24083	GO:0003735 GO:0006412 GO:0005840	K02915	PF01199
SM000113S24085	GO:0004019 GO:0005525 GO:0006164	K01939	PF00709
SM000113S24086	GO:0010207 GO:0015979		PF11264
SM000113S24088	GO:0003723		PF01985
SM000113S24089	GO:0003735 GO:0019843 GO:0006412 GO:0005840	K02940	PF00347
SM000113S24090	GO:0004553 GO:0005975		PF00722
SM000113S24092	GO:0003735 GO:0008097 GO:0006412 GO:0005840	K02932	PF17144 PF14204
SM000113S24093	GO:0005506 GO:0016491 GO:0008610	K14423	PF04116
SM000113S24094	GO:0005515	K14548	PF00400
SM000113S24097	GO:0003690 GO:0006355		PF02536
SM000113S24098	GO:0003677 GO:0003899 GO:0006351	K02999	PF04998 PF00623 PF04997 PF04983 PF05000
SM000113S24100	GO:0003677 GO:0042025		PF01429
SM000114S24109	GO:0003735 GO:0006412 GO:0005840		PF01249
SM000114S24112	GO:0005515	K14546	PF04003 PF00400 PF13360
SM000114S24113	GO:0005515	K03246	PF00400
SM000114S24114	GO:0008270		PF01428
SM000114S24115	GO:0005515		PF00651
SM000114S24117	GO:0030234 GO:0006808		PF00543
SM000114S24118	GO:0003723 GO:0006397 GO:0005634 GO:0005737	K12839	PF06003
SM000114S24119	GO:0005509		PF13833 PF00036 PF13499 PF03372
SM000114S24123	GO:0005515		PF00400
SM000114S24125	GO:0005506 GO:0016705 GO:0020037	K09832	PF00067
SM000114S24126	GO:0006629		PF01764 PF00168
SM000114S24127	GO:0005515		PF00400
SM000114S24128	GO:0003755		PF00254
SM000114S24129	GO:0003677 GO:0003824 GO:0005524 GO:0006259 GO:0005694	K10878	PF04406
SM000114S24130	GO:0016787		PF00149
SM000114S24131	GO:0003700 GO:0006355		PF00847
SM000114S24132	GO:0006355 GO:0005515	K11293	PF07569 PF00400
SM000114S24135	GO:0006351	K03022	PF03876 PF08292
SM000114S24139	GO:0004521	K14648	PF09412
SM000114S24140	GO:0003735 GO:0006412 GO:0005840	K02877	PF00827
SM000114S24141	GO:0008168		PF03141 PF08241
SM000114S24145	GO:0003735 GO:0006412 GO:0015934	K02898	PF16906 PF00467
SM000114S24147	GO:0005507 GO:0016491	K05909	PF07732 PF07731 PF00394
SM000114S24148	GO:0003676	K09564	PF00076
SM000114S24150	GO:0005515 GO:0008270 GO:0043565 GO:0006355		PF06203 PF00320 PF06200 PF09425
SM000114S24151	GO:0006886 GO:0016192 GO:0005198 GO:0030130 GO:0030132	K04646	PF00637 PF13838 PF01394 PF09268
SM000114S24152	GO:0030170 GO:0019346	K01739	PF01053
SM000114S24156	GO:0003700 GO:0043565 GO:0006355		PF03106
SM000114S24158	GO:0006367 GO:0005669	K03132	PF04658
SM000114S24159	GO:0055085 GO:0005741		PF01459
SM000114S24161	GO:0016491	K12657	PF00696 PF00171
SM000114S24163	GO:0005524 GO:0016887	K03235	PF00005 PF00385
SM000114S24164	GO:0005534 GO:0005524		PF10509 PF08544 PF00288
SM000114S24165	GO:0003677 GO:0005524 GO:0006270	K02210	PF00493 PF17207 PF17855 PF14551 PF01078
SM000114S24169	GO:0005515		PF13418 PF13415 PF01344 PF13964
SM000114S24171	GO:0009055 GO:0015035 GO:0045454		PF00462 PF05768
SM000114S24173	GO:0008299	K14066	PF00348
SM000115S23891	GO:0022900 GO:0005739		PF08122
SM000115S23896	GO:0015299 GO:0006812 GO:0055085 GO:0016021 GO:0006813		PF00999 PF02254
SM000115S23897	GO:0003824 GO:0005975 GO:0004553 GO:0043169		PF00128 PF02922 PF02806
SM000115S23898	GO:0016787		PF00149 PF14008
SM000115S23899	GO:0005515 GO:0004672 GO:0006468		PF13855 PF00560 PF08263 PF07714
SM000115S23900	GO:0000166 GO:0004812 GO:0005524 GO:0006418 GO:0043039	K01868	PF00587 PF03129 PF07973 PF02824
SM000115S23901	GO:0016746	K00627	PF00198 PF01709 PF00364 PF02817
SM000115S23904	GO:0005515	K24755	PF00400
SM000115S23905	GO:0005524 GO:0016887	K06185	PF00005 PF13304 PF12848
SM000115S23907	GO:0005524 GO:0042626 GO:0055085 GO:0016021 GO:0016887	K05657	PF00664 PF00005
SM000115S23908	GO:0006352 GO:0005634		PF03540
SM000115S23911	GO:0005515 GO:0005524 GO:0051276 GO:0005694	K06636	PF02463 PF06470 PF13304 PF13175 PF13555
SM000115S23912	GO:0004451 GO:0019752	K01637	PF00463 PF13714
SM000115S23915	GO:0005515	K22077	PF13417 PF02798 PF13409 PF00043 PF14497 PF13410
SM000115S23917	GO:0005515	K22077	PF02798 PF13417 PF13409 PF00043 PF13410
SM000115S23920	GO:0016538	K02219	PF01111
SM000115S23923	GO:0008289		PF07059 PF01852
SM000115S23929	GO:0046873 GO:0030001 GO:0055085 GO:0016020	K14713	PF02535
SM000115S23931	GO:0003676	K11094	PF00076 PF13893
SM000115S23935	GO:0006807		PF00795
SM000115S23937	GO:0003676 GO:0016491	K13201	PF00076 PF01593 PF13450
SM000115S23938	GO:0016491 GO:0006520	K00261	PF00208 PF02812
SM000115S23939	GO:0005515	K15443	PF00400
SM000115S23940	GO:0003676	K12876	PF00076
SM000115S23941	GO:0009055 GO:0051536	K02639	PF00111
SM000115S23943	GO:0005506 GO:0016491 GO:0008610	K00227	PF04116
SM000115S23947	GO:0035091		PF13901 PF00787
SM000115S23948	GO:0016409	K18932	PF01529
SM000115S23949	GO:0005509		PF00353
SM000115S23950	GO:0003723		PF04146
SM000116S24195	GO:0005515		PF00651
SM000116S24198	GO:0046983	K10688	PF00179 PF00010
SM000116S24199	GO:0006464	K01942	PF03099
SM000116S24200	GO:0003700 GO:0006352 GO:0006355		PF04542
SM000116S24201	GO:0004185 GO:0006508 GO:0003824 GO:0045454	K05907	PF00450 PF01507 PF00085
SM000116S24202	GO:0016829 GO:0006520	K04487	PF00266 PF01212
SM000116S24206	GO:0003824 GO:0051536 GO:0035596 GO:0051539		PF04055 PF00919
SM000116S24207	GO:0043015	K16571	PF04130 PF17681
SM000116S24208	GO:0009231 GO:0009349	K00794	PF00885
SM000116S24210	GO:0003677 GO:0006352		PF00352
SM000116S24213	GO:0005515		PF13409 PF13410 PF00043 PF14497
SM000116S24216	GO:0000287 GO:0004427 GO:0006796 GO:0005737		PF00719
SM000116S24220	GO:0009055 GO:0015035 GO:0045454	K07390	PF00462
SM000116S24222	GO:0005525	K14538	PF01926 PF08701 PF02421
SM000116S24225	GO:0016491	K00130	PF00171
SM000116S24231	GO:0003676	K11294	PF00076
SM000116S24232	GO:0004650 GO:0005975		PF00295
SM000116S24234	GO:0003723 GO:0004540	K12585	PF00773 PF17849 PF13638 PF17216 PF17215
SM000116S24235	GO:0005515	K17262	PF14560 PF01302
SM000116S24236	GO:0003824 GO:0003854 GO:0016616 GO:0006694		PF01370 PF01073
SM000116S24240	GO:0005515 GO:0000062		PF13854 PF13415 PF13418 PF01344 PF07646 PF00887
SM000116S24241	GO:0004672 GO:0005524 GO:0006468 GO:0005515	K08333	PF01490 PF00069 PF00400
SM000116S24242	GO:0004499 GO:0050660 GO:0050661 GO:0016491	K11816	PF00743 PF07992 PF13450 PF01593
SM000116S24243	GO:0005634 GO:0005515		PF13832 PF13771 PF05964 PF00856 PF13831 PF00855 PF13365 PF05965 PF00628
SM000116S24244	GO:0004664 GO:0009094	K05359	PF00800
SM000116S24246	GO:0008138 GO:0016311		PF00782
SM000116S24249	GO:0003824 GO:0030151 GO:0030170		PF03476 PF03473
SM000116S24250	GO:0008168	K15334	PF01189
SM000116S24252	GO:0003676 GO:0005524	K10899	PF00270 PF00271 PF16124
SM000116S24253	GO:0003843 GO:0006075 GO:0000148 GO:0016020	K11000	PF02364 PF14288 PF04652
SM000116S24258	GO:0005515		PF00515 PF07719 PF13432 PF13371 PF13414 PF13181 PF13428 PF14559 PF13176 PF13174
SM000116S24260	GO:0015095 GO:0015693 GO:0016021		PF05653
SM000116S24261	GO:0006281 GO:0003684	K03509	PF00817 PF11799
SM000116S24264	GO:0005515		PF13637 PF12796 PF17830 PF13857 PF00023 PF13606
SM000117S25465	GO:0016209 GO:0016491 GO:0051920	K03386	PF00578 PF08534 PF10417
SM000117S25475	GO:0003777 GO:0005524 GO:0008017 GO:0007018		PF00225 PF16796
SM000117S25476	GO:0016787 GO:0016021		PF01150 PF01184
SM000117S25480	GO:0003735 GO:0006412 GO:0005840	K02957	PF00410
SM000117S25490	GO:0017176	K03858	PF10181
SM000117S25494	GO:0003676		PF07744 PF00076
SM000117S25497	GO:0016746	K13506	PF01553
SM000117S25500	GO:0003723 GO:0016779 GO:0006396		PF01743 PF12627
SM000117S25504	GO:0003824 GO:0050660 GO:0016491	K18204	PF02913 PF01565
SM000117S25506	GO:0003824	K05956	PF00432
SM000117S25507	GO:0016853 GO:0005975		PF01263
SM000117S25509	GO:0015267 GO:0055085 GO:0016020		PF00230
SM000117S25510	GO:0003735 GO:0006412 GO:0005840 GO:0003723		PF03719 PF00333
SM000117S25515	GO:0004252 GO:0016021		PF01694 PF00627
SM000117S25519	GO:0006629		PF01764
SM000117S25521	GO:0009116	K00759	PF00156
SM000117S25522	GO:0003872 GO:0006096	K00895	PF00365
SM000117S25526	GO:0003735 GO:0006412 GO:0005840	K02930	PF00573 PF14374
SM000117S25535	GO:0003677 GO:0042025 GO:0005524	K02213	PF13401 PF09079 PF01429 PF00004
SM000117S25536	GO:0004386 GO:0003676 GO:0005524	K13026	PF07717 PF04408 PF00270 PF00271
SM000117S25538	GO:0003677 GO:0003899 GO:0006351		PF01194
SM000118S25565	GO:0005506 GO:0016705 GO:0020037		PF00067
SM000118S25567	GO:0009055 GO:0051536		PF00111
SM000118S25570	GO:0003824	K01687	PF00920
SM000118S25572	GO:0000166 GO:0004820 GO:0005524 GO:0006426 GO:0005737	K14164	PF02092 PF02091
SM000118S25573	GO:0003824 GO:0004315 GO:0006633	K00660	PF00501 PF00195 PF02797 PF08545
SM000118S25576	GO:0003677		PF01388 PF00011
SM000118S25577	GO:0005507	K02258	PF04442
SM000118S25579	GO:0005515		PF00917
SM000118S25580	GO:0003700 GO:0006355	K11673	PF00022 PF00170 PF07716
SM000118S25589	GO:0097020 GO:0006888 GO:0016021		PF04148
SM000118S25590	GO:0005525		PF00025 PF04670 PF09439
SM000118S25591	GO:0005515		PF07648
SM000118S25592	GO:0005515		PF00856
SM000118S25593	GO:0003677 GO:0005634		PF03110
SM000118S25595	GO:0004672 GO:0006468 GO:0005524 GO:0005515		PF07714 PF00069 PF00564
SM000118S25596	GO:0005515		PF00789 PF13639 PF17123 PF13923
SM000118S25597	GO:0003924		PF00091 PF02493
SM000118S25598	GO:0005506 GO:0016705 GO:0020037		PF00067
SM000118S25599	GO:0003676 GO:0006397 GO:0005634	K22611	PF00076 PF05843 PF05391
SM000118S25600	GO:0046872 GO:0030001		PF00122 PF00702 PF03729 PF00403
SM000118S25602	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714
SM000118S25603	GO:0016616 GO:0051287	K00012	PF03721 PF03720 PF00984
SM000118S25604	GO:0043190		PF02405
SM000118S25605	GO:0016636 GO:0050897 GO:0010024	K08101	PF05996
SM000118S25606	GO:0015930 GO:0016638 GO:0006537 GO:0006807 GO:0016491	K00284	PF00310 PF01645 PF04898 PF01493
SM000118S25607	GO:0005524	K03061	PF00004 PF17862
SM000118S25610	GO:0005524 GO:0005534	K12446	PF00288 PF13528 PF08544 PF10509
SM000118S25614	GO:0016021		PF03124
SM000118S25616	GO:0045454		PF00085
SM000118S25619	GO:0016757		PF04577
SM000118S25620	GO:0004252 GO:0070008 GO:0008236 GO:0006508	K01322	PF02897 PF00326
SM000118S25622	GO:0005507 GO:0055070		PF03932
SM000119S25623	GO:0033743	K07305	PF01641
SM000119S25626	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714
SM000119S25628	GO:0005515		PF00536 PF07647 PF00041
SM000119S25629	GO:0016872		PF02431 PF16036
SM000119S25631	GO:0005524	K20098	PF00176 PF00271
SM000119S25632	GO:0005515		PF00400
SM000119S25634	GO:0005515		PF07719 PF13181
SM000119S25637	GO:0016746		PF01553
SM000119S25638	GO:0004553 GO:0005975	K01188	PF00232
SM000119S25639	GO:0008168		PF03141 PF08241
SM000119S25640	GO:0003777 GO:0005524 GO:0008017 GO:0007018 GO:0003677	K10403	PF00225 PF16796 PF00633
SM000119S25642	GO:0005509 GO:0015979 GO:0009523 GO:0009654 GO:0019898		PF01789
SM000119S25643	GO:0006623	K20195	PF03164
SM000119S25648	GO:0003677 GO:0006260 GO:0005634 GO:0003676 GO:0008270	K07466	PF08646 PF16900 PF04057 PF00098 PF01336
SM000119S25650	GO:0022857 GO:0055085 GO:0005886 GO:0015743		PF04632 PF13515 PF11744
SM000119S25651	GO:0008236 GO:0006508		PF00326
SM000119S25652	GO:0005524		PF13604 PF13245 PF18335 PF14490 PF13538 PF14520 PF01443 PF05127
SM000119S25653	GO:0005515	K18598	PF00400
SM000119S25656	GO:0008374 GO:0006629		PF02450
SM000119S25657	GO:0005515	K13216	PF00498
SM000119S25658	GO:0008236 GO:0006508	K03797	PF03572
SM000119S25663	GO:0008168	K10770	PF13532 PF08241 PF13649
SM000119S25668	GO:0005515		PF00536 PF07647
SM000120S25677	GO:0016491		PF03435 PF13460
SM000120S25682	GO:0016702	K00464	PF03055
SM000120S25685	GO:0003735 GO:0006412 GO:0005840		PF00312
SM000120S25688	GO:0016787		PF00293
SM000120S25690	GO:0000160 GO:0000155 GO:0007165		PF00072 PF02518 PF00512
SM000120S25693	GO:0005515		PF00498
SM000120S25697	GO:0008270		PF06839
SM000120S25699	GO:0003824	K01598	PF02441
SM000120S25700	GO:0008234 GO:0006508 GO:0004197 GO:0050790	K01363	PF00112 PF08127
SM000120S25701	GO:0016491	K00472	PF13640 PF03171
SM000120S25702	GO:0005515	K01800	PF13417 PF02798 PF13409 PF14497 PF13410 PF00043
SM000120S25703	GO:0003677 GO:0008270	K08073	PF08645 PF00645
SM000120S25704	GO:0004298 GO:0051603 GO:0005839	K02730	PF00227
SM000120S25706	GO:0008757	K00569	PF05724
SM000120S25707	GO:0015299 GO:0006812 GO:0055085 GO:0016021		PF00999
SM000120S25716	GO:0005524 GO:0042626 GO:0055085 GO:0016021 GO:0016887		PF06472 PF00005
SM000120S25721	GO:0008270		PF02891 PF00628
SM000120S25722	GO:0008168	K06970	PF05971
SM000120S25724	GO:0005515	K03350	PF00515 PF07719 PF12895 PF13181 PF13432
SM000121S25973	GO:0005515	K24755	PF00400
SM000121S25978	GO:0005515 GO:0004672 GO:0006468		PF13855 PF08263 PF00560 PF07714
SM000121S25979	GO:0003824 GO:0005975 GO:0004553 GO:0043169		PF00128 PF02922 PF02806
SM000121S25980	GO:0000166 GO:0004812 GO:0005524 GO:0006418 GO:0043039		PF00587 PF03129 PF07973
SM000121S25981	GO:0016746	K00627	PF00198 PF01709 PF00364 PF02817
SM000121S25982	GO:0004672 GO:0006468 GO:0005524		PF07714 PF00069
SM000121S25986	GO:0005524 GO:0016887	K06185	PF00005 PF13304 PF12848
SM000121S25987	GO:0016787		PF00149 PF14008
SM000121S25989	GO:0005524 GO:0016887 GO:0042626 GO:0055085 GO:0016021	K05657	PF00005 PF00664
SM000121S25991	GO:0022900 GO:0005739		PF08122
SM000121S25993	GO:0004553 GO:0005975 GO:0016798		PF00331 PF02018
SM000121S25995	GO:0015299 GO:0006812 GO:0055085 GO:0016021 GO:0006813		PF00999 PF02254
SM000121S26001	GO:0005515		PF00023 PF12796 PF13637 PF13606
SM000121S26002	GO:0005524	K04077	PF00118
SM000121S26003	GO:0016020	K21891	PF01956
SM000121S26008	GO:0005515		PF07646
SM000121S26009	GO:0003774 GO:0016459		PF06017
SM000121S26010	GO:0005337 GO:0015858 GO:0016021 GO:0022857 GO:0055085 GO:0005351 GO:0008643 GO:0016020		PF12832 PF03825 PF07690 PF01306
SM000121S26011	GO:0045454 GO:0005509	K09580	PF00085 PF13848 PF01216
SM000121S26012	GO:0006629		PF01764
SM000121S26014	GO:0004672 GO:0005524 GO:0006468	K20717	PF00069 PF07714
SM000121S26017	GO:0022857 GO:0055085 GO:0016020	K03294	PF13520 PF00324 PF13906
SM000121S26018	GO:0003697 GO:0005524 GO:0006281		PF08423 PF13481 PF00154
SM000121S26023	GO:0006333 GO:0005634	K10753	PF04729
SM000121S26025	GO:0008168		PF08241 PF13649
SM000121S26026	GO:0016491 GO:0045454	K00382	PF07992 PF02852 PF00070 PF00890 PF01134
SM000121S26028	GO:0016020 GO:0005524 GO:0016887		PF01061 PF00005
SM000121S26030	GO:0003723	K06963	PF02926
SM000122S25745	GO:0008168		PF08241 PF03141
SM000122S25748	GO:0008137 GO:0009055 GO:0016020		PF05071
SM000122S25749	GO:0005524 GO:0016887 GO:0008134 GO:0006355		PF07724 PF17871 PF10431 PF00004 PF07728 PF02861 PF00158
SM000122S25750	GO:0008168		PF03141 PF08241
SM000122S25752	GO:0004672 GO:0005524 GO:0006468	K18670	PF00069 PF07714
SM000122S25753	GO:0045454 GO:0005509	K09580	PF00085 PF13848 PF13098 PF01216
SM000122S25757	GO:0016868 GO:0071704 GO:0005975	K01836	PF00408 PF02878 PF02880
SM000122S25758	GO:0008168		PF08241 PF13649 PF08242 PF01209 PF13847 PF13489
SM000122S25759	GO:0007064	K11266	PF10345
SM000122S25763	GO:0019901 GO:0000079		PF08613 PF00134
SM000122S25764	GO:0010277 GO:0016491 GO:0051537		PF08417 PF00355
SM000122S25765	GO:0008168	K11436	PF13649 PF12756 PF08241 PF06325 PF13847 PF05175
SM000122S25769	GO:0016787		PF00149
SM000122S25771	GO:0006886 GO:0006888 GO:0030127 GO:0008270		PF04811 PF04815 PF04810 PF00626
SM000122S25772	GO:0016616 GO:0051287	K00012	PF03721 PF03720 PF00984
SM000122S25778	GO:0009411	K23720	PF09740
SM000122S25781	GO:0003824 GO:0003860	K01692	PF00378 PF16113
SM000122S25782	GO:0006886 GO:0016192 GO:0030117	K12400	PF01602 PF12717
SM000122S25786	GO:0004672 GO:0005524 GO:0006468 GO:0004842 GO:0016567		PF00069 PF07714 PF04564
SM000122S25787	GO:0043190		PF02405
SM000122S25789	GO:0016636 GO:0050897 GO:0010024	K08101	PF05996
SM000122S25792	GO:0015930 GO:0016638 GO:0006537 GO:0006807 GO:0016491	K00284	PF00310 PF01645 PF04898 PF01493
SM000122S25793	GO:0005524	K03061	PF00004 PF17862
SM000122S25794	GO:0005524 GO:0005534	K12446	PF00288 PF13528 PF08544 PF10509
SM000122S25798	GO:0046872		PF13639 PF17123 PF13923 PF00097
SM000122S25800	GO:0005524 GO:0006355 GO:0005634		PF08879 PF08880
SM000122S25801	GO:0003824	K01899	PF02629 PF00549
SM000122S25802	GO:0003676	K14325	PF00076
SM000122S25803	GO:0016757		PF04577
SM000122S25804	GO:0004252 GO:0070008 GO:0008236 GO:0006508	K01322	PF02897 PF00326
SM000122S25805	GO:0016021		PF03124
SM000122S25806	GO:0005507 GO:0055070		PF03932
SM000123S25815	GO:0009055 GO:0015035 GO:0045454		PF00462 PF05768
SM000123S25816	GO:0005515		PF13855 PF08263
SM000123S25818	GO:0005216 GO:0006811 GO:0055085 GO:0016020		PF00520 PF07885
SM000123S25820	GO:0008299	K14066	PF00348
SM000123S25821	GO:0055085 GO:0005741		PF01459
SM000123S25822	GO:0003676 GO:0046872	K13107	PF00076 PF00642
SM000123S25823	GO:0005534 GO:0005524	K18674	PF10509 PF08544 PF00288
SM000123S25825	GO:0005524 GO:0016887	K03235	PF00005 PF00385
SM000123S25827	GO:0004671 GO:0006481 GO:0016021		PF04191 PF04140
SM000123S25830	GO:0005524		PF00004 PF13771 PF13832 PF17862 PF07724
SM000123S25833	GO:0005515		PF01344 PF00646
SM000123S25834	GO:0006355 GO:0000155 GO:0007165 GO:0000160 GO:0009584 GO:0018298 GO:0005515		PF02518 PF00989 PF08448 PF00512 PF00072 PF00360 PF01590 PF13426 PF08446 PF13188
SM000123S25836	GO:0042578	K21797	PF02383
SM000123S25838	GO:0005216 GO:0006811 GO:0055085 GO:0016020		PF00520 PF00027 PF07885
SM000123S25841	GO:0005524 GO:0009378 GO:0006281 GO:0006310		PF00004 PF17862 PF05496
SM000123S25842	GO:0003824 GO:0030151 GO:0030170		PF03473 PF00266 PF03476
SM000123S25845	GO:0016579 GO:0003713 GO:0006406 GO:0045893 GO:0000124 GO:0005643		PF00443 PF13423 PF10163
SM000123S25853	GO:0005515		PF06203
SM000123S25855	GO:0051087		PF02179
SM000123S25856	GO:0005524 GO:0016887		PF00005 PF12848
SM000123S25857	GO:0005515	K05309	PF13417
SM000123S25858	GO:0008237 GO:0008270	K08776	PF01433 PF11838 PF17900
SM000123S25859	GO:0004066 GO:0006529	K01953	PF00733 PF13537 PF13522 PF12481
SM000123S25860	GO:0005524 GO:0051082 GO:0006457		PF00183 PF02518 PF13589
SM000123S25866	GO:0006511		PF03152
SM000123S25867	GO:0042025		PF00134 PF02984
SM000123S25868	GO:0006914	K19730	PF07855
SM000123S25869	GO:0009055 GO:0051536	K00235	PF13085 PF13534 PF13183 PF13237
SM000123S25870	GO:0000160 GO:0000155 GO:0007165	K14489	PF00072 PF00512 PF03924 PF02518
SM000123S25871	GO:0004571 GO:0005509 GO:0016020	K10085	PF01532
SM000123S25872	GO:0008168		PF02353 PF13489 PF08241 PF13649 PF08242 PF13847 PF05175 PF03848
SM000123S25873	GO:0005515		PF00400 PF12894
SM000124S25898	GO:0005525	K06943	PF17835 PF08155 PF06858 PF01926 PF02421 PF09439
SM000124S25900	GO:0003824	K19073	PF13460 PF05368 PF01370
SM000124S25902	GO:0003676 GO:0004527	K12619	PF17846 PF03159
SM000124S25903	GO:0016973 GO:0005643		PF07817
SM000124S25904	GO:0010215 GO:0031225		PF04833
SM000124S25909	GO:0005247 GO:0006821 GO:0055085 GO:0016020	K05016	PF00654 PF00571
SM000124S25910	GO:0008168 GO:0008171 GO:0006412		PF08241 PF13649 PF08242 PF13847 PF01209 PF00891 PF05175 PF13489 PF09243
SM000124S25913	GO:0016491	K00278	PF00890 PF02910 PF01266
SM000124S25914	GO:0005515		PF13855
SM000124S25915	GO:0005515 GO:0016491	K11274	PF12341 PF00400 PF01408 PF12894
SM000124S25919	GO:0005515	K03363	PF00400 PF12894
SM000124S25920	GO:0030170 GO:0009058	K00654	PF00155
SM000124S25921	GO:0016757		PF01501
SM000124S25923	GO:0004514 GO:0009435 GO:0016763	K00767	PF01729 PF02749
SM000124S25926	GO:0008168 GO:0006694	K00559	PF08498 PF08241 PF13847 PF13649 PF13489 PF01209
SM000124S25928	GO:0003723 GO:0008173 GO:0006396	K15333	PF00588
SM000124S25929	GO:0016491 GO:0003676 GO:0005524 GO:0003723 GO:0003724 GO:0005634	K00131	PF00171 PF00270 PF00271 PF08147
SM000124S25931	GO:0005524 GO:0016887 GO:0042626 GO:0055085 GO:0016021	K02021	PF00005 PF00664
SM000124S25934	GO:0008171		PF01596 PF13578
SM000124S25935	GO:0003723		PF01985
SM000124S25937	GO:0016787		PF00293
SM000124S25939	GO:0005515 GO:0016491		PF00400 PF01593 PF13450 PF00890
SM000124S25942	GO:0010011 GO:0045735		PF02041 PF07883 PF00190
SM000124S25943	GO:0016787		PF00149 PF12850
SM000124S25945	GO:0004222 GO:0005524 GO:0006508	K03798	PF01434 PF00004 PF17862
SM000124S25946	GO:0000166 GO:0004813 GO:0005524 GO:0006419 GO:0004812 GO:0043039 GO:0003676	K01872	PF01411 PF07973 PF02272
SM000124S25948	GO:0003779		PF00241
SM000124S25951	GO:0003735 GO:0006412 GO:0005840	K02930	PF00573 PF14374
SM000124S25955	GO:0003676 GO:0005524 GO:0004386		PF07717 PF00270 PF04408 PF00271
SM000124S25956	GO:0003676	K19036	PF13086 PF13087 PF13604 PF13245 PF01424
SM000124S25961	GO:0003677 GO:0042025 GO:0005524	K02213	PF09079 PF13401 PF01429 PF00004 PF17872
SM000125S26042	GO:0003676	K12898	PF00076
SM000125S26043	GO:0003676 GO:0003755 GO:0000413 GO:0008270		PF00076 PF00160 PF00098
SM000125S26044	GO:0005096		PF01412
SM000125S26046	GO:0003700 GO:0006355 GO:0005667		PF02319
SM000125S26049	GO:0008168	K03438	PF01795 PF05686
SM000125S26054	GO:0005515	K03030	PF01398 PF13012 PF14464
SM000125S26055	GO:0044238		PF16321 PF02482
SM000125S26061	GO:0003755 GO:0000413	K12733	PF00160
SM000125S26063	GO:0006904 GO:0016192	K12479	PF00995
SM000125S26064	GO:0005515	K24634	PF00856 PF13181
SM000125S26065	GO:0005524 GO:0016887 GO:0003677		PF00005 PF16326 PF12848
SM000125S26067	GO:0004553 GO:0005975		PF00232
SM000125S26070	GO:0005509 GO:0015979 GO:0009523 GO:0009654 GO:0019898	K08901	PF05757
SM000125S26075	GO:0016538		PF01111
SM000125S26077	GO:0003755 GO:0000413 GO:0005515	K12736	PF00160 PF00400
SM000125S26078	GO:0016788		PF13472 PF00657
SM000125S26081	GO:0016192	K20368	PF03311
SM000125S26085	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714
SM000125S26086	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714
SM000125S26087	GO:0003676 GO:0005524	K12858	PF00270 PF00271
SM000125S26090	GO:0003824 GO:0003854 GO:0016616 GO:0006694		PF13460 PF05368 PF01370 PF01073
SM000125S26092	GO:0008168 GO:0003723 GO:0006355 GO:0032259	K03500	PF01189 PF01029 PF01728
SM000125S26095	GO:0046983		PF00010
SM000125S26097	GO:0003723		PF00806
SM000125S26101	GO:0003872 GO:0006096	K00850	PF00365
SM000125S26105	GO:0006629		PF01764
SM000125S26111	GO:0004672 GO:0005524 GO:0006468	K02206	PF00069 PF07714
SM000126S26286	GO:0003676	K14787	PF00076 PF13893
SM000126S26287	GO:0000213 GO:0006388	K15322	PF01974
SM000126S26288	GO:0008964 GO:0006099 GO:0015977		PF00311
SM000126S26289	GO:0003735 GO:0006412 GO:0005840		PF00366
