Gene ID	GO	KOG	ENZYME
ostta04g01710	GO:0005622	KOG1929	
ostta04g01720	GO:0008270	KOG0297	
ostta04g01745	GO:0004553 GO:0005975 GO:0016985		3.2.1.78
ostta04g01750	GO:0005509	KOG0034	
ostta04g01760	GO:0003735 GO:0005622 GO:0005840 GO:0006412	KOG3255	
ostta04g01770	GO:0003676	KOG0110	
ostta04g01780	GO:0008080 GO:0008152	KOG2488	
ostta04g01790	GO:0009538 GO:0015979		
ostta04g01810	GO:0005525 GO:0007264 GO:0003924 GO:0005515 GO:0006886 GO:0006913 GO:0007165 GO:0005622 GO:0015031	KOG0394	
ostta04g01830	GO:0005515 GO:0008270 GO:0003677 GO:0005634	KOG0383	
ostta04g01860	GO:0003735 GO:0005622 GO:0005840 GO:0006412	KOG2309	
ostta04g01870	GO:0004535	KOG2338	3.1.13.4
ostta04g01920	GO:0003677 GO:0005524 GO:0005515 GO:0008270	KOG0954	3.6.4.-
ostta04g01930	GO:0006511	KOG1864	3.4.19.12
ostta04g01940	GO:0004806 GO:0006629	KOG2088	
ostta04g01960	GO:0005488		
ostta04g01970	GO:0000907 GO:0018602 GO:0019798 GO:0043734	KOG3959	1.14.11.-
ostta04g01980	GO:0004645 GO:0005975 GO:0008152 GO:0016597 GO:0030170 GO:0008184	KOG2099	2.4.1.1
ostta04g01990	GO:0000226 GO:0000922 GO:0005815	KOG2065	
ostta04g01995	GO:0006508 GO:0008237 GO:0016787 GO:0046983 GO:0004407 GO:0008418 GO:0008759 GO:0018748 GO:0018749 GO:0043747 GO:0043748 GO:0043864 GO:0047419		3.5.1.-
ostta04g02010	GO:0005215 GO:0006810 GO:0016020		
ostta04g02020	GO:0008033 GO:0017150 GO:0050660 GO:0043738 GO:0043826 GO:0043883 GO:0051341	KOG2335	1.-.-.-
ostta04g02030	GO:0005509	KOG4308	
ostta04g02050	GO:0005524 GO:0006298 GO:0030983	KOG0218	
ostta04g02060	GO:0000179 GO:0003880 GO:0008169 GO:0008170 GO:0008171 GO:0008172 GO:0008173 GO:0008174 GO:0008175 GO:0008276 GO:0008425 GO:0008649 GO:0008650 GO:0009008 GO:0009383 GO:0016205 GO:0016273 GO:0016274 GO:0016278 GO:0016279 GO:0016300 GO:0016423 GO:0016426 GO:0016427 GO:0016433 GO:0016434 GO:0016435 GO:0016436 GO:0018423 GO:0018707 GO:0019702 GO:0030792 GO:0043770 GO:0043776 GO:0043777 GO:0043780 GO:0043782 GO:0043791 GO:0043803 GO:0043827 GO:0043833 GO:0043834 GO:0043851 GO:0043852	KOG1709	2.1.1.-
ostta04g02080	GO:0009058 GO:0016740 GO:0004310 GO:0008610 GO:0016021	KOG1459	2.5.1.21
ostta04g02090	GO:0009058 GO:0015995 GO:0016851		
ostta04g02100	GO:0003677 GO:0005524 GO:0003676 GO:0004386	KOG0387	3.6.4.-
ostta04g02105	GO:0000175 GO:0003723 GO:0006396	KOG1068	
ostta04g02130	GO:0016020	KOG1134	
ostta04g02140	GO:0003676 GO:0004386 GO:0005524 GO:0003723	KOG0922	
ostta04g02150	GO:0005622 GO:0007165 GO:0004439	KOG0565	3.1.3.36
ostta04g02160	GO:0006886 GO:0016020 GO:0005515 GO:0016192	KOG1666	
ostta04g02180	GO:0016071	KOG3428	
ostta04g02200	GO:0005509		
ostta04g02210	GO:0004842 GO:0005622 GO:0006464 GO:0051438 GO:0051443 GO:0051444	KOG4177	6.3.2.19
ostta04g02240	GO:0004143 GO:0007205 GO:0003951 GO:0008152	KOG1169	2.7.1.107
ostta04g02250	GO:0031072	KOG0691	
ostta04g02270	GO:0004672 GO:0005524 GO:0006468 GO:0004674 GO:0008152 GO:0016597 GO:0004692	KOG0603	
ostta04g02370	GO:0004176		
ostta04g02380	GO:0005634 GO:0006333	KOG3265	
ostta04g02390	GO:0004553 GO:0005975	KOG1065	
ostta04g02480	GO:0016021	KOG4293	
ostta04g02490	GO:0005215 GO:0006814 GO:0016020		
ostta04g02510	GO:0005524	KOG0651	
ostta04g02520	GO:0015031	KOG1655	
ostta04g02530	GO:0005622 GO:0004721 GO:0004723 GO:0004724 GO:0005963 GO:0008420 GO:0008597 GO:0017018 GO:0017020 GO:0017023	KOG0323	3.1.3.16
ostta04g02540	GO:0006464 GO:0008641 GO:0003824 GO:0004842 GO:0051438 GO:0051443 GO:0051444	KOG2013	6.3.2.19
ostta04g02580	GO:0005506 GO:0009055 GO:0020037	KOG3453	
ostta04g02590	GO:0005515	KOG0679	
ostta04g02610	GO:0005515 GO:0006886 GO:0016192 GO:0030117 GO:0005198 GO:0008565 GO:0030126 GO:0005488	KOG1058	
ostta04g02620	GO:0016671 GO:0019538		
ostta04g02630	GO:0005525 GO:0004517 GO:0051767	KOG1249	1.14.13.39
ostta04g02640	GO:0008080 GO:0008152		
ostta04g02650	GO:0000049 GO:0000166 GO:0004812 GO:0005524 GO:0005737 GO:0006412 GO:0006418 GO:0004825 GO:0006431	KOG0436	6.1.1.10
ostta04g02660	GO:0016491 GO:0050660 GO:0003885 GO:0016020 GO:0003824 GO:0016633	KOG4730	1.3.2.3
ostta04g02690	GO:0006457 GO:0003755	KOG0552	5.2.1.8
ostta04g02710	GO:0003756	KOG0907	5.3.4.1
ostta04g02720	GO:0003824	KOG1454	
ostta04g02740	GO:0005524 GO:0005975 GO:0008974 GO:0008152 GO:0016301	KOG4203	2.7.1.19
ostta04g02750	GO:0016469 GO:0046961 GO:0015986 GO:0046933	KOG3432	
ostta04g02770	GO:0003676 GO:0005524 GO:0008026 GO:0004386 GO:0003723 GO:0005634	KOG0331	
ostta04g02780	GO:0009306 GO:0015450 GO:0016020		
ostta04g02800	GO:0030001 GO:0046872		
ostta04g02820	GO:0005524	KOG0651	
ostta04g02830	GO:0005216 GO:0006811 GO:0016020	KOG2301	
ostta04g02850	GO:0003677 GO:0008270		
ostta04g02880	GO:0016706 GO:0019538		
ostta04g02900	GO:0003676 GO:0005622 GO:0006396	KOG0128	
ostta04g02910	GO:0004657 GO:0006537 GO:0006562 GO:0018528	KOG0186	1.5.-.-
ostta04g02930	GO:0003677 GO:0005634 GO:0005488		
ostta04g02950	GO:0009055 GO:0051536		
ostta04g02970	GO:0003735 GO:0005622 GO:0005840 GO:0006412	KOG1570	
ostta04g03010	GO:0006820 GO:0016021	KOG1172	
ostta04g03030	GO:0009107 GO:0016992 GO:0003824 GO:0051536	KOG2672	
ostta04g03050	GO:0005515 GO:0008270	KOG0828	
ostta04g03080	GO:0016853 GO:0003756	KOG0191	5.3.4.1
ostta04g03090	GO:0005786 GO:0006614 GO:0008312 GO:0030942 GO:0005515 GO:0045900 GO:0048500	KOG1761	
ostta04g03100	GO:0005643 GO:0006606	KOG4674	
ostta04g03110	GO:0003777 GO:0005524 GO:0005875 GO:0007018	KOG0239	
ostta04g03150	GO:0005634	KOG2570	
ostta04g03170	GO:0008299 GO:0004161	KOG0776	2.5.1.1
ostta04g03190	GO:0005524 GO:0006605 GO:0006886 GO:0016020 GO:0017038 GO:0005515		
ostta04g03250	GO:0005515 GO:0005737		
ostta04g03260	GO:0019787 GO:0043687 GO:0051246 GO:0004842 GO:0051438 GO:0051443 GO:0051444	KOG0420	6.3.2.19
ostta04g03270	GO:0003824 GO:0008299 GO:0030604		
ostta04g03310	GO:0008152 GO:0016491 GO:0004502	KOG2614	1.14.13.9
ostta04g03320	GO:0004364	KOG1695	2.5.1.18
ostta04g03340	GO:0003824 GO:0008152 GO:0031177 GO:0050564	KOG4177	
ostta04g03370	GO:0031072	KOG0719	
ostta04g03430	GO:0005509	KOG0028	
ostta04g03440	GO:0005488	KOG1787	
ostta04g03460	GO:0003712 GO:0004402 GO:0005634 GO:0006355 GO:0008270 GO:0005515	KOG1778	2.3.1.48
ostta04g03470	GO:0004605 GO:0008654 GO:0016020	KOG1440	2.7.7.41
ostta04g03480	GO:0000179 GO:0003880 GO:0008169 GO:0008170 GO:0008171 GO:0008172 GO:0008173 GO:0008174 GO:0008175 GO:0008276 GO:0008425 GO:0008649 GO:0008650 GO:0009008 GO:0009383 GO:0016205 GO:0016273 GO:0016274 GO:0016278 GO:0016279 GO:0016300 GO:0016423 GO:0016426 GO:0016427 GO:0016433 GO:0016434 GO:0016435 GO:0016436 GO:0018423 GO:0018707 GO:0019702 GO:0030792 GO:0043770 GO:0043776 GO:0043777 GO:0043780 GO:0043782 GO:0043791 GO:0043803 GO:0043827 GO:0043833 GO:0043834 GO:0043851 GO:0043852	KOG4300	2.1.1.-
ostta04g03490	GO:0003723 GO:0003964 GO:0006278 GO:0003677 GO:0003721 GO:0005634	KOG1005	2.7.7.49
ostta04g03500	GO:0003676 GO:0008270	KOG0126	
ostta04g03510	GO:0006631 GO:0045300 GO:0016491 GO:0046914		
ostta04g03520	GO:0005524 GO:0006139 GO:0019205 GO:0016776 GO:0004017	KOG3078	2.7.4.3
ostta04g03530	GO:0000226 GO:0000922 GO:0005815	KOG2000	
ostta04g03540	GO:0005524 GO:0016887 GO:0000166 GO:0017111 GO:0015412	KOG0065	3.6.3.29
ostta04g03550	GO:0004470 GO:0006108 GO:0016616 GO:0051287 GO:0004473	KOG1257	1.1.1.40
ostta04g03560	GO:0003677 GO:0003700 GO:0006352 GO:0006355 GO:0016987		
ostta04g03590	GO:0006457		
ostta04g03610	GO:0005737 GO:0017089 GO:0046836 GO:0051861	KOG3221	
ostta04g03620	GO:0005622 GO:0008270	KOG1601	
ostta04g03660	GO:0003950	KOG4177	2.4.2.30
ostta04g03670	GO:0016787 GO:0004721 GO:0004723 GO:0004724 GO:0005963 GO:0008420 GO:0008597 GO:0017018 GO:0017020 GO:0017023	KOG0372	3.1.3.16
ostta04g03680	GO:0008171 GO:0042409	KOG1663	2.1.1.104
ostta04g03700	GO:0005789 GO:0006506 GO:0016021	KOG2552	
ostta04g03710	GO:0004672 GO:0005524 GO:0006468	KOG1235	
ostta04g03740	GO:0015105 GO:0016021 GO:0015137 GO:0015746 GO:0008131	KOG2639	1.4.3.4
ostta04g03750	GO:0008080 GO:0008152	KOG4135	
ostta04g03760	GO:0006807 GO:0016810 GO:0050152	KOG0806	3.5.1.3
ostta04g03790	GO:0004540 GO:0008033 GO:0004526 GO:0005634 GO:0016070	KOG4639	3.1.26.5
ostta04g03800	GO:0004427 GO:0009678 GO:0016020		3.6.1.1
ostta04g03840	GO:0003677 GO:0003700 GO:0005634	KOG2897	
ostta04g03850	GO:0005488		
ostta04g03860	GO:0005874 GO:0007021 GO:0051082	KOG3470	
ostta04g03880	GO:0004672 GO:0005524 GO:0006468 GO:0004674	KOG0581	
ostta04g03900	GO:0016491 GO:0050660	KOG2495	
ostta04g03930	GO:0005975 GO:0016614 GO:0004367 GO:0006072 GO:0009331 GO:0016491 GO:0005737 GO:0016616 GO:0046168 GO:0051287	KOG2711	1.1.1.8
ostta04g03940	GO:0004553 GO:0005975 GO:0003824 GO:0043169 GO:0003844 GO:0005978	KOG0470	2.4.1.18
ostta04g03950	GO:0005375 GO:0006825 GO:0016021		
ostta04g03960	GO:0003824 GO:0006596 GO:0004586	KOG0622	4.1.1.17
ostta04g03980	GO:0008270 GO:0016787 GO:0008703 GO:0008835 GO:0009231 GO:0003824	KOG1018	
ostta04g03990	GO:0007275 GO:0008013		
ostta04g04000	GO:0005524 GO:0016301 GO:0016310 GO:0051752		
ostta04g04020	GO:0016020	KOG3083	
ostta04g04040	GO:0005524 GO:0006457 GO:0051082 GO:0004655	KOG0102	4.2.1.24
ostta04g04050	GO:0003677 GO:0003887 GO:0005488 GO:0034061	KOG1926	2.7.7.7
ostta04g04060	GO:0003676 GO:0008270		
ostta04g04080	GO:0005215 GO:0006814 GO:0016020		
ostta04g04090	GO:0005247 GO:0006821 GO:0016020 GO:0005216	KOG0475	
ostta04g04110	GO:0005515 GO:0006886 GO:0016192 GO:0030117 GO:0008565 GO:0030131 GO:0005488	KOG1062	
ostta04g04120	GO:0016740	KOG1462	
ostta04g04130	GO:0004526		3.1.26.5
ostta04g04150	GO:0009512		
ostta04g04160	GO:0005515 GO:0008270 GO:0004842 GO:0051438 GO:0051443 GO:0051444	KOG0800	6.3.2.19
ostta04g04170	GO:0003735 GO:0005622 GO:0005840 GO:0006412	KOG1790	
ostta04g04190	GO:0005509		
ostta04g04200	GO:0016020	KOG2881	
ostta04g04220	GO:0003854 GO:0006694 GO:0000252 GO:0047012	KOG1430	1.1.1.170
ostta04g04230	GO:0003735 GO:0005622 GO:0005840 GO:0006412	KOG3278	
ostta04g04240	GO:0003676 GO:0008270		
ostta04g04260	GO:0005086 GO:0005622 GO:0032012 GO:0005488	KOG0929	
ostta04g04265	GO:0005622 GO:0006888 GO:0006810	KOG3487	
ostta04g04270	GO:0008152 GO:0008168	KOG1269	
ostta04g04280	GO:0016021	KOG2399	
ostta04g04290	GO:0003700 GO:0005634 GO:0006355 GO:0043565 GO:0003677	KOG0773	
ostta04g04320	GO:0008270		
ostta04g04330	GO:0006511 GO:0008270	KOG0944	3.4.19.12
ostta04g04340	GO:0003755 GO:0006457	KOG0865	5.2.1.8
ostta04g04350	GO:0009236 GO:0042242		
ostta04g04380	GO:0006457 GO:0003755	KOG0549	5.2.1.8
ostta04g04390	GO:0003824 GO:0008152	KOG2799	
ostta04g04410	GO:0005634	KOG2084	
ostta04g04420	GO:0004332 GO:0006096	KOG1557	4.1.2.13
ostta04g04430	GO:0008152 GO:0016491	KOG1208	
ostta04g04470	GO:0008176	KOG3115	2.1.1.33
ostta04g04480	GO:0003777 GO:0005524 GO:0005875 GO:0007018	KOG0242	
ostta04g04520	GO:0005215 GO:0006810 GO:0016021	KOG0253	
ostta04g04540	GO:0010024 GO:0016636 GO:0050897 GO:0050619		
ostta04g04590	GO:0004222 GO:0006508	KOG3607	
ostta04g04600	GO:0004222 GO:0006508	KOG3607	
ostta04g04640	GO:0006270	KOG2475	
ostta04g04650	GO:0006914	KOG2751	
ostta04g04690	GO:0047793		5.5.1.9
ostta04g04730	GO:0019787 GO:0043687 GO:0051246 GO:0004842 GO:0051438 GO:0051443 GO:0051444	KOG0425	6.3.2.19
ostta04g04740	GO:0004813 GO:0005524 GO:0005737 GO:0006412 GO:0006419 GO:0003676 GO:0043039	KOG0188	6.1.1.7
ostta04g04750	GO:0003824 GO:0008152 GO:0004084 GO:0009081	KOG0975	2.6.1.42
ostta04g04760	GO:0000166 GO:0017111 GO:0003678 GO:0005524 GO:0005634	KOG1942	
ostta04g04770	GO:0003677	KOG0724	
ostta04g04780	GO:0016021	KOG3195	
ostta04g04790	GO:0005509		
ostta04g04820	GO:0003924 GO:0005525	KOG0446	
ostta04g04830	GO:0016491 GO:0050660 GO:0005737 GO:0045454 GO:0004148	KOG1335	1.8.1.4
ostta04g04860	GO:0004497 GO:0005507 GO:0004504 GO:0006518 GO:0016020 GO:0003824 GO:0009987 GO:0004598	KOG3567	4.3.2.5
ostta04g04870	GO:0003735 GO:0005622 GO:0005840 GO:0006412	KOG1715	
ostta04g04900	GO:0016763 GO:0000107 GO:0018071 GO:0018121 GO:0018127 GO:0043867	KOG2634	2.4.2.-
ostta04g04910	GO:0003677 GO:0003899 GO:0005634	KOG3218	
ostta04g04930	GO:0003676	KOG4210	
ostta04g04940	GO:0004659 GO:0016021 GO:0006783 GO:0008495 GO:0004661 GO:0008318 GO:0008412 GO:0043766 GO:0043888 GO:0046428	KOG1380	
ostta04g04970	GO:0003676 GO:0008270 GO:0005634 GO:0006974 GO:0007049 GO:0048478	KOG3004	
ostta04g04980	GO:0016787	KOG0374	
ostta04g05010	GO:0003700 GO:0005634 GO:0006355 GO:0003677		
ostta04g05030	GO:0003735 GO:0005622 GO:0005840 GO:0006412	KOG0187	
ostta04g05040	GO:0004672 GO:0005524 GO:0006468 GO:0004713 GO:0004674	KOG0192	
ostta04g05060	GO:0016192	KOG2887	
ostta04g05070	GO:0005622 GO:0043565 GO:0003677	KOG0871	
ostta04g05080	GO:0006470 GO:0008138 GO:0016311 GO:0016791 GO:0004725	KOG2386	
ostta04g05110	GO:0003676 GO:0008270 GO:0005622		
ostta04g05140	GO:0005515 GO:0008270	KOG0800	
ostta04g05150	GO:0004672 GO:0005524 GO:0006468 GO:0004674	KOG0590	
ostta04g05190	GO:0005515 GO:0006508 GO:0008236		
ostta04g05210	GO:0004518 GO:0006281 GO:0008270 GO:0003906	KOG1294	4.2.99.18
ostta04g05220	GO:0003677 GO:0005515 GO:0008270 GO:0000166 GO:0017111 GO:0005524	KOG1514	
ostta04g05230	GO:0003677 GO:0006310 GO:0015074		
ostta04g05250	GO:0006479 GO:0008276		
ostta04g05280	GO:0003676 GO:0004386 GO:0005524 GO:0008026	KOG0335	
ostta04g05320	GO:0016021	KOG1307	
ostta04g05380	GO:0003824 GO:0008152	KOG1176	
ostta04g05390	GO:0005741 GO:0006886 GO:0015450		
ostta04g05410	GO:0003924 GO:0005525 GO:0018024	KOG0458	2.1.1.43
ostta04g05420	GO:0003676 GO:0008270		
ostta04g05470	GO:0003677 GO:0005524 GO:0003676 GO:0004386 GO:0005515 GO:0008270	KOG0298	
ostta04g05510	GO:0003950	KOG4177	2.4.2.30
ostta04g05540	GO:0008112	KOG2793	2.1.1.1
ostta04g05570			
ostta04g05600	GO:0003676 GO:0004386 GO:0005524 GO:0003677	KOG0386	
ostta05g00020	GO:0006629 GO:0016788	KOG3035	
ostta05g00050	GO:0003676 GO:0008270	KOG4197	
ostta05g00075	GO:0000151 GO:0004842 GO:0016567	KOG0167	
ostta05g00080	GO:0005515 GO:0007154 GO:0035091	KOG2273	
ostta05g00090	GO:0003934	KOG2698	3.5.4.16
ostta05g00100	GO:0020037 GO:0046914 GO:0016491 GO:0005506 GO:0006633 GO:0016717	KOG4232	1.14.19.-
ostta05g00110	GO:0003735 GO:0005622 GO:0005840 GO:0006412	KOG3418	
ostta05g00150	GO:0000166 GO:0017111 GO:0003677 GO:0005634 GO:0006260 GO:0003689 GO:0005524 GO:0005663	KOG2035	
ostta05g00220	GO:0004616 GO:0006098 GO:0016491	KOG0409	
ostta05g00250	GO:0003824 GO:0008152 GO:0004467 GO:0015645 GO:0031955 GO:0031956 GO:0031957	KOG1180	6.2.1.3
ostta05g00270	GO:0003913 GO:0006281 GO:0003904	KOG0133	4.1.99.3
ostta05g00280	GO:0031072 GO:0006457 GO:0051082	KOG0713	
ostta05g00300	GO:0016192	KOG1743	
ostta05g00310	GO:0005622 GO:0005515 GO:0008270 GO:0004842 GO:0051438 GO:0051443 GO:0051444	KOG4362	6.3.2.19
ostta05g00330	GO:0003677 GO:0003887 GO:0006260 GO:0034061	KOG0950	2.7.7.7
ostta05g00340	GO:0047834	KOG1576	1.1.1.122
ostta05g00350	GO:0000166	KOG1534	
ostta05g00360	GO:0008152 GO:0008168	KOG1541	
ostta05g00390	GO:0006621 GO:0016021 GO:0046923	KOG3106	
ostta05g00400	GO:0008270 GO:0016787 GO:0004126 GO:0046087 GO:0003824	KOG0833	3.5.4.5
ostta05g00410	GO:0003755 GO:0006457	KOG0883	
ostta05g00430	GO:0003735 GO:0005622 GO:0005840 GO:0006412 GO:0005761	KOG3331	
ostta05g00440	GO:0006807 GO:0016810 GO:0004407 GO:0008418 GO:0008759 GO:0018748 GO:0018749 GO:0043747 GO:0043748 GO:0043864 GO:0047419	KOG0806	3.5.1.-
ostta05g00460	GO:0003677	KOG0050	
ostta05g00470	GO:0006810 GO:0008519 GO:0016020	KOG0682	
ostta05g00490	GO:0000166 GO:0004812 GO:0005524 GO:0005737 GO:0006412 GO:0006418 GO:0004825 GO:0006431	KOG0436	6.1.1.10
ostta05g00500	GO:0003677 GO:0003918 GO:0005524 GO:0005694 GO:0006259 GO:0006265	KOG2795	5.99.1.3
ostta05g00510	GO:0003677		
ostta05g00530	GO:0008152 GO:0016491 GO:0016630	KOG1208	1.3.1.33
ostta05g00550	GO:0005524 GO:0006139 GO:0019205 GO:0016776 GO:0004017	KOG3078	2.7.4.3
ostta05g00560	GO:0005622 GO:0006396	KOG1124	
ostta05g00570	GO:0031072	KOG0713	
ostta05g00600	GO:0003676 GO:0004386 GO:0005524 GO:0006310 GO:0008026	KOG0351	
ostta05g00610	GO:0016021	KOG2399	
ostta05g00630	GO:0016491 GO:0008115		1.5.3.1
ostta05g00660	GO:0003676 GO:0008270	KOG1040	
ostta05g00670	GO:0008270	KOG0704	
ostta05g00710	GO:0008270	KOG1609	
ostta05g00800	GO:0009522 GO:0015979 GO:0016020		
ostta05g00840	GO:0016491 GO:0050660 GO:0016656	KOG1336	1.6.5.4
ostta05g00850	GO:0006855 GO:0015238 GO:0015297 GO:0016020	KOG1347	
ostta05g00860	GO:0005525 GO:0005622 GO:0006886 GO:0004842 GO:0051438 GO:0051443 GO:0051444	KOG0073	6.3.2.19
ostta05g00870	GO:0006457 GO:0000786 GO:0003677 GO:0005634 GO:0006334 GO:0003755	KOG0549	5.2.1.8
ostta05g00880	GO:0004747		2.7.1.15
ostta05g00900	GO:0016021		
ostta05g00930	GO:0050046	KOG0872	
ostta05g00940	GO:0006662 GO:0009055 GO:0015035 GO:0045454 GO:0003756	KOG0190	5.3.4.1
ostta05g00950	GO:0008176	KOG3115	2.1.1.33
ostta05g01030	GO:0009058 GO:0015995 GO:0016851		
ostta05g01055	GO:0016787		
ostta05g01070	GO:0004853 GO:0006779	KOG2872	4.1.1.37
ostta05g01080	GO:0005634 GO:0042254	KOG1980	
ostta05g01110	GO:0003677		
ostta05g01130	GO:0003735 GO:0006412 GO:0015934 GO:0005622 GO:0005840		
ostta05g01140	GO:0016021 GO:0051205	KOG1239	
ostta05g01180	GO:0050236	KOG1575	1.1.1.65
ostta05g01230	GO:0004418 GO:0033014	KOG2892	
ostta05g01250	GO:0003676	KOG1952	
ostta05g01260	GO:0008146 GO:0004304	KOG1584	2.8.2.4
ostta05g01270	GO:0016021		
ostta05g01280	GO:0003677	KOG0048	
ostta05g01300	GO:0006520 GO:0008483 GO:0003824 GO:0009058 GO:0030170 GO:0016769 GO:0004069	KOG1411	2.6.1.1
ostta05g01310			
ostta05g01320	GO:0003676 GO:0004386 GO:0005524 GO:0003700 GO:0006355 GO:0008026	KOG0344	
ostta05g01330	GO:0003676 GO:0008270	KOG0126	
ostta05g01350	GO:0008152 GO:0016829 GO:0008840 GO:0019877		
ostta05g01360	GO:0008152 GO:0016616 GO:0051287 GO:0048037 GO:0004617	KOG0068	1.1.1.95
ostta05g01370	GO:0003677 GO:0006355 GO:0003676	KOG3070	
ostta05g01380	GO:0031072 GO:0006284 GO:0004519 GO:0051539 GO:0003824 GO:0006281		
ostta05g01400	GO:0005515 GO:0007154 GO:0035091		
ostta05g01410	GO:0003924 GO:0005525	KOG0461	
ostta05g01420	GO:0008080 GO:0008152		
ostta05g01430	GO:0005975 GO:0042578	KOG1458	
ostta05g01440	GO:0005249 GO:0006813 GO:0016020	KOG0500	
ostta05g01450	GO:0005634 GO:0006364	KOG2600	
ostta05g01460	GO:0003735 GO:0005622 GO:0005840 GO:0006412	KOG3436	
ostta05g01470	GO:0031072 GO:0006457 GO:0051082	KOG0715	
ostta05g01550	GO:0016491 GO:0047545 GO:0051990	KOG2665	1.1.99.2
ostta05g01560	GO:0045543	KOG0143	1.14.11.13
ostta05g01570	GO:0005622	KOG4436	
ostta05g01590	GO:0003677 GO:0005524 GO:0003676 GO:0004386	KOG0389	
ostta05g01630	GO:0016020	KOG1441	
ostta05g01640	GO:0003676 GO:0005515	KOG4205	
ostta05g01650	GO:0004672 GO:0005524 GO:0006468 GO:0004674	KOG0603	
ostta05g01680	GO:0003677 GO:0005524 GO:0006270 GO:0008094 GO:0000166 GO:0017111	KOG0477	
ostta05g01690	GO:0004842 GO:0005622 GO:0006464	KOG0939	
ostta05g01710	GO:0008152 GO:0004066 GO:0006529	KOG0571	6.3.5.4
ostta05g01740	GO:0008152 GO:0008967 GO:0000105 GO:0004401		
ostta05g01760	GO:0044262 GO:0046912 GO:0004108	KOG2617	2.3.3.1
ostta05g01770	GO:0003677	KOG0048	
ostta05g01800	GO:0016021	KOG3797	
ostta05g01810	GO:0008428 GO:0051252		
ostta05g01820	GO:0003856 GO:0009073	KOG0692	
ostta05g01840	GO:0006465 GO:0006508 GO:0008233 GO:0016020 GO:0008234	KOG3342	3.4.-.-
ostta05g01850	GO:0019787 GO:0043687 GO:0051246 GO:0004842 GO:0051438 GO:0051443 GO:0051444	KOG0423	6.3.2.19
ostta05g01860	GO:0006508	KOG0840	3.4.21.92
ostta05g01870	GO:0004177 GO:0005622 GO:0006508 GO:0005737 GO:0019538 GO:0030145	KOG2597	3.4.11.1
ostta05g01880	GO:0004842 GO:0051438 GO:0051443 GO:0051444	KOG1426	6.3.2.19
ostta05g01890	GO:0003676		
ostta05g01900	GO:0008270 GO:0016787 GO:0003824 GO:0003933 GO:0008251 GO:0043723 GO:0043829	KOG1018	3.5.4.-
ostta05g01920	GO:0003755 GO:0006457	KOG0865	5.2.1.8
ostta05g01930	GO:0004252 GO:0006508 GO:0005515 GO:0003824	KOG1320	3.4.21.-
ostta05g01940	GO:0005634 GO:0006355	KOG4204	
ostta05g01960	GO:0005525 GO:0007264 GO:0003924 GO:0005515 GO:0006886 GO:0006913 GO:0007165 GO:0005622 GO:0015031	KOG0080	
ostta05g01970	GO:0015986 GO:0016469 GO:0046933 GO:0046961	KOG1662	
ostta05g01990	GO:0008800 GO:0030655 GO:0046677		
ostta05g02020	GO:0004672 GO:0005524 GO:0006468 GO:0004674 GO:0004707	KOG0660	
ostta05g02030	GO:0016491	KOG4232	
ostta05g02080	GO:0031072	KOG0550	
ostta05g02090	GO:0006629 GO:0008152	KOG4231	
ostta05g02120	GO:0003676 GO:0004386 GO:0005524 GO:0008026 GO:0003723 GO:0005634	KOG0331	
ostta05g02130	GO:0045437	KOG2938	3.2.2.3
ostta05g02180	GO:0006662 GO:0009055 GO:0015035 GO:0045454 GO:0003756	KOG0190	5.3.4.1
ostta05g02190	GO:0003700 GO:0005634 GO:0006355 GO:0008270 GO:0043565	KOG1601	
ostta05g02220	GO:0004672 GO:0005524 GO:0006468 GO:0004674	KOG0596	
ostta05g02230	GO:0005743 GO:0008565 GO:0015031	KOG3225	
ostta05g02260	GO:0005737 GO:0016413 GO:0004414		2.3.1.31
ostta05g02280	GO:0005525 GO:0007264 GO:0003924 GO:0005515 GO:0006886 GO:0006913 GO:0007165 GO:0005622 GO:0015031	KOG0084	
ostta05g02290	GO:0016020		
ostta05g02300	GO:0005737 GO:0006415 GO:0016149	KOG0688	
ostta05g02330	GO:0005488	KOG0403	
ostta05g02340	GO:0016853	KOG3258	
ostta05g02360	GO:0003913 GO:0006281 GO:0003904	KOG0133	4.1.99.3
ostta05g02370	GO:0000166 GO:0017111 GO:0005524	KOG0744	
ostta05g02390	GO:0003676 GO:0008270 GO:0005524 GO:0016887 GO:0000166 GO:0017111 GO:0008559	KOG0927	3.6.3.44
ostta05g02410	GO:0008152 GO:0008168	KOG1269	
ostta05g02418	GO:0047886	KOG3019	1.1.1.216
ostta05g02420	GO:0004672 GO:0005524 GO:0006468 GO:0004674	KOG0667	
ostta05g02422	GO:0005622 GO:0006511	KOG2778	3.4.19.12
ostta05g02430	GO:0004672 GO:0005524 GO:0006468 GO:0004713 GO:0004674 GO:0008152 GO:0016597	KOG0192	
ostta05g02450	GO:0005488		
ostta05g02460	GO:0004672 GO:0005524 GO:0006468 GO:0004713 GO:0004674	KOG0192	
ostta05g02480	GO:0005525 GO:0000810 GO:0004787 GO:0008413 GO:0008758 GO:0008796 GO:0008828 GO:0016462 GO:0019176 GO:0019177 GO:0043141	KOG1424	3.6.1.-
ostta05g02500	GO:0003676 GO:0031072	KOG0691	
ostta05g02510	GO:0019787 GO:0043687 GO:0051246 GO:0004842 GO:0051438 GO:0051443 GO:0051444	KOG0417	6.3.2.19
