Gene ID	GO	KO	KOG	ENZYME	PANTHER	PFAM
Cre10.g432500	GO:0007076	K06677	KOG0414		PTHR14222 PTHR14222:SF2	PF12922 PF12717
Cre10.g432550	GO:0008076 GO:0006813 GO:0005249				PTHR11537 PTHR11537:SF133	PF07885
Cre10.g432600	GO:0008484 GO:0008152		KOG3867	3.1.6.1	PTHR10342 PTHR10342:SF218	PF00884
Cre10.g432650	GO:0016787 GO:0000290	K12584	KOG3969	3.6.1.59	PTHR12978 PTHR12978:SF0	PF05652 PF11969
Cre10.g432700	GO:0006397		KOG3293 KOG3428		PTHR13829	PF01423
Cre10.g432800	GO:0006412 GO:0005840 GO:0005622 GO:0003735 GO:0015935	K02998	KOG0832		PTHR11489	PF00318
Cre10.g433000	GO:0006426 GO:0005737 GO:0005524 GO:0004820 GO:0000166	K14164		6.1.1.14	PTHR30075 PTHR30075:SF3	PF02091 PF02092
Cre10.g433100	GO:0000166 GO:0005525	K03979	KOG1489		PTHR11702 PTHR11702:SF20	PF09269 PF01926 PF01018
Cre10.g433150	GO:0005515				PTHR23244	PF01344 PF13415
Cre10.g433200	GO:0055085 GO:0016020 GO:0006810 GO:0005215		KOG1292		PTHR11119 PTHR11119:SF36	PF00860
Cre10.g433250	GO:0055085 GO:0016020 GO:0006810 GO:0005215		KOG1292		PTHR11119 PTHR11119:SF36	PF00860
Cre10.g433350	GO:0005634 GO:0003677				PTHR31251 PTHR31251:SF1	PF03110
Cre10.g433400	GO:0006850 GO:0005743		KOG1589		PTHR14154 PTHR14154:SF2	PF03650
Cre10.g433450	GO:0005515		KOG0286 KOG0296 KOG0316		PTHR22844 PTHR22844:SF125	PF00400
Cre10.g433550	GO:0006310 GO:0006281 GO:0003910 GO:0003677 GO:0005524 GO:0051103	K10777		6.5.1.1	PTHR10459 PTHR10459:SF7	PF04679 PF04675 PF01068
Cre10.g433600	GO:0055114 GO:0006555 GO:0004489	K00297		1.5.1.20	PTHR21091 PTHR21091:SF31	PF02219
Cre10.g433650	GO:0008168			2.1.1.178	PTHR22807	PF01189
Cre10.g433750	GO:0016779 GO:0043631 GO:0003723 GO:0004652 GO:0005634	K14376	KOG2245	2.7.7.19	PTHR10682	PF01909 PF04926 PF04928
Cre10.g433900	GO:0006464 GO:0004719 GO:0005515 GO:0004842	K10592	KOG0940	6.3.2.19	PTHR11254	PF01135 PF00622 PF00632
Cre10.g434350	GO:0035434 GO:0016021 GO:0005375		KOG3386		PTHR12483 PTHR12483:SF27	PF04145
Cre10.g434500	GO:0006468 GO:0005524 GO:0004672		KOG0580	2.7.11.1	PTHR24349 PTHR24349:SF79	PF00069
Cre10.g434600	GO:0055085 GO:0016020 GO:0006811 GO:0005216 GO:0005515		KOG0271 KOG0318		PTHR22847 PTHR22847:SF493	PF00520 PF00400
Cre10.g434650	GO:0035434 GO:0016021 GO:0005375				PTHR12483 PTHR12483:SF27	
Cre10.g434750	GO:0055114 GO:0009082 GO:0004455 GO:0016491	K00053		1.1.1.86	PTHR21371 PTHR21371:SF1	PF07991 PF01450
Cre10.g434800	GO:0005515				PTHR23083	PF02151 PF00515 PF13414
Cre10.g434900	GO:0055114 GO:0050660 GO:0016491 GO:0003824		KOG1231		PTHR11748 PTHR11748:SF35	PF01565 PF02913
Cre10.g435250	GO:0016810 GO:0006807	K01950		6.3.5.1	PTHR23090 PTHR23090:SF9	PF02540 PF00795
Cre10.g435300	GO:0008270 GO:0006508 GO:0004177	K01267		3.4.11.21	PTHR28570 PTHR28570:SF3	PF02127
Cre10.g435450	GO:0043565 GO:0008270 GO:0006355 GO:0003700				PTHR10071	PF00320
Cre10.g435500	GO:0006414 GO:0005622 GO:0003746		KOG1071		PTHR11741	PF00889
Cre10.g435650	GO:0055085 GO:0016021				PTHR11662 PTHR11662:SF272	PF07690
Cre10.g435750	GO:0006468 GO:0005524 GO:0004672		KOG0192	2.7.11.25	PTHR23257 PTHR23257:SF394	PF00069
Cre10.g435800	GO:0050662 GO:0003824		KOG1371		PTHR10366 PTHR10366:SF289	PF01370
Cre10.g436000	GO:0005515				PTHR10877 PTHR10877:SF135	PF01477
Cre10.g436050	GO:0055114 GO:0046872 GO:0006801 GO:0004784	K04564	KOG0876	1.15.1.1	PTHR11404 PTHR11404:SF8	PF00081 PF02777
Cre10.g436100	GO:0005515 GO:0006468 GO:0005524 GO:0004672		KOG0192	2.7.11.25	PTHR23257	PF01590 PF00069 PF07714
Cre10.g436150	GO:0015937 GO:0005524 GO:0004140	K00859	KOG3220	2.7.1.24	PTHR10695	PF01121
Cre10.g436500	GO:0016787	K03787		3.1.3.5	PTHR30457 PTHR30457:SF0	PF01975
Cre10.g436600	GO:0005525 GO:0003924	K06949			PTHR32120 PTHR32120:SF2	PF03193
Cre10.g436650	GO:0005524 GO:0003676	K13179	KOG0331	3.6.4.13	PTHR24031 PTHR24031:SF50	PF00271 PF00270
Cre10.g436800	GO:0005515				PTHR15535	PF07691 PF01833 PF10162
Cre10.g437050	GO:0005739	K07555			PTHR13126	PF06644
Cre10.g437201	GO:0006468 GO:0004672			2.7.11.25	PTHR23257 PTHR23257:SF394	PF07714
Cre10.g437500	GO:0030150 GO:0005742	K17771	KOG4449		PTHR12504 PTHR12504:SF1	PF08038
Cre10.g437800	GO:0006810 GO:0005215			4.6.1.1	PTHR12203 PTHR12203:SF13	PF01547
Cre10.g437850	GO:0003676 GO:0045292 GO:0005846 GO:0000339	K12883	KOG0121		PTHR18847 PTHR18847:SF0	PF00076
Cre10.g437950	GO:0008270 GO:0004553 GO:0015923 GO:0006013 GO:0005975 GO:0004559	K01191		3.2.1.114	PTHR11607 PTHR11607:SF15	PF09261 PF07748 PF01074
Cre10.g438550	GO:0015031 GO:0008565	K03116			PTHR33162 PTHR33162:SF1	PF02416
Cre10.g438650	GO:0019205 GO:0006139 GO:0005524	K13800	KOG3079	2.7.4.14	PTHR23359	PF13238
Cre10.g438700	GO:0005515	K14556			PTHR19853 PTHR19853:SF0	PF04003 PF00400
Cre10.g438850	GO:0043565 GO:0006355 GO:0003700				PTHR22952	PF00170
Cre10.g439000	GO:0016887 GO:0005524 GO:0016021 GO:0006810 GO:0005215		KOG0060	3.6.3.47	PTHR11384 PTHR11384:SF3	PF00005 PF05992
Cre10.g439100	GO:0005524	K09493			PTHR11353	PF00118
Cre10.g439150	GO:0016887 GO:0005524	K03065		3.4.25.1	PTHR23073 PTHR23073:SF7	PF07728
Cre10.g439200	GO:0008270	K15442	KOG2771	3.5.4.33	PTHR11079 PTHR11079:SF96	PF00383
Cre10.g439300	GO:0055114				PTHR10157	
Cre10.g439400	GO:0016884	K02433	KOG1211	6.3.5.7	PTHR11895 PTHR11895:SF101	PF01425
Cre10.g439650	GO:0017119		KOG2069		PTHR21311 PTHR21311:SF0	PF04124
Cre10.g439700	GO:0003676		KOG0114 KOG0148 KOG0131		PTHR24012	PF00076
Cre10.g439850	GO:0016021	K17086			PTHR10766 PTHR10766:SF37	PF02990
Cre10.g440050	GO:0050662 GO:0003824		KOG1430		PTHR10366 PTHR10366:SF278	PF01370
Cre10.g440200	GO:0030915 GO:0006281 GO:0000724		KOG0979		PTHR19306 PTHR19306:SF1	PF02463
Cre10.g440300	GO:0030915 GO:0006281 GO:0000724		KOG0979		PTHR19306 PTHR19306:SF1	PF13476
Cre10.g440350	GO:0006950 GO:0005516				PTHR31713 PTHR31713:SF2	PF07887
Cre10.g440450	GO:0016020 GO:0015979 GO:0009654 GO:0009523	K08903			PTHR34963 PTHR34963:SF2	PF03912
Cre10.g440650	GO:0008168 GO:0008152			3.4.24.71	PTHR12176 PTHR12176:SF18	PF08241
Cre10.g440750	GO:0006265 GO:0005524 GO:0003918 GO:0003677	K02470	KOG0355	5.99.1.3	PTHR10169 PTHR10169:SF35	PF01751 PF02518 PF00986 PF00204
Cre10.g440850	GO:0055114 GO:0016491 GO:0016209 GO:0006979 GO:0004602		KOG1651	1.11.1.12	PTHR11592	PF00578
Cre10.g440950	GO:0005515				PTHR14465 PTHR14465:SF0	PF00612
Cre10.g441000	GO:0006351 GO:0005634 GO:0003677	K17498	KOG1793		PTHR22908	PF08711
Cre10.g441050	GO:0042393 GO:0006355				PTHR12321 PTHR12321:SF55	PF12165
Cre10.g441100	GO:0042765 GO:0016255	K05292	KOG2407		PTHR12959 PTHR12959:SF11	PF04113
Cre10.g441300	GO:0006355 GO:0003700 GO:0007275				PTHR32467 PTHR32467:SF34	PF00847
Cre10.g441800	GO:0006355 GO:0006351					PF05066
Cre10.g441950	GO:0006397	K12621	KOG3448		PTHR13829	PF01423
Cre10.g442400	GO:0005634	K12873	KOG3404		PTHR19411	PF01125
Cre10.g442450	GO:0008270 GO:0005515					PF13639
Cre10.g442600	GO:0055085 GO:0016020 GO:0006810 GO:0005215		KOG1292		PTHR11119 PTHR11119:SF36	PF00860
Cre10.g442650	GO:0003676			3.6.4.13 3.6.4.12	PTHR10887 PTHR10887:SF366	PF01424 PF13245 PF13087
Cre10.g442700	GO:0005524 GO:0003678 GO:0043141	K11338		3.6.4.12	PTHR11093	PF06068
Cre10.g442750	GO:0008270 GO:0005515	K19045	KOG1493		PTHR14155 PTHR14155:SF170	PF13639
Cre10.g442800	GO:0055085 GO:0016020 GO:0006810 GO:0005215		KOG1292		PTHR11119 PTHR11119:SF36	PF00860
Cre10.g442850	GO:0006265 GO:0005694 GO:0003916 GO:0003677 GO:0003917	K03168		5.99.1.2	PTHR11390 PTHR11390:SF27	PF01396 PF00505 PF01751 PF13368 PF01131
Cre10.g443000	GO:0055085 GO:0042626 GO:0016021 GO:0006810 GO:0005524 GO:0016887	K05661		3.6.3.46	PTHR24221 PTHR24221:SF18	PF00664 PF00005
Cre10.g443050	GO:0055114 GO:0016491	K00472		1.14.11.2	PTHR10869 PTHR10869:SF71	PF13640
Cre10.g443250	GO:0005524 GO:0051082 GO:0006457	K09495			PTHR11353 PTHR11353:SF63	PF00118
Cre10.g443300	GO:0006468 GO:0005524 GO:0004672	K08857	KOG0591	2.7.11.1	PTHR24361 PTHR24361:SF368	PF00069
Cre10.g443550	GO:0006468 GO:0004672 GO:0003824		KOG0614	2.7.11.12	PTHR24353 PTHR24353:SF80	PF07714 PF00027 PF00481
Cre10.g443700	GO:0016567 GO:0004842			6.3.2.19	PTHR22849 PTHR22849:SF39	PF04564
Cre10.g443900	GO:0016021 GO:0006820 GO:0016020 GO:0005452				PTHR11453	PF00955
Cre10.g443950	GO:0016020 GO:0005525 GO:0016567 GO:0004842			6.3.2.19	PTHR22849	PF05049 PF04564
Cre10.g444000	GO:0016020 GO:0005525				PTHR14143	PF05049
Cre10.g444100	GO:0016020 GO:0005525 GO:0016567 GO:0004842			6.3.2.19	PTHR22849	PF05049 PF04564
Cre10.g444150	GO:0016020 GO:0005525				PTHR14143	PF05049
Cre10.g444450	GO:0005515	K16462	KOG2991 KOG1003 KOG1850 KOG0993		PTHR21715 PTHR21715:SF0	PF00397
Cre10.g444550	GO:0008233 GO:0006508	K04773			PTHR33209 PTHR33209:SF1	PF01343
Cre10.g444700	GO:0043169 GO:0005975 GO:0003824 GO:0004553	K00700		2.4.1.18	PTHR10357 PTHR10357:SF141	PF00128 PF02922 PF02806
Cre10.g444850	GO:0055085 GO:0016020 GO:0006811 GO:0005216		KOG2301		PTHR10037 PTHR10037:SF62	PF16905 PF08016 PF00520
Cre10.g444900	GO:0055085 GO:0016020 GO:0015297 GO:0015238 GO:0006855	K03327	KOG1347		PTHR11206	PF01554
Cre10.g445000	GO:0055085 GO:0016020 GO:0006814 GO:0005215 GO:0008324 GO:0006813				PTHR10283 PTHR10283:SF79	PF00939 PF02080
Cre10.g445050	GO:0055085 GO:0016020 GO:0006814 GO:0005215 GO:0008324 GO:0006813				PTHR10283 PTHR10283:SF79	PF00939 PF02080
Cre10.g445100	GO:0006355 GO:0005739 GO:0003690				PTHR13068 PTHR13068:SF26	PF02536
Cre10.g445150	GO:0008408 GO:0006139 GO:0003676 GO:0002161			3.1.13.5	PTHR30411 PTHR30411:SF1	PF01612 PF04073
Cre10.g445600	GO:0042254 GO:0005634	K14569	KOG1980		PTHR12858 PTHR12858:SF2	PF08142 PF04950
Cre10.g445650	GO:0005524 GO:0051276 GO:0005694 GO:0005515	K06669			PTHR18937 PTHR18937:SF236	PF13304 PF06470
Cre10.g445700	GO:0006468 GO:0005524 GO:0004672		KOG0192	2.7.11.25	PTHR23257 PTHR23257:SF394	PF00069 PF07714
Cre10.g445850	GO:0055085 GO:0016020 GO:0015297 GO:0015238 GO:0006855	K03327	KOG1347		PTHR11206	PF01554
Cre10.g446100	GO:0045454 GO:0015035 GO:0006662		KOG0910	1.8.1.8	PTHR10438 PTHR10438:SF280	PF00085
Cre10.g446250	GO:0005524	K13339			PTHR23077 PTHR23077:SF9	PF00004
Cre10.g446300	GO:0008168 GO:0008152		KOG1271	3.4.24.71	PTHR12176 PTHR12176:SF28	PF08241
Cre10.g446350	GO:0019898 GO:0015979 GO:0009654 GO:0009523 GO:0005509				PTHR31407 PTHR31407:SF17	PF01789
Cre10.g446400	GO:0009378 GO:0006310 GO:0006281	K07767	KOG0739	3.6.4.3	PTHR23074 PTHR23074:SF78	PF05496
Cre10.g446450	GO:0000160				PTHR26402 PTHR26402:SF316	PF00072
Cre10.g446550	GO:0034220 GO:0046961 GO:0033180 GO:0015991	K02151	KOG3432		PTHR13861	PF01990
Cre10.g446600	GO:0005515 GO:0015074			2.7.7.7 3.1.26.4 2.7.7.49	PTHR24559	PF09337 PF00628 PF00078 PF00665
Cre10.g446650	GO:0005524 GO:0003676	K15271		3.6.4.12		PF00270 PF02889
Cre10.g446700	GO:0008270	K18932	KOG0509	2.3.1.225	PTHR24161 PTHR24161:SF17	PF12796 PF01529
Cre10.g446900	GO:0005515	K12862			PTHR19923 PTHR19923:SF0	PF00400
Cre10.g446950	GO:0005515				PTHR23181 PTHR23181:SF7	PF00397
Cre10.g447100	GO:0005759	K15414	KOG2536		PTHR10826	PF02330
Cre10.g447300	GO:0005515	K11885	KOG0012		PTHR12917 PTHR12917:SF1	PF13650 PF00627 PF00240
Cre10.g447350	GO:0030127 GO:0008270 GO:0006888 GO:0006886				PTHR11141	PF04810 PF04811
Cre10.g447500	GO:0008017 GO:0007018 GO:0005524 GO:0003777 GO:0005871	K10392		3.6.4.4	PTHR24115	PF00225
Cre10.g447700	GO:0035556 GO:0016849 GO:0009190			4.6.1.1	PTHR11017 PTHR11017:SF145	PF00211
Cre10.g447800	GO:0003723	K11089	KOG4465		PTHR14202 PTHR14202:SF0	PF05731
Cre10.g448100	GO:0055085 GO:0016021				PTHR31752	PF03547
Cre10.g448200	GO:0007264 GO:0005525	K07937	KOG0070		PTHR11711	PF08477
Cre10.g448250	GO:0005515			2.7.11.1	PTHR27000	PF13855
Cre10.g448350	GO:0016020				PTHR10361	PF13593
Cre10.g448450	GO:0055085 GO:0016020 GO:0006810 GO:0005215 GO:0006863 GO:0005345	K06901			PTHR11119 PTHR11119:SF9	PF00860
Cre10.g448500	GO:0008152 GO:0003824		KOG4003	3.5.1.110	PTHR11080 PTHR11080:SF19	PF00857
Cre10.g448650	GO:0016301				PTHR12358	PF00781
Cre10.g448700	GO:0005515	K11650			PTHR13844 PTHR13844:SF7	PF02201
Cre10.g448850	GO:0006508 GO:0005622 GO:0004198		KOG0045	3.4.22.54	PTHR10183	PF01067 PF00648
Cre10.g449020	GO:0030170 GO:0009058		KOG0634	2.6.1.7	PTHR11751 PTHR11751:SF294	PF00155
Cre10.g449200	GO:0016567 GO:0004842		KOG0502 KOG0508 KOG4412		PTHR24133 PTHR24133:SF23	PF04564 PF12796
Cre10.g449250	GO:0019894 GO:0005871		KOG1222		PTHR15605	PF05804
Cre10.g449350	GO:0004045		KOG3305		PTHR11717 PTHR11717:SF2	PF01981
Cre10.g449550	GO:0055114 GO:0016491 GO:0016209		KOG0541	1.11.1.15	PTHR10430 PTHR10430:SF16	PF00578
Cre10.g449700	GO:0006950					PF00582
Cre10.g449750	GO:0016788 GO:0009058 GO:0008152 GO:0003824 GO:0055114		KOG1202		PTHR11712 PTHR11712:SF234	PF13193 PF00975 PF00501 PF14765 PF00107 PF00550 PF02801 PF08659 PF00109
Cre10.g450100	GO:0055085 GO:0016020 GO:0006811 GO:0005216	K04957			PTHR10217	PF00520 PF00027
Cre10.g450300	GO:0055114				PTHR10157	
Cre10.g450500	GO:2001070			2.7.9.5	PTHR15048 PTHR15048:SF0	PF00686
Cre10.g450550	GO:0055114 GO:0010277 GO:0051537 GO:0016491			1.14.12.20	PTHR21266 PTHR21266:SF25	PF08417 PF00355
Cre10.g450600	GO:0005515				PTHR10024	PF00168
Cre10.g450650	GO:0005515					PF00168
Cre10.g450850	GO:0005515					PF00168 PF16016
Cre10.g451000	GO:0008616 GO:0008479 GO:0006400	K15407	KOG3909	2.4.2.29	PTHR21148 PTHR21148:SF26	PF01702
Cre10.g451250	GO:0035556 GO:0016849 GO:0009190			4.6.1.1	PTHR13620 PTHR13620:SF0	PF00211
Cre10.g451300	GO:0008408 GO:0006139 GO:0003676			3.6.4.12	PTHR13620 PTHR13620:SF0	PF01612
Cre10.g451400	GO:0032324	K15376	KOG2371	2.10.1.1 2.7.7.75	PTHR10192 PTHR10192:SF5	PF03454 PF00994 PF03453
Cre10.g451450	GO:0006468 GO:0005524 GO:0004672			2.7.12.1	PTHR23257	PF00069
Cre10.g451500	GO:0016020 GO:0005044				PTHR19331	PF00530
Cre10.g451600	GO:0005975 GO:0004553		KOG2806 character(0)	3.2.1.14 character(0)	c("PTHR11177", "PTHR11177:SF157") character(0)	c("PF14295", "PF00704", "PF00059") PF00059
Cre10.g451850	GO:0005524	K07767		3.6.4.3	PTHR23074	PF00004
Cre10.g451950	GO:0030170 GO:0009058	K14272		2.3.2.2 2.6.1.4 2.6.1.2 2.6.1.44	PTHR11751 PTHR11751:SF373	PF00155
Cre10.g452050	GO:0016020 GO:0009765	K08908			PTHR21649	PF00504
Cre10.g452100	GO:0030145 GO:0016021 GO:0015979 GO:0009523	K02723			PTHR34790 PTHR34790:SF1	PF06298
Cre10.g452300	GO:0008168 GO:0006139			2.1.1.62		PF05063
Cre10.g452500	GO:0005634		KOG2318		PTHR12202 PTHR12202:SF0	PF08159
Cre10.g452650	GO:0015450 GO:0006886 GO:0005744	K17795	KOG1652		PTHR10485 PTHR10485:SF0	PF02466
Cre10.g452950	GO:0055085 GO:0016020 GO:0006811 GO:0005216 GO:0070588 GO:0005262 GO:0034704				PTHR10117 PTHR10117:SF46	PF00520
Cre10.g453050	GO:0019901 GO:0006355 GO:0000079		KOG0834		PTHR10026 PTHR10026:SF51	PF00134
Cre10.g453350	GO:0046872				PTHR33748	PF00097 PF04536
Cre10.g453400	GO:0005509 GO:0055085 GO:0016020				PTHR31323 PTHR31323:SF1	PF13202 PF00924
Cre10.g453450	GO:0030532 GO:0008380	K11096	KOG3459		PTHR12777	PF01423
Cre10.g453600	GO:0006629		KOG4232		PTHR19353 PTHR19353:SF30	PF00173 PF00487
Cre10.g453650	GO:0006281		KOG4712		PTHR32086	PF14631
Cre10.g453807	GO:0005515 GO:0008236 GO:0006508			3.4.21.102	PTHR32060 PTHR32060:SF5	PF00595 PF03572
Cre10.g453900	GO:0005515 GO:0006457 GO:0003755 GO:0000413	K12736		5.2.1.8	PTHR11071 PTHR11071:SF213	PF00400 PF00160
Cre10.g454000	GO:0007165 GO:0005515					PF13676
Cre10.g454025	GO:0016560 GO:0005778 GO:0005515				c("PTHR23058", "PTHR23058:SF0") character(0)	PF04695 character(0)
Cre10.g454250	GO:0006457		KOG0544	5.2.1.8	PTHR10516 PTHR10516:SF308	PF00254
Cre10.g454300	GO:0016567 GO:0004842			6.3.2.19	PTHR22849	PF04564
Cre10.g454400	GO:0008270 GO:0005515	K10632	KOG0804		PTHR24007	PF13639 PF07576 PF02148
Cre10.g454450	GO:0003824 GO:0006470 GO:0004722		KOG0698	3.1.3.16	PTHR13832 PTHR13832:SF330	PF00481
Cre10.g454650	GO:0006351 GO:0005634 GO:0003899	K14721			PTHR12069	PF04801
Cre10.g454850	GO:0043565 GO:0006355 GO:0003700					PF07716
Cre10.g454900	GO:0007165 GO:0004114			3.1.4.17	PTHR11347	PF00233
Cre10.g455190	GO:0008610 GO:0008168				PTHR40048	PF04989
Cre10.g455300	GO:0006396	K11088	KOG3172		PTHR23338	PF01423
Cre10.g455500	GO:0005515				PTHR22880	PF17035 PF00439
Cre10.g455600	GO:0005524 GO:0005515	K02603			PTHR10763 PTHR10763:SF23	PF00004 PF00628
Cre10.g455750	GO:0046872 GO:0005524	K15710	KOG0298 KOG1002	2.7.11.17	PTHR10799 PTHR10799:SF271	PF00271 PF00097 PF00176
Cre10.g455850	GO:0006260 GO:0005524 GO:0003677 GO:0042555 GO:0006270 GO:0005634 GO:0003678	K02210		3.6.4.12	PTHR11630 PTHR11630:SF26	PF14551 PF00493
Cre10.g455950	GO:0016491	K03809	KOG3135	1.6.5.2	PTHR30546	PF03358
Cre10.g456000	GO:0016491	K03809	KOG3135	1.6.5.2	PTHR30546	PF03358
Cre10.g456050	GO:0016491	K03809	KOG3135	1.6.5.2	PTHR30546	PF03358
Cre10.g456100	GO:0016491	K03809	KOG3135	1.6.5.2	PTHR30546	PF03358
Cre10.g456200	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02974	KOG3424		PTHR10496	PF01282
Cre10.g456250	GO:0045454 GO:0015035 GO:0006662		KOG0910 KOG0907	5.3.4.1	PTHR10438 PTHR10438:SF255	PF00085
Cre10.g456350	GO:0008017 GO:0007018 GO:0005524 GO:0003777 GO:0005871	K11498		3.6.4.4	PTHR24115	PF11995 PF00225
Cre10.g456400	GO:0017153 GO:0016020 GO:0006835		KOG3787		PTHR11958 PTHR11958:SF63	PF00375
Cre10.g456750	GO:0005515		KOG1422	1.8.5.1	PTHR11260 PTHR11260:SF216	PF16865 PF13417
Cre10.g456950	GO:0008234 GO:0006508			3.4.22.33	PTHR12411	PF01476 PF00112
Cre10.g457000	GO:0006457 GO:0003755 GO:0000413	K10598		5.2.1.8	PTHR11071 PTHR11071:SF147	PF00160
Cre10.g457500	GO:0005515	K07199	KOG1616		PTHR10343	PF04739 PF16561
Cre10.g457700	GO:0006468 GO:0005524 GO:0004672	K08794	KOG0032	2.7.11.17	PTHR24347	PF00069
Cre10.g457750	GO:0016021 GO:0015116 GO:0008272 GO:0055085 GO:0016020 GO:0008271	K18059	KOG0236		PTHR11814 PTHR11814:SF55	PF01740 PF00916
Cre10.g458050	GO:0008152 GO:0003824	K00826		2.6.1.42	PTHR11825 PTHR11825:SF7	PF01063
Cre10.g458183	GO:0055114 GO:0045300 GO:0006631			1.14.19.2		PF03405
Cre10.g458350	GO:0005975 GO:0004553 GO:0016020 GO:0005044		KOG2806		PTHR11177 c("PTHR11177", "PTHR11177:SF157")	PF14295 PF03762 PF00704 PF00530 PF00059
Cre10.g458450	GO:0055114 GO:0006979 GO:0004602	K00432	KOG1651	1.11.1.9	PTHR11592	PF00255
Cre10.g459050	GO:0070008 GO:0004252 GO:0008236 GO:0006508		KOG2237	3.4.21.83	PTHR11757	PF02897 PF00326
Cre10.g459200	GO:0046872 GO:0000166	K01535		3.6.3.6	PTHR24093 PTHR24093:SF351	PF00690 PF00702 PF00122
Cre10.g459250	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02917	KOG0887		PTHR10902	PF01247
Cre10.g459450	GO:0006508 GO:0004252			3.4.21.62	PTHR10795 PTHR10795:SF389	PF00082
Cre10.g459500	GO:0005525	K06943	KOG1490		PTHR11702 PTHR11702:SF4	PF06858 PF08155
Cre10.g460100	GO:0005515		KOG0296 KOG1407 KOG0265 KOG0645 KOG0271		PTHR22847	PF00400
Cre10.g460150	GO:0016020		KOG1134		PTHR13018 PTHR13018:SF5	PF13967 PF02714
Cre10.g460350	GO:0016746 GO:0008152	K13510		2.3.1.25	PTHR23063	PF01553
Cre10.g460400	GO:0046872					PF00642
Cre10.g460532	GO:0031625 GO:0006511	K03349			PTHR11932 PTHR11932:SF5	PF00888 PF08672
Cre10.g460600	GO:0006457 GO:0003755 GO:0000413		KOG0879	5.2.1.8	PTHR11071 PTHR11071:SF297	PF14295 PF00160
Cre10.g460650	GO:0006457 GO:0003755 GO:0000413		KOG0879	5.2.1.8	PTHR11071 PTHR11071:SF297	PF00160
Cre10.g460700	GO:0006468 GO:0005524 GO:0004672		KOG0583	2.7.11.1	PTHR12291 PTHR12291:SF23	PF00069
Cre10.g460800	GO:0006468 GO:0005524 GO:0004672			2.7.11.1	PTHR24347	PF00069
Cre10.g461050	GO:0046034 GO:0033178 GO:0015991 GO:0005524	K02145		3.6.3.14	PTHR15184 PTHR15184:SF7	PF02874 PF00306 PF16886 PF00006
Cre10.g461150	GO:0006468 GO:0005524 GO:0004672			2.7.11.1		PF00069
Cre10.g461250	GO:0005524	K06027		3.6.4.6	PTHR23078 PTHR23078:SF3	PF07724 PF00004
Cre10.g461950	GO:0051603 GO:0005839 GO:0004298	K02737	KOG0175	3.4.25.1	PTHR11599 PTHR11599:SF63	PF00227
Cre10.g462050	GO:0006468 GO:0004672		KOG1187 KOG0192	2.7.11.25	PTHR23257	PF07714
Cre10.g462200	GO:0070403	K11416	KOG1905	3.5.1.98	PTHR11085 PTHR11085:SF20	PF02146
Cre10.g462250	GO:0003676	K12881			PTHR19965	PF00076
Cre10.g462300	GO:0035091		KOG2273		PTHR10555 PTHR10555:SF84	PF00787
Cre10.g462350	GO:0006468 GO:0004672		KOG0192	2.7.11.25	PTHR23257 PTHR23257:SF513	PF07714
Cre10.g462600	GO:0009982 GO:0009451 GO:0003723 GO:0001522			5.4.99.29 5.4.99.28		PF00849
Cre10.g462700	GO:0006378 GO:0005849 GO:0003729	K14397	KOG1689		PTHR13047	PF13869
Cre10.g462750	GO:0005515	K11374	KOG1063		PTHR22847 PTHR22847:SF447	PF00400
Cre10.g462850	GO:0016021 GO:0015700 GO:0015105				PTHR10283 PTHR10283:SF21	PF02040
Cre10.g462950	GO:0006412 GO:0005840 GO:0005622 GO:0003735		KOG3505		PTHR15238 PTHR15238:SF3	PF00471
Cre10.g463026	GO:0008017 GO:0007018 GO:0005524 GO:0003777 GO:0005871			3.6.4.4	PTHR24115	PF00225
Cre10.g463150	GO:0008152 GO:0003824		KOG1681		PTHR11941 PTHR11941:SF43	PF00378
Cre10.g463500	GO:0006468 GO:0004672		KOG0581 KOG0583 KOG0580	2.7.11.1	PTHR24349	PF07714
Cre10.g463550	GO:0006468 GO:0004672		KOG0581 KOG0583 KOG0580	2.7.11.1	PTHR24349	PF07714
Cre10.g463600	GO:0006629			3.1.1.3	PTHR21493 PTHR21493:SF87	PF01764
Cre10.g463750	GO:0035556 GO:0016849 GO:0009190			4.6.1.2	PTHR11920	PF00211
Cre10.g464100	GO:0006468 GO:0005524 GO:0004672		KOG0198	2.7.11.25	PTHR24361 PTHR24361:SF315	PF00069
Cre10.g464264	GO:0008080				PTHR13355 PTHR13355:SF12	PF13508
Cre10.g464350	GO:0008270 GO:0003676					PF00098 PF06839
Cre10.g464400	GO:0006508 GO:0004252		KOG3627	3.4.21.109	PTHR24260 PTHR24260:SF53	PF00089
Cre10.g464450	GO:0005515				PTHR24412	PF00651 PF07707
Cre10.g464500	GO:0015035				PTHR13887 PTHR13887:SF10	PF01323
Cre10.g464550	GO:0006468 GO:0005524 GO:0004672		KOG0192	2.7.11.1	PTHR23257	PF00069 PF07714
Cre10.g464600	GO:0005509		KOG0028			PF13202
Cre10.g464750	GO:0008080			2.3.1.88	PTHR23091 PTHR23091:SF255	PF00583
Cre10.g464800	GO:0035556 GO:0016849 GO:0009190			4.6.1.1	PTHR11017 PTHR11017:SF145	PF00211
