Gene ID	GO	KO	KOG	ENZYME	PANTHER
Vocar.0043s0045	GO:0008168 GO:0008152				PTHR21091 PTHR21091:SF113
Vocar.0043s0051	GO:0005515				PTHR24006
Vocar.0043s0052	GO:0005515	K10409	KOG1587		PTHR12442 PTHR12442:SF11
Vocar.0043s0062	GO:0016624 GO:0008152 GO:0055114 GO:0030976 GO:0006099 GO:0004591	K00164		1.2.4.2	PTHR23152 PTHR23152:SF4
Vocar.0043s0064	GO:0008168 GO:0006479	K11438	KOG1501	2.1.1.125 2.1.1.126	PTHR11006 PTHR11006:SF4
Vocar.0043s0069	GO:0046872 GO:0000166 GO:0016021 GO:0015914 GO:0005524 GO:0004012 GO:0000287	K14802		3.6.3.1	PTHR24092 PTHR24092:SF55
Vocar.0043s0070	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02938	KOG2309		PTHR13691 PTHR13691:SF16
Vocar.0043s0071	GO:0007264 GO:0005525	K07942	KOG0070		PTHR11711
Vocar.0043s0072	GO:0016021 GO:0015914 GO:0005524 GO:0004012 GO:0000287			3.6.3.1	PTHR24092
Vocar.0043s0077	GO:0034715 GO:0034709 GO:0006884 GO:0006821 GO:0005886 GO:0005829 GO:0000387	K05019	KOG3238		PTHR21399
Vocar.0043s0078	GO:0005525 GO:0005515	K06942	KOG2551		PTHR23305 PTHR23305:SF1
Vocar.0043s0084	GO:0005515				
Vocar.0043s0087	GO:0006164 GO:0004643 GO:0003937	K00602		2.1.2.3 3.5.4.10	PTHR11692
Vocar.0043s0088	GO:0019825				PTHR10681 PTHR10681:SF118
Vocar.0043s0089	GO:0042578				PTHR11200 PTHR11200:SF136
Vocar.0043s0091	GO:0006468 GO:0005524 GO:0004672	K08850	KOG0580	2.7.11.1	PTHR24349 PTHR24349:SF79
Vocar.0044s0002	GO:0008270 GO:0005515 GO:0016558 GO:0007031 GO:0005779		KOG0317		PTHR23350
Vocar.0044s0003	GO:0047746 GO:0015996			3.1.1.14	PTHR33428 PTHR33428:SF2
Vocar.0044s0004	GO:0047746 GO:0015996			3.1.1.14	PTHR33428 PTHR33428:SF2
Vocar.0044s0005	GO:0047746 GO:0015996			3.1.1.14	PTHR33428 PTHR33428:SF2
Vocar.0044s0007	GO:0006468 GO:0005524 GO:0004672		KOG0192	2.7.11.1	PTHR23257 PTHR23257:SF394
Vocar.0044s0013	GO:0005524 GO:0070011 GO:0016887 GO:0009376 GO:0005737	K03667		3.4.25.2	PTHR11262 PTHR11262:SF3
Vocar.0044s0014	GO:0030955 GO:0006096 GO:0004743 GO:0000287	character(0) K00873	KOG2323	2.7.1.40	PTHR11817 PTHR11817:SF4
Vocar.0044s0015	GO:0008270 GO:0005975 GO:0004476 GO:0009298	K01809	KOG2757	5.3.1.8	PTHR10309 PTHR10309:SF0
Vocar.0044s0018	GO:0016020			2.7.13.3 character(0)	c("PTHR24423", "PTHR24423:SF442") character(0)
Vocar.0044s0024	GO:0006468 GO:0004672		KOG0192	2.7.11.1	PTHR23257
Vocar.0044s0026	GO:0016742 GO:0009058	K00604		2.1.2.9	PTHR11138 PTHR11138:SF3
Vocar.0044s0027	GO:0005634	K12877	KOG3392		PTHR12638
Vocar.0044s0031	GO:0008270 GO:0005515	K11423	KOG1082	2.1.1.43	PTHR22884
Vocar.0044s0032	GO:0016567 GO:0004842			6.3.2.19	PTHR22849 PTHR22849:SF39
Vocar.0044s0033	GO:0046872 GO:0030001	K07213	KOG1603		PTHR22814 PTHR22814:SF73
Vocar.0044s0035	GO:0005525	K07877	KOG0098	3.6.5.2	PTHR24073 PTHR24073:SF545
Vocar.0044s0037	GO:0006629			3.1.1.3	PTHR21493
Vocar.0044s0038	GO:0003676	K12837	KOG0124 KOG0131		PTHR23139 PTHR23139:SF61
Vocar.0044s0039	GO:0008168 GO:0008152			2.1.1.41	PTHR10108 PTHR10108:SF702
Vocar.0044s0043	GO:0055085 GO:0046873 GO:0030001 GO:0016020	K07238			PTHR11040 PTHR11040:SF56
Vocar.0044s0045	GO:0055114 GO:0016491 GO:0008270		KOG0023	1.1.1.195 1.1.1.2	PTHR11695 PTHR11695:SF582
Vocar.0044s0046	GO:0016757				PTHR20961
Vocar.0044s0047	GO:0016887 GO:0005524 GO:0030286 GO:0007018 GO:0003777 GO:0005858 GO:0003341	K10408		3.6.4.2	PTHR10676 PTHR10676:SF137
Vocar.0044s0050	GO:0008146			2.8.2.33	PTHR15723 PTHR15723:SF0
Vocar.0044s0057	GO:0006468 GO:0005524 GO:0004672			2.7.12.1 2.7.10.2	PTHR23257
Vocar.0044s0060	GO:0016787				PTHR11271 PTHR11271:SF33
Vocar.0044s0062	GO:0008146			2.8.2.33	PTHR15723 PTHR15723:SF0
Vocar.0044s0065	GO:0006468 GO:0005524 GO:0004672			2.7.11.25	PTHR23257 PTHR23257:SF394
Vocar.0045s0001	GO:0016021 GO:0008270 GO:0005524 GO:0004222				PTHR23076 PTHR23076:SF10
Vocar.0045s0002	GO:0006914	K08334	KOG2751		PTHR12768 PTHR12768:SF4
Vocar.0045s0003	GO:0016829 GO:0006099	K01679		4.2.1.2	PTHR11444 PTHR11444:SF1
Vocar.0045s0004	GO:0008408 GO:0006139 GO:0003676				PTHR13620 PTHR13620:SF0
Vocar.0045s0011	GO:0005515	K13111 character(0)			PTHR22848
Vocar.0045s0012	GO:0016627	K00236		1.3.5.1	PTHR10978
Vocar.0045s0013	GO:0016021 GO:0005740				PTHR13337
Vocar.0045s0014	GO:0008173 GO:0006396			2.1.1.35	PTHR11061 PTHR11061:SF25
Vocar.0045s0016	GO:0031083		KOG3390		
Vocar.0045s0018	GO:0042254 GO:0005634	K14852	KOG1765		PTHR17602
Vocar.0045s0019	GO:0006508	K06972			PTHR11851 PTHR11851:SF68
Vocar.0045s0022	GO:0006265 GO:0003918 GO:0003677 GO:0005524			5.99.1.3	PTHR10871 PTHR10871:SF4
Vocar.0045s0028	GO:0055085 GO:0016020 GO:0006811 GO:0005216				PTHR24128 PTHR24128:SF17
Vocar.0045s0030	GO:0008076 GO:0006813 GO:0005249				PTHR11537 PTHR11537:SF158
Vocar.0045s0031	GO:0005515				PTHR20995 PTHR20995:SF15
Vocar.0045s0034	GO:0005515				PTHR23244
Vocar.0045s0036	GO:0006355 GO:0005634 GO:0003700		KOG4693		PTHR23244
Vocar.0045s0037	GO:0004842	K10592	KOG0940	6.3.2.19	PTHR11254 PTHR11254:SF291
Vocar.0045s0039	GO:0005524		KOG0740	3.6.4.3	PTHR23074 PTHR23074:SF17
Vocar.0045s0040	GO:0030286 GO:0007018 GO:0003777			3.6.4.2	PTHR10676
Vocar.0045s0042	GO:0009982 GO:0009451 GO:0003723 GO:0001522			5.4.99.12	PTHR11142 PTHR11142:SF10
Vocar.0045s0043	GO:0005524 GO:0003676			3.6.4.12	PTHR24031 PTHR24031:SF249
Vocar.0045s0045	GO:0008270 GO:0005515				PTHR23041
Vocar.0045s0049	GO:0005815 GO:0000922 GO:0000226	K16571	KOG2065		PTHR19302 PTHR19302:SF27
Vocar.0045s0050	GO:0055114 GO:0051287 GO:0016616 GO:0008152		KOG0069	1.1.1.26	PTHR10996 PTHR10996:SF20
Vocar.0045s0053	GO:0008612	K00809		2.5.1.46	PTHR11703
Vocar.0045s0054	GO:0030688 GO:0006364	K14849			PTHR13026 PTHR13026:SF0
Vocar.0045s0057	GO:0016787 GO:0005524 GO:0003677 GO:0005515	K12823		3.6.4.13	PTHR24031 PTHR24031:SF274
Vocar.0045s0059	GO:0006355		KOG2959		PTHR13464
Vocar.0045s0061	GO:0005515				PTHR23083 PTHR23083:SF443
Vocar.0045s0065	GO:0042450 GO:0004056	K01755		4.3.2.1	PTHR11444 PTHR11444:SF3
Vocar.0045s0067	GO:0016868 GO:0005975	K01835		5.4.2.2 5.4.2.7	PTHR22573 PTHR22573:SF39
Vocar.0045s0071	GO:0055085 GO:0016020 GO:0006811 GO:0005216		KOG4412		PTHR10217
Vocar.0045s0072	GO:0055085 GO:0016020 GO:0006811 GO:0005216		KOG0500		PTHR10217
Vocar.0045s0075	GO:0055114 GO:0020037 GO:0006979 GO:0004601	K00434		1.11.1.11	PTHR31356
Vocar.0045s0076	GO:0016787	K18453		3.6.1.18 3.6.1.13	PTHR22769 PTHR22769:SF3
Vocar.0046s0007	GO:0005515		KOG2106		PTHR32215
Vocar.0046s0009	GO:0008654 GO:0004609	K01613		4.1.1.65	PTHR10067 PTHR10067:SF2
Vocar.0046s0010	GO:0016020 GO:0006810 GO:0005215				PTHR30520 PTHR30520:SF0
Vocar.0046s0013	GO:0000160 GO:0035556 GO:0016849 GO:0009190		KOG3619		PTHR26402 PTHR26402:SF50
Vocar.0046s0020	GO:0016020		KOG2592		PTHR10383 PTHR10383:SF24
Vocar.0046s0021	GO:0055114 GO:0016491	K01008		1.6.99.3	
Vocar.0046s0022	GO:0006468 GO:0004672	K08824	KOG0593	2.7.11.22	PTHR24055 PTHR24055:SF137
Vocar.0046s0024	GO:0006468 GO:0004672	K08824	KOG0593	2.7.11.22	PTHR24056
Vocar.0046s0027	GO:0006468 GO:0005524 GO:0004672		KOG0192	2.7.11.25	PTHR23257
Vocar.0046s0030	GO:0006468 GO:0004672 GO:0005524	K08824	KOG0593	2.7.11.22	PTHR24056
Vocar.0046s0031	GO:0005515				PTHR12585
Vocar.0046s0032	GO:0016021 GO:0004659	K09833		2.5.1.115	PTHR11048 PTHR11048:SF26
Vocar.0046s0033	GO:0005524 GO:0003678 GO:0043141	K04499		3.6.4.12	PTHR11093
Vocar.0046s0038	GO:0016758 GO:0005789	K03849	KOG2576	2.4.1.265	PTHR12413 PTHR12413:SF2
Vocar.0046s0039	GO:0006468 GO:0005524 GO:0004672	K06228	KOG0583 KOG0595 KOG0598	2.7.11.1	PTHR22983 PTHR22983:SF6
Vocar.0046s0042	GO:0035556 GO:0016849 GO:0009190			4.6.1.1	PTHR11017 PTHR11017:SF145
Vocar.0046s0045	GO:0030126 GO:0016192 GO:0006886 GO:0005198 GO:0030117 GO:0005737	K17301			PTHR10635
Vocar.0046s0046	GO:0008270 GO:0005515	K10601			PTHR22763 PTHR22763:SF25
Vocar.0046s0050	GO:0035556 GO:0016849 GO:0009190			4.6.1.2	PTHR11920
Vocar.0046s0051	GO:0035556 GO:0016849 GO:0009190			4.6.1.2	PTHR11920
Vocar.0046s0052	GO:0035556 GO:0016849 GO:0009190			4.6.1.2 4.6.1.1	PTHR11920
Vocar.0047s0007	GO:0006468 GO:0004672		KOG0583	2.7.11.1	PTHR24349 PTHR24349:SF79
Vocar.0047s0008	GO:0008295 GO:0006597 GO:0004014	K01611	KOG0788	4.1.1.50	PTHR11570 PTHR11570:SF0
Vocar.0047s0009	GO:0005515	K18272	KOG0294		PTHR22844
Vocar.0047s0017	GO:0008017 GO:0007018 GO:0005524 GO:0003777 GO:0005871	K10395	KOG0244	3.6.4.4	PTHR24115 PTHR24115:SF461
Vocar.0047s0021	GO:0005515				PTHR16301 PTHR16301:SF2
Vocar.0047s0024	GO:0006508 GO:0004252 GO:0016020 GO:0005044	K13912			PTHR19331
Vocar.0047s0026	GO:0006468 GO:0005524 GO:0004672			2.7.11.1	PTHR24362 PTHR24362:SF13
Vocar.0047s0027	GO:0008152 GO:0003824	K01687 character(0)		4.2.1.9	PTHR21000 PTHR21000:SF5
Vocar.0047s0032	GO:0003676	K12831	KOG0131		PTHR24012 PTHR24012:SF449
Vocar.0047s0035	GO:0016747	K14457	KOG0831	2.3.1.20	PTHR12317 PTHR12317:SF32
Vocar.0047s0042	GO:0006260 GO:0005634				PTHR17598
Vocar.0047s0044	GO:0046872 GO:0030001			1.16.1.1	
Vocar.0047s0047	GO:0008299	K00787	KOG0711		PTHR11525
Vocar.0047s0048	GO:0035556 GO:0016849 GO:0009190			4.6.1.1	PTHR11017 PTHR11017:SF145
Vocar.0047s0050	GO:0016020 GO:0005044				
Vocar.0047s0051	GO:0055114 GO:0016491 GO:0008270	K00083	KOG0023	1.1.1.195	PTHR11695 PTHR11695:SF497
Vocar.0047s0061	GO:0006298 GO:0005524 GO:0032300 GO:0007131		KOG1977 character(0)		c("PTHR10073", "PTHR10073:SF7") PTHR10073
Vocar.0047s0062	GO:0016020 GO:0005509 GO:0004571	K01230	KOG2431	3.2.1.113	PTHR11742 PTHR11742:SF7
Vocar.0047s0064	GO:0005515	K11838		3.4.19.12	PTHR24006 PTHR24006:SF445
Vocar.0047s0065	GO:0003676		KOG0131		PTHR24012 PTHR24012:SF351
Vocar.0047s0067	GO:0006412 GO:0005840 GO:0005622 GO:0003735		KOG1740		PTHR10744
Vocar.0047s0068	GO:0055085 GO:0016021		KOG0253		PTHR23511
Vocar.0047s0069	GO:0042555 GO:0006270 GO:0005634 GO:0005524 GO:0003678 GO:0003677 GO:0006260	K02540		3.6.4.12	PTHR11630 PTHR11630:SF44
Vocar.0047s0071	GO:0003676	K17579	KOG4660		PTHR24012 PTHR24012:SF353
Vocar.0047s0073	GO:0002161				PTHR30411 PTHR30411:SF4
Vocar.0047s0074	GO:0005515				PTHR10489 PTHR10489:SF612
Vocar.0048s0005	GO:0055114 GO:0016491	K00326	KOG0534	1.6.2.2	PTHR19370 PTHR19370:SF90
Vocar.0048s0006	GO:0006468 GO:0005524 GO:0004672	K14498	KOG0583	2.7.11.1	PTHR24343
Vocar.0048s0014	GO:0006396 GO:0003723				PTHR13161 PTHR13161:SF15
Vocar.0048s0018	GO:0000105	K01663	KOG0623		PTHR21235 PTHR21235:SF2
Vocar.0048s0019	GO:0045263 GO:0015986 GO:0015078	K02109			
Vocar.0048s0020	GO:0006468 GO:0005524 GO:0004672	K08864	KOG0198 KOG0032	2.7.11.1	PTHR22974 PTHR22974:SF23
Vocar.0048s0023	GO:0006412 GO:0005840 GO:0003735	K02955	KOG0407		PTHR11759 PTHR11759:SF12
Vocar.0048s0026	GO:0008270 GO:0003676 GO:0005524	K10730		3.6.4.12	PTHR13710 PTHR13710:SF76
Vocar.0048s0030	GO:0032040	K14773	KOG3164		PTHR12416 PTHR12416:SF3
Vocar.0048s0031	GO:0016787	K08657		3.4.19.5 3.5.1.1	PTHR10188 PTHR10188:SF8
Vocar.0048s0039	GO:0016491 GO:0008152		KOG1208	1.1.1.300	PTHR24320
Vocar.0048s0041	GO:0003676 GO:0006457 GO:0003755 GO:0000413	K12735	KOG0415	5.2.1.8	PTHR11071 PTHR11071:SF156
Vocar.0048s0043	GO:0006614 GO:0005525 GO:0048500 GO:0008312 GO:0003924	K03106	KOG0780	3.6.5.4	PTHR11564 PTHR11564:SF7
Vocar.0048s0044	GO:0005515				PTHR31245
Vocar.0048s0047	GO:0016567 GO:0004842	K09561	KOG4642	6.3.2.19	PTHR22904 PTHR22904:SF278
Vocar.0048s0048	GO:0006412 GO:0005840 GO:0003735	K02926	KOG1624		PTHR10746 PTHR10746:SF10
Vocar.0049s0005	GO:0005515				
Vocar.0049s0006	GO:0005509		KOG0027		
Vocar.0049s0007	GO:0005759	K15414	KOG2536		PTHR10826 PTHR10826:SF1
Vocar.0049s0008	GO:0004869				
Vocar.0049s0011	GO:0008168 GO:0008152	K10770		2.1.1.229	PTHR13069 PTHR13069:SF21
Vocar.0049s0012	GO:0005515	K17618	KOG1605	3.1.3.16	PTHR32054 PTHR32054:SF0
Vocar.0049s0013	GO:0006468 GO:0004672 GO:0005524			2.7.11.1	PTHR24349 PTHR24349:SF79
Vocar.0049s0015	GO:0016020 GO:0005044				PTHR19331
Vocar.0049s0019	GO:0016192 GO:0016021	K08511	KOG0859		PTHR21136 PTHR21136:SF4
Vocar.0049s0020	GO:0016020 GO:0006810 GO:0005215	K14638	KOG1237	3.6.3.43	PTHR11654
Vocar.0049s0022	GO:0005515				PTHR23316 PTHR23316:SF0
Vocar.0049s0023	GO:0055085 GO:0016020 GO:0006810 GO:0015171 GO:0003333		KOG1289		PTHR11785 PTHR11785:SF367
Vocar.0049s0024	GO:0005515				PTHR22881
Vocar.0049s0025	GO:0016192 GO:0016021		KOG0859		PTHR21136 PTHR21136:SF73
Vocar.0049s0026	GO:0016192 GO:0016021		KOG0859		PTHR21136 PTHR21136:SF4
Vocar.0049s0028	GO:0016887 GO:0005524 GO:0016020			3.6.3.25	PTHR19241
Vocar.0049s0032	GO:0006468 GO:0004672 GO:0005524	K08857	KOG0032 KOG0583	2.7.11.1	PTHR24362
Vocar.0049s0033	GO:0005515	K12816	KOG0282		PTHR22847 PTHR22847:SF474
Vocar.0049s0036	GO:0055085 GO:0046873 GO:0030001 GO:0016020	K14709			PTHR11040 PTHR11040:SF44
Vocar.0049s0037	GO:0016773 GO:0005975	K00864	KOG2517	2.7.1.30	PTHR10196 PTHR10196:SF69
Vocar.0049s0039	GO:0030173 GO:0006891	K09313	KOG0963		PTHR14043 PTHR14043:SF2
Vocar.0049s0040	GO:0016020 GO:0015696 GO:0008519 GO:0072488	K03320	KOG0682		PTHR11730 PTHR11730:SF6
Vocar.0049s0041	GO:0005524 GO:0003676	K12614		3.6.4.13	PTHR24031 PTHR24031:SF76
Vocar.0049s0042	GO:0008124 GO:0006729		KOG4073		PTHR12599 PTHR12599:SF0
Vocar.0049s0043	GO:0005515				
Vocar.0050s0003	GO:0005737		KOG2061 character(0)		PTHR12298
Vocar.0050s0004	GO:0036459 GO:0016579	K11366	KOG1873 KOG1870	3.4.19.12	PTHR24006 PTHR24006:SF441
Vocar.0050s0005	GO:0030170 GO:0009058		KOG0634	2.6.1.7 2.6.1.39	PTHR11751 PTHR11751:SF420
Vocar.0050s0007	GO:0005509 GO:0031012 GO:0008270 GO:0006508 GO:0004222 GO:0016491 GO:0008152			1.14.18.1	PTHR11474 PTHR11474:SF16
Vocar.0050s0008	GO:0016810 GO:0006807		KOG0807	3.5.5.1	PTHR23088 PTHR23088:SF27
Vocar.0050s0013	GO:0055114 GO:0008113		KOG1635	1.8.4.11	
Vocar.0050s0017	GO:0016021				PTHR23130
Vocar.0050s0020	GO:0006468 GO:0005524 GO:0004672			2.7.11.1	PTHR11795 PTHR11795:SF355
Vocar.0050s0022	GO:0045892 GO:0005634	K15180			PTHR13503
Vocar.0050s0026	GO:0016021				PTHR23130
Vocar.0050s0033	GO:0016020 GO:0009765	K08912			PTHR21649 PTHR21649:SF8
Vocar.0050s0042	GO:0055085 GO:0046873 GO:0030001 GO:0016020	K14715			PTHR16133 PTHR16133:SF0
Vocar.0050s0043	GO:0055085 GO:0016020 GO:0015297 GO:0015238 GO:0006855	K03327	KOG1347		PTHR11206
Vocar.0050s0045	GO:0016757 GO:0006486				PTHR31646 PTHR31646:SF1
Vocar.0050s0047	GO:0051603 GO:0005839 GO:0004298	K02734	KOG0177	3.4.25.1	PTHR11599 PTHR11599:SF6
Vocar.0050s0056	GO:0006355 GO:0005739 GO:0003690				PTHR13068
Vocar.0050s0060	GO:0016020				PTHR28286 PTHR28286:SF2
Vocar.0050s0068	GO:0006396 GO:0003723 GO:0003676	K13096			PTHR23340
Vocar.0051s0003	GO:0016021 GO:0016020		KOG4510		PTHR22911 PTHR22911:SF6
Vocar.0051s0004	GO:0035556 GO:0016849 GO:0009190			4.6.1.1	PTHR11017 PTHR11017:SF145
Vocar.0051s0005	GO:0006810 GO:0005215 GO:0015419 GO:0008272	K02048			PTHR30368 PTHR30368:SF2
Vocar.0051s0006	GO:0035556 GO:0016849 GO:0009190			4.6.1.1	PTHR11017 PTHR11017:SF145
Vocar.0051s0007	GO:0055114 GO:0020037 GO:0016705 GO:0005506		KOG0157	1.6.2.4 1.11.2.4 1.14.14.1	PTHR24305
Vocar.0051s0010	GO:0008152 GO:0003824 GO:0016114 GO:0008661	K01662		2.2.1.7	PTHR11624 PTHR11624:SF83
Vocar.0051s0014	GO:0003676				PTHR23329 PTHR23329:SF2
Vocar.0051s0015	GO:0005515				PTHR22844
Vocar.0051s0018	GO:0016020 GO:0015696 GO:0008519 GO:0072488	K03320	KOG0682		PTHR11730 PTHR11730:SF6
Vocar.0051s0020	GO:0055114 GO:0016491	K00384		1.8.1.9	PTHR22912 PTHR22912:SF183
Vocar.0051s0022	GO:0006950				PTHR31964
Vocar.0051s0025	GO:0016020		KOG2952		PTHR10926
Vocar.0051s0033	GO:0055114 GO:0020037 GO:0016705 GO:0005506		KOG0684	1.14.13.99	PTHR24304
Vocar.0051s0034	GO:0055114 GO:0051287 GO:0016616 GO:0003979	K00012		1.1.1.22	PTHR11374 PTHR11374:SF3
Vocar.0051s0036	GO:0030234 GO:0006808				PTHR30115 PTHR30115:SF11
Vocar.0051s0041	GO:0005634				PTHR10333
Vocar.0051s0043	GO:0016020		KOG2592		PTHR10383 PTHR10383:SF9
Vocar.0051s0044	GO:0055114 GO:0017004 GO:0016020				PTHR31272 PTHR31272:SF6
Vocar.0051s0045	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02891	KOG3434		PTHR10064
Vocar.0051s0046	GO:0051082 GO:0006457 GO:0005783 GO:0005509	K08054	KOG0675		PTHR11073 PTHR11073:SF1
Vocar.0051s0048	GO:0005515				PTHR10877
Vocar.0052s0004	GO:0004518	K08999			PTHR15160 PTHR15160:SF6
Vocar.0052s0010	GO:0006468 GO:0004672		KOG0583	2.7.11.1	PTHR24343 PTHR24343:SF200
Vocar.0052s0012	GO:0055085 GO:0016021	K13754	KOG2399		PTHR12266 PTHR12266:SF0
Vocar.0052s0017	GO:0008270 GO:0005515				
Vocar.0052s0021	GO:0006412 GO:0005840 GO:0003735	K02996			PTHR21569 PTHR21569:SF1
Vocar.0052s0025	GO:0006468 GO:0005524 GO:0004672			2.7.11.22	PTHR11795 PTHR11795:SF355
Vocar.0052s0030	GO:0046872				
Vocar.0052s0031	GO:0005515 GO:0003676	K11593	KOG1041		PTHR22891 PTHR22891:SF0
Vocar.0052s0032	GO:0016021 GO:0016020		KOG3912		PTHR13146 PTHR13146:SF3
Vocar.0052s0034	GO:0006468 GO:0004672			2.7.11.1	PTHR23257
Vocar.0052s0037	GO:0055085 GO:0022857 GO:0016021				PTHR23505 PTHR23505:SF12
Vocar.0052s0039	GO:0006000 GO:0005524 GO:0003873 GO:0006003 GO:0003824	K01103	KOG0234	2.7.1.105 3.1.3.46	PTHR10606 PTHR10606:SF44
Vocar.0052s0042	GO:0035556 GO:0016849 GO:0009190			4.6.1.2	PTHR11920
Vocar.0052s0043	GO:0055114 GO:0016491	K17871	KOG2495	1.6.5.9	PTHR22912
Vocar.0053s0001	GO:0043169 GO:0005975 GO:0003824			2.4.1.18	PTHR10357 PTHR10357:SF110
Vocar.0053s0007	GO:0035556 GO:0016849 GO:0009190			4.6.1.1	PTHR11017 PTHR11017:SF145
Vocar.0053s0009	GO:0005515		KOG0645		PTHR19920 PTHR19920:SF0
Vocar.0053s0012	GO:0003824		KOG3957	2.8.3.22	PTHR24023 PTHR24023:SF577
Vocar.0053s0013	GO:0019205 GO:0006139 GO:0005524	K00939	KOG3078	2.7.4.3	PTHR23359 PTHR23359:SF94
Vocar.0053s0016	GO:0010508				
Vocar.0053s0021	GO:0032775 GO:0009007 GO:0003677				
Vocar.0053s0026	GO:0009165 GO:0004749 GO:0000287	K00948	KOG1448	2.7.6.1	PTHR10210 PTHR10210:SF58
Vocar.0053s0027	GO:0055114 GO:0008137	K03880	KOG4662	1.6.5.3	PTHR11058 PTHR11058:SF9
Vocar.0053s0029	GO:0016747			2.3.1.20	PTHR12317 PTHR12317:SF0
Vocar.0053s0035	GO:0055114 GO:0050661 GO:0006006 GO:0004345	K00036		1.1.1.49	PTHR23429 PTHR23429:SF3
Vocar.0053s0040	GO:0043565 GO:0008270 GO:0006355 GO:0003700				PTHR10071 PTHR10071:SF159
Vocar.0053s0041	GO:0055114 GO:0010181 GO:0004733 GO:0016638	K17759 K00275	KOG2586	5.1.99.6 1.4.3.5	PTHR13232 PTHR13232:SF10
Vocar.0053s0047	GO:0008536 GO:0006886		KOG2274		PTHR10997 PTHR10997:SF9
Vocar.0053s0048	GO:0055114				PTHR10157
Vocar.0053s0050	GO:0005525	K02519		3.6.5.3	PTHR23115 PTHR23115:SF184
Vocar.0053s0052	GO:0016491 GO:0008152		KOG1208	1.1.1.300	PTHR24320
Vocar.0053s0053	GO:0008138 GO:0006470	K14165		3.1.3.16 3.1.3.48	PTHR10159 PTHR10159:SF318
Vocar.0053s0054	GO:0016491 GO:0008152	K19329	KOG1208	1.1.1.223 1.3.1.33 1.1.1.243	PTHR24320
Vocar.0053s0055	GO:0006355 GO:0003677				PTHR11850 PTHR11850:SF122
Vocar.0053s0056	GO:0006355 GO:0003677				
Vocar.0053s0058	GO:0016799 GO:0008270 GO:0006289 GO:0003906 GO:0003684			4.2.99.18	PTHR22993 PTHR22993:SF18
Vocar.0053s0059	GO:0008138 GO:0006470 GO:0004484 GO:0006397 GO:0006370	K13917	KOG2386	3.1.3.33 2.7.7.50	PTHR10367 PTHR10367:SF0
Vocar.0053s0062	GO:0006333 GO:0005634	K10753	KOG3265		PTHR12040
Vocar.0053s0064	GO:0005515		KOG2471		PTHR12979 PTHR12979:SF5
Vocar.0053s0065	GO:0017183	K17866			PTHR10762 PTHR10762:SF2
Vocar.0053s0071	GO:0003723	K14944			PTHR10288 PTHR10288:SF142
Vocar.0053s0072	GO:0005975 GO:0004553	K01190		3.2.1.23	PTHR10066 PTHR10066:SF72
Vocar.0054s0004	GO:0055114 GO:0016491 GO:0016616 GO:0016615 GO:0006108	K00025	KOG1496	1.1.1.37	PTHR23382
Vocar.0054s0005	GO:0006468 GO:0005524 GO:0004672		KOG0580	2.7.11.1	PTHR24349
Vocar.0054s0007	GO:0003723				PTHR10288
Vocar.0054s0009	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02950	KOG1750		PTHR11652
Vocar.0054s0010	GO:0007264 GO:0005525	K19372	KOG0098		PTHR24073 PTHR24073:SF269
Vocar.0054s0013	GO:0055114 GO:0020037 GO:0016705 GO:0005506		KOG0157	1.14.14.1	PTHR24305
Vocar.0054s0019	GO:0009982 GO:0009451 GO:0003723 GO:0001522			5.4.99.24	PTHR11079 PTHR11079:SF73
Vocar.0054s0023	GO:0016798			4.2.1.70	PTHR10584 PTHR10584:SF201
Vocar.0054s0027	GO:0045454 GO:0015035 GO:0006662		KOG0910	1.8.1.8	PTHR10438 PTHR10438:SF276
Vocar.0054s0029	GO:0005515			2.1.1.43	PTHR12197
Vocar.0054s0030	GO:0008170 GO:0006644	K00550		2.1.1.71	PTHR15458
Vocar.0054s0035	GO:0016746 GO:0008152 GO:0004366	K00630		2.3.1.15	PTHR35695 PTHR35695:SF1
Vocar.0054s0040	GO:0016772 GO:0016310 GO:0016301 GO:0005524 GO:0050242 GO:0006090	K01006		2.7.9.1 2.7.11.32	PTHR22931 PTHR22931:SF9
Vocar.0054s0042	GO:0003676 GO:0043039 GO:0005524 GO:0006419 GO:0004813 GO:0000166	K01872		6.1.1.7	PTHR11777 PTHR11777:SF18
Vocar.0054s0043	GO:0055114 GO:0016616 GO:0051287 GO:0000287	K00030		1.1.1.41	PTHR11835
Vocar.0054s0044	GO:0007165 GO:0004114			3.1.4.17	PTHR11347
Vocar.0054s0045	GO:0007165 GO:0004114			3.1.4.17	PTHR11347
Vocar.0054s0046	GO:0016020 GO:0015696 GO:0008519 GO:0072488	K03320	KOG0682		PTHR11730 PTHR11730:SF6
Vocar.0054s0047	GO:0016020 GO:0008233 GO:0006465	K13280	KOG3342	3.4.21.89	PTHR10806
Vocar.0054s0048	GO:0005515	K03364			PTHR19918 PTHR19918:SF1
Vocar.0055s0003	GO:0016851 GO:0015995 GO:0015979	K03404		6.6.1.1	PTHR10338 PTHR10338:SF126
Vocar.0055s0004	GO:0016851 GO:0015995 GO:0015979	K03404		6.6.1.1	PTHR10338 PTHR10338:SF126
