Gene ID	GO	KO	KOG	ENZYME	PANTHER
Dusal.1078s00002	GO:0006355 GO:0003677 GO:0006310 GO:0000150				PTHR36172 PTHR36172:SF1
Dusal.1078s00004	GO:0006310 GO:0003677 GO:0000150				PTHR30461
Dusal.1078s00005	GO:0006355 GO:0003677 GO:0006310 GO:0000150				
Dusal.1079s00002	GO:0003677 GO:0000786	K11253	KOG1745		PTHR11426
Dusal.1079s00003	GO:0005509		KOG0027		PTHR10891
Dusal.1079s00004	GO:0006334 GO:0005634 GO:0003677 GO:0000786	K11275			PTHR11467
Dusal.1082s00003	GO:0055114 GO:0051536	K03940	KOG1687	1.6.99.3 1.6.5.3	PTHR11995 PTHR11995:SF19
Dusal.1086s00002	GO:0055085 GO:0016021				PTHR12266 PTHR12266:SF0
Dusal.1086s00003	GO:0055085 GO:0016021	K13754			PTHR12266 PTHR12266:SF0
Dusal.1087s00001	GO:0008152 GO:0003824			6.2.1.3 2.7.8.11	PTHR24096 PTHR24096:SF221
Dusal.1087s00002	GO:0052726 GO:0052725 GO:0047325 GO:0032957 GO:0005622 GO:0005524 GO:0000287	K00913		2.7.1.159 2.7.1.134	PTHR14217
Dusal.1090s00001	GO:0005525	K02519 character(0)	KOG1145	3.6.5.3	PTHR23115 PTHR23115:SF138
Dusal.1092s00003	GO:0043169 GO:0005975 GO:0003824	K01214	KOG0470	3.2.1.68	PTHR10357 PTHR10357:SF74
Dusal.1095s00001	GO:0016887 GO:0005524 GO:0055085 GO:0042626 GO:0016021 GO:0006810	K05658		3.6.3.44	PTHR24221
Dusal.1095s00002	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02950	KOG1750		PTHR11652 PTHR11652:SF1
Dusal.1098s00001	GO:0003676 GO:0003723 GO:0006402 GO:0004654	K00962	KOG1067	2.7.7.8	PTHR11252
Dusal.1098s00003	GO:0005509	K02183	KOG0027		PTHR23050 PTHR23050:SF90
Dusal.1099s00001	GO:0006468 GO:0004672			2.7.11.1	
Dusal.1099s00002	GO:0006468 GO:0005524 GO:0004672			2.7.11.1	PTHR23257
Dusal.1099s00003	GO:0006468 GO:0004672			2.7.11.1	PTHR23257
Dusal.1100s00001	GO:0043631 GO:0003723 GO:0005634 GO:0004652	K14376		2.7.7.19	PTHR10682 PTHR10682:SF10
Dusal.1103s00002	GO:0050080 GO:0006633	K00454 K01578	KOG3018	4.1.1.9	PTHR28641 PTHR28641:SF1
Dusal.1104s00005	GO:0016829 GO:0008152	K01714		4.3.3.7	PTHR12128 PTHR12128:SF15
Dusal.1104s00006	GO:0030286 GO:0007018 GO:0003777				PTHR10676 PTHR10676:SF242
Dusal.1105s00001	GO:0006281 GO:0000077 GO:0000014				PTHR15107
Dusal.1105s00005	GO:0005515				PTHR23308
Dusal.1106s00001	GO:0030126 GO:0016192 GO:0006886 GO:0005515 GO:0005198				PTHR19876
Dusal.1106s00002	GO:0030117 GO:0016192 GO:0006886 GO:0005198				PTHR19876 PTHR19876:SF7
Dusal.1106s00003	GO:0005515	K05236	KOG0645 KOG0295		PTHR19876 PTHR19876:SF7
Dusal.1107s00002	GO:0016226	K09015			PTHR30508 PTHR30508:SF3
Dusal.1108s00001	GO:0006412 GO:0005840 GO:0003735	K02996			PTHR21569 PTHR21569:SF1
Dusal.1108s00003	GO:0006396 GO:0004525 GO:0003723			3.1.26.3	PTHR11207
Dusal.1108s00005	GO:0055114 GO:0016491				PTHR13847 PTHR13847:SF204
Dusal.1109s00002	GO:0035556 GO:0016849 GO:0009190			4.6.1.2	PTHR16305 PTHR16305:SF26
Dusal.1110s00005	GO:0005524 GO:0003676			3.6.4.13	PTHR18934 PTHR18934:SF148
Dusal.1111s00002	GO:0045454 GO:0015035 GO:0009055		KOG0911	3.5.1.52	PTHR10293 PTHR10293:SF40
Dusal.1111s00003	GO:0005515		KOG0322	3.6.4.2	PTHR12442 PTHR12442:SF12
Dusal.1112s00001	GO:0016021 GO:0006952				
Dusal.1113s00003	GO:0055114 GO:0016491 GO:0016616 GO:0016615 GO:0006108	K00025	KOG1496	1.1.1.37	PTHR23382
Dusal.1115s00001	GO:0005515				PTHR22844
Dusal.1119s00001	GO:0003824 GO:0006470 GO:0004722			3.1.3.16	PTHR13832
Dusal.1119s00002	GO:0008270			6.3.2.19	PTHR23012 PTHR23012:SF92
Dusal.1120s00001	GO:0006468 GO:0005524 GO:0004674			2.7.11.1	PTHR14187 PTHR14187:SF51
Dusal.1122s00001	GO:0005515		KOG0296 KOG0315		PTHR16266 PTHR16266:SF17
Dusal.1122s00002	GO:0004869				
Dusal.1123s00001	GO:0005524 GO:0006508 GO:0004222	K03798			PTHR23076 PTHR23076:SF72
Dusal.1123s00002	GO:0005524		KOG3227		PTHR14667
Dusal.1127s00001	GO:0006413 GO:0003743 GO:0003723	K03236	KOG3403		PTHR21668
Dusal.1127s00003	GO:0009072 GO:0004334 GO:0008152 GO:0003824	K01555	KOG2843	3.7.1.2	PTHR11820 PTHR11820:SF1
Dusal.1128s00002	GO:0009982 GO:0009451 GO:0003723 GO:0001522			5.4.99.22	PTHR21600 PTHR21600:SF25
Dusal.1131s00001	GO:0016021 GO:0015012 GO:0006024			2.4.1.223	
Dusal.1133s00003	GO:0005515 GO:0035556 GO:0016849 GO:0009190			2.7.11.1 4.6.1.1	c("PTHR27000", "PTHR27000:SF78") character(0)
Dusal.1135s00002	GO:0045454	K09584		5.3.4.1	PTHR18929
Dusal.1138s00001	GO:0055114 GO:0020037 GO:0016705 GO:0005506		KOG0157	1.14.13.98	PTHR24305
Dusal.1138s00002	GO:0007010 GO:0003779 GO:0007015	K17261	KOG2675		PTHR10652 PTHR10652:SF0
Dusal.1141s00002	GO:0016740	K00600		2.1.2.1	PTHR11680
Dusal.1142s00001	GO:0005515		KOG1422	2.5.1.18	PTHR11260 PTHR11260:SF216
Dusal.1144s00002	GO:0006886 GO:0005737 GO:0007033				PTHR12811 PTHR12811:SF0
Dusal.1144s00003	GO:0006886 GO:0005737 GO:0007033		KOG2280		PTHR12811 PTHR12811:SF0
Dusal.1144s00004	GO:0003676				PTHR23329
Dusal.1146s00001	GO:0006468 GO:0004672			2.7.12.1	PTHR23257
Dusal.1147s00001	GO:0046983			3.2.1.14	PTHR23272 PTHR23272:SF20
Dusal.1147s00002	GO:0007165 GO:0004114			3.1.4.17	PTHR11347
Dusal.1150s00003	GO:0055114 GO:0016491	K00472 character(0)		1.14.11.2	PTHR10869 PTHR10869:SF55
Dusal.1151s00001	GO:0005515		KOG0279 KOG0641 c("KOG0315", "KOG0277", "KOG0296") character(0) KOG1446		PTHR22844 PTHR22847
Dusal.1152s00002	GO:0005515				PTHR22880
Dusal.1153s00001	GO:0055114 GO:0050661 GO:0016491 GO:0006520	K12524		1.1.1.3	PTHR21499 PTHR21499:SF1
Dusal.1154s00005	GO:0003677 GO:0000786	K11253	KOG1745		PTHR11426
Dusal.1156s00003	GO:0006457 GO:0003755 GO:0000413	K01802	KOG0880	5.2.1.8	PTHR11071
Dusal.1160s00001	GO:0006433 GO:0005737 GO:0005524 GO:0004827 GO:0000166	K01881		6.1.1.15	PTHR11451 PTHR11451:SF6
Dusal.1160s00003	GO:0016021		KOG3797		PTHR10057
Dusal.1162s00001	GO:0005992 GO:0003824	K16055		2.4.1.15	PTHR10788 PTHR10788:SF6
Dusal.1163s00001	GO:0046872 GO:0003723			3.5.2.6	PTHR11203 PTHR11203:SF22
Dusal.1163s00002	GO:0016779 GO:0009058	K00975	KOG1322	2.7.7.27	PTHR22572 PTHR22572:SF79
Dusal.1163s00005	GO:0055114 GO:0008137	K03880	KOG4662	1.6.5.3	PTHR11058 PTHR11058:SF9
Dusal.1165s00002	GO:0008233 GO:0006508			2.7.11.1	PTHR11889
Dusal.1166s00001	GO:0006468 GO:0004672		KOG0192	2.7.12.2	PTHR23257
Dusal.1166s00002	GO:0005515		c("KOG0286", "KOG0279", "KOG0273", "KOG0295") c("KOG0265", "KOG0286", "KOG0279")		PTHR22847
Dusal.1167s00005	GO:0071949			1.1.5.3	PTHR11985 PTHR11985:SF15
Dusal.1170s00002	GO:0006457	K09568	KOG0544	5.2.1.8	PTHR10516
Dusal.1170s00003	GO:0055114 GO:0006561 GO:0004735	K00286	KOG3124	1.5.1.2	PTHR11645 PTHR11645:SF28
Dusal.1170s00004	GO:0008233 GO:0006508 GO:0042765 GO:0016255 GO:0003923	K05290	KOG1349	3.4.22.34	PTHR12000 PTHR12000:SF1
Dusal.1172s00002	GO:2001070			3.2.1.3	PTHR15048
Dusal.1173s00001	GO:0016161 GO:0000272	K01177		3.2.1.2	PTHR31352 PTHR31352:SF1
Dusal.1173s00002	GO:0008152 GO:0003824			3.5.1.110	PTHR11080 PTHR11080:SF19
Dusal.1174s00001	GO:0008270 GO:0006508 GO:0004177	K01267		3.4.11.21	PTHR28570 PTHR28570:SF3
Dusal.1178s00001	GO:0004527 GO:0003676				PTHR12341 PTHR12341:SF7
Dusal.1179s00001	GO:0008233 GO:0006508			1.13.11.27	PTHR30217 PTHR30217:SF10
Dusal.1179s00002	GO:0008233 GO:0006508			1.13.11.27	PTHR30217 PTHR30217:SF10
Dusal.1180s00003	GO:0005515				
Dusal.1183s00002	GO:0016020 GO:0015696 GO:0008519 GO:0072488		KOG0682		PTHR11730 PTHR11730:SF6
Dusal.1183s00005	GO:0016020 GO:0015696 GO:0008519 GO:0072488	K03320 character(0)	KOG0682 character(0)		PTHR11730 PTHR11730:SF6
Dusal.1184s00001	GO:0031515 GO:0030488	K03256			PTHR12945
Dusal.1184s00002	GO:0008270 GO:0005634	K10624			PTHR15439 PTHR15439:SF0
Dusal.1185s00001	GO:0003676				PTHR31947
Dusal.1188s00002	GO:0006508 GO:0004222			3.4.24.85	PTHR22939 PTHR22939:SF97
Dusal.1192s00001	GO:0008168 GO:0008152				
Dusal.1194s00002	GO:0055114 GO:0051287 GO:0046168 GO:0016616 GO:0005975 GO:0004367 GO:0009331 GO:0006072	K00006	KOG2711	1.1.1.8	PTHR11728 PTHR11728:SF8
Dusal.1200s00003	GO:0055114 GO:0016491 GO:0045454	K00383		1.8.1.7	PTHR22912 PTHR22912:SF135
Dusal.1204s00002	GO:0006418 GO:0005524 GO:0004812 GO:0000166			6.1.1.4	PTHR11946 PTHR11946:SF51
Dusal.1204s00003	GO:0006418 GO:0005524 GO:0004812 GO:0000166	K01869		6.1.1.4	PTHR11946 PTHR11946:SF51
Dusal.1206s00002	GO:0005524	K09493			PTHR11353
Dusal.1206s00003	GO:0005524				PTHR11353
Dusal.1210s00001	GO:0006468 GO:0005524 GO:0004672			2.7.11.25	PTHR23257
Dusal.1212s00002	GO:0008299	K00787	KOG0711		PTHR11525
Dusal.1212s00003	GO:0005515		KOG1695	2.5.1.18	PTHR11571 PTHR11571:SF145
Dusal.1213s00001	GO:0055114 GO:0016491 GO:0071949 GO:0046416 GO:0003884	K00273		1.4.3.3	PTHR11530 PTHR11530:SF12
Dusal.1213s00002	GO:0055114 GO:0016491 GO:0071949 GO:0046416 GO:0003884	K00273		1.4.3.1	PTHR11530 PTHR11530:SF12
Dusal.1215s00002	GO:0016746 GO:0008152	K00627		2.3.1.12	PTHR23151 PTHR23151:SF9
Dusal.1215s00003	GO:0016746 GO:0008152			2.3.1.12	PTHR23151 PTHR23151:SF9
Dusal.1216s00001	GO:0030170 GO:0009058	K00814		2.6.1.2	PTHR11751 PTHR11751:SF29
Dusal.1223s00002	GO:0008408 GO:0006139 GO:0003676	K18740			PTHR12124 PTHR12124:SF42
Dusal.1225s00001	GO:0016020				PTHR33219
Dusal.1225s00002	GO:0005509				
Dusal.1226s00005	GO:0005840	K02888			
Dusal.1229s00001	GO:0006468 GO:0004672		KOG0192	2.7.12.1	PTHR23257 PTHR23257:SF471
Dusal.1231s00003	GO:0055085 GO:0016021	K02575	KOG2533		PTHR23515 PTHR23515:SF3
Dusal.1232s00001	GO:0008080				PTHR23091 PTHR23091:SF234
Dusal.1240s00001	GO:0035556 GO:0016849 GO:0009190			4.6.1.2	PTHR11920
Dusal.1242s00002	GO:0043085 GO:0016485 GO:0016021	K06172			PTHR12889 PTHR12889:SF0
Dusal.1244s00001	GO:0005515 GO:0016887 GO:0005524 GO:0019538	K03696			PTHR11638 PTHR11638:SF119
Dusal.1246s00001	GO:0006629	K13806			PTHR21493
Dusal.1249s00002	GO:0008270	K18932	KOG1315	2.3.1.225	PTHR22883
Dusal.1260s00001	GO:0016021			2.7.8.27	PTHR28259
Dusal.1261s00001	GO:0005975 GO:0004553	K17525	KOG2091		PTHR11177 PTHR11177:SF200
Dusal.1263s00002	GO:0016491		KOG2741		PTHR22604 PTHR22604:SF132
Dusal.1267s00001	GO:0016021				PTHR21229 PTHR21229:SF2
Dusal.1270s00001	GO:0015937 GO:0005524 GO:0004140	K00859	KOG3220	2.7.1.24	PTHR10695
Dusal.1270s00002	GO:0018279 GO:0005789	K12670		2.4.99.18	PTHR10830 PTHR10830:SF0
Dusal.1272s00001	GO:0003676 GO:0008270				PTHR12999
Dusal.1275s00001	GO:0016887 GO:0005524			3.6.3.25	PTHR19241
Dusal.1275s00002	GO:0016020				PTHR19241
Dusal.1278s00001	GO:0042393 GO:0006355				PTHR12321 PTHR12321:SF55
Dusal.1279s00001	GO:0008270 GO:0008237 GO:0006508	K08776	KOG1046	3.4.11.2	PTHR11533 PTHR11533:SF193
Dusal.1280s00002	GO:0005515 GO:0006457 GO:0003755 GO:0000413	K12736		5.2.1.8	PTHR11071 PTHR11071:SF213
Dusal.1281s00003	GO:0046983				
Dusal.1282s00001	GO:0003676		KOG0226		PTHR24012
Dusal.1284s00002	GO:0006468 GO:0005524 GO:0004672	K04427		2.7.11.1	PTHR23257
Dusal.1287s00002	GO:0008080				PTHR23091 PTHR23091:SF267
Dusal.1288s00004	GO:0005515			3.1.4.53	PTHR11347 PTHR11347:SF82
Dusal.1289s00003	GO:0005515				
Dusal.1290s00002	GO:0016817				PTHR35372
Dusal.1291s00001	GO:0005515				
Dusal.1293s00002	GO:0006182 GO:0004383			4.6.1.2	
Dusal.1293s00003	GO:0007165 GO:0004114			3.1.4.17	PTHR11347
Dusal.1296s00003	GO:0003723				
Dusal.1300s00001	GO:0003924	K06883			PTHR21231 PTHR21231:SF7
Dusal.1301s00001	GO:0016757	K03842		2.4.1.142	PTHR13036 PTHR13036:SF0
Dusal.1302s00002	GO:0006468 GO:0005524 GO:0004672	K06632		2.7.10.2	PTHR11042 PTHR11042:SF69
Dusal.1305s00001	GO:0005515	K05302			PTHR13271 PTHR13271:SF34
Dusal.1306s00001	GO:0055114 GO:0030976 GO:0006099 GO:0004591			1.2.4.2	PTHR23152
Dusal.1306s00002	GO:0016624 GO:0008152 GO:0055114 GO:0030976 GO:0006099 GO:0004591	K00164		1.2.4.2	PTHR23152 PTHR23152:SF4
Dusal.1308s00001	GO:0006412 GO:0005840 GO:0003735	K02966	KOG3411		PTHR11710
Dusal.1312s00001	GO:0007034	K12192	KOG3230		PTHR10476 PTHR10476:SF15
Dusal.1318s00004	GO:0046961 GO:0046933 GO:0045261 GO:0015986			3.6.3.14	PTHR11693 PTHR11693:SF21
Dusal.1320s00001	GO:0006468 GO:0005524 GO:0004672			2.7.11.1	PTHR11584 PTHR11584:SF316
Dusal.1321s00001	GO:2001070 GO:0016310 GO:0016301 GO:0005524	K15535		2.7.9.5	PTHR22931 PTHR22931:SF2
Dusal.1324s00001	GO:0016020 GO:0008158				PTHR10796
Dusal.1324s00002	GO:0016020 GO:0008158				PTHR10796
Dusal.1326s00001	GO:0035556 GO:0016849 GO:0009190			4.6.1.2	PTHR11920
Dusal.1326s00002	GO:0035556 GO:0016849 GO:0009190			4.6.1.2	PTHR11920
Dusal.1327s00001	GO:0046872				
Dusal.1328s00002	GO:0006352 GO:0005669				
Dusal.1331s00001	GO:0055085	K15275			PTHR10778 PTHR10778:SF10
Dusal.1332s00001	GO:0005524 GO:0003676	K02349		2.7.7.7	
Dusal.1332s00002	GO:0006260 GO:0003887 GO:0003677			2.7.7.7	PTHR10133 PTHR10133:SF27
Dusal.1333s00001	GO:0016021 GO:0005783	K04710		2.3.1.24	PTHR12560
Dusal.1335s00002	GO:0006464 GO:0004077	K01942		6.3.4.15 6.3.4.9 6.3.4.10 6.3.4.11	PTHR12835 PTHR12835:SF5
Dusal.1338s00001	GO:0016020 GO:0015696 GO:0008519 GO:0072488		KOG0682		PTHR11730 PTHR11730:SF6
Dusal.1339s00002	GO:0008236 GO:0006508			3.4.21.102	PTHR32060 PTHR32060:SF8
Dusal.1340s00001	GO:0005515	K11423	KOG1082	2.1.1.43	PTHR22884
Dusal.1340s00002	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02884			PTHR15680 PTHR15680:SF9
Dusal.1343s00002	GO:0016538 GO:0007049	K02219	KOG3484		PTHR23415
Dusal.1344s00001	GO:0032040	K14773	KOG3164		PTHR12416 PTHR12416:SF3
Dusal.1359s00001	GO:0008233 GO:0006508				
Dusal.1360s00001	GO:0055085 GO:0016021 GO:0008324 GO:0006812	K14696			PTHR13414
Dusal.1364s00001	GO:0055085 GO:0016021	K08193			PTHR11662 PTHR11662:SF223
Dusal.1376s00001	GO:0006355 GO:0005739 GO:0003690				
Dusal.1379s00001	GO:0007264 GO:0005525	K07935			PTHR24073 PTHR24073:SF528
Dusal.1386s00002	GO:0016020 GO:0008417 GO:0006486	K09669 K11257 K00753 K14464	KOG2619	2.4.1.152	PTHR11929
Dusal.1390s00002	GO:0046872 GO:0005634 GO:0003723	K12836	KOG2202		PTHR12620
Dusal.1401s00001	GO:0055085 GO:0016020 GO:0006810 GO:0005215				PTHR11819 PTHR11819:SF94
Dusal.1402s00001	GO:0006281 GO:0003684				c("PTHR11076", "PTHR11076:SF12") character(0)
Dusal.1403s00002	GO:0005515	K14548	KOG0296		PTHR22844 PTHR22844:SF238
Dusal.1405s00001	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02889	KOG1732		PTHR20981 PTHR20981:SF6
Dusal.1417s00002	GO:0005515				
Dusal.1421s00001	GO:0007165 GO:0005515				PTHR24188
Dusal.1424s00001	GO:0006468 GO:0005524 GO:0004672			2.7.11.1	PTHR13954 PTHR13954:SF6
Dusal.1428s00002	GO:0006457 GO:0003755 GO:0000413	K12733	KOG0881	5.2.1.8	PTHR11071 PTHR11071:SF270
Dusal.1434s00001	GO:0042254 GO:0001522	K14763			PTHR31633
Dusal.1438s00001	GO:0016747 GO:0016020 GO:0006633	K15397		2.3.1.199	PTHR31561
Dusal.1438s00002	GO:0006412 GO:0005840 GO:0003735	K02867			PTHR11661 PTHR11661:SF1
Dusal.1441s00001	GO:0016757 GO:0005975	K07969 K07968 K00733		2.4.1.275 2.4.1.90	PTHR19300 PTHR19300:SF30
Dusal.1449s00001	GO:0051536 GO:0009055	K02639			PTHR19370 PTHR19370:SF110
Dusal.1458s00001	GO:0016021 GO:0006486 GO:0005783 GO:0004579	K12666		2.4.99.18	PTHR21049 PTHR21049:SF0
Dusal.1464s00001	GO:0005525	K07893	KOG0094		PTHR24073 PTHR24073:SF475
Dusal.1474s00001	GO:0005515				PTHR22846 PTHR22846:SF40
Dusal.1480s00001	GO:0050662 GO:0003824	K12450	KOG0747	4.2.1.46	PTHR10366 PTHR10366:SF385
Dusal.1482s00001	GO:0003676			3.6.4.13 3.6.4.12	
Dusal.1487s00001	GO:0016593 GO:0016570 GO:0006368	K15177			PTHR23146 PTHR23146:SF0
Dusal.1492s00002	GO:0005515		KOG0266		PTHR22844 PTHR22844:SF125
Dusal.1496s00001	GO:0003723				
Dusal.1497s00001	GO:0008168 GO:0008152				PTHR10108 PTHR10108:SF702
Dusal.1502s00002	GO:0005739 GO:0004129	K02267		1.9.3.1	PTHR11387
Dusal.1511s00001	GO:0006508 GO:0004176		KOG4172		PTHR23327 PTHR23327:SF9
Dusal.1512s00001	GO:0016787	K06269		3.1.3.16	PTHR11668 PTHR11668:SF280
Dusal.1520s00001	GO:0005515 GO:0003723				PTHR23253
Dusal.1530s00002	GO:0006629			3.1.1.3	PTHR21493
Dusal.1531s00001	GO:0003676		KOG0131		PTHR24012
Dusal.1539s00001	GO:0005515 GO:0005524 GO:0003676	K13177		3.6.4.13	PTHR24031
Dusal.1546s00003	GO:0016020 GO:0015696 GO:0008519 GO:0072488				PTHR11730 PTHR11730:SF6
Dusal.1552s00001	GO:0009611 GO:0004867				PTHR33091
Dusal.1559s00001	GO:0016787 GO:0005524 GO:0003677	K14810	KOG0346	3.6.4.13	PTHR24031 PTHR24031:SF333
Dusal.1569s00001	GO:0034457 GO:0006364 GO:0005732 GO:0005634	K14559			PTHR17039
Dusal.1580s00001	GO:0016491				c("PTHR22604", "PTHR22604:SF132") character(0)
Dusal.1589s00001	GO:0046961 GO:0033178 GO:0015991 GO:0016747	K02150			PTHR12317 PTHR12317:SF18
Dusal.1596s00003	GO:0016021 GO:0016020				PTHR22911 PTHR22911:SF6
Dusal.1597s00002	GO:0016811			3.5.1.49	PTHR31891 PTHR31891:SF5
Dusal.1602s00002	GO:0051082 GO:0016272 GO:0006457	K09549	KOG4098		PTHR13303
Dusal.1606s00002	GO:0006810 GO:0005643	K14309			
Dusal.1633s00001	GO:0008152 GO:0003824			6.2.1.3	PTHR24096 PTHR24096:SF221
Dusal.1641s00002	GO:0005515				
Dusal.1647s00001	GO:0008270 GO:0006355 GO:0005634 GO:0004402 GO:0003712			2.3.1.48	
Dusal.1686s00002	GO:0003676				PTHR13976 PTHR13976:SF22
Dusal.1693s00001	GO:0006260 GO:0003887 GO:0003677			2.7.7.7	PTHR10133 PTHR10133:SF27
Dusal.1693s00002	GO:0006260 GO:0003887 GO:0003677			2.7.7.7	PTHR10133
Dusal.1729s00001	GO:0006260 GO:0003887 GO:0003677			2.7.7.7	PTHR10133
Dusal.1743s00001	GO:0006457 GO:0003755 GO:0000413	K12739	KOG0879 KOG0880	5.2.1.8	PTHR11071 PTHR11071:SF193
Dusal.1745s00001	GO:0006355 GO:0006289 GO:0000439	K03143	KOG2487		PTHR12831 PTHR12831:SF0
Dusal.1759s00002	GO:0005515			3.4.21.108	PTHR22939 PTHR22939:SF95
Dusal.1769s00001	GO:0008270				PTHR23012 PTHR23012:SF89
Dusal.1785s00001	GO:0016787 GO:0008152	K15428		3.4.13.20	PTHR11014 PTHR11014:SF15
Dusal.1785s00002	GO:0005515				
Dusal.1788s00001	GO:0006281 GO:0003678 GO:0000723 GO:0005524 GO:0004386	K15255	KOG0987	3.6.4.12	PTHR23274
Dusal.1815s00001	GO:0005515				PTHR19857
Dusal.1832s00001	GO:0016817				PTHR35372
Dusal.1854s00001	GO:0030991				PTHR33724 PTHR33724:SF1
Dusal.1856s00001	GO:0016021 GO:0006486 GO:0005783 GO:0004579			2.4.99.18	
Dusal.1873s00001	GO:0005515				
Dusal.1895s00001	GO:0016757 GO:0008152	K00766		2.4.2.18	PTHR11922 PTHR11922:SF5
Dusal.1899s00001	GO:0030983 GO:0006298 GO:0005524				PTHR11361 PTHR11361:SF35
Dusal.1912s00001	GO:0003824 GO:0006470 GO:0004722			3.4.21.72	PTHR13832 PTHR13832:SF273
Dusal.1915s00001	GO:0006508 GO:0004176				PTHR23327 PTHR23327:SF12
Dusal.1916s00001	GO:0006412 GO:0005840 GO:0005622 GO:0003735 GO:0003723	K02952	KOG3311		PTHR10871
Dusal.1916s00002	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02920	KOG3452		PTHR10114
Dusal.1918s00001	GO:0006412 GO:0005840 GO:0005622 GO:0003735 GO:0003723				PTHR10871
Dusal.1928s00001	GO:0031625 GO:0006511				PTHR11932 PTHR11932:SF27
Dusal.1935s00001	GO:0005643	K14308			PTHR13000
Dusal.1936s00001	GO:0000105	K01695		4.2.1.20 4.1.2.8	
Dusal.1941s00001	GO:0006468 GO:0004672			2.7.11.1	PTHR24349 PTHR24349:SF23
Dusal.1958s00001	GO:0005524 GO:0003676			2.7.7.7	
Dusal.1960s00001	GO:0031625 GO:0006511				PTHR11932 PTHR11932:SF27
Dusal.1970s00002	GO:0007017 GO:0005875	K10418	KOG3430	3.6.4.2	PTHR11886
Dusal.1972s00001	GO:0003676				
Dusal.1977s00002	GO:0008168 GO:0001510 GO:0031167 GO:0008649			2.1.1.167	PTHR10920 PTHR10920:SF13
Dusal.1990s00001	GO:0006468 GO:0005524 GO:0004672			2.7.11.22 2.7.11.23	PTHR24056 PTHR24056:SF107
Dusal.1999s00002	GO:0030170			2.5.1.48 4.4.1.1	PTHR11808
Dusal.2002s00001	GO:0005515				PTHR12628
Dusal.2006s00001	GO:0055114 GO:0016702	K10712		1.13.11.19	PTHR22966
Dusal.2019s00001	GO:0004523 GO:0003723	K10743 character(0)	KOG2299	3.1.26.4	PTHR10954 PTHR10954:SF7
Dusal.2030s00001	GO:0015940 GO:0003864	K00606	KOG2949	2.1.2.11	PTHR20881 PTHR20881:SF0
Dusal.2081s00001	GO:0006351 GO:0005634 GO:0003899				
Dusal.2083s00001	GO:0005515		KOG4555		PTHR23083
Dusal.2091s00001	GO:0055085 GO:0022857 GO:0016021				PTHR23500
Dusal.2095s00001	GO:0046961 GO:0015991 GO:0000221	K02144			PTHR10698
Dusal.2120s00001	GO:0016757				PTHR20961
Dusal.2127s00001	GO:0030170 GO:0008483	K00833		6.3.3.3 2.6.1.62	PTHR11986 PTHR11986:SF8
Dusal.2138s00001	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02901	KOG3418		PTHR10497
Dusal.2141s00001	GO:0016757 GO:0006486				PTHR31646
Dusal.2146s00001	GO:0055114 GO:0016491				
Dusal.2149s00001	GO:0008081 GO:0006629	K18696	KOG2421	3.1.4.46	PTHR22958
Dusal.2184s00001	GO:0030976 GO:0003824 GO:0000287	K01652	KOG4166	2.2.1.6	PTHR18968 PTHR18968:SF112
Dusal.2223s00001	GO:0016021	K13348			PTHR11266
Dusal.2224s00001	GO:0008152 GO:0003824	K14760		6.2.1.26	PTHR24096
Dusal.2234s00001	GO:0008152 GO:0003824	K14760			PTHR24095
Dusal.2241s00001	GO:0046872				PTHR12547 PTHR12547:SF63
Dusal.2244s00001	GO:0004386			3.6.4.13	PTHR18934 PTHR18934:SF100
Dusal.2257s00001	GO:0051156 GO:0006096 GO:0005524 GO:0004340			2.7.1.2	
Dusal.2264s00001	GO:0046961 GO:0033178 GO:0015991 GO:0016747				PTHR12317 PTHR12317:SF29
Dusal.2268s00001	GO:0055085 GO:0016020 GO:0015297 GO:0015238 GO:0006855	K03327			PTHR11206
Dusal.2289s00001	GO:0008168 GO:0008152			2.1.1.197	PTHR10108 PTHR10108:SF706
Dusal.2300s00001	GO:0042578 GO:0042132 GO:0005975			3.1.3.37 3.1.3.11	PTHR11556 PTHR11556:SF2
Dusal.2326s00001	GO:0006412 GO:0005840 GO:0003735				PTHR11880
Dusal.2332s00001	GO:0005525				PTHR11649 PTHR11649:SF5
Dusal.2341s00001	GO:0006468 GO:0005524 GO:0004672			2.7.11.22	PTHR24056 PTHR24056:SF111
Dusal.2352s00001	GO:0003824 GO:0006470 GO:0004722	K17499		3.1.3.16	PTHR13832 PTHR13832:SF217
Dusal.2354s00002	GO:0043565	K03627	KOG3398		PTHR10245 PTHR10245:SF33
Dusal.2360s00001	GO:0005525	K14538			PTHR11089 PTHR11089:SF30
Dusal.2364s00001	GO:0045454 GO:0015035 GO:0009055	K07390			PTHR10293 PTHR10293:SF37
Dusal.2381s00001	GO:0055114 GO:0046872 GO:0006801 GO:0004784			1.15.1.1	PTHR11404 PTHR11404:SF6
Dusal.2385s00001	GO:0005515			2.7.11.1	PTHR11139 PTHR11139:SF69
Dusal.2385s00002	GO:0005515			2.7.11.1	
