Gene ID	GO	KO	KOG	ENZYME	PANTHER	PFAM
MicpuC2.EuGene.0000120481	GO:0046872 GO:0016787			3.6.1.22	PTHR22769 PTHR22769:SF7	PF09297 PF00293
MicpuC2.EuGene.0000120490	GO:0043169 GO:0005975 GO:0003824 GO:0005509 GO:0004556	K01176		3.2.1.1	PTHR10357 PTHR10357:SF153	PF00128 PF07821
MicpuC2.EuGene.0000120491	GO:0006355 GO:0003713 GO:0003677		KOG2712		PTHR13215	PF02229
MicpuC2.EuGene.0000120498	GO:0005515				PTHR24412	PF13964 PF01344
MicpuC2.EuGene.0000120503	GO:0003676 GO:0003723 GO:0006396 GO:0000175 GO:0006402 GO:0004654	K00962		2.7.7.8	PTHR11252	PF00575 PF13014 PF03726 PF03725 PF01138
MicpuC2.EuGene.0000130019	GO:0016787	K01519	KOG3222	3.6.1.19	PTHR11067 PTHR11067:SF9	PF01725
MicpuC2.EuGene.0000130026	GO:0003677 GO:0005515			2.1.1.43	PTHR22884 PTHR22884:SF385	PF01342 PF00856 PF00628
MicpuC2.EuGene.0000130042	GO:0019205 GO:0006139 GO:0005524			2.7.4.6 2.7.4.3	PTHR23359 PTHR23359:SF83	
MicpuC2.EuGene.0000130049	GO:0003676	K14411			PTHR24012	PF00076
MicpuC2.EuGene.0000130054	GO:0005515	K11426	KOG2084	2.1.1.43	PTHR12197	PF00856
MicpuC2.EuGene.0000130067	GO:0006629				PTHR21493 PTHR21493:SF84	PF01764
MicpuC2.EuGene.0000130079	GO:0005515	K10485			PTHR24412 PTHR24412:SF142	PF00651
MicpuC2.EuGene.0000130086	GO:0006164 GO:0004643 GO:0003937	K00602	KOG2555	2.1.2.3 3.5.4.10	PTHR11692 PTHR11692:SF2	PF02142 PF01808
MicpuC2.EuGene.0000130107	GO:0016799 GO:0008270 GO:0006284 GO:0003906 GO:0003684 GO:0006289			4.2.99.18	PTHR22993 PTHR22993:SF18	PF01149 PF06831
MicpuC2.EuGene.0000130108	GO:0008270					PF03367
MicpuC2.EuGene.0000130166	GO:0005515	K13124	KOG0316		PTHR22842	PF00400
MicpuC2.EuGene.0000130178	GO:0051726 GO:0005634				PTHR10177 PTHR10177:SF188	PF00134
MicpuC2.EuGene.0000130192	GO:0055114 GO:0016491		KOG4254	1.3.5.5	PTHR10742 PTHR10742:SF287	PF01593
MicpuC2.gw1.12.202.1	GO:0005515	K05309	KOG3029	5.3.99.3	PTHR12782 PTHR12782:SF5	PF14497 PF13417
MicpuC2.EuGene.0000130208	GO:0006950					PF00582
MicpuC2.EuGene.0000130209	GO:0006950				PTHR31964	PF00582
MicpuC2.EuGene.0000130210	GO:0000160	K14491			PTHR26402 PTHR26402:SF423	PF00249 PF00072
MicpuC2.EuGene.0000130219	GO:0055085 GO:0016021 GO:0008324 GO:0006812		KOG1485		PTHR11562 PTHR11562:SF21	PF16916 PF01545
MicpuC2.EuGene.0000130220	GO:0005524 GO:0003676	K10900	KOG0350 KOG0340	3.6.4.12	PTHR13710	PF16124 PF00270 PF00271
MicpuC2.EuGene.0000130224	GO:0016021	K08360	KOG1619		PTHR10106	PF03188
MicpuC2.EuGene.0000130225	GO:0009982 GO:0009451 GO:0003723 GO:0001522					PF00849
MicpuC2.EuGene.0000130267	GO:0016787 GO:0005524 GO:0003677 GO:0005634 GO:0006338 GO:0006281			3.6.4.12	PTHR10799 PTHR10799:SF558	PF04851 PF05964 PF00271 PF05965
MicpuC2.EuGene.0000130279	GO:0008270	K15716		2.7.11.25 2.7.12.2	PTHR21540	PF00569
MicpuC2.EuGene.0000130296	GO:0003824 GO:0006470 GO:0004722		KOG0698	3.1.3.16	PTHR13832	PF00481
MicpuC2.EuGene.0000130300	GO:0043565 GO:0008270 GO:0006355 GO:0003700				PTHR10071	PF00320
MicpuC2.EuGene.0000130339	GO:0016021 GO:0016020				PTHR12715 PTHR12715:SF18	PF00892
MicpuC2.EuGene.0000130341	GO:0005515		KOG0313 KOG0316	6.3.2.19	PTHR22844 PTHR22844:SF125	PF00400
MicpuC2.EuGene.0000130343	GO:0055114 GO:0016491			1.14.11.7	PTHR14650 PTHR14650:SF1	PF13640
MicpuC2.EuGene.0000130345	GO:0016788 GO:0009058			3.1.2.20	PTHR11487 PTHR11487:SF0	PF00975
MicpuC2.EuGene.0000130354	GO:0008152 GO:0003824	K18660	KOG1176	6.2.1.3	PTHR24096 PTHR24096:SF253	PF13193 PF00501
MicpuC2.EuGene.0000130358	GO:0016790 GO:0006633	K10782		3.1.2.14	PTHR31727 PTHR31727:SF6	PF01643
MicpuC2.EuGene.0000130359	GO:0016887 GO:0005524 GO:0016020		KOG0061	3.6.3.25	PTHR19241	PF00005 PF01061
MicpuC2.EuGene.0000130362	GO:0005524				PTHR20953 PTHR20953:SF2	PF00004
MicpuC2.EuGene.0000130364	GO:0035556 GO:0016849 GO:0009190			4.6.1.1	PTHR11017 PTHR11017:SF145	PF00211
MicpuC2.EuGene.0000130365	GO:0008152 GO:0003824		KOG4003		PTHR11080 PTHR11080:SF2	PF00857
MicpuC2.EuGene.0000130370	GO:0005515 GO:0007165				PTHR23097 PTHR23097:SF129	PF07647 PF00514 PF13676
MicpuC2.EuGene.0000130377	GO:0055114 GO:0016491			1.14.11.13	PTHR10209 PTHR10209:SF68	PF03171
MicpuC2.EuGene.0000130386	GO:0033177 GO:0015078	K03661	KOG0233		PTHR10263 PTHR10263:SF18	PF00137
MicpuC2.EuGene.0000130401	GO:0046872 GO:0030001 GO:0055114 GO:0006801 GO:0016532 GO:0005507	K04569	KOG4656		PTHR10003 PTHR10003:SF27	PF00403 PF00080
MicpuC2.EuGene.0000130411	GO:0008017		KOG3809		PTHR31363 PTHR31363:SF0	PF10243
MicpuC2.EuGene.0000130419	GO:0006950				PTHR31964	PF00582
MicpuC2.EuGene.0000130426	GO:0016810 GO:0006807	K14663		3.5.1.4	PTHR11750	PF00795
MicpuC2.EuGene.0000130450	GO:0009228 GO:0004789	K14153	KOG2598	2.5.1.3 2.7.1.49 2.7.4.7	PTHR20858 PTHR20858:SF17	PF02581 PF08543
MicpuC2.EuGene.0000140010	GO:0055114 GO:0016491 GO:0009073 GO:0003856			1.4.1.24	PTHR33563 PTHR33563:SF1	PF01959
MicpuC2.EuGene.0000140015	GO:0030246 GO:0005975			3.2.1.1		PF03714
MicpuC2.EuGene.0000140039	GO:0005634 GO:0003677					PF03110
MicpuC2.EuGene.0000140049	GO:0008076 GO:0006813 GO:0005249				PTHR11537 PTHR11537:SF14	PF07885
MicpuC2.EuGene.0000140060	GO:0046854	K15422	KOG1528	3.1.3.7 3.1.3.57	PTHR20854 PTHR20854:SF34	PF00459
MicpuC2.EuGene.0000140084	GO:0016787 GO:0009166			3.6.1.5	PTHR11575	PF02872
MicpuC2.EuGene.0000140097	GO:0030983 GO:0006298 GO:0005524				PTHR11361 PTHR11361:SF31	PF01624
MicpuC2.EuGene.0000140098	GO:0030983 GO:0006298 GO:0005524				PTHR11361 PTHR11361:SF31	PF05188 PF01624
MicpuC2.EuGene.0000140102	GO:0005515				PTHR32002	PF00564 PF02042
MicpuC2.EuGene.0000140113	GO:0008408 GO:0006139 GO:0003676 GO:0002161			3.6.4.12	PTHR12124 PTHR12124:SF38	PF01612 PF04073
MicpuC2.EuGene.0000140132	GO:0016746 GO:0008152	K13510		2.3.1.67 2.3.1.23	PTHR23063	PF01553
MicpuC2.EuGene.0000140133	GO:0055114 GO:0008113 GO:0030091 GO:0016671 GO:0006979		KOG1635	1.8.4.11	PTHR10173 PTHR10173:SF6	PF01625
MicpuC2.EuGene.0000140159	GO:0042254	K14771			PTHR12455 PTHR12455:SF0	PF03914
MicpuC2.EuGene.0000140179	GO:0016868 GO:0005975	K01836	KOG2537	5.4.2.3	PTHR22573 PTHR22573:SF15	PF02878
MicpuC2.EuGene.0000140184	GO:0008146			2.8.2.1	PTHR11783 PTHR11783:SF15	PF00685
MicpuC2.EuGene.0000140197	GO:0016020 GO:0009765				PTHR21649 PTHR21649:SF15	PF00504
MicpuC2.EuGene.0000140219	GO:0008152 GO:0003824				PTHR13794 PTHR13794:SF60	PF13378
MicpuC2.EuGene.0000140223	GO:0006310 GO:0006281 GO:0003910 GO:0003677 GO:0005524 GO:0051103	K10777	KOG0966	6.5.1.1	PTHR10459 PTHR10459:SF7	PF04679 PF04675 PF01068
MicpuC2.EuGene.0000140282	GO:0005751 GO:0005743 GO:0004129	K02266			PTHR11504	
MicpuC2.EuGene.0000140303	GO:0016020 GO:0009055 GO:0008137	K11352			PTHR12910 PTHR12910:SF2	PF05071
MicpuC2.EuGene.0000140304	GO:0006468 GO:0005524 GO:0004672	K07376	KOG0614	2.7.11.12	PTHR24353	PF00027 PF00069
MicpuC2.EuGene.0000140316	GO:0005515					PF12937
MicpuC2.EuGene.0000140339	GO:0005524 GO:0050515 GO:0016114	K00919		2.7.1.148	PTHR20861 PTHR20861:SF2	PF00288
MicpuC2.EuGene.0000140341	GO:0050662 GO:0003824 GO:0008830			5.1.3.13	PTHR10491 PTHR10491:SF4	PF01370 PF00908
MicpuC2.EuGene.0000140345	GO:0016627 GO:0016021 GO:0006629 GO:0005737		KOG1638	1.3.1.22	PTHR10556 PTHR10556:SF37	PF02544
MicpuC2.EuGene.0000140362	GO:0006508 GO:0004222				PTHR11804 PTHR11804:SF8	PF01432
MicpuC2.EuGene.0000140373	GO:0005515 GO:0005509		KOG0027	2.7.11.1	PTHR10891 PTHR10891:SF5	PF00536 PF13833 PF13202 PF13499
MicpuC2.EuGene.0000150003	GO:0043461	K07556	KOG3015		PTHR21013	PF07542
MicpuC2.EuGene.0000150010	GO:0005634 GO:0003677					PF03110
MicpuC2.EuGene.0000150015	GO:0016020 GO:0006487 GO:0003830			2.4.1.144		PF04724
MicpuC2.EuGene.0000150017	GO:0007076 GO:0000796				PTHR14418	
MicpuC2.EuGene.0000150042	GO:0005515				PTHR24365	PF13855
MicpuC2.EuGene.0000150043	GO:0005515					PF00560
MicpuC2.EuGene.0000150062	GO:0004045	K01056	KOG2255	3.1.1.29	PTHR17224 PTHR17224:SF1	PF01195
MicpuC2.EuGene.0000150070	GO:0035556 GO:0016020				PTHR12290 PTHR12290:SF11	PF03311
MicpuC2.EuGene.0000150071	GO:0005740 GO:0004129	K02265	KOG3352	1.9.3.1	PTHR10122	PF01215
MicpuC2.EuGene.0000150102	GO:0043565	K03627	KOG3398		PTHR10245 PTHR10245:SF33	PF01381 PF08523
MicpuC2.EuGene.0000150107	GO:0016746 GO:0008152			2.3.1.51		PF01553
MicpuC2.EuGene.0000150113	GO:0006260 GO:0003887 GO:0003677			2.7.7.7	PTHR10133	PF00476
MicpuC2.EuGene.0000150128	GO:0006468 GO:0005524 GO:0004672		KOG0581	2.7.11.1	PTHR24361 PTHR24361:SF268	PF00069
MicpuC2.EuGene.0000150129	GO:0016429			2.1.1.217		PF04816
MicpuC2.EuGene.0000150133	GO:0005515					PF00856
MicpuC2.EuGene.0000150141	GO:0003677 GO:0016593 GO:0016570 GO:0006368	K15178	KOG2402		PTHR13115 PTHR13115:SF8	PF03126
MicpuC2.EuGene.0000150154	GO:0006367 GO:0006366 GO:0005674	K03139		3.6.4.12	PTHR10445 PTHR10445:SF0	PF02270
MicpuC2.EuGene.0000150160	GO:0006096 GO:0003872	K00850		2.7.1.11	PTHR13697 PTHR13697:SF21	PF00365
MicpuC2.EuGene.0000150164	GO:0005992 GO:0003824	K01087		3.1.3.12	PTHR10788 PTHR10788:SF31	PF02358
MicpuC2.EuGene.0000150166	GO:0016788 GO:0006886 GO:0006505	K05294			PTHR15495 PTHR15495:SF7	PF07819
MicpuC2.EuGene.0000150169	GO:0003676 GO:0006418 GO:0005524 GO:0004812 GO:0000166	K04567		6.1.1.6	PTHR22594 PTHR22594:SF35	PF01336 PF00152
MicpuC2.EuGene.0000150209	GO:0042578 GO:0042132 GO:0005975		KOG1458	3.1.3.11	PTHR12260 PTHR12260:SF6	PF00316 PF01937
MicpuC2.EuGene.0000150221	GO:0003723 GO:0003677					PF00013 PF00046 PF03126
MicpuC2.EuGene.0000150226	GO:0016787			3.6.1.5	PTHR11782 PTHR11782:SF42	PF01150
MicpuC2.EuGene.0000150227	GO:0008175			2.1.1.257		PF04013
MicpuC2.EuGene.0000150230	GO:0016787 GO:0005524 GO:0003677 GO:0009432 GO:0009381 GO:0006289 GO:0006281	K03702			PTHR24029	PF04851 PF12344 PF00271 PF08459
MicpuC2.EuGene.0000150242	GO:0005525	K03978			PTHR11649 PTHR11649:SF49	PF01926
MicpuC2.EuGene.0000150284	GO:0005681 GO:0000398	K11097	KOG1774		PTHR11193	PF01423
MicpuC2.EuGene.0000150286	GO:0004386			3.6.4.13 3.6.4.12	PTHR18934 PTHR18934:SF145	PF00271 PF04408 PF07717
MicpuC2.EuGene.0000150287	GO:0005524 GO:0003676			3.6.4.13	PTHR18934	PF00270
MicpuC2.EuGene.0000150346	GO:0016887 GO:0005524 GO:0016020		KOG0061		PTHR19241	PF00005 PF01061
MicpuC2.EuGene.0000150348	GO:0003676	K12881			PTHR19965	PF13865 PF00076
MicpuC2.EuGene.0000150351	GO:0005515					PF01465
MicpuC2.EuGene.0000150352	GO:0005515	K03233	KOG0867		PTHR11260 PTHR11260:SF143	PF02798
MicpuC2.EuGene.0000150353	GO:0055114 GO:0016491		KOG0143	1.14.17.4	PTHR10209 PTHR10209:SF144	PF03171 PF14226
MicpuC2.EuGene.0000150354	GO:0016020 GO:0015018	K10158		2.4.1.135	PTHR10896 PTHR10896:SF30	PF03360
MicpuC2.EuGene.0000150357	GO:0016021 GO:0015693 GO:0015095				PTHR12570 PTHR12570:SF12	PF05653
MicpuC2.EuGene.0000150358	GO:0016021 GO:0015693 GO:0015095				PTHR12570 PTHR12570:SF12	
MicpuC2.EuGene.0000150374	GO:0003993		KOG3720		PTHR11567	PF00328
MicpuC2.EuGene.0000160008	GO:0055114 GO:0006561 GO:0004735	K00286	KOG3124	1.5.1.2	PTHR11645 PTHR11645:SF28	PF03807 PF14748
MicpuC2.EuGene.0000160019	GO:0055114 GO:0016491			1.14.11.29	PTHR12907	PF13640
MicpuC2.EuGene.0000160028	GO:0005515				PTHR34957 PTHR34957:SF1	PF13474 PF02151
MicpuC2.EuGene.0000160029	GO:0006457			5.2.1.8	PTHR10516 PTHR10516:SF308	PF00254
MicpuC2.gw1.8.285.1	GO:0005488				PTHR30535 PTHR30535:SF2	PF01497
MicpuC2.EuGene.0000160036	GO:0006777			2.8.1.12	PTHR23404 PTHR23404:SF2	PF02391
MicpuC2.EuGene.0000160037	GO:0006777	K03635		2.8.1.12	PTHR23404 PTHR23404:SF2	PF02391
MicpuC2.EuGene.0000160045	GO:0005515 GO:0006457 GO:0032040 GO:0006364	K14554		5.2.1.8	PTHR22840	PF00400 PF00254 PF04192
MicpuC2.EuGene.0000160046	GO:0005524					PF06309
MicpuC2.EuGene.0000160048	GO:0008270 GO:0005515					PF13639
MicpuC2.EuGene.0000160081	GO:0008270 GO:0005515				PTHR10615	PF13639
MicpuC2.EuGene.0000160082	GO:0006355 GO:0003677				PTHR11850 PTHR11850:SF132	PF05920
MicpuC2.EuGene.0000160087	GO:0008270	K01493		3.5.4.12	PTHR11086	PF00383
MicpuC2.EuGene.0000160100	GO:0016020 GO:0015979 GO:0009522	K02698			PTHR34195	PF01241
MicpuC2.EuGene.0000160119	GO:0020037 GO:0009055	K08906			PTHR34688 PTHR34688:SF1	PF13442
MicpuC2.EuGene.0000160120	GO:0008080				PTHR21471 PTHR21471:SF63	PF00583
MicpuC2.EuGene.0000160139	GO:0016491 GO:0008152		KOG1208	1.1.1.300	PTHR24319 PTHR24319:SF26	PF00106
MicpuC2.EuGene.0000160145	GO:0005515					PF00397
MicpuC2.EuGene.0000160149	GO:0055085 GO:0016021				PTHR24064	PF07690
MicpuC2.EuGene.0000160151	GO:0005515	K15223	KOG0381		PTHR13711	PF08766 PF00505 PF02201
MicpuC2.EuGene.0000160178	GO:0005515				PTHR23308	PF00498
MicpuC2.EuGene.0000160179	GO:0046872 GO:0000166 GO:0016021 GO:0015914 GO:0005524 GO:0000287			3.6.3.1	PTHR24092	PF00122 PF12710 PF16209 PF16212
MicpuC2.EuGene.0000160182	GO:0008767	K01854		5.4.99.9	PTHR21197	PF13450 PF03275
MicpuC2.EuGene.0000160187	GO:0019901 GO:0006355 GO:0000079		KOG0834		PTHR10026	PF00134
MicpuC2.EuGene.0000160202	GO:0016021		KOG3797		PTHR10057	PF03073
MicpuC2.EuGene.0000160209	GO:0008270	K16675	KOG1311	2.3.1.225	PTHR22883 PTHR22883:SF43	PF01529
MicpuC2.EuGene.0000160212	GO:0051260				PTHR11145 PTHR11145:SF8	PF02214
MicpuC2.EuGene.0000160244	GO:0006468 GO:0005524 GO:0004672			2.7.12.1 2.7.10.2	PTHR23257	PF00069
MicpuC2.EuGene.0000160281	GO:0016747					PF01757
MicpuC2.EuGene.0000160289	GO:0008033	K00784	KOG2121	3.1.26.11	PTHR12553 PTHR12553:SF49	PF13691 PF12706
MicpuC2.EuGene.0000160292	GO:0046912	K01647	KOG2617	2.3.3.16	PTHR11739 PTHR11739:SF4	PF00285
MicpuC2.EuGene.0000160316	GO:0016021	K10246		2.3.1.199	PTHR11157 PTHR11157:SF13	PF01151
MicpuC2.EuGene.0000160317	GO:0051539 GO:0009435 GO:0008987	K03517			PTHR30573 PTHR30573:SF3	PF02657 PF02445
MicpuC2.EuGene.0000160349	GO:0003824 GO:0006468 GO:0004672		KOG0032	2.7.11.1	PTHR24347 PTHR24347:SF152	PF00481 PF07714
MicpuC2.EuGene.0000160364	GO:0046080 GO:0016787	K01520	KOG3370	3.6.1.23	PTHR11241	PF00692
MicpuC2.EuGene.0000160371	GO:0009052 GO:0004751				PTHR11934 PTHR11934:SF8	PF06026
MicpuC2.EuGene.0000160398	GO:0016787 GO:0005524 GO:0003677	K19001	KOG1001 KOG1002	3.6.4.12	PTHR10799	PF04851 PF00271
MicpuC2.EuGene.0000160405	GO:0016805 GO:0006508			3.4.11.6	PTHR12994 PTHR12994:SF17	PF03577
MicpuC2.EuGene.0000160415	GO:0016021 GO:0016020					PF00892
MicpuC2.EuGene.0000160419	GO:0006457 GO:0003755 GO:0000413			5.2.1.8	PTHR11071 PTHR11071:SF174	PF00160
MicpuC2.EuGene.0000160424	GO:0008234 GO:0006508			3.4.18.1	PTHR12411 PTHR12411:SF340	PF00112
MicpuC2.EuGene.0000170024	GO:0008176 GO:0006400			2.1.1.33		PF02390
MicpuC2.EuGene.0000170060	GO:0005515	K11419		2.1.1.43	PTHR22884	PF00856
MicpuC2.EuGene.0000170070	GO:0007018 GO:0003777 GO:0016887 GO:0005858 GO:0003341				PTHR10676 PTHR10676:SF137	
MicpuC2.EuGene.0000170083	GO:0005515 GO:0003723	K13210			PTHR10288 PTHR10288:SF145	PF00397 PF00013
MicpuC2.EuGene.0000170085	GO:0016491 GO:0008152				PTHR24322 PTHR24322:SF383	PF00106
MicpuC2.EuGene.0000170086	GO:0016491 GO:0008152			1.1.1.100		PF00106
MicpuC2.EuGene.0000170134	GO:0008270 GO:0005515		KOG4172		PTHR15860	PF13639
MicpuC2.EuGene.0000170135	GO:0055114 GO:0016491		KOG2852	1.4.3.3	PTHR13847 PTHR13847:SF150	PF01266
MicpuC2.EuGene.0000170141	GO:0055085 GO:0016020 GO:0006811 GO:0005216					PF00520
MicpuC2.EuGene.0000170146	GO:0006750 GO:0003839		KOG4059		PTHR12935	PF13772
MicpuC2.EuGene.0000170170	GO:0003723				PTHR10288 PTHR10288:SF145	PF00013
MicpuC2.EuGene.0000170176	GO:0005515	K14963			PTHR22847	PF00400
MicpuC2.EuGene.0000170196	GO:0006950				PTHR31964	PF00582
MicpuC2.EuGene.0000170205	GO:0015934 GO:0006412 GO:0003735	K02876			PTHR12934 PTHR12934:SF11	PF00828
MicpuC2.EuGene.0000170220	GO:0005515	K12824			PTHR11864	PF00397 PF01846
MicpuC2.EuGene.0000170239	GO:0016021				PTHR30269	PF01925
MicpuC2.EuGene.0000170240	GO:0005634				PTHR10177	PF02984 PF00134
MicpuC2.EuGene.0000170248	GO:0055114 GO:0016491	K02641		1.18.1.2	PTHR19384 PTHR19384:SF75	PF00175
MicpuC2.EuGene.0000170301	GO:0006457 GO:0005737	K04078	KOG1641		PTHR10772	PF00166
MicpuC2.EuGene.0000170313	GO:0008270 GO:0005515			6.3.2.19		PF13639
MicpuC2.EuGene.0000170315	GO:0006914 GO:0005737	K08339			PTHR13040 PTHR13040:SF2	PF04106
MicpuC2.EuGene.0000170331	GO:0016779 GO:0006396 GO:0003723			2.7.7.19	PTHR13734 PTHR13734:SF47	PF12627 PF01743
MicpuC2.EuGene.0000170334	GO:0008270			2.1.1.173		PF00641
MicpuC2.EuGene.0000170339	GO:0003677					PF00046
MicpuC2.EuGene.0000170341	GO:0003677					PF00046
MicpuC2.EuGene.0000170352	GO:0005509					PF13833 PF13202
MicpuC2.EuGene.0000170353	GO:0007029 GO:0005789				PTHR20955	PF07086
MicpuC2.EuGene.0000170363	GO:0016020 GO:0006810					PF01770
MicpuC2.EuGene.0000180012	GO:0005515				PTHR22847	PF00400
MicpuC2.EuGene.0000180014	GO:0005515	K11885	KOG0012		PTHR12917 PTHR12917:SF1	PF13650 PF00240 PF00627
MicpuC2.EuGene.0000180015	GO:0008270 GO:0005515		KOG0645		PTHR22847	PF13639 PF00400
MicpuC2.EuGene.0000180056	GO:0007205 GO:0004143	K00901		2.7.1.107	PTHR11255 PTHR11255:SF45	PF00609
MicpuC2.EuGene.0000180057	GO:0016301			2.7.1.107	PTHR11255 PTHR11255:SF34	PF00781
MicpuC2.EuGene.0000180064	GO:0008173 GO:0006396 GO:0003723			2.1.1.200		PF00588
MicpuC2.EuGene.0000180094	GO:0006468 GO:0005524 GO:0004672			2.7.11.1	PTHR11042	PF00069
MicpuC2.EuGene.0000180195	GO:0008270 GO:0008237 GO:0006508	K01256		3.4.11.14	PTHR11533 PTHR11533:SF152	PF01433 PF11940
MicpuC2.EuGene.0000180210	GO:0005515			3.4.19.12		PF00917
MicpuC2.EuGene.0000180222	GO:0005515				PTHR15715	PF00498
MicpuC2.EuGene.0000180241	GO:0030176 GO:0006886	K14025				PF06936
MicpuC2.EuGene.0000180251	GO:0005524 GO:0003676		KOG0947	3.6.4.13	PTHR24188	PF12796 PF00270 PF08148
MicpuC2.EuGene.0000180264	GO:0006508 GO:0004222	K01410	KOG2090	3.4.24.59	PTHR11804 PTHR11804:SF5	PF01432
MicpuC2.EuGene.0000180269	GO:0006950				PTHR31964	PF00582
MicpuC2.EuGene.0000180281	GO:0006397 GO:0005634 GO:0003676	K14792	KOG1070		PTHR23270 PTHR23270:SF10	PF05843 PF00575
MicpuC2.EuGene.0000190002	GO:0006468 GO:0004672			2.7.11.1	PTHR23257	PF07714
MicpuC2.EuGene.0000190020	GO:0046983				PTHR23272 PTHR23272:SF42	PF05699
MicpuC2.EuGene.0000190023	GO:0006468 GO:0004672 GO:0046983			2.7.10.2	PTHR23272	PF07714 PF05699
MicpuC2.EuGene.0000190086	GO:0006355 GO:0003713 GO:0003677					PF02229
MicpuC2.EuGene.0000020015	GO:0005515		KOG1188		PTHR22889	PF00400
MicpuC2.EuGene.0000020033	GO:0055114 GO:0020037 GO:0016705 GO:0005506				PTHR24305 PTHR24305:SF65	PF00067
MicpuC2.EuGene.0000020034	GO:0016887 GO:0005524 GO:0055085 GO:0042626 GO:0016021 GO:0006810		KOG0058	3.6.3.44	PTHR24223	PF00005 PF00664
MicpuC2.EuGene.0000020035	GO:0016887 GO:0005524			3.6.3.44	PTHR24223	PF00005
MicpuC2.EuGene.0000020049	GO:0005096	K18272			PTHR15440 PTHR15440:SF0	PF07986
MicpuC2.gw1.5.426.1	GO:0003725		KOG3051		PTHR17490 PTHR17490:SF7	PF01300
MicpuC2.EuGene.0000020068	GO:0052726 GO:0052725 GO:0047325 GO:0032957 GO:0005622 GO:0005524 GO:0000287			2.7.1.159 2.7.1.134	PTHR14217	PF05770
MicpuC2.EuGene.0000020084	GO:0005515					PF13180
MicpuC2.EuGene.0000020086	GO:0008757					PF05724
MicpuC2.EuGene.0000020088	GO:0055114 GO:0050897 GO:0016636 GO:0010024			1.3.7.2	PTHR34557 PTHR34557:SF2	PF05996
MicpuC2.EuGene.0000020089	GO:0015031 GO:0006464	K12183	KOG2391		PTHR23306 PTHR23306:SF3	PF09454 PF05743
MicpuC2.EuGene.0000020091	GO:0019905				PTHR16127 PTHR16127:SF13	PF09728
MicpuC2.EuGene.0000020125	GO:0008168 GO:0006364					PF04452
MicpuC2.EuGene.0000020140	GO:0005515 GO:0006511				PTHR12555 PTHR12555:SF13	PF00789
MicpuC2.EuGene.0000020153	GO:0008270			2.3.1.225	PTHR22883	PF01529
MicpuC2.EuGene.0000020186	GO:0035434 GO:0016021 GO:0005375		KOG3386		PTHR12483 PTHR12483:SF27	PF04145
MicpuC2.EuGene.0000020193	GO:0006351 GO:0003899 GO:0003677	K03009			PTHR12056	PF03604
MicpuC2.EuGene.0000020196	GO:0006355 GO:0003700					PF00847
MicpuC2.EuGene.0000020246	GO:0008152 GO:0003824		KOG1202 KOG1177 KOG1176		PTHR11712 PTHR11712:SF285	PF13193 PF14765 PF00501 PF00550 PF08659 PF02801 PF00109
MicpuC2.EuGene.0000020248	GO:0007049 GO:0006281 GO:0005634	K06662			PTHR12172 PTHR12172:SF0	PF03215
MicpuC2.EuGene.0000020275	GO:0008440			2.7.1.151	PTHR12400 PTHR12400:SF51	PF03770
MicpuC2.EuGene.0000020314	GO:0008270 GO:0003676	K18732			PTHR12381	PF00098 PF02037
MicpuC2.EuGene.0000020330	GO:0006260 GO:0005524 GO:0003677	K10738	KOG0481	3.6.4.12	PTHR11630 PTHR11630:SF48	PF00493
MicpuC2.EuGene.0000020337	GO:0008168 GO:0008152	K19306	KOG1541	2.1.1.11	PTHR12734 PTHR12734:SF0	PF12589 PF08241
MicpuC2.EuGene.0000020338	GO:0016853 GO:0005975	K01792	KOG1594	5.1.3.15	PTHR11122 PTHR11122:SF12	PF01263
MicpuC2.EuGene.0000020343	GO:0008270 GO:0005515		KOG0271		PTHR22847	PF13639 PF00400
MicpuC2.EuGene.0000020347	GO:0005515	K14791	KOG0270		PTHR14091	PF00400
MicpuC2.EuGene.0000020351	GO:0005515			2.1.1.127	PTHR13271	PF09273 PF00856
MicpuC2.EuGene.0000020355	GO:0006886 GO:0005784	K09481	KOG3457		PTHR13509	PF03911
MicpuC2.EuGene.0000020360	GO:0016757	K05286	KOG1771	2.4.1.260	PTHR22760 PTHR22760:SF4	PF03901
MicpuC2.EuGene.0000020362	GO:0005515					PF01833
MicpuC2.EuGene.0000020363	GO:0005515				PTHR13833 PTHR13833:SF48	PF01436
MicpuC2.EuGene.0000020375	GO:0008270 GO:0005685 GO:0000398 GO:0000387	K11095			PTHR31148 PTHR31148:SF1	PF06220
MicpuC2.EuGene.0000020380	GO:0008168	K15190	KOG2899		PTHR12315 PTHR12315:SF0	PF06859
MicpuC2.EuGene.0000020396	GO:0030915 GO:0006281 GO:0005634		KOG2866		PTHR16140	PF08743
MicpuC2.EuGene.0000020405	GO:0046923 GO:0016021 GO:0006621	K10949	KOG3106		PTHR10585	PF00810
MicpuC2.EuGene.0000020418	GO:0055085 GO:0016020 GO:0006811 GO:0005216					PF00520
MicpuC2.EuGene.0000020441	GO:0006364	K14824	KOG0650		PTHR17605	PF08145
MicpuC2.EuGene.0000020456	GO:0055114 GO:0016491 GO:0006633 GO:0005506	K00227	KOG0872	1.14.21.6	PTHR11863 PTHR11863:SF33	PF04116
