Naga_101577g2	NGA_2123800
Naga_100982g2	NGA_0160200
Naga_100248g1	NGA_0160200
Naga_100248g2	NGA_0199900
Naga_100248g3	NGA_0186100
Naga_100248g4	NGA_0159702
Naga_100248g5	NGA_0200210
Naga_100248g6	NGA_0723910
Naga_100248g7	NGA_0445400
Naga_100248g8	NGA_0200000
Naga_100248g9	NGA_0703500
Naga_100248g10	NGA_0160302
Naga_100034g50	NGA_0382700
Naga_100034g49	NGA_0174101
Naga_100034g48	NGA_0622900
Naga_100034g47	NGA_0720100
Naga_100034g46	NGA_0207000
Naga_100034g45	NGA_0367210
Naga_100034g44	NGA_0115900
Naga_100034g44	NGA_0481600
Naga_100034g43	NGA_0631100
Naga_100034g42	NGA_0635700
Naga_100034g41	NGA_2080420
Naga_100034g40	NGA_0455800
Naga_100034g39	NGA_0555700
Naga_100034g38	NGA_0675600
Naga_100034g37	NGA_2004420
Naga_100034g36	NGA_0628720
Naga_100034g34	NGA_0112000
Naga_100034g33	NGA_2027100
Naga_100034g32	NGA_0442100
Naga_100034g31	NGA_0681310
Naga_100034g30	NGA_2015800
Naga_100034g29	NGA_0545200
Naga_100034g28	NGA_0023902
Naga_100034g27	NGA_0461900
Naga_100034g26	NGA_0467800
Naga_100034g25	NGA_0461800
Naga_100034g24	NGA_0248902
Naga_100034g23	NGA_0318500
Naga_100034g22	NGA_0334300
Naga_100034g21	NGA_2029100
Naga_100034g19	NGA_2086500
Naga_100034g18	NGA_0583520
Naga_100034g17	NGA_0097200
Naga_100034g16	NGA_0473510
Naga_100034g15	NGA_0469200
Naga_100034g14	NGA_0098600
Naga_100034g13	NGA_0363900
Naga_100034g12	NGA_2079800
Naga_100034g11	NGA_0721600
Naga_100034g10	NGA_0626400
Naga_100034g9	NGA_2083300
Naga_100034g8	NGA_0083820
Naga_100034g7	NGA_0434010
Naga_100034g6	NGA_0355100
Naga_100034g5	NGA_0207400
Naga_100034g4	NGA_0613100
Naga_100034g2	NGA_0227300
Naga_100034g1	NGA_0240100
Naga_100104g1	NGA_0451520
Naga_100104g3	NGA_0212300
Naga_100104g2	NGA_2045500
Naga_100104g4	NGA_2024900
Naga_100104g5	NGA_0454800
Naga_100104g6	NGA_2002700
Naga_100104g7	NGA_0174000
Naga_100104g8	NGA_0078900
Naga_100104g9	NGA_0459000
Naga_100104g10	NGA_0377400
Naga_100104g10	NGA_0459000
Naga_100104g11	NGA_0392200
Naga_100104g12	NGA_0556800
Naga_100104g13	NGA_0382700
Naga_100104g14	NGA_0681400
Naga_100104g15	NGA_2119100
Naga_100104g16	NGA_0607300
Naga_100104g17	NGA_0430101
Naga_100104g18	NGA_0237700
Naga_100104g21	NGA_0623100
Naga_100104g22	NGA_0137300
Naga_100104g23	NGA_0476020
Naga_100104g24	NGA_2027600
Naga_100104g25	NGA_0454500
Naga_100104g26	NGA_0721700
Naga_100104g27	NGA_0679600
Naga_100104g28	NGA_0607910
Naga_100104g29	NGA_0318900
Naga_100125g19	NGA_2013600
Naga_100125g18	NGA_0182300
Naga_100125g17	NGA_0545700
Naga_100125g16	NGA_0445400
Naga_100125g13	NGA_2124200
Naga_100125g12	NGA_0260102
Naga_100125g11	NGA_2121020
Naga_100125g10	NGA_0401310
Naga_100125g9	NGA_0501000
Naga_100125g8	NGA_0474500
Naga_100125g7	NGA_0462000
Naga_100125g6	NGA_2069600
Naga_100125g4	NGA_0641200
Naga_100125g3	NGA_0470900
Naga_100125g2	NGA_0471200
Naga_100125g1	NGA_0373200
Naga_100059g1	NGA_0471000
Naga_100059g3	NGA_0694500
Naga_100059g4	NGA_0437700
Naga_100059g5	NGA_2122300
Naga_100059g6	NGA_0168102
Naga_100059g7	NGA_0546000
Naga_100059g8	NGA_2066510
Naga_100059g9	NGA_0682000
Naga_100059g10	NGA_2055900
Naga_100059g11	NGA_0481600
Naga_100059g11	NGA_0406800
Naga_100059g12	NGA_0330500
Naga_100059g13	NGA_2040910
Naga_100059g14	NGA_0725900
Naga_100059g15	NGA_0516500
Naga_100059g16	NGA_2010700
Naga_100059g17	NGA_2055400
Naga_100059g18	NGA_0160400
Naga_100059g19	NGA_0186100
Naga_100059g20	NGA_2115400
Naga_100059g21	NGA_0467800
Naga_100059g22	NGA_0594000
Naga_100059g23	NGA_0706000
Naga_100059g24	NGA_0675600
Naga_100059g25	NGA_0557500
Naga_100059g26	NGA_0680400
Naga_100059g27	NGA_2007300
Naga_100059g28	NGA_0220200
Naga_100059g29	NGA_0238600
Naga_100059g30	NGA_2129400
Naga_100059g31	NGA_2005320
Naga_100059g32	NGA_2061600
Naga_100256g8	NGA_0106100
Naga_100256g7	NGA_0115300
Naga_100256g6	NGA_0606500
Naga_100256g5	NGA_2027700
Naga_100256g4	NGA_0547700
Naga_100256g3	NGA_0524500
Naga_100256g2	NGA_0400501
Naga_100256g1	NGA_0332800
Naga_100069g1	NGA_0640000
Naga_100069g2	NGA_0330700
Naga_100069g3	NGA_0212300
Naga_100069g4	NGA_0282720
Naga_100069g5	NGA_0126200
Naga_100069g6	NGA_0622700
Naga_100069g7	NGA_2028300
Naga_100069g8	NGA_2096600
Naga_100069g10	NGA_0437801
Naga_100069g12	NGA_0319400
Naga_100069g11	NGA_0710900
Naga_100069g14	NGA_0369602
Naga_100069g13	NGA_2072100
Naga_100069g15	NGA_0252402
Naga_100069g16	NGA_0424700
Naga_100069g17	NGA_2054620
Naga_100069g18	NGA_0424800
Naga_100069g19	NGA_2049000
Naga_100069g20	NGA_2109900
Naga_100069g21	NGA_0170000
Naga_100015g81	NGA_0402700
Naga_100015g80	NGA_2014500
Naga_100015g79	NGA_2030900
Naga_100015g78	NGA_0444300
Naga_100015g77	NGA_2013120
Naga_100015g76	NGA_0237810
Naga_100015g75	NGA_0679600
Naga_100015g74	NGA_0109620
Naga_100015g73	NGA_0380600
Naga_100015g72	NGA_0704100
Naga_100015g71	NGA_0704000
Naga_100015g70	NGA_0445110
Naga_100015g69	NGA_2018400
Naga_100015g68	NGA_0445110
Naga_100015g67	NGA_0445201
Naga_100015g66	NGA_0332300
Naga_100015g65	NGA_2023110
Naga_100015g63	NGA_0698300
Naga_100015g62	NGA_0234000
Naga_100015g61	NGA_0702100
Naga_100015g60	NGA_0430201
Naga_100015g59	NGA_0317900
Naga_100015g58	NGA_0414800
Naga_100015g57	NGA_0607910
Naga_100015g56	NGA_0355500
Naga_100015g55	NGA_0170000
Naga_100015g54	NGA_0569300
Naga_100015g53	NGA_0232502
Naga_100015g52	NGA_0722800
Naga_100015g51	NGA_2021200
Naga_100015g50	NGA_0683800
Naga_100015g49	NGA_0203900
Naga_100015g48	NGA_2027900
Naga_100015g46	NGA_0058102
Naga_100015g45	NGA_0392200
Naga_100015g44	NGA_2128320
Naga_100015g43	NGA_2092600
Naga_100015g42	NGA_2041100
Naga_100015g41	NGA_0479900
Naga_100015g38	NGA_2008620
Naga_100015g37	NGA_0587600
Naga_100015g36	NGA_2028700
Naga_100015g35	NGA_0109620
Naga_100015g34	NGA_2129100
Naga_100015g33	NGA_2100500
Naga_100015g32	NGA_0607910
Naga_100015g31	NGA_0093400
Naga_100015g30	NGA_2059100
Naga_100015g29	NGA_2012600
Naga_100015g28	NGA_0430301
Naga_100015g27	NGA_0690800
Naga_100015g26	NGA_0159800
Naga_100015g25	NGA_0492510
Naga_100015g24	NGA_2050000
Naga_100015g23	NGA_2018400
Naga_100015g22	NGA_2028120
Naga_100015g21	NGA_0333900
Naga_100015g20	NGA_2025320
Naga_100015g18	NGA_0248800
Naga_100015g16	NGA_0713700
Naga_100015g14	NGA_0186100
Naga_100015g11	NGA_0222701
Naga_100015g10	NGA_0401010
Naga_100015g9	NGA_2037200
Naga_100015g8	NGA_0082300
Naga_100015g7	NGA_0358500
Naga_100015g6	NGA_0483700
Naga_100015g5	NGA_0705800
Naga_100015g4	NGA_0546000
Naga_100015g3	NGA_2100500
Naga_100015g2	NGA_0199400
Naga_100015g2	NGA_0199400
Naga_100101g19	NGA_0073100
Naga_100101g18	NGA_0679600
Naga_100101g17	NGA_2130210
Naga_100101g16	NGA_0237810
Naga_100101g15	NGA_2047210
Naga_100101g14	NGA_0368700
Naga_100101g13	NGA_0698300
Naga_100101g12	NGA_2011810
Naga_100101g11	NGA_2116520
Naga_100101g10	NGA_0216500
Naga_100101g9	NGA_2071820
Naga_100101g8	NGA_0368600
Naga_100101g7	NGA_0391810
Naga_100101g6	NGA_2015300
Naga_100101g5	NGA_0366100
Naga_100101g4	NGA_0353800
Naga_100101g3	NGA_0098600
Naga_100101g2	NGA_0170400
Naga_100101g1	NGA_0096701
Naga_100948g2	NGA_0105702
Naga_100948g1	NGA_0483700
Naga_100099g1	NGA_0687300
Naga_100099g2	NGA_0623400
Naga_100099g3	NGA_0186000
Naga_100099g4	NGA_2079400
Naga_100099g5	NGA_0460910
Naga_100099g6	NGA_0694200
Naga_100099g7	NGA_0097410
Naga_100099g8	NGA_0626602
Naga_100099g9	NGA_0627502
Naga_100099g10	NGA_0361402
Naga_100099g11	NGA_0380400
Naga_100099g12	NGA_2023110
Naga_100099g13	NGA_0396400
Naga_100099g15	NGA_2097200
Naga_100099g18	NGA_0504600
Naga_100099g19	NGA_0166800
Naga_100099g20	NGA_0648800
Naga_100099g22	NGA_0231900
Naga_100099g23	NGA_2022110
Naga_100855g4	NGA_2046100
Naga_100855g3	NGA_0476400
Naga_100855g2	NGA_0486600
Naga_100174g1	NGA_0220500
Naga_100174g2	NGA_0436500
Naga_100174g3	NGA_0147700
Naga_100174g4	NGA_2083300
Naga_100174g5	NGA_2114600
Naga_100174g6	NGA_2026220
Naga_100174g7	NGA_0482200
Naga_100174g8	NGA_0559800
Naga_100174g9	NGA_0683400
Naga_100174g10	NGA_0129900
Naga_100174g11	NGA_0716200
Naga_100174g12	NGA_0073100
Naga_100174g13	NGA_2053300
Naga_100174g14	NGA_2044900
Naga_100174g16	NGA_2093500
Naga_100257g1	NGA_0624400
Naga_100257g2	NGA_2042910
Naga_100257g3	NGA_0046102
Naga_100257g4	NGA_2004500
Naga_100257g7	NGA_0283102
Naga_100257g8	NGA_2067900
Naga_100257g9	NGA_2117500
Naga_100257g10	NGA_0705800
Naga_100257g12	NGA_2093000
Naga_101093g1	NGA_2038000
Naga_101093g2	NGA_0689900
Naga_100107g1	NGA_2026300
Naga_100107g3	NGA_0458200
Naga_100107g4	NGA_0331800
Naga_100107g5	NGA_0524500
Naga_100107g6	NGA_2057420
Naga_100107g7	NGA_0679600
Naga_100107g8	NGA_0479300
Naga_100107g9	NGA_0106502
Naga_100107g10	NGA_0073800
Naga_100107g11	NGA_0209010
Naga_100107g12	NGA_2011400
Naga_100107g13	NGA_0370420
Naga_100107g14	NGA_0463500
Naga_100107g15	NGA_0401310
Naga_102117g1	NGA_2065600
Naga_102020g1	NGA_0646100
Naga_100579g2	NGA_2103800
Naga_100579g1	NGA_2049900
Naga_100587g2	NGA_0209201
Naga_100587g1	NGA_2125900
Naga_100482g5	NGA_0703000
Naga_100482g4	NGA_0702900
Naga_100482g3	NGA_0702800
Naga_100482g2	NGA_0240700
Naga_100482g1	NGA_0418320
Naga_101109g1	NGA_0241000
Naga_101109g2	NGA_2065900
Naga_103279g1	NGA_0358700
Naga_100951g2	NGA_0240600
Naga_100951g1	NGA_2038000
Naga_101125g1	NGA_0425800
Naga_101958g1	NGA_2049900
Naga_100899g3	NGA_0709900
Naga_100899g2	NGA_2072900
Naga_100899g1	NGA_2087000
Naga_101580g1	NGA_0081902
Naga_100138g1	NGA_2039200
Naga_100138g2	NGA_0169600
Naga_100138g4	NGA_2113200
Naga_100138g5	NGA_0219820
Naga_100138g6	NGA_0184200
Naga_100138g7	NGA_0184802
Naga_100138g7	NGA_0184802
Naga_100138g8	NGA_0426510
Naga_100138g9	NGA_0184300
Naga_100237g8	NGA_0035702
Naga_100237g7	NGA_0456100
Naga_100237g6	NGA_2102100
Naga_100237g4	NGA_0450501
Naga_100237g3	NGA_0456000
Naga_100237g2	NGA_0456200
Naga_100237g1	NGA_0456300
Naga_100212g10	NGA_0679000
Naga_100212g9	NGA_0594000
Naga_100212g8	NGA_0402002
Naga_100212g7	NGA_0401810
Naga_100212g6	NGA_0244301
Naga_100212g5	NGA_0244400
Naga_100212g2	NGA_0504500
Naga_100212g1	NGA_0415500
Naga_101181g2	NGA_0721200
Naga_101181g1	NGA_0415500
Naga_100999g3	NGA_2101050
Naga_1Mitochondrion1	NGA_2026100
Naga_1Mitochondrion7	NGA_0480100
Naga_1Mitochondrion25	NGA_0480100
Naga_1Mitochondrion2	NGA_0239600
Naga_1Mitochondrion8	NGA_0463300
Naga_1Mitochondrion9	NGA_0645800
Naga_1Mitochondrion26	NGA_2020020
Naga_1Mitochondrion33	NGA_0438500
Naga_1Mitochondrion27	NGA_2119100
Naga_1Mitochondrion10	NGA_0207800
Naga_1Mitochondrion3	NGA_0471400
Naga_1Mitochondrion11	NGA_0700800
Naga_1Mitochondrion4	NGA_0357602
Naga_1Mitochondrion12	NGA_0160302
Naga_1Mitochondrion13	NGA_0468500
Naga_1Mitochondrion14	NGA_0502500
Naga_1Mitochondrion15	NGA_0429901
Naga_1Mitochondrion28	NGA_0191400
Naga_1Mitochondrion29	NGA_0223902
Naga_1Mitochondrion16	NGA_0491910
Naga_1Mitochondrion5	NGA_0362300
Naga_1Mitochondrion17	NGA_0609100
Naga_1Mitochondrion18	NGA_0223002
Naga_1Mitochondrion19	NGA_0639900
Naga_1Mitochondrion30	NGA_0434301
Naga_1Mitochondrion31	NGA_0106502
Naga_1Mitochondrion20	NGA_0474700
Naga_1Mitochondrion6	NGA_2107020
Naga_1Mitochondrion21	NGA_2113600
Naga_1Mitochondrion32	NGA_2038100
Naga_1Mitochondrion22	NGA_0701300
Naga_1Mitochondrion23	NGA_0392120
Naga_1Mitochondrion24	NGA_0626100
Naga_100506g1	NGA_2018400
Naga_100506g2	NGA_0698300
Naga_101221g2	NGA_0706000
Naga_100783g1	NGA_0716900
Naga_100783g3	NGA_2102600
Naga_101234g1	NGA_2113500
Naga_101584g1	NGA_2129320
Naga_102068g1	NGA_2106400
Naga_103244g1	NGA_2079200
Naga_100553g3	NGA_2018700
Naga_100553g2	NGA_0444000
Naga_100553g1	NGA_2129320
Naga_102281g1	NGA_2098700
Naga_101006g1	NGA_0470000
Naga_101006g2	NGA_0154620
Naga_101006g3	NGA_0547600
Naga_101483g1	NGA_0381600
Naga_102676g1	NGA_0719700
Naga_101900g2	NGA_0607000
Naga_101900g1	NGA_0694900
Naga_101227g1	NGA_0044802
Naga_101835g1	NGA_0560200
Naga_101075g3	NGA_0712800
Naga_101075g2	NGA_0468600
Naga_101075g1	NGA_0427700
Naga_101434g1	NGA_2051600
Naga_101434g2	NGA_0119100
Naga_103314g1	NGA_0379800
Naga_100808g1	NGA_0168102
Naga_100808g2	NGA_0685300
Naga_103743g1	NGA_0478300
Naga_101722g1	NGA_0486100
Naga_101606g2	NGA_0098800
Naga_101606g1	NGA_0444300
Naga_100485g4	NGA_0717500
Naga_100485g3	NGA_0639900
Naga_100485g2	NGA_0419702
Naga_100485g1	NGA_2119620
Naga_101571g1	NGA_0618500
Naga_102542g1	NGA_0716900
Naga_102542g1	NGA_2064400
Naga_100343g4	NGA_0470200
Naga_100343g3	NGA_0075302
Naga_100343g2	NGA_0427500
Naga_100343g1	NGA_2019800
Naga_101845g1	NGA_2120120
Naga_101132g1	NGA_0451800
Naga_101132g2	NGA_2009000
Naga_100484g6	NGA_2072900
Naga_100484g5	NGA_0265102
Naga_100484g4	NGA_0452200
Naga_100484g3	NGA_0266502
Naga_100484g1	NGA_0679600
Naga_100043g2	NGA_0088800
Naga_100043g3	NGA_0101300
Naga_100043g3	NGA_0101300
Naga_100043g4	NGA_0452500
Naga_100043g5	NGA_0208400
Naga_100043g6	NGA_0115900
Naga_100043g8	NGA_0476400
Naga_100043g9	NGA_0439700
Naga_100043g11	NGA_0367500
Naga_100043g12	NGA_0353600
Naga_100043g13	NGA_0331100
Naga_100043g14	NGA_0283102
Naga_100043g14	NGA_0283102
Naga_100043g16	NGA_0392200
Naga_100043g17	NGA_0728100
Naga_100043g18	NGA_0609100
Naga_100043g19	NGA_2085200
Naga_100043g20	NGA_0480100
Naga_100043g22	NGA_0200210
Naga_100043g23	NGA_0373310
Naga_100043g24	NGA_0467800
Naga_100043g25	NGA_2027520
Naga_100043g26	NGA_0233900
Naga_100043g27	NGA_0700700
Naga_100043g29	NGA_0231701
Naga_100043g30	NGA_0688800
Naga_100043g31	NGA_2071820
Naga_100043g32	NGA_0097110
Naga_100043g33	NGA_0467800
Naga_100043g36	NGA_2078700
Naga_100043g37	NGA_0557300
Naga_100043g37	NGA_0623100
Naga_100043g38	NGA_2011100
Naga_100043g39	NGA_2017600
Naga_100043g40	NGA_0623400
Naga_100043g41	NGA_0150002
Naga_100043g42	NGA_0515500
Naga_100043g43	NGA_0691200
Naga_100043g44	NGA_0414600
Naga_100043g45	NGA_2015100
Naga_100043g46	NGA_0318500
Naga_100523g1	NGA_0182300
Naga_100523g2	NGA_0605800
Naga_100229g10	NGA_0700400
Naga_100229g9	NGA_0729300
Naga_100229g8	NGA_0729200
Naga_100229g7	NGA_0233320
Naga_100229g7	NGA_0556000
Naga_100229g6	NGA_0170400
Naga_100229g5	NGA_0170700
Naga_100229g4	NGA_0194700
Naga_100229g2	NGA_0170500
Naga_100229g1	NGA_2023110
Naga_103686g1	NGA_0450800
Naga_100582g2	NGA_2022110
Naga_100582g1	NGA_2024200
Naga_101523g1	NGA_0082200
Naga_100316g1	NGA_0679000
Naga_100316g2	NGA_0679100
Naga_100316g3	NGA_0462800
Naga_100316g4	NGA_0195500
Naga_100316g5	NGA_2035300
Naga_100316g6	NGA_0612500
Naga_100316g7	NGA_0625900
Naga_100316g8	NGA_2094500
Naga_102104g1	NGA_0688300
Naga_102355g1	NGA_2106200
Naga_101301g1	NGA_2044000
Naga_100643g3	NGA_0392200
Naga_100643g2	NGA_0545500
Naga_100643g1	NGA_0501000
Naga_101197g2	NGA_2044000
Naga_101197g1	NGA_0331200
Naga_101567g2	NGA_2115300
Naga_101567g1	NGA_0426400
Naga_100755g1	NGA_0545700
Naga_100334g1	NGA_0545200
Naga_100334g2	NGA_0478710
Naga_100334g3	NGA_0556300
Naga_100334g4	NGA_0546200
Naga_100334g5	NGA_0545800
Naga_102758g1	NGA_0546100
Naga_100870g2	NGA_0545900
Naga_100536g1	NGA_0679600
Naga_100536g4	NGA_2040600
Naga_100536g5	NGA_0545600
Naga_101178g1	NGA_0219720
Naga_101070g3	NGA_0500200
Naga_101070g1	NGA_0454620
Naga_100957g2	NGA_0476801
Naga_100957g1	NGA_0442502
Naga_103832g1	NGA_0475800
Naga_102312g1	NGA_0384502
Naga_101503g1	NGA_0705200
Naga_101348g2	NGA_0627220
Naga_101610g1	NGA_0694800
Naga_101610g2	NGA_2098600
Naga_101475g2	NGA_0626400
Naga_101118g2	NGA_0694400
Naga_101118g1	NGA_0493700
Naga_101757g1	NGA_0166300
Naga_101817g1	NGA_2027900
Naga_100598g1	NGA_0388600
Naga_100598g2	NGA_0088900
Naga_100772g6	NGA_0190500
Naga_100772g5	NGA_0377000
Naga_100772g4	NGA_2035400
Naga_101558g1	NGA_0132702
Naga_101466g2	NGA_0486500
Naga_101466g1	NGA_0377000
Naga_101387g1	NGA_2074200
Naga_101387g2	NGA_0502400
Naga_101297g1	NGA_0320300
Naga_102885g1	NGA_2065200
Naga_100847g1	NGA_0555900
Naga_100847g3	NGA_0705000
Naga_100847g4	NGA_2041000
Naga_101947g2	NGA_2125000
Naga_101947g1	NGA_0194700
Naga_101320g1	NGA_0697500
Naga_101320g2	NGA_0082100
Naga_101680g1	NGA_0500200
Naga_100245g6	NGA_2010920
Naga_100245g5	NGA_2010000
Naga_100245g4	NGA_0559700
Naga_100245g3	NGA_0612600
Naga_100245g2	NGA_0546700
Naga_100245g1	NGA_0425800
Naga_100570g3	NGA_0171400
Naga_100570g2	NGA_0174300
Naga_100570g1	NGA_2095800
Naga_101866g1	NGA_0559500
Naga_100620g1	NGA_0504300
Naga_100620g2	NGA_0559600
Naga_100620g3	NGA_0560000
Naga_100703g3	NGA_0186100
Naga_100703g2	NGA_0559400
Naga_100703g1	NGA_0248000
Naga_100673g1	NGA_2054500
Naga_100673g2	NGA_0318100
Naga_100673g2	NGA_0318100
Naga_100849g1	NGA_0082200
Naga_100849g2	NGA_0169500
Naga_100849g3	NGA_0569900
Naga_100849g4	NGA_0483300
Naga_100740g1	NGA_0239500
Naga_100091g17	NGA_0436200
Naga_100091g16	NGA_0718300
Naga_100091g15	NGA_0185100
Naga_100091g14	NGA_0133300
Naga_100091g13	NGA_2083300
Naga_100091g11	NGA_0402002
Naga_100091g10	NGA_0557100
Naga_100091g9	NGA_0607910
Naga_100091g8	NGA_2103610
Naga_100091g7	NGA_2014300
Naga_100091g6	NGA_0231701
Naga_100091g5	NGA_0698300
Naga_100091g5	NGA_0698300
Naga_100091g4	NGA_2012900
Naga_100091g3	NGA_2036500
Naga_100091g2	NGA_0058102
Naga_100091g1	NGA_2011810
Naga_101628g1	NGA_0467800
Naga_101628g2	NGA_0731400
Naga_100242g4	NGA_0679600
Naga_100242g3	NGA_0500200
Naga_100242g2	NGA_0486000
Naga_100242g2	NGA_0486000
Naga_100242g1	NGA_0680300
Naga_101660g1	NGA_0207300
Naga_100786g1	NGA_0497520
Naga_100786g2	NGA_0225900
Naga_101463g3	NGA_0707600
Naga_101463g1	NGA_2011700
Naga_101467g1	NGA_0717400
Naga_100652g1	NGA_0702100
Naga_100652g2	NGA_0439700
Naga_101995g2	NGA_0626400
Naga_101995g1	NGA_0244500
Naga_100568g1	NGA_2069300
Naga_100568g2	NGA_0439500
Naga_100568g3	NGA_2005320
Naga_100568g4	NGA_0248800
Naga_100568g5	NGA_2099400
Naga_101554g1	NGA_0486900
Naga_101840g1	NGA_0626400
Naga_100836g1	NGA_2078700
Naga_100836g2	NGA_0090500
Naga_100806g1	NGA_0502400
Naga_100626g1	NGA_2078000
Naga_100440g1	NGA_0332000
Naga_100440g2	NGA_0606810
Naga_100440g3	NGA_2115020
Naga_100440g3	NGA_2130220
Naga_100440g4	NGA_0492400
Naga_100671g2	NGA_0568910
Naga_100671g1	NGA_0082100
Naga_100634g3	NGA_2030000
Naga_100634g2	NGA_0392502
Naga_100634g1	NGA_2066600
Naga_102584g1	NGA_2071000
Naga_101013g2	NGA_0232502
Naga_101137g1	NGA_0331720
Naga_100129g1	NGA_2033700
Naga_100129g3	NGA_0225800
Naga_100129g4	NGA_2033700
Naga_100129g5	NGA_0227900
Naga_100129g6	NGA_0709900
Naga_100129g7	NGA_0680800
Naga_100129g8	NGA_0198900
Naga_100129g9	NGA_0210000
Naga_100129g11	NGA_0160010
Naga_100129g12	NGA_0486600
Naga_100129g13	NGA_2031220
Naga_100129g14	NGA_0711800
Naga_100129g14	NGA_0486500
Naga_100129g15	NGA_0434010
Naga_100129g16	NGA_2084500
Naga_100129g17	NGA_0482300
Naga_100129g19	NGA_0487310
Naga_101799g1	NGA_0690600
Naga_101743g1	NGA_2038300
Naga_100033g1	NGA_0692300
Naga_100033g2	NGA_0319600
Naga_100033g3	NGA_0225700
Naga_100033g4	NGA_0110702
Naga_100033g5	NGA_0093910
Naga_100033g6	NGA_2074700
Naga_100033g7	NGA_2079300
Naga_100033g8	NGA_0200210
Naga_100033g9	NGA_2079600
Naga_100033g10	NGA_0222701
Naga_100033g12	NGA_2119400
Naga_100033g13	NGA_0074400
Naga_100033g14	NGA_0368300
Naga_100033g15	NGA_0450600
Naga_100033g16	NGA_0450700
Naga_100033g17	NGA_0452500
Naga_100033g18	NGA_0680600
Naga_100033g19	NGA_0693200
Naga_100033g20	NGA_0357602
Naga_100033g21	NGA_0505000
Naga_100033g22	NGA_0357402
Naga_100033g23	NGA_0357120
Naga_100033g24	NGA_0357502
Naga_100033g24	NGA_0357502
Naga_100033g25	NGA_2007900
Naga_100033g26	NGA_0358500
Naga_100033g27	NGA_0680200
Naga_100033g28	NGA_2027520
Naga_100033g29	NGA_0319500
Naga_100033g30	NGA_2033000
Naga_100033g31	NGA_2119620
Naga_100033g32	NGA_0186400
Naga_100033g33	NGA_0186100
Naga_100033g34	NGA_0680600
Naga_100033g35	NGA_2114820
Naga_100033g36	NGA_2073700
Naga_100033g38	NGA_0391510
Naga_100033g40	NGA_0415600
Naga_100033g41	NGA_2066510
Naga_100033g42	NGA_0186400
Naga_100033g43	NGA_2109020
Naga_100033g44	NGA_2097900
Naga_100033g45	NGA_2109020
Naga_100033g46	NGA_0717900
Naga_100033g47	NGA_0200000
Naga_100033g48	NGA_2021900
Naga_100033g50	NGA_0237700
Naga_100033g52	NGA_2083600
Naga_100033g52	NGA_0220500
Naga_100033g52	NGA_0220500
Naga_100033g52	NGA_0220500
Naga_100013g96	NGA_0373902
Naga_100013g95	NGA_0185210
Naga_100013g94	NGA_2097100
Naga_100013g93	NGA_2013600
Naga_100013g92	NGA_0709200
Naga_100013g91	NGA_0478300
Naga_100013g90	NGA_2061300
Naga_100013g89	NGA_0419702
Naga_100013g87	NGA_2094300
Naga_100013g86	NGA_0622800
Naga_100013g85	NGA_0225800
Naga_100013g84	NGA_2110300
Naga_100013g83	NGA_2060720
Naga_100013g81	NGA_2095500
Naga_100013g82	NGA_0234200
Naga_100013g80	NGA_0699500
Naga_100013g80	NGA_0699500
Naga_100013g78	NGA_0699600
Naga_100013g77	NGA_0705100
Naga_100013g76	NGA_0209201
Naga_100013g74	NGA_2033500
Naga_100013g73	NGA_2029800
Naga_100013g72	NGA_0401201
Naga_100013g71	NGA_0725900
Naga_100013g71	NGA_0702100
Naga_100013g69	NGA_0473510
Naga_100013g67	NGA_0612400
Naga_100013g66	NGA_0613000
Naga_100013g64	NGA_2023000
Naga_100013g63	NGA_0438800
Naga_100013g62	NGA_0679600
Naga_100013g61	NGA_0640800
Naga_100013g60	NGA_0210810
Naga_100013g59	NGA_0112200
Naga_100013g58	NGA_2076420
Naga_100013g57	NGA_2095800
Naga_100013g55	NGA_2122420
Naga_100013g54	NGA_0476601
Naga_100013g53	NGA_0688410
Naga_100013g52	NGA_0439000
Naga_100013g51	NGA_2018920
Naga_100013g50	NGA_2110720
Naga_100013g49	NGA_0547500
Naga_100013g48	NGA_0427600
Naga_100013g47	NGA_0519520
Naga_100013g45	NGA_2115200
Naga_100013g45	NGA_2115200
Naga_100013g44	NGA_0205320
Naga_100013g42	NGA_2078600
Naga_100013g41	NGA_2094800
Naga_100013g40	NGA_2100500
Naga_100013g39	NGA_0163100
Naga_100013g38	NGA_0401310
Naga_100013g37	NGA_0208901
Naga_100013g36	NGA_0583520
Naga_100013g35	NGA_0694500
Naga_100013g33	NGA_0404100
Naga_100013g32	NGA_0463500
Naga_100013g31	NGA_2011320
Naga_100013g30	NGA_0249400
Naga_100013g29	NGA_0679600
Naga_100013g28	NGA_0044802
Naga_100013g27	NGA_0232801
Naga_100013g26	NGA_0238500
Naga_100013g25	NGA_2050700
Naga_100013g24	NGA_2053810
Naga_100013g23	NGA_0434601
Naga_100013g22	NGA_0244400
Naga_100013g21	NGA_0497100
Naga_100013g20	NGA_2102100
Naga_100013g19	NGA_0218700
Naga_100013g18	NGA_0430201
Naga_100013g17	NGA_2005600
Naga_100013g16	NGA_0588200
Naga_100013g15	NGA_2097500
Naga_100013g14	NGA_2041400
Naga_100013g13	NGA_0524800
Naga_100013g11	NGA_2065100
Naga_100013g10	NGA_0606900
Naga_100013g8	NGA_0234300
Naga_100013g7	NGA_2019800
Naga_100013g6	NGA_2046400
Naga_100013g5	NGA_2027520
Naga_100013g4	NGA_2096300
Naga_100013g3	NGA_0482400
